"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce (full horizontal rear)"		"Total Early Reflection"
54.1992	87.3352	54.1992	86.8075	54.1992	87.1203	54.1992	87.1189	54.1992	87.1194	54.1992	87.1035
55.6641	87.5118	55.6641	87.0079	55.6641	87.3047	55.6641	87.3027	55.6641	87.3034	55.6641	87.2891
58.5938	87.3504	58.5938	86.8413	58.5938	87.1424	58.5938	87.1403	58.5938	87.1411	58.5938	87.1261
60.0586	87.3319	60.0586	86.8392	60.0586	87.1322	60.0586	87.1301	60.0586	87.1309	60.0586	87.1157
62.9883	87.0158	62.9883	86.5049	62.9883	86.8148	62.9883	86.8112	62.9883	86.8125	62.9883	86.7949
64.4531	86.8832	64.4531	86.3753	64.4531	86.6817	64.4531	86.6782	64.4531	86.6795	64.4531	86.6626
67.3828	87.07	67.3828	86.5572	67.3828	86.8619	67.3828	86.8605	67.3828	86.861	67.3828	86.8452
68.8477	87.066	68.8477	86.5524	68.8477	86.8576	68.8477	86.853	68.8477	86.8547	68.8477	86.8398
71.7773	87.0418	71.7773	86.5453	71.7773	86.8412	71.7773	86.8365	71.7773	86.8382	71.7773	86.8235
74.707	87.0244	74.707	86.5361	74.707	86.8265	74.707	86.8226	74.707	86.824	74.707	86.8095
77.6367	86.7986	77.6367	86.3073	77.6367	86.5991	77.6367	86.5973	77.6367	86.5979	77.6367	86.5829
79.1016	86.7131	79.1016	86.2141	79.1016	86.5102	79.1016	86.508	79.1016	86.5088	79.1016	86.4937
82.0312	86.8354	82.0312	86.327	82.0312	86.6287	82.0312	86.6222	82.0312	86.6246	82.0312	86.6106
84.9609	86.8412	84.9609	86.3349	84.9609	86.6361	84.9609	86.6287	84.9609	86.6314	84.9609	86.6175
87.8906	86.6087	87.8906	86.1151	87.8906	86.4086	87.8906	86.3977	87.8906	86.4016	87.8906	86.3892
90.8203	86.6351	90.8203	86.149	90.8203	86.4362	90.8203	86.4219	90.8203	86.4271	90.8203	86.4166
95.2148	86.5601	95.2148	86.0654	95.2148	86.3609	95.2148	86.3616	95.2148	86.3613	95.2148	86.3447
98.1445	86.2626	98.1445	85.7599	98.1445	86.0694	98.1445	86.0827	98.1445	86.0779	98.1445	86.0535
101.074	86.153	101.074	85.7622	101.074	86.0007	101.074	86.0061	101.074	86.0042	101.074	85.9871
105.469	85.3573	105.469	84.937	105.469	85.1805	105.469	85.1906	105.469	85.187	105.469	85.1725
108.398	85.337	108.398	84.813	108.398	85.1117	108.398	85.1147	108.398	85.1137	108.398	85.1012
112.793	85.2564	112.793	84.5283	112.793	84.9517	112.793	84.9438	112.793	84.9467	112.793	84.9315
117.188	85.4808	117.188	84.3857	117.188	85.0611	117.188	85.0308	117.188	85.0418	117.188	85.014
120.117	85.6868	120.117	84.6968	120.117	85.3402	120.117	85.3039	120.117	85.3172	120.117	85.2805
124.512	85.7669	124.512	85.1514	124.512	85.5415	124.512	85.4862	124.512	85.5064	124.512	85.4949
128.906	85.6194	128.906	85.0463	128.906	85.4019	128.906	85.3492	128.906	85.3684	128.906	85.3609
133.301	85.5125	133.301	84.9591	133.301	85.3027	133.301	85.2531	133.301	85.2712	133.301	85.2633
139.16	85.4111	139.16	84.8492	139.16	85.1956	139.16	85.1436	139.16	85.1626	139.16	85.1561
143.555	85.3113	143.555	84.7011	143.555	85.0788	143.555	85.0098	143.555	85.035	143.555	85.0315
147.949	85.1009	147.949	84.4914	147.949	84.879	147.949	84.8632	147.949	84.8689	147.949	84.8451
153.809	84.7576	153.809	84.2267	153.809	84.5676	153.809	84.5638	153.809	84.5652	153.809	84.5395
159.668	84.6593	159.668	84.1143	159.668	84.4572	159.668	84.4258	159.668	84.4373	159.668	84.4223
165.527	84.6889	165.527	84.068	165.527	84.4655	165.527	84.4261	165.527	84.4405	165.527	84.4223
171.387	84.6717	171.387	84.0333	171.387	84.4394	171.387	84.376	171.387	84.3992	171.387	84.3887
177.246	84.8329	177.246	84.1686	177.246	84.6081	177.246	84.5303	177.246	84.5588	177.246	84.545
183.105	84.9199	183.105	84.3105	183.105	84.7248	183.105	84.6477	183.105	84.676	183.105	84.6602
188.965	84.6829	188.965	84.098	188.965	84.4829	188.965	84.4162	188.965	84.4406	188.965	84.4282
196.289	84.5019	196.289	83.7101	196.289	84.2184	196.289	84.1464	196.289	84.1729	196.289	84.1573
203.613	85.0395	203.613	84.1162	203.613	84.7857	203.613	84.649	203.613	84.6996	203.613	84.6684
210.938	84.9607	210.938	84.1582	210.938	84.7886	210.938	84.6549	210.938	84.7043	210.938	84.6615
218.262	84.8787	218.262	84.1977	218.262	84.7636	218.262	84.6557	218.262	84.6956	218.262	84.6444
225.586	84.7724	225.586	84.1303	225.586	84.6592	225.586	84.5391	225.586	84.5835	225.586	84.5423
232.91	84.7902	232.91	83.9816	232.91	84.6733	232.91	84.5013	232.91	84.5653	232.91	84.5111
241.699	85.0088	241.699	84.2858	241.699	84.9761	241.699	84.7121	241.699	84.8109	241.699	84.7664
250.488	84.9506	250.488	84.3682	250.488	84.9859	250.488	84.7244	250.488	84.8221	250.488	84.7758
259.277	85.6269	259.277	84.8858	259.277	85.6837	259.277	85.3258	259.277	85.4602	259.277	85.4056
268.066	86.1668	268.066	85.4147	268.066	86.2697	268.066	85.8681	268.066	86.02	268.066	85.958
276.855	85.9852	276.855	85.5767	276.855	86.2542	276.855	85.8524	276.855	86.0045	276.855	85.9402
287.109	86.065	287.109	85.7623	287.109	86.4107	287.109	86.0122	287.109	86.1631	287.109	86.0878
297.363	86.0142	297.363	85.8704	297.363	86.4816	297.363	86.0583	297.363	86.2192	297.363	86.1338
307.617	86.0082	307.617	86.3743	307.617	86.7449	307.617	86.3269	307.617	86.4852	307.617	86.3945
319.336	86.1084	319.336	86.777	319.336	86.9949	319.336	86.5884	319.336	86.7412	319.336	86.6519
329.59	86.3127	329.59	86.6565	329.59	87.1408	329.59	86.689	329.59	86.8604	329.59	86.7403
341.309	86.7576	341.309	87.1003	341.309	87.6765	341.309	87.086	341.309	87.3124	341.309	87.1971
353.027	86.904	353.027	87.1904	353.027	87.8435	353.027	87.2676	353.027	87.4877	353.027	87.3501
366.211	86.6965	366.211	87.2005	366.211	87.748	366.211	87.2225	366.211	87.4225	366.211	87.2714
379.395	86.4454	379.395	87.6004	379.395	87.8158	379.395	87.2011	379.395	87.4373	379.395	87.3249
392.578	86.3694	392.578	87.3242	392.578	87.7658	392.578	87.1142	392.578	87.365	392.578	87.2115
405.762	86.1776	405.762	87.1017	405.762	87.621	405.762	87.1085	405.762	87.3033	405.762	87.0882
420.41	86.1715	420.41	86.9782	420.41	87.4837	420.41	86.9118	420.41	87.1305	420.41	86.9559
435.059	86.0818	435.059	86.6245	435.059	87.3195	435.059	86.743	435.059	86.9656	435.059	86.7659
451.172	86.0984	451.172	86.4625	451.172	87.2481	451.172	86.8999	451.172	87.0305	451.172	86.7673
465.82	85.8274	465.82	86.4103	465.82	87.0179	465.82	86.7957	465.82	86.8784	465.82	86.6066
483.398	86.1268	483.398	86.5337	483.398	86.9557	483.398	86.6402	483.398	86.7603	483.398	86.6121
499.512	86.5454	499.512	86.6427	499.512	87.1871	499.512	86.6623	499.512	86.8638	499.512	86.7863
517.09	86.4082	517.09	86.4363	517.09	87.1023	517.09	86.7562	517.09	86.8821	517.09	86.7251
536.133	86.2697	536.133	86.6234	536.133	87.2387	536.133	86.7581	536.133	86.9347	536.133	86.7769
555.176	86.2112	555.176	86.5568	555.176	87.0886	555.176	86.6845	555.176	86.825	555.176	86.6829
574.219	86.7065	574.219	86.5594	574.219	87.3801	574.219	86.8149	574.219	87.0245	574.219	86.9066
594.727	87.1186	594.727	86.2099	594.727	87.7719	594.727	86.9509	594.727	87.2663	594.727	87.0927
615.234	87.0299	615.234	85.8219	615.234	87.1117	615.234	86.5922	615.234	86.7836	615.234	86.6915
637.207	86.7939	637.207	86.357	637.207	87.0507	637.207	86.4737	637.207	86.6992	637.207	86.6818
659.18	86.3488	659.18	85.3596	659.18	86.7244	659.18	86.2845	659.18	86.4495	659.18	86.257
682.617	86.7766	682.617	85.8315	682.617	86.5593	682.617	86.0412	682.617	86.2372	682.617	86.3026
707.52	86.336	707.52	86.0328	707.52	86.3997	707.52	85.9967	707.52	86.1357	707.52	86.1832
732.422	86.1899	732.422	86.3018	732.422	86.1875	732.422	85.9015	732.422	85.9837	732.422	86.1154
757.324	86.3175	757.324	86.6191	757.324	85.9357	757.324	85.6303	757.324	85.7134	757.324	86.0594
785.156	85.8631	785.156	86.2376	785.156	86.1425	785.156	85.3731	785.156	85.6544	785.156	85.8656
811.523	85.9549	811.523	86.1016	811.523	85.5264	811.523	85.5013	811.523	85.4858	811.523	85.7219
840.82	85.8494	840.82	86.5965	840.82	85.6608	840.82	85.4239	840.82	85.5125	840.82	85.8296
870.117	85.2289	870.117	86.4901	870.117	85.7265	870.117	85.4292	870.117	85.5413	870.117	85.7057
900.879	86.2014	900.879	86.3742	900.879	85.6194	900.879	84.858	900.879	85.1652	900.879	85.6824
933.105	84.9953	933.105	86.5001	933.105	85.4427	933.105	84.7076	933.105	84.9879	933.105	85.375
965.332	85.4744	965.332	85.863	965.332	84.6521	965.332	84.0811	965.332	84.2682	965.332	84.9233
1,000.49	84.1125	1,000.49	85.7072	1,000.49	84.6865	1,000.49	83.6925	1,000.49	84.0799	1,000.49	84.5148
1,035.64	84.7708	1,035.64	86.3232	1,035.64	84.4534	1,035.64	83.2283	1,035.64	83.71	1,035.64	84.6327
1,072.27	83.9069	1,072.27	85.8637	1,072.27	83.7469	1,072.27	82.5835	1,072.27	83.0418	1,072.27	83.9842
1,108.89	84.4825	1,108.89	85.6241	1,108.89	82.7014	1,108.89	82.1408	1,108.89	82.3289	1,108.89	83.68
1,148.44	83.5568	1,148.44	85.5544	1,148.44	82.6287	1,148.44	82.2908	1,148.44	82.4236	1,148.44	83.4771
1,189.45	84.0939	1,189.45	85.9415	1,189.45	82.6852	1,189.45	82.2332	1,189.45	82.4848	1,189.45	83.7272
1,230.47	83.6618	1,230.47	86.0182	1,230.47	83.6022	1,230.47	82.6887	1,230.47	83.1214	1,230.47	83.9872
1,274.41	83.5944	1,274.41	86.0718	1,274.41	83.0738	1,274.41	82.9333	1,274.41	82.9925	1,274.41	83.9169
1,319.82	83.0756	1,319.82	85.9473	1,319.82	84.0475	1,319.82	83.4537	1,319.82	83.6943	1,319.82	84.1694
1,366.7	83.594	1,366.7	86.326	1,366.7	84.4126	1,366.7	84.0181	1,366.7	84.153	1,366.7	84.6137
1,413.57	84.1396	1,413.57	86.1239	1,413.57	84.4018	1,413.57	83.8555	1,413.57	84.0461	1,413.57	84.5982
1,463.38	84.3811	1,463.38	86.4465	1,463.38	84.6815	1,463.38	83.9952	1,463.38	84.2442	1,463.38	84.8457
1,516.11	84.5474	1,516.11	86.5882	1,516.11	84.0128	1,516.11	83.3884	1,516.11	83.6059	1,516.11	84.5948
1,568.85	83.6493	1,568.85	86.6378	1,568.85	83.5963	1,568.85	82.4653	1,568.85	82.9486	1,568.85	84.1339
1,624.51	82.5428	1,624.51	86.4416	1,624.51	84.7527	1,624.51	82.8672	1,624.51	83.6576	1,624.51	84.2965
1,681.64	81.8621	1,681.64	86.5	1,681.64	84.8303	1,681.64	83.2001	1,681.64	83.8643	1,681.64	84.3352
1,741.7	82.3133	1,741.7	85.9845	1,741.7	85.9354	1,741.7	83.8043	1,741.7	84.6921	1,741.7	84.7537
1,803.22	82.2719	1,803.22	86.0199	1,803.22	86.3295	1,803.22	83.4894	1,803.22	84.7492	1,803.22	84.8287
1,866.21	82.5238	1,866.21	85.9976	1,866.21	85.6756	1,866.21	82.6993	1,866.21	84.0081	1,866.21	84.4216
1,932.13	81.8331	1,932.13	86.1567	1,932.13	85.4988	1,932.13	82.1639	1,932.13	83.7119	1,932.13	84.2148
1,999.51	81.5807	1,999.51	86.069	1,999.51	85.8023	1,999.51	82.2517	1,999.51	83.9391	1,999.51	84.2956
2,069.82	81.2362	2,069.82	84.5829	2,069.82	86.1108	2,069.82	82.3195	2,069.82	84.1476	2,069.82	84.0107
2,143.07	80.7031	2,143.07	83.755	2,143.07	85.9395	2,143.07	82.4033	2,143.07	84.0901	2,143.07	83.7216
2,219.24	81.3425	2,219.24	83.2203	2,219.24	85.233	2,219.24	81.6142	2,219.24	83.3617	2,219.24	83.1876
2,296.88	80.9246	2,296.88	82.7112	2,296.88	84.1526	2,296.88	80.9455	2,296.88	82.4716	2,296.88	82.4134
2,378.91	79.8314	2,378.91	81.2943	2,378.91	83.5043	2,378.91	80.6133	2,378.91	81.9689	2,378.91	81.6288
2,462.4	77.8226	2,462.4	78.6486	2,462.4	84.5364	2,462.4	81.782	2,462.4	83.0451	2,462.4	81.8773
2,548.83	77.154	2,548.83	76.4711	2,548.83	84.9856	2,548.83	82.438	2,548.83	83.5863	2,548.83	82.1227
2,639.65	78.0342	2,639.65	74.4742	2,639.65	84.6739	2,639.65	82.1104	2,639.65	83.263	2,639.65	81.8157
2,731.93	77.3814	2,731.93	72.7543	2,731.93	84.0321	2,731.93	81.4937	2,731.93	82.6398	2,731.93	81.1482
2,828.61	76.4178	2,828.61	75.5991	2,828.61	84.7871	2,828.61	82.158	2,828.61	83.321	2,828.61	81.8209
2,928.22	77.8995	2,928.22	79.6193	2,928.22	86.658	2,928.22	83.6331	2,928.22	84.9777	2,928.22	83.6621
3,030.76	80.0389	3,030.76	81.7654	3,030.76	87.9529	3,030.76	84.8236	3,030.76	86.2096	3,030.76	85.0423
3,137.7	81.9028	3,137.7	83.9117	3,137.7	88.4744	3,137.7	85.5358	3,137.7	86.7763	3,137.7	85.8853
3,249.02	83.1279	3,249.02	85.2447	3,249.02	88.4242	3,249.02	85.3703	3,249.02	86.692	3,249.02	86.1215
3,363.28	84.2887	3,363.28	83.7334	3,363.28	88.428	3,363.28	84.9769	3,363.28	86.5819	3,363.28	85.9566
3,481.93	84.435	3,481.93	83.861	3,481.93	88.134	3,481.93	84.9715	3,481.93	86.3839	3,481.93	85.8449
3,604.98	85.1361	3,604.98	83.2059	3,604.98	87.6383	3,604.98	85.3516	3,604.98	86.1944	3,604.98	85.7409
3,732.42	85.0305	3,732.42	82.9901	3,732.42	87.8849	3,732.42	85.7848	3,732.42	86.4828	3,732.42	85.9235
3,864.26	84.5809	3,864.26	80.9585	3,864.26	87.8	3,864.26	85.4716	3,864.26	86.2636	3,864.26	85.5386
4,000.49	84.6002	4,000.49	80.0849	4,000.49	86.7594	4,000.49	84.3799	4,000.49	85.2072	4,000.49	84.6847
4,141.11	83.9662	4,141.11	81.193	4,141.11	87.5224	4,141.11	84.1229	4,141.11	85.6358	4,141.11	84.9709
4,287.6	83.2501	4,287.6	79.2441	4,287.6	88.0895	4,287.6	83.7971	4,287.6	85.9238	4,287.6	84.9704
4,438.48	82.7837	4,438.48	80.8481	4,438.48	87.8498	4,438.48	83.8759	4,438.48	85.8387	4,438.48	84.9097
4,595.21	83.6533	4,595.21	80.5049	4,595.21	87.2208	4,595.21	83.1815	4,595.21	85.2114	4,595.21	84.5074
4,756.35	83.9477	4,756.35	80.5932	4,756.35	87.172	4,756.35	83.02	4,756.35	85.1379	4,756.35	84.506
4,924.8	83.7992	4,924.8	82.5795	4,924.8	86.6528	4,924.8	82.4253	4,924.8	84.4127	4,924.8	84.264
5,097.66	85.4052	5,097.66	81.7122	5,097.66	86.4922	5,097.66	82.7772	5,097.66	84.3117	5,097.66	84.474
5,277.83	86.0176	5,277.83	82.0995	5,277.83	85.9398	5,277.83	82.5819	5,277.83	83.9061	5,277.83	84.4139
5,463.87	86.6208	5,463.87	82.8737	5,463.87	86.7263	5,463.87	83.9436	5,463.87	85.0247	5,463.87	85.2883
5,657.23	86.363	5,657.23	82.4472	5,657.23	86.5895	5,657.23	83.6433	5,657.23	84.8526	5,657.23	85.0557
5,856.45	86.085	5,856.45	82.6324	5,856.45	86.655	5,856.45	83.339	5,856.45	84.7976	5,856.45	84.9687
6,062.99	85.7199	6,062.99	82.1274	6,062.99	87.2744	6,062.99	83.0467	6,062.99	85.1349	6,062.99	85.0467
6,276.86	85.2975	6,276.86	82.441	6,276.86	87.6386	6,276.86	83.1886	6,276.86	85.3903	6,276.86	85.1825
6,498.05	85.346	6,498.05	82.8555	6,498.05	87.71	6,498.05	82.3978	6,498.05	85.131	6,498.05	85.1195
6,726.56	85.1267	6,726.56	82.6079	6,726.56	88.6036	6,726.56	82.1445	6,726.56	85.7867	6,726.56	85.5043
6,963.87	84.7183	6,963.87	83.0986	6,963.87	87.6418	6,963.87	81.4199	6,963.87	84.9026	6,963.87	84.8554
7,209.96	84.5636	7,209.96	82.2046	7,209.96	87.6237	7,209.96	80.9547	7,209.96	84.7798	7,209.96	84.6416
7,464.84	84.7609	7,464.84	82.3335	7,464.84	87.5984	7,464.84	81.039	7,464.84	84.8751	7,464.84	84.7127
7,727.05	85.3343	7,727.05	81.7288	7,727.05	86.854	7,727.05	80.9549	7,727.05	84.2819	7,727.05	84.3701
7,999.51	85.8056	7,999.51	82.176	7,999.51	87.1607	7,999.51	81.2851	7,999.51	84.5553	7,999.51	84.7296
8,282.23	85.5593	8,282.23	81.9793	8,282.23	87.3075	8,282.23	81.2658	8,282.23	84.6361	8,282.23	84.713
8,573.73	84.8933	8,573.73	82.0831	8,573.73	87.8614	8,573.73	81.8978	8,573.73	85.2175	8,573.73	84.9652
8,876.95	84.7234	8,876.95	82.1639	8,876.95	87.8961	8,876.95	81.6573	8,876.95	85.1828	8,876.95	84.9238
9,188.96	85.2958	9,188.96	82.9056	9,188.96	88.3189	9,188.96	81.3446	9,188.96	85.4286	9,188.96	85.3099
9,514.16	85.1858	9,514.16	83.6947	9,514.16	88.0952	9,514.16	80.574	9,514.16	85.0994	9,514.16	85.1767
9,849.61	85.3313	9,849.61	84.8418	9,849.61	87.8762	9,849.61	80.0806	9,849.61	84.839	9,849.61	85.2271
10,196.8	85.3017	10,196.8	85.8415	10,196.8	86.881	10,196.8	78.8503	10,196.8	83.8151	10,196.8	84.8513
10,555.7	84.9356	10,555.7	86.8128	10,555.7	85.6994	10,555.7	77.3711	10,555.7	82.6082	10,555.7	84.4716
10,927.7	85.0923	10,927.7	87.0823	10,927.7	83.5399	10,927.7	75.2561	10,927.7	80.4153	10,927.7	83.8141
11,313	84.5108	11,313	86.7928	11,313	80.1532	11,313	72.4988	11,313	77.0273	11,313	82.7053
11,712.9	83.909	11,712.9	85.5067	11,712.9	77.0992	11,712.9	69.1496	11,712.9	73.8472	11,712.9	81.3678
12,126	83.4126	12,126	83.876	12,126	75.205	12,126	67.3252	12,126	72.361	12,126	80.1645
12,553.7	83.0028	12,553.7	83.7408	12,553.7	74.2371	12,553.7	67.4128	12,553.7	71.9028	12,553.7	79.8572
12,996.1	82.4556	12,996.1	84.5354	12,996.1	72.2891	12,996.1	66.5781	12,996.1	70.4322	12,996.1	79.9361
13,454.6	80.764	13,454.6	85.0295	13,454.6	70.178	13,454.6	64.5954	13,454.6	68.5482	13,454.6	79.6196
13,929.2	78.9144	13,929.2	84.161	13,929.2	70.9481	13,929.2	65.0926	13,929.2	69.4651	13,929.2	78.6102
14,419.9	78.6345	14,419.9	82.754	14,419.9	72.7295	14,419.9	66.3905	14,419.9	71.0529	14,419.9	77.7438
14,928.2	77.4754	14,928.2	81.4386	14,928.2	73.1956	14,928.2	66.2493	14,928.2	71.0051	14,928.2	76.6816
15,455.6	73.9553	15,455.6	80.8391	15,455.6	72.8843	15,455.6	64.4187	15,455.6	70.3637	15,455.6	75.5447
16,000.5	69.306	16,000.5	80.5507	16,000.5	72.0704	16,000.5	62.9002	16,000.5	69.3995	16,000.5	74.7366
16,564.5	67.6617	16,564.5	80.3746	16,564.5	70.8943	16,564.5	64.2379	16,564.5	68.4283	16,564.5	74.3695
17,148.9	65.7531	17,148.9	79.9521	17,148.9	70.4064	17,148.9	65.054	17,148.9	68.0897	17,148.9	73.9195
17,752.4	61.2914	17,752.4	78.1245	17,752.4	70.5909	17,752.4	64.0081	17,752.4	68.0862	17,752.4	72.3899
18,379.4	57.9022	18,379.4	76.0093	18,379.4	70.5399	18,379.4	62.0403	18,379.4	67.8274	18,379.4	70.7555
19,026.9	59.6497	19,026.9	75.978	19,026.9	70.4375	19,026.9	60.0571	19,026.9	67.4663	19,026.9	70.6584
19,697.8	56.3675	19,697.8	77.6331	19,697.8	70.4366	19,697.8	58.8464	19,697.8	67.0715	19,697.8	71.7804
19,999.5	56.516	19,999.5	78.5757	19,999.5	70.1989	19,999.5	59.2844	19,999.5	66.7751	19,999.5	72.4829
