"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.5078	75.5667	20.5078	75.5677	20.5078	75.5543	20.5078	75.5824	20.5078	39.9853	20.5078	40.0134	20.5078	40
21.9727	77.0813	21.9727	77.0824	21.9727	77.0691	21.9727	77.0971	21.9727	39.9853	21.9727	40.0133	21.9727	40
23.4375	78.1504	23.4375	78.1514	23.4375	78.1382	23.4375	78.1661	23.4375	39.9852	23.4375	40.0131	23.4375	40
24.9023	79.2214	24.9023	79.2225	24.9023	79.2096	24.9023	79.2368	24.9023	39.9857	24.9023	40.0128	24.9023	40
26.3672	80.2193	26.3672	80.2202	26.3672	80.2074	26.3672	80.2342	26.3672	39.986	26.3672	40.0129	26.3672	40
27.832	81.1125	27.832	81.1136	27.832	81.1009	27.832	81.1279	27.832	39.9857	27.832	40.0127	27.832	40
29.2969	81.8565	29.2969	81.8571	29.2969	81.8429	29.2969	81.8697	29.2969	39.9874	29.2969	40.0143	29.2969	40
30.7617	82.6882	30.7617	82.6891	30.7617	82.6757	30.7617	82.7021	30.7617	39.9869	30.7617	40.0134	30.7617	40
32.2266	83.4173	32.2266	83.4181	32.2266	83.4048	32.2266	83.4309	32.2266	39.9872	32.2266	40.0133	32.2266	40
33.6914	84.0107	33.6914	84.0114	33.6914	83.9977	33.6914	84.0243	33.6914	39.9871	33.6914	40.0137	33.6914	40
35.1562	84.6341	35.1562	84.6348	35.1562	84.6208	35.1562	84.6473	35.1562	39.9874	35.1562	40.014	35.1562	40
36.6211	85.1882	36.6211	85.1888	36.6211	85.1742	36.6211	85.2008	36.6211	39.9879	36.6211	40.0146	36.6211	40
38.0859	85.6345	38.0859	85.6348	38.0859	85.619	38.0859	85.6458	38.0859	39.989	38.0859	40.0158	38.0859	40
39.5508	85.8527	39.5508	85.8532	39.5508	85.8383	39.5508	85.865	39.5508	39.9883	39.5508	40.015	39.5508	40
41.0156	86.0679	41.0156	86.0683	41.0156	86.0539	41.0156	86.0792	41.0156	39.9891	41.0156	40.0144	41.0156	40
42.4805	86.3959	42.4805	86.3962	42.4805	86.3816	42.4805	86.4068	42.4805	39.9894	42.4805	40.0146	42.4805	40
43.9453	86.6685	43.9453	86.6686	43.9453	86.6532	43.9453	86.6783	43.9453	39.9903	43.9453	40.0154	43.9453	40
45.4102	86.7808	45.4102	86.7807	45.4102	86.7664	45.4102	86.7898	45.4102	39.9909	45.4102	40.0144	45.4102	40
46.875	86.8511	46.875	86.85	46.875	86.8374	46.875	86.8578	46.875	39.9922	46.875	40.0126	46.875	40
48.3398	86.6024	48.3398	86.6013	48.3398	86.587	48.3398	86.6119	48.3398	39.9894	48.3398	40.0144	48.3398	40
51.2695	86.9775	51.2695	86.9778	51.2695	86.9625	51.2695	86.9908	51.2695	39.987	51.2695	40.0153	51.2695	40
52.7344	87.0507	52.7344	87.0509	52.7344	87.0343	52.7344	87.0624	52.7344	39.9885	52.7344	40.0166	52.7344	40
54.1992	87.1206	54.1992	87.1206	54.1992	87.1035	54.1992	87.1314	54.1992	39.9892	54.1992	40.0171	54.1992	40
55.6641	87.3051	55.6641	87.3051	55.6641	87.2891	55.6641	87.3163	55.6641	39.9888	55.6641	40.016	55.6641	40
58.5938	87.1429	58.5938	87.1428	58.5938	87.1261	58.5938	87.153	58.5938	39.9898	58.5938	40.0167	58.5938	40
60.0586	87.1326	60.0586	87.1325	60.0586	87.1157	60.0586	87.1408	60.0586	39.9917	60.0586	40.0168	60.0586	40
62.9883	86.8154	62.9883	86.815	62.9883	86.7949	62.9883	86.8182	62.9883	39.9968	62.9883	40.0201	62.9883	40
64.4531	86.6823	64.4531	86.682	64.4531	86.6626	64.4531	86.6866	64.4531	39.9954	64.4531	40.0194	64.4531	40
67.3828	86.8622	67.3828	86.8622	67.3828	86.8452	67.3828	86.8717	67.3828	39.9905	67.3828	40.017	67.3828	40
68.8477	86.8584	68.8477	86.858	68.8477	86.8398	68.8477	86.8658	68.8477	39.9921	68.8477	40.0182	68.8477	40
71.7773	86.8421	71.7773	86.8416	71.7773	86.8235	71.7773	86.8481	71.7773	39.9935	71.7773	40.0181	71.7773	40
74.707	86.8273	74.707	86.8269	74.707	86.8095	74.707	86.834	74.707	39.9929	74.707	40.0173	74.707	40
77.6367	86.5994	77.6367	86.5993	77.6367	86.5829	77.6367	86.608	77.6367	39.9914	77.6367	40.0165	77.6367	40
79.1016	86.5106	79.1016	86.5105	79.1016	86.4937	79.1016	86.5192	79.1016	39.9913	79.1016	40.0168	79.1016	40
82.0312	86.6299	82.0312	86.6292	82.0312	86.6106	82.0312	86.6359	82.0312	39.9933	82.0312	40.0186	82.0312	40
84.9609	86.6375	84.9609	86.6366	84.9609	86.6175	84.9609	86.6421	84.9609	39.9945	84.9609	40.0191	84.9609	40
87.8906	86.4106	87.8906	86.4092	87.8906	86.3892	87.8906	86.4125	87.8906	39.9967	87.8906	40.02	87.8906	40
90.8203	86.4389	90.8203	86.437	90.8203	86.4166	90.8203	86.4396	90.8203	39.9974	90.8203	40.0204	90.8203	40
95.2148	86.3607	95.2148	86.361	95.2148	86.3447	95.2148	86.369	95.2148	39.992	95.2148	40.0163	95.2148	40
98.1445	86.0669	98.1445	86.0689	98.1445	86.0535	98.1445	86.0763	98.1445	39.9926	98.1445	40.0154	98.1445	40
101.074	85.9997	101.074	86.0005	101.074	85.9871	101.074	86.0043	101.074	39.9962	101.074	40.0135	101.074	40
105.469	85.1786	105.469	85.1803	105.469	85.1725	105.469	85.1972	105.469	39.9831	105.469	40.0078	105.469	40
108.398	85.1112	108.398	85.112	108.398	85.1012	108.398	85.133	108.398	39.9791	108.398	40.0108	108.398	40
112.793	84.9533	112.793	84.9525	112.793	84.9315	112.793	84.9713	112.793	39.9812	112.793	40.021	112.793	40
117.188	85.0669	117.188	85.0625	117.188	85.014	117.188	85.0589	117.188	40.0037	117.188	40.0485	117.188	40
120.117	85.3471	120.117	85.3413	120.117	85.2805	120.117	85.3054	120.117	40.0359	120.117	40.0607	120.117	40
124.512	85.5519	124.512	85.5435	124.512	85.4949	124.512	85.5071	124.512	40.0364	124.512	40.0486	124.512	40
128.906	85.4117	128.906	85.4039	128.906	85.3609	128.906	85.3742	128.906	40.0296	128.906	40.043	128.906	40
133.301	85.312	133.301	85.3046	133.301	85.2633	133.301	85.2759	133.301	40.0287	133.301	40.0413	133.301	40
139.16	85.2053	139.16	85.1976	139.16	85.1561	139.16	85.1691	139.16	40.0285	139.16	40.0415	139.16	40
143.555	85.0916	143.555	85.0814	143.555	85.0315	143.555	85.0433	143.555	40.0381	143.555	40.0498	143.555	40
147.949	84.8819	147.949	84.8794	147.949	84.8451	147.949	84.8611	147.949	40.0183	147.949	40.0343	147.949	40
153.809	84.5684	153.809	84.5675	153.809	84.5395	153.809	84.5526	153.809	40.0149	153.809	40.028	153.809	40
159.668	84.4632	159.668	84.4582	159.668	84.4223	159.668	84.4334	159.668	40.0248	159.668	40.036	159.668	40
165.527	84.4731	165.527	84.4668	165.527	84.4223	165.527	84.4321	165.527	40.0347	165.527	40.0444	165.527	40
171.387	84.4515	171.387	84.4416	171.387	84.3887	171.387	84.3957	171.387	40.0459	171.387	40.0529	171.387	40
177.246	84.6228	177.246	84.6105	177.246	84.545	177.246	84.5424	177.246	40.0681	177.246	40.0655	177.246	40
183.105	84.7394	183.105	84.727	183.105	84.6602	183.105	84.6516	183.105	40.0755	183.105	40.0668	183.105	40
188.965	84.4956	188.965	84.485	188.965	84.4282	188.965	84.4249	188.965	40.0602	188.965	40.0569	188.965	40
196.289	84.2324	196.289	84.2208	196.289	84.1573	196.289	84.1623	196.289	40.0585	196.289	40.0635	196.289	40
203.613	84.812	203.613	84.7892	203.613	84.6684	203.613	84.6338	203.613	40.1554	203.613	40.1209	203.613	40
210.938	84.8144	210.938	84.7914	210.938	84.6615	210.938	84.6083	210.938	40.183	210.938	40.1299	210.938	40
218.262	84.7845	218.262	84.7652	218.262	84.6444	218.262	84.5864	218.262	40.1788	218.262	40.1208	218.262	40
225.586	84.6827	225.586	84.6615	225.586	84.5423	225.586	84.4845	225.586	40.177	225.586	40.1192	225.586	40
232.91	84.7071	232.91	84.6765	232.91	84.5111	232.91	84.4238	232.91	40.2528	232.91	40.1655	232.91	40
241.699	85.0271	241.699	84.9821	241.699	84.7664	241.699	84.6427	241.699	40.3394	241.699	40.2157	241.699	40
250.488	85.0357	250.488	84.9913	250.488	84.7758	250.488	84.6384	250.488	40.3529	250.488	40.2155	250.488	40
259.277	85.7505	259.277	85.6911	259.277	85.4056	259.277	85.2232	259.277	40.4679	259.277	40.2855	259.277	40
268.066	86.346	268.066	86.2783	268.066	85.958	268.066	85.7506	268.066	40.5277	268.066	40.3203	268.066	40
276.855	86.331	276.855	86.2623	276.855	85.9402	276.855	85.7081	276.855	40.5542	276.855	40.3221	276.855	40
287.109	86.4873	287.109	86.4182	287.109	86.0878	287.109	85.8376	287.109	40.5806	287.109	40.3304	287.109	40
297.363	86.5636	297.363	86.4892	297.363	86.1338	297.363	85.8556	297.363	40.6336	297.363	40.3554	297.363	40
307.617	86.824	307.617	86.7511	307.617	86.3945	307.617	86.0838	307.617	40.6673	307.617	40.3566	307.617	40
319.336	87.069	319.336	86.9997	319.336	86.6519	319.336	86.3275	319.336	40.6723	319.336	40.3478	319.336	40
329.59	87.2259	329.59	87.1462	329.59	86.7403	329.59	86.3824	329.59	40.7637	329.59	40.4059	329.59	40
341.309	87.786	341.309	87.6854	341.309	87.1971	341.309	86.7838	341.309	40.9016	341.309	40.4883	341.309	40
353.027	87.9489	353.027	87.851	353.027	87.3501	353.027	86.9299	353.027	40.9211	353.027	40.5009	353.027	40
366.211	87.8448	366.211	87.7537	366.211	87.2714	366.211	86.8619	366.211	40.8918	366.211	40.4823	366.211	40
379.395	87.93	379.395	87.8249	379.395	87.3249	379.395	86.8912	379.395	40.9337	379.395	40.5001	379.395	40
392.578	87.8856	392.578	87.7736	392.578	87.2115	392.578	86.7363	392.578	41.0373	392.578	40.5622	392.578	40
405.762	87.7152	405.762	87.6225	405.762	87.0882	405.762	86.6256	405.762	40.9969	405.762	40.5343	405.762	40
420.41	87.5891	420.41	87.4885	420.41	86.9559	420.41	86.5074	420.41	40.981	420.41	40.5325	420.41	40
435.059	87.4326	435.059	87.3248	435.059	86.7659	435.059	86.31	435.059	41.0148	435.059	40.5589	435.059	40
451.172	87.3133	451.172	87.2432	451.172	86.7673	451.172	86.3582	451.172	40.885	451.172	40.4758	451.172	40
465.82	87.0602	465.82	87.0091	465.82	86.6066	465.82	86.2291	465.82	40.78	465.82	40.4025	465.82	40
483.398	87.0214	483.398	86.9565	483.398	86.6121	483.398	86.2765	483.398	40.68	483.398	40.3444	483.398	40
499.512	87.29	499.512	87.1976	499.512	86.7863	499.512	86.4397	499.512	40.7579	499.512	40.4113	499.512	40
517.09	87.1545	517.09	87.1019	517.09	86.7251	517.09	86.404	517.09	40.6979	517.09	40.3768	517.09	40
536.133	87.3063	536.133	87.2387	536.133	86.7769	536.133	86.4069	536.133	40.8318	536.133	40.4618	536.133	40
555.176	87.1206	555.176	87.0832	555.176	86.6829	555.176	86.333	555.176	40.7502	555.176	40.4003	555.176	40
574.219	87.4588	574.219	87.3845	574.219	86.9066	574.219	86.518	574.219	40.8665	574.219	40.4779	574.219	40
594.727	87.8955	594.727	87.7777	594.727	87.0927	594.727	86.6012	594.727	41.1766	594.727	40.6851	594.727	40
615.234	87.1768	615.234	87.1139	615.234	86.6915	615.234	86.3093	615.234	40.8046	615.234	40.4224	615.234	40
637.207	87.1651	637.207	87.0643	637.207	86.6818	637.207	86.2973	637.207	40.767	637.207	40.3825	637.207	40
659.18	86.7913	659.18	86.7206	659.18	86.257	659.18	85.8695	659.18	40.8511	659.18	40.4636	659.18	40
682.617	86.6637	682.617	86.5754	682.617	86.3026	682.617	85.896	682.617	40.6794	682.617	40.2728	682.617	40
707.52	86.4422	707.52	86.4041	707.52	86.1832	707.52	85.7564	707.52	40.6477	707.52	40.2209	707.52	40
732.422	86.1633	732.422	86.1913	732.422	86.1154	732.422	85.7598	732.422	40.4315	732.422	40.0759	732.422	40
757.324	85.8643	757.324	85.9514	757.324	86.0594	757.324	85.7447	757.324	40.2067	757.324	39.892	757.324	40
785.156	86.175	785.156	86.1624	785.156	85.8656	785.156	85.3672	785.156	40.7952	785.156	40.2968	785.156	40
811.523	85.3644	811.523	85.5387	811.523	85.7219	811.523	85.3924	811.523	40.1464	811.523	39.8168	811.523	40
840.82	85.6864	840.82	85.718	840.82	85.8296	840.82	85.5233	840.82	40.1946	840.82	39.8884	840.82	40
870.117	85.8367	870.117	85.7836	870.117	85.7057	870.117	85.354	870.117	40.4296	870.117	40.0779	870.117	40
900.879	85.8988	900.879	85.7368	900.879	85.6824	900.879	85.2645	900.879	40.4723	900.879	40.0544	900.879	40
933.105	85.6729	933.105	85.548	933.105	85.375	933.105	85.0427	933.105	40.5053	933.105	40.173	933.105	40
965.332	84.6938	965.332	84.7542	965.332	84.9233	965.332	84.6966	965.332	40.0576	965.332	39.8309	965.332	40
1,000.49	84.6737	1,000.49	84.7482	1,000.49	84.5148	1,000.49	84.2905	1,000.49	40.4577	1,000.49	40.2334	1,000.49	40
1,035.64	84.3603	1,035.64	84.5434	1,035.64	84.6327	1,035.64	84.5312	1,035.64	40.0122	1,035.64	39.9107	1,035.64	40
1,072.27	83.8902	1,072.27	83.9215	1,072.27	83.9842	1,072.27	83.9946	1,072.27	39.9269	1,072.27	39.9374	1,072.27	40
1,108.89	82.9066	1,108.89	82.9527	1,108.89	83.68	1,108.89	83.8362	1,108.89	39.1164	1,108.89	39.2726	1,108.89	40
1,148.44	82.9359	1,148.44	82.8139	1,148.44	83.4771	1,148.44	83.8257	1,148.44	38.9882	1,148.44	39.3368	1,148.44	40
1,189.45	83.1664	1,189.45	82.8611	1,189.45	83.7272	1,189.45	84.0367	1,189.45	38.8244	1,189.45	39.1339	1,189.45	40
1,230.47	84.1238	1,230.47	83.687	1,230.47	83.9872	1,230.47	83.9404	1,230.47	39.7466	1,230.47	39.6998	1,230.47	40
1,274.41	83.2109	1,274.41	83.1473	1,274.41	83.9169	1,274.41	84.0919	1,274.41	39.0554	1,274.41	39.2304	1,274.41	40
1,319.82	84.1731	1,319.82	84.0424	1,319.82	84.1694	1,319.82	83.9204	1,319.82	40.122	1,319.82	39.8729	1,319.82	40
1,366.7	84.4624	1,366.7	84.4355	1,366.7	84.6137	1,366.7	84.4473	1,366.7	39.9882	1,366.7	39.8218	1,366.7	40
1,413.57	84.6128	1,413.57	84.5073	1,413.57	84.5982	1,413.57	84.5391	1,413.57	39.9682	1,413.57	39.9092	1,413.57	40
1,463.38	85.0671	1,463.38	84.7691	1,463.38	84.8457	1,463.38	84.5156	1,463.38	40.2534	1,463.38	39.9234	1,463.38	40
1,516.11	84.266	1,516.11	84.1499	1,516.11	84.5948	1,516.11	84.5718	1,516.11	39.5781	1,516.11	39.5551	1,516.11	40
1,568.85	84.1995	1,568.85	83.8217	1,568.85	84.1339	1,568.85	84.4408	1,568.85	39.3809	1,568.85	39.6878	1,568.85	40
1,624.51	85.0239	1,624.51	84.6965	1,624.51	84.2965	1,624.51	84.2028	1,624.51	40.4937	1,624.51	40.4	1,624.51	40
1,681.64	84.9511	1,681.64	84.8419	1,681.64	84.3352	1,681.64	84.3804	1,681.64	40.4615	1,681.64	40.5067	1,681.64	40
1,741.7	85.9362	1,741.7	85.8285	1,741.7	84.7537	1,741.7	84.4118	1,741.7	41.4166	1,741.7	41.0748	1,741.7	40
1,803.22	86.5583	1,803.22	86.2634	1,803.22	84.8287	1,803.22	84.3934	1,803.22	41.87	1,803.22	41.4347	1,803.22	40
1,866.21	85.7542	1,866.21	85.7005	1,866.21	84.4216	1,866.21	84.0306	1,866.21	41.6699	1,866.21	41.2789	1,866.21	40
1,932.13	85.5937	1,932.13	85.4239	1,932.13	84.2148	1,932.13	83.7549	1,932.13	41.6689	1,932.13	41.2091	1,932.13	40
1,999.51	85.8727	1,999.51	85.6143	1,999.51	84.2956	1,999.51	83.5388	1,999.51	42.0754	1,999.51	41.3186	1,999.51	40
2,069.82	86.1353	2,069.82	85.9793	2,069.82	84.0107	2,069.82	83.2037	2,069.82	42.7756	2,069.82	41.9685	2,069.82	40
2,143.07	86.0031	2,143.07	85.9976	2,143.07	83.7216	2,143.07	82.8569	2,143.07	43.1407	2,143.07	42.276	2,143.07	40
2,219.24	85.3801	2,219.24	85.3895	2,219.24	83.1876	2,219.24	82.4268	2,219.24	42.9627	2,219.24	42.202	2,219.24	40
2,296.88	84.2523	2,296.88	84.3161	2,296.88	82.4134	2,296.88	81.6118	2,296.88	42.7043	2,296.88	41.9027	2,296.88	40
2,378.91	83.6686	2,378.91	83.6656	2,378.91	81.6288	2,378.91	80.8343	2,378.91	42.8313	2,378.91	42.0368	2,378.91	40
2,462.4	84.9518	2,462.4	84.6015	2,462.4	81.8773	2,462.4	80.9257	2,462.4	43.6758	2,462.4	42.7241	2,462.4	40
2,548.83	85.6391	2,548.83	85.1214	2,548.83	82.1227	2,548.83	81.1156	2,548.83	44.0059	2,548.83	42.9987	2,548.83	40
2,639.65	85.3869	2,639.65	84.7175	2,639.65	81.8157	2,639.65	80.7624	2,639.65	43.9551	2,639.65	42.9019	2,639.65	40
2,731.93	84.9067	2,731.93	83.9858	2,731.93	81.1482	2,731.93	80.1434	2,731.93	43.8423	2,731.93	42.8375	2,731.93	40
2,828.61	85.6856	2,828.61	84.6976	2,828.61	81.8209	2,828.61	81.1079	2,828.61	43.5897	2,828.61	42.8767	2,828.61	40
2,928.22	87.327	2,928.22	86.4953	2,928.22	83.6621	2,928.22	83.4689	2,928.22	43.0263	2,928.22	42.8332	2,928.22	40
3,030.76	88.412	3,030.76	87.8261	3,030.76	85.0423	3,030.76	85.2193	3,030.76	42.6069	3,030.76	42.7838	3,030.76	40
3,137.7	88.6533	3,137.7	88.352	3,137.7	85.8853	3,137.7	86.4258	3,137.7	41.9262	3,137.7	42.4667	3,137.7	40
3,249.02	88.6202	3,249.02	88.2863	3,249.02	86.1215	3,249.02	86.7499	3,249.02	41.5364	3,249.02	42.1649	3,249.02	40
3,363.28	88.5041	3,363.28	88.293	3,363.28	85.9566	3,363.28	86.7146	3,363.28	41.5784	3,363.28	42.3364	3,363.28	40
3,481.93	87.9881	3,481.93	88.156	3,481.93	85.8449	3,481.93	86.9363	3,481.93	41.2197	3,481.93	42.3111	3,481.93	40
3,604.98	87.0621	3,604.98	87.6363	3,604.98	85.7409	3,604.98	86.7993	3,604.98	40.837	3,604.98	41.8953	3,604.98	40
3,732.42	87.3477	3,732.42	87.8203	3,732.42	85.9235	3,732.42	86.4619	3,732.42	41.3584	3,732.42	41.8968	3,732.42	40
3,864.26	87.5294	3,864.26	87.8101	3,864.26	85.5386	3,864.26	85.9543	3,864.26	41.8558	3,864.26	42.2715	3,864.26	40
4,000.49	87.0074	4,000.49	86.7243	4,000.49	84.6847	4,000.49	84.8073	4,000.49	41.917	4,000.49	42.0396	4,000.49	40
4,141.11	88.6791	4,141.11	87.492	4,141.11	84.9709	4,141.11	84.1959	4,141.11	43.2961	4,141.11	42.5211	4,141.11	40
4,287.6	89.3862	4,287.6	88.1915	4,287.6	84.9704	4,287.6	83.8423	4,287.6	44.3491	4,287.6	43.2211	4,287.6	40
4,438.48	89.2983	4,438.48	88.0599	4,438.48	84.9097	4,438.48	83.8932	4,438.48	44.1667	4,438.48	43.1502	4,438.48	40
