"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"
20.5078	50.4914
21.9727	55.6467
23.4375	53.2256
24.9023	54.2762
26.3672	53.3212
27.832	54.0219
29.2969	55.6301
30.7617	56.7647
32.2266	61.2786
33.6914	66.613
35.1562	68.3829
36.6211	71.2944
38.0859	74.2068
39.5508	76.5491
41.0156	78.3773
42.4805	80.0319
43.9453	80.9511
45.4102	81.3109
46.875	82.1265
48.3398	82.3791
51.2695	82.905
52.7344	83.1769
54.1992	83.4241
55.6641	83.7584
58.5938	84.1136
60.0586	84.2837
62.9883	84.6364
64.4531	84.7602
67.3828	85.0167
68.8477	85.1365
71.7773	85.2899
74.707	85.3637
77.6367	85.2991
79.1016	85.3037
82.0312	85.3257
84.9609	85.266
87.8906	85.0598
90.8203	84.912
95.2148	84.6386
98.1445	84.3815
101.074	84.2088
105.469	84.2012
108.398	84.172
112.793	84.0806
117.188	83.8365
120.117	83.7696
124.512	83.7043
128.906	83.5033
133.301	83.3793
139.16	83.1069
143.555	82.8478
147.949	82.5175
153.809	82.3385
159.668	82.4064
165.527	82.5614
171.387	83.041
177.246	83.5512
183.105	83.8035
188.965	83.8905
196.289	84.2374
203.613	84.3632
210.938	84.1255
218.262	83.7965
225.586	83.6274
232.91	83.6541
241.699	83.5274
250.488	83.1424
259.277	82.636
268.066	82.5567
276.855	82.5116
287.109	85.0257
297.363	84.4641
307.617	84.1492
319.336	83.818
329.59	83.5726
341.309	83.6447
353.027	84.12
366.211	83.8468
379.395	83.5295
392.578	83.5055
405.762	83.3021
420.41	83.4466
435.059	83.7991
451.172	83.8085
465.82	83.5288
483.398	83.0231
499.512	83.4202
517.09	82.7513
536.133	82.923
555.176	83.2223
574.219	82.7887
594.727	82.5768
615.234	84.4991
637.207	84.338
659.18	83.7153
682.617	83.876
707.52	83.3789
732.422	84.1012
757.324	84.5468
785.156	84.771
811.523	83.6813
840.82	84.8165
870.117	85.0205
900.879	86.1731
933.105	86.1191
965.332	86.4869
1,000.49	86.4639
1,035.64	85.5994
1,072.27	85.7618
1,108.89	84.9346
1,148.44	84.5167
1,189.45	85.2264
1,230.47	84.7706
1,274.41	83.5803
1,319.82	82.2296
1,366.7	81.932
1,413.57	81.2053
1,463.38	82.2958
1,516.11	81.814
1,568.85	80.6836
1,624.51	80.3154
1,681.64	80.8365
1,741.7	81.3543
1,803.22	80.9623
1,866.21	80.5037
1,932.13	79.7033
1,999.51	79.6288
2,069.82	80.3294
2,143.07	80.3912
2,219.24	79.9463
2,296.88	79.2756
2,378.91	79.439
2,462.4	80.5528
2,548.83	81.2405
2,639.65	80.6833
2,731.93	80.2173
2,828.61	80.5439
2,928.22	80.9591
3,030.76	81.8097
3,137.7	81.5106
3,249.02	81.5739
3,363.28	81.1361
3,481.93	81.0809
3,604.98	81.2365
3,732.42	81.1415
3,864.26	81.2947
4,000.49	80.7755
4,141.11	81.2514
4,287.6	81.5808
4,438.48	81.5727
4,595.21	81.6955
4,756.35	81.8439
4,924.8	81.8729
5,097.66	81.7482
5,277.83	81.7713
5,463.87	82.1982
5,657.23	82.1955
5,856.45	82.0501
6,062.99	82.268
6,276.86	81.9049
6,498.05	81.533
6,726.56	81.7941
6,963.87	81.3491
7,209.96	81.6065
7,464.84	81.5956
7,727.05	81.1718
7,999.51	81.4017
8,282.23	81.1111
8,573.73	81.2303
8,876.95	80.9458
9,188.96	81.1371
9,514.16	81.0098
9,849.61	81.2066
10,196.8	81.43
10,555.7	81.5881
10,927.7	81.7124
11,313	81.6947
11,712.9	81.7994
12,126	81.7495
12,553.7	81.6025
12,996.1	81.6082
13,454.6	81.5407
13,929.2	81.4604
14,419.9	81.3892
14,928.2	81.3956
15,455.6	81.1423
16,000.5	80.1538
16,564.5	77.2475
17,148.9	81.9933
17,752.4	80.7249
18,379.4	79.4939
19,026.9	78.2885
19,697.8	77.1056
19,999.5	76.6437
