"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	1.07722	20.5078	0.395363
21.9727	1.18091	21.9727	0.45103
23.4375	1.18064	23.4375	0.43292
24.9023	1.16518	24.9023	0.410152
26.3672	-0.208608	26.3672	-0.303645
27.832	-0.119204	27.832	-0.201266
29.2969	-0.708119	29.2969	-0.477836
30.7617	-1.38121	30.7617	-0.813461
32.2266	-0.425748	32.2266	0.0343852
33.6914	-0.218999	33.6914	-0.0448411
35.1562	-0.314819	35.1562	-0.0714305
36.6211	-0.154553	36.6211	0.0121195
38.0859	0.0176123	38.0859	0.0986069
39.5508	0.144871	39.5508	0.157715
41.0156	0.270954	41.0156	0.219367
42.4805	0.52383	42.4805	0.322186
43.9453	0.427857	43.9453	0.276236
45.4102	0.0760076	45.4102	0.105202
46.875	0.0653318	46.875	0.0993004
48.3398	0.210407	48.3398	0.167129
51.2695	0.398517	51.2695	0.253562
52.7344	0.444826	52.7344	0.278227
54.1992	0.523471	54.1992	0.310386
55.6641	0.534654	55.6641	0.30832
58.5938	0.420207	58.5938	0.256449
60.0586	0.429322	60.0586	0.262044
62.9883	0.434945	62.9883	0.263983
64.4531	0.443803	64.4531	0.268131
67.3828	0.44141	67.3828	0.269958
68.8477	0.430103	68.8477	0.262945
71.7773	0.369972	71.7773	0.235181
74.707	0.415229	74.707	0.259505
77.6367	0.494426	77.6367	0.298117
79.1016	0.523179	79.1016	0.312019
82.0312	0.583054	82.0312	0.339541
84.9609	0.581069	84.9609	0.33608
87.8906	0.535248	87.8906	0.319764
90.8203	0.57411	90.8203	0.339575
95.2148	0.531351	95.2148	0.318292
98.1445	0.634995	98.1445	0.367405
101.074	0.760248	101.074	0.424372
105.469	0.63586	105.469	0.373433
108.398	0.81004	108.398	0.448714
112.793	0.852849	112.793	0.466474
117.188	0.842432	117.188	0.472779
120.117	0.942235	120.117	0.503908
124.512	0.846341	124.512	0.458873
128.906	0.819191	128.906	0.460616
133.301	0.901804	133.301	0.506507
139.16	0.974162	139.16	0.540981
143.555	0.923843	143.555	0.520558
147.949	0.917739	147.949	0.526211
153.809	1.07994	153.809	0.609578
159.668	1.19263	159.668	0.667781
165.527	1.26685	165.527	0.696301
171.387	1.28668	171.387	0.692467
177.246	1.14494	177.246	0.647328
183.105	1.20206	183.105	0.675929
188.965	1.18407	188.965	0.672237
196.289	1.61873	196.289	0.849836
203.613	1.58452	203.613	0.834364
210.938	1.37984	210.938	0.736067
218.262	1.54666	218.262	0.802084
225.586	1.37721	225.586	0.745098
232.91	1.70833	232.91	0.954808
241.699	1.85795	241.699	0.948521
250.488	1.66201	250.488	0.82572
259.277	1.0623	259.277	0.559112
268.066	0.568853	268.066	0.317458
276.855	0.00755222	276.855	0.358566
287.109	3.01623	287.109	1.67929
297.363	3.00823	297.363	1.50261
307.617	3.3139	307.617	1.65427
319.336	2.97139	319.336	1.40145
329.59	2.78297	329.59	1.32684
341.309	2.90346	341.309	1.35981
353.027	3.2751	353.027	1.50911
366.211	2.94496	366.211	1.22933
379.395	3.02904	379.395	1.36612
392.578	3.24022	392.578	1.4289
405.762	2.87351	405.762	1.19387
420.41	3.18752	420.41	1.48818
435.059	3.35142	435.059	1.38386
451.172	3.01427	451.172	1.19792
465.82	3.04255	465.82	1.21508
483.398	3.33268	483.398	1.66747
499.512	3.50682	499.512	1.48747
517.09	1.92738	517.09	0.712857
536.133	3.34211	536.133	1.63327
555.176	3.67365	555.176	1.69192
574.219	3.29305	574.219	1.54341
594.727	3.5394	594.727	1.55528
615.234	3.65264	615.234	1.7037
637.207	3.43709	637.207	1.56106
659.18	4.15259	659.18	2.12719
682.617	4.07065	682.617	1.97852
707.52	4.54582	707.52	2.29106
732.422	4.36036	732.422	2.21562
757.324	3.90245	757.324	1.85066
785.156	2.51855	785.156	1.06646
811.523	5.09277	811.523	2.20712
840.82	3.6197	840.82	1.52792
870.117	4.92899	870.117	2.65902
900.879	4.87016	900.879	2.31579
933.105	5.03751	933.105	2.55839
965.332	5.42266	965.332	2.63531
1,000.49	5.23981	1,000.49	2.38424
1,035.64	4.47023	1,035.64	2.2742
1,072.27	4.97975	1,072.27	1.94737
1,108.89	4.47432	1,108.89	1.79051
1,148.44	5.02405	1,148.44	2.22493
1,189.45	5.0673	1,189.45	2.03457
1,230.47	3.7613	1,230.47	1.37127
1,274.41	5.06458	1,274.41	2.23002
1,319.82	5.34554	1,319.82	2.75525
1,366.7	5.09161	1,366.7	2.60998
1,413.57	5.57072	1,413.57	2.49813
1,463.38	5.35994	1,463.38	2.64663
1,516.11	4.86563	1,516.11	2.15061
1,568.85	5.79426	1,568.85	2.45175
1,624.51	6.53912	1,624.51	3.3445
1,681.64	6.80364	1,681.64	3.76359
1,741.7	7.15847	1,741.7	4.1272
1,803.22	7.45158	1,803.22	4.39696
1,866.21	7.29124	1,866.21	4.54639
1,932.13	7.1124	1,932.13	4.56183
1,999.51	7.17481	1,999.51	4.83444
