"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce (full horizontal rear)"		"Total Early Reflection"
105.469	84.9153	105.469	83.7502	105.469	84.6318	105.469	84.2552	105.469	83.643	105.469	84.2669
108.398	84.8512	108.398	83.9241	108.398	84.7077	108.398	84.2428	108.398	83.4726	108.398	84.2688
112.793	84.8166	112.793	83.7356	112.793	84.642	112.793	84.1761	112.793	83.3934	112.793	84.1854
117.188	84.6636	117.188	83.4493	117.188	84.3954	117.188	83.8947	117.188	83.0672	117.188	83.9336
120.117	84.5208	120.117	83.5686	120.117	84.3846	120.117	83.8826	120.117	82.9031	120.117	83.8906
124.512	84.4227	124.512	83.3931	124.512	84.2599	124.512	83.8013	124.512	83.0193	124.512	83.8106
128.906	84.2332	128.906	83.0853	128.906	84.0468	128.906	83.5449	128.906	82.9254	128.906	83.5975
133.301	84.1856	133.301	82.9016	133.301	83.9768	133.301	83.4229	133.301	82.7374	133.301	83.4823
139.16	84.0341	139.16	82.6347	139.16	83.7487	139.16	83.1704	139.16	82.2649	139.16	83.2207
143.555	83.7188	143.555	82.4244	143.555	83.4607	143.555	82.9096	143.555	82.0204	143.555	82.9522
147.949	83.4662	147.949	81.8912	147.949	83.1297	147.949	82.5586	147.949	81.7818	147.949	82.6162
153.809	83.2057	153.809	82.02	153.809	83.0531	153.809	82.3889	153.809	81.3602	153.809	82.4577
159.668	83.4345	159.668	81.8218	159.668	83.1908	159.668	82.4422	159.668	81.4808	159.668	82.5394
165.527	83.7191	165.527	81.8939	165.527	83.386	165.527	82.5781	165.527	81.5719	165.527	82.7085
171.387	84.1222	171.387	82.5817	171.387	83.8776	171.387	83.1949	171.387	81.811	171.387	83.1981
177.246	84.6154	177.246	82.9313	177.246	84.3043	177.246	83.5156	177.246	82.6895	177.246	83.6761
183.105	84.8304	183.105	83.3126	183.105	84.5946	183.105	83.8023	183.105	82.8084	183.105	83.9358
188.965	84.8608	188.965	83.4109	188.965	84.6754	188.965	83.9322	188.965	82.8933	188.965	84.0175
196.289	85.2271	196.289	84.0897	196.289	85.2723	196.289	84.3622	196.289	82.7946	196.289	84.4394
203.613	85.6342	203.613	83.7963	203.613	85.3723	203.613	84.3984	203.613	83.0842	203.613	84.5603
210.938	85.2542	210.938	83.6706	210.938	85.0148	210.938	84.2199	210.938	82.8961	210.938	84.2959
218.262	85.0568	218.262	83.176	218.262	84.7819	218.262	83.905	218.262	82.558	218.262	83.9963
225.586	84.7312	225.586	83.1684	225.586	84.52	225.586	83.7114	225.586	82.4132	225.586	83.7918
232.91	84.9275	232.91	83.0272	232.91	84.7657	232.91	83.6491	232.91	82.1947	232.91	83.834
241.699	84.8531	241.699	82.853	241.699	84.6971	241.699	83.7339	241.699	82.0618	241.699	83.7677
250.488	84.7661	250.488	81.9294	250.488	84.189	250.488	83.4496	250.488	81.7068	250.488	83.3741
259.277	83.7662	259.277	82.0363	259.277	83.3159	259.277	82.7462	259.277	81.6669	259.277	82.7757
268.066	83.5112	268.066	81.3499	268.066	82.928	268.066	82.6642	268.066	82.3882	268.066	82.6252
276.855	82.501	276.855	80.2584	276.855	82.5975	276.855	80.6348	276.855	84.3072	276.855	82.3106
287.109	86.9797	287.109	83.1957	287.109	86.9153	287.109	83.7908	287.109	84.0398	287.109	85.2942
297.363	86.4765	297.363	83.3943	297.363	86.2847	297.363	84.0846	297.363	82.4049	297.363	84.8229
307.617	86.5041	307.617	82.8971	307.617	86.1478	307.617	83.9086	307.617	80.7705	307.617	84.5308
319.336	86.0542	319.336	82.8146	319.336	85.5851	319.336	83.7578	319.336	81.0244	319.336	84.217
329.59	85.9177	329.59	82.3969	329.59	85.2448	329.59	83.6325	329.59	80.4476	329.59	83.9463
341.309	85.8589	341.309	82.5241	341.309	85.3641	341.309	83.4896	341.309	81.3622	341.309	84.0424
353.027	86.5084	353.027	82.8259	353.027	86.0401	353.027	84.1542	353.027	81.0979	353.027	84.5639
366.211	86.6181	366.211	82.9567	366.211	85.5177	366.211	83.8875	366.211	79.8256	366.211	84.3253
379.395	86.016	379.395	83.0784	379.395	85.2834	379.395	83.4075	379.395	79.3799	379.395	83.966
392.578	86.0832	392.578	82.6289	392.578	85.3692	392.578	83.553	392.578	79.5408	392.578	83.979
405.762	85.8238	405.762	82.3682	405.762	84.9441	405.762	83.6756	405.762	79.6585	405.762	83.775
420.41	85.6547	420.41	82.6796	420.41	85.3412	420.41	83.7007	420.41	79.5464	420.41	83.8726
435.059	86.436	435.059	83.0657	435.059	85.6729	435.059	84.1049	435.059	79.352	435.059	84.331
451.172	86.454	451.172	82.8153	451.172	85.4937	451.172	84.2601	451.172	79.9822	451.172	84.3258
465.82	86.2253	465.82	82.9726	465.82	85.2226	465.82	83.7164	465.82	79.2295	465.82	84.0466
483.398	84.6232	483.398	82.539	483.398	85.0574	483.398	83.562	483.398	78.9198	483.398	83.404
499.512	85.8894	499.512	82.3181	499.512	85.4383	499.512	84.0664	499.512	78.9063	499.512	83.9488
517.09	84.208	517.09	81.4999	517.09	83.8938	517.09	84.3589	517.09	80.3329	517.09	83.1415
536.133	84.8748	536.133	80.7195	536.133	84.9327	536.133	83.8195	536.133	79.8895	536.133	83.3247
555.176	85.4489	555.176	81.2796	555.176	85.3931	555.176	84.2104	555.176	78.8752	555.176	83.6994
574.219	84.9633	574.219	80.9203	574.219	84.743	574.219	83.6497	574.219	79.1748	574.219	83.2207
594.727	85.064	594.727	81.5878	594.727	84.5795	594.727	82.9771	594.727	78.1901	594.727	83.0814
615.234	86.4665	615.234	83.3376	615.234	86.6721	615.234	85.453	615.234	79.6997	615.234	84.9636
637.207	86.3778	637.207	83.254	637.207	86.3071	637.207	85.0576	637.207	80.7545	637.207	84.8074
659.18	85.6427	659.18	82.2489	659.18	86.1819	659.18	84.1	659.18	79.2068	659.18	84.1161
682.617	86.3201	682.617	82.3549	682.617	86.23	682.617	83.9709	682.617	79.2857	682.617	84.3286
707.52	85.3976	707.52	82.3425	707.52	86.022	707.52	83.6404	707.52	77.2607	707.52	83.8116
732.422	86.0348	732.422	82.5096	732.422	86.704	732.422	84.5895	732.422	79.0208	732.422	84.5185
757.324	86.796	757.324	83.5766	757.324	86.8136	757.324	84.8417	757.324	79.7786	757.324	85.0136
785.156	87.6414	785.156	84.4757	785.156	86.0255	785.156	83.2477	785.156	82.5123	785.156	85.1884
811.523	86.7761	811.523	83.8059	811.523	86.316	811.523	81.9547	811.523	76.6882	811.523	84.3067
840.82	88.4515	840.82	82.8954	840.82	86.6691	840.82	83.4724	840.82	81.3342	840.82	85.3598
870.117	87.6059	870.117	83.2485	870.117	87.9314	870.117	83.8647	870.117	78.482	870.117	85.372
900.879	86.8979	900.879	87.3975	900.879	88.9447	900.879	85.9694	900.879	80.4944	900.879	86.6846
933.105	89.3451	933.105	83.1902	933.105	89.0245	933.105	84.9612	933.105	79.0387	933.105	86.553
965.332	88.2542	965.332	86.1495	965.332	89.6242	965.332	86.309	965.332	78.5399	965.332	86.9846
1,000.49	88.1463	1,000.49	87.0609	1,000.49	89.498	1,000.49	85.841	1,000.49	79.7154	1,000.49	87.04
1,035.64	88.8083	1,035.64	84.4072	1,035.64	88.0917	1,035.64	84.2532	1,035.64	77.2052	1,035.64	86.0188
1,072.27	88.3985	1,072.27	86.8424	1,072.27	88.4415	1,072.27	84.5501	1,072.27	78.2436	1,072.27	86.4841
1,108.89	88.1505	1,108.89	85.6185	1,108.89	87.1898	1,108.89	83.4614	1,108.89	77.0841	1,108.89	85.5976
1,148.44	86.9061	1,148.44	85.3705	1,148.44	87.1206	1,148.44	83.5247	1,148.44	76.8437	1,148.44	85.1152
1,189.45	87.9926	1,189.45	86.5694	1,189.45	87.9913	1,189.45	83.3272	1,189.45	74.7414	1,189.45	85.9293
1,230.47	87.903	1,230.47	86.5626	1,230.47	86.6318	1,230.47	82.5258	1,230.47	75.7774	1,230.47	85.4341
1,274.41	86.282	1,274.41	83.8816	1,274.41	86.2819	1,274.41	82.6129	1,274.41	75.3966	1,274.41	84.187
1,319.82	84.9826	1,319.82	80.8588	1,319.82	85.2053	1,319.82	80.8167	1,319.82	74.8282	1,319.82	82.6456
1,366.7	84.4068	1,366.7	81.0336	1,366.7	84.8826	1,366.7	80.7691	1,366.7	74.759	1,366.7	82.3543
1,413.57	84.2795	1,413.57	79.9536	1,413.57	84.2328	1,413.57	80.1349	1,413.57	73.6926	1,413.57	81.8093
1,463.38	84.8584	1,463.38	80.5252	1,463.38	85.2215	1,463.38	81.9636	1,463.38	75.7482	1,463.38	82.7713
1,516.11	85.3496	1,516.11	78.6522	1,516.11	84.4793	1,516.11	81.5765	1,516.11	74.7665	1,516.11	82.407
1,568.85	83.7029	1,568.85	80.2323	1,568.85	83.7144	1,568.85	79.4228	1,568.85	73.3807	1,568.85	81.3647
1,624.51	82.5841	1,624.51	76.8192	1,624.51	84.0845	1,624.51	79.4008	1,624.51	72.5987	1,624.51	80.7248
1,681.64	81.2708	1,681.64	77.774	1,681.64	84.8945	1,681.64	80.8279	1,681.64	72.7108	1,681.64	81.087
1,741.7	80.3949	1,741.7	77.6141	1,741.7	85.7954	1,741.7	81.3797	1,741.7	73.0414	1,741.7	81.4896
1,803.22	80.1338	1,803.22	73.1382	1,803.22	85.5034	1,803.22	81.1465	1,803.22	73.5305	1,803.22	81.0145
1,866.21	79.0148	1,866.21	72.07	1,866.21	85.0038	1,866.21	80.8933	1,866.21	72.4678	1,866.21	80.436
1,932.13	77.3818	1,932.13	71.1419	1,932.13	84.2789	1,932.13	80.1192	1,932.13	72.0615	1,932.13	79.585
1,999.51	74.7228	1,999.51	69.8135	1,999.51	84.343	1,999.51	80.2985	1,999.51	71.4767	1,999.51	79.3676
2,069.82	74.5687	2,069.82	74.2282	2,069.82	85.0323	2,069.82	80.9472	2,069.82	72.4151	2,069.82	80.1326
2,143.07	74.7548	2,143.07	72.9997	2,143.07	85.032	2,143.07	81.1016	2,143.07	72.2914	2,143.07	80.1218
2,219.24	75.8164	2,219.24	74.2412	2,219.24	84.2471	2,219.24	80.8631	2,219.24	71.805	2,219.24	79.7104
2,296.88	75.6791	2,296.88	75.5498	2,296.88	83.3564	2,296.88	80.14	2,296.88	71.0758	2,296.88	79.0907
2,378.91	75.8253	2,378.91	76.3848	2,378.91	83.3418	2,378.91	80.5145	2,378.91	71.8262	2,378.91	79.2984
2,462.4	78.1176	2,462.4	77.3457	2,462.4	84.5913	2,462.4	81.5369	2,462.4	71.5856	2,462.4	80.5215
2,548.83	78.7096	2,548.83	78.3887	2,548.83	85.1622	2,548.83	82.5853	2,548.83	72.733	2,548.83	81.2819
2,639.65	78.9447	2,639.65	78.5707	2,639.65	84.2987	2,639.65	81.9327	2,639.65	71.8339	2,639.65	80.7245
2,731.93	79.6037	2,731.93	79.6598	2,731.93	83.5465	2,731.93	81.4254	2,731.93	71.4227	2,731.93	80.5134
2,828.61	79.88	2,828.61	80.1495	2,828.61	83.9831	2,828.61	81.5086	2,828.61	70.6451	2,828.61	80.8216
2,928.22	80.7296	2,928.22	80.5708	2,928.22	84.2255	2,928.22	82.3661	2,928.22	71.4735	2,928.22	81.357
3,030.76	81.3398	3,030.76	81.4298	3,030.76	85.4574	3,030.76	82.7856	3,030.76	71.3594	3,030.76	82.2014
3,137.7	81.5619	3,137.7	82.2557	3,137.7	84.689	3,137.7	82.5427	3,137.7	71.3166	3,137.7	82.0352
3,249.02	82.114	3,249.02	82.7738	3,249.02	84.6658	3,249.02	82.0998	3,249.02	70.9924	3,249.02	82.1466
3,363.28	82.1617	3,363.28	82.7616	3,363.28	84.1536	3,363.28	81.1601	3,363.28	69.6862	3,363.28	81.7813
3,481.93	82.978	3,481.93	82.5786	3,481.93	83.8456	3,481.93	81.1202	3,481.93	69.5111	3,481.93	81.8206
3,604.98	83.5395	3,604.98	82.4604	3,604.98	83.9486	3,604.98	81.3204	3,604.98	70.4099	3,604.98	82.0243
3,732.42	82.8889	3,732.42	81.8684	3,732.42	84.2527	3,732.42	81.3233	3,732.42	70.2742	3,732.42	81.8228
3,864.26	83.9517	3,864.26	81.9233	3,864.26	84.0475	3,864.26	81.4713	3,864.26	70.1989	3,864.26	82.0891
4,000.49	84.303	4,000.49	81.9365	4,000.49	83.2243	4,000.49	80.3504	4,000.49	69.459	4,000.49	81.7774
4,141.11	84.1336	4,141.11	81.673	4,141.11	84.2896	4,141.11	80.9158	4,141.11	69.2743	4,141.11	82.0762
4,287.6	84.7883	4,287.6	81.6011	4,287.6	84.6603	4,287.6	81.0862	4,287.6	69.1375	4,287.6	82.4295
4,438.48	84.3851	4,438.48	81.4716	4,438.48	84.9153	4,438.48	80.9575	4,438.48	68.1915	4,438.48	82.336
4,595.21	84.7932	4,595.21	81.4571	4,595.21	85.3492	4,595.21	80.0334	4,595.21	66.364	4,595.21	82.5002
4,756.35	84.4055	4,756.35	81.2276	4,756.35	85.9963	4,756.35	79.5683	4,756.35	65.2133	4,756.35	82.553
4,924.8	83.8628	4,924.8	80.7077	4,924.8	86.1702	4,924.8	80.1415	4,924.8	65.8919	4,924.8	82.4664
5,097.66	84.4705	5,097.66	80.4928	5,097.66	85.6688	5,097.66	80.3228	5,097.66	67.5504	5,097.66	82.4265
5,277.83	84.5605	5,277.83	80.4953	5,277.83	85.7144	5,277.83	80.3033	5,277.83	66.5109	5,277.83	82.4667
5,463.87	85.2453	5,463.87	80.8192	5,463.87	86.0446	5,463.87	80.7633	5,463.87	67.2176	5,463.87	82.9317
5,657.23	85.0667	5,657.23	80.8945	5,657.23	86.3828	5,657.23	79.9677	5,657.23	66.0063	5,657.23	82.9316
5,856.45	85.3734	5,856.45	80.8273	5,856.45	86.0735	5,856.45	79.8495	5,856.45	65.0661	5,856.45	82.8794
6,062.99	84.664	6,062.99	81.0695	6,062.99	86.7709	6,062.99	79.844	6,062.99	64.5204	6,062.99	82.99
6,276.86	84.1479	6,276.86	81.0888	6,276.86	86.1875	6,276.86	79.9642	6,276.86	63.9142	6,276.86	82.5801
6,498.05	84.0853	6,498.05	80.4585	6,498.05	85.7627	6,498.05	79.4456	6,498.05	62.4463	6,498.05	82.222
6,726.56	84.0679	6,726.56	80.2404	6,726.56	86.1771	6,726.56	79.6901	6,726.56	63.0978	6,726.56	82.4088
6,963.87	83.6885	6,963.87	80.219	6,963.87	85.669	6,963.87	78.8596	6,963.87	63.0449	6,963.87	81.9689
7,209.96	83.396	7,209.96	79.8654	7,209.96	86.1678	7,209.96	79.262	7,209.96	63.8386	7,209.96	82.1278
7,464.84	83.3672	7,464.84	79.1181	7,464.84	86.1987	7,464.84	79.1608	7,464.84	64.5471	7,464.84	82.0454
7,727.05	83.2454	7,727.05	79.0572	7,727.05	85.614	7,727.05	78.7529	7,727.05	64.0205	7,727.05	81.6638
7,999.51	83.1396	7,999.51	79.2692	7,999.51	85.874	7,999.51	78.6888	7,999.51	63.5156	7,999.51	81.7809
8,282.23	83.444	8,282.23	79.0402	8,282.23	85.3635	8,282.23	77.9022	8,282.23	62.4413	8,282.23	81.5134
8,573.73	83.2295	8,573.73	78.7765	8,573.73	85.5848	8,573.73	78.1979	8,573.73	62.9352	8,573.73	81.5571
8,876.95	83.5014	8,876.95	78.7596	8,876.95	85.0603	8,876.95	77.5451	8,876.95	62.2591	8,876.95	81.3242
9,188.96	83.5868	9,188.96	78.5234	9,188.96	85.4711	9,188.96	77.3381	9,188.96	61.9354	9,188.96	81.5092
9,514.16	83.4601	9,514.16	78.3433	9,514.16	85.3766	9,514.16	76.7512	9,514.16	61.1593	9,514.16	81.3584
9,849.61	83.1738	9,849.61	78.2857	9,849.61	85.7634	9,849.61	76.9703	9,849.61	60.6165	9,849.61	81.4798
10,196.8	83.388	10,196.8	78.0324	10,196.8	86.0704	10,196.8	76.8751	10,196.8	59.86	10,196.8	81.6792
10,555.7	83.3568	10,555.7	77.7763	10,555.7	86.3881	10,555.7	76.4309	10,555.7	59.4222	10,555.7	81.7995
10,927.7	83.2609	10,927.7	77.2359	10,927.7	86.6655	10,927.7	76.1392	10,927.7	59.3977	10,927.7	81.8797
11,313	82.8591	11,313	76.7256	11,313	86.758	11,313	76.0703	11,313	59.5951	11,313	81.7933
11,712.9	82.72	11,712.9	76.3548	11,712.9	86.9447	11,712.9	76.2146	11,712.9	59.6874	11,712.9	81.8632
12,126	82.7699	12,126	75.9245	12,126	86.8996	12,126	76.2399	12,126	59.6852	12,126	81.8247
12,553.7	82.705	12,553.7	75.636	12,553.7	86.7156	12,553.7	76.4913	12,553.7	59.9439	12,553.7	81.691
12,996.1	82.7574	12,996.1	75.9318	12,996.1	86.7206	12,996.1	76.7965	12,996.1	60.2257	12,996.1	81.7419
13,454.6	82.5489	13,454.6	76.4075	13,454.6	86.6261	13,454.6	76.9759	13,454.6	60.034	13,454.6	81.6688
13,929.2	82.1861	13,929.2	76.8505	13,929.2	86.5079	13,929.2	76.921	13,929.2	59.4472	13,929.2	81.5317
14,419.9	82.2206	14,419.9	76.782	14,419.9	86.3783	14,419.9	76.6183	14,419.9	58.8078	14,419.9	81.4327
14,928.2	81.948	14,928.2	76.0511	14,928.2	86.4909	14,928.2	76.6132	14,928.2	57.9898	14,928.2	81.3932
15,455.6	81.8874	15,455.6	75.9862	15,455.6	86.2497	15,455.6	75.2203	15,455.6	55.0967	15,455.6	81.1352
16,000.5	80.9233	16,000.5	74.734	16,000.5	85.2908	16,000.5	72.9734	16,000.5	52.2807	16,000.5	80.0993
16,564.5	79.9138	16,564.5	75.6854	16,564.5	81.3795	16,564.5	74.2727	16,564.5	54.8766	16,564.5	77.7744
17,148.9	83.6129	17,148.9	75.7797	17,148.9	87.0813	17,148.9	74.047	17,148.9	50.1614	17,148.9	82.0616
17,752.4	81.8264	17,752.4	71.3232	17,752.4	86.0395	17,752.4	68.4418	17,752.4	47.9308	17,752.4	80.6042
18,379.4	80.3319	18,379.4	67.4882	18,379.4	84.8756	18,379.4	64.9386	18,379.4	51.4536	18,379.4	79.285
19,026.9	78.6207	19,026.9	63.8077	19,026.9	83.7586	19,026.9	65.5524	19,026.9	52.7893	19,026.9	78.0151
19,697.8	76.4076	19,697.8	62.1771	19,697.8	82.6783	19,697.8	66.9382	19,697.8	52.8679	19,697.8	76.7356
19,999.5	75.888	19,999.5	62.573	19,999.5	82.2297	19,999.5	67.3062	19,999.5	53.7485	19,999.5	76.3006
