"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	58.621	20.5078	57.9391	20.5078	59.3767	20.5078	56.5549	20.5078	52.7035	20.5078	57.6679
21.9727	54.8659	21.9727	54.8801	21.9727	54.8421	21.9727	56.3372	21.9727	63.4597	21.9727	57.592
23.4375	62.7425	23.4375	61.5034	23.4375	62.0754	23.4375	62.6539	23.4375	66.4145	23.4375	63.0712
24.9023	67.4733	24.9023	65.635	24.9023	66.4307	24.9023	67.0498	24.9023	69.6722	24.9023	67.2186
26.3672	70.6604	26.3672	68.8643	26.3672	69.5665	26.3672	70.3178	26.3672	72.8019	26.3672	70.4163
27.832	74.8742	27.832	72.6848	27.832	73.669	27.832	74.1639	27.832	75.6858	27.832	74.1926
29.2969	76.8348	29.2969	75.0729	29.2969	75.867	29.2969	76.3039	29.2969	77.5651	29.2969	76.3023
30.7617	79.1505	30.7617	76.7968	30.7617	77.9213	30.7617	78.2588	30.7617	79.1608	30.7617	78.258
32.2266	79.3605	32.2266	77.121	32.2266	78.1906	32.2266	78.5198	32.2266	79.4107	32.2266	78.5176
33.6914	80.4453	33.6914	78.1754	33.6914	79.2754	33.6914	79.572	33.6914	80.2964	33.6914	79.5596
35.1562	80.7861	35.1562	78.5289	35.1562	79.6359	35.1562	79.8954	35.1562	80.5048	35.1562	79.8818
36.6211	81.1655	36.6211	78.9032	36.6211	80.0267	36.6211	80.247	36.6211	80.7404	36.6211	80.2341
38.0859	81.4825	38.0859	79.2177	38.0859	80.349	38.0859	80.5449	38.0859	80.9651	38.0859	80.533
39.5508	83.0509	39.5508	80.5266	39.5508	81.764	39.5508	81.9856	39.5508	82.4694	39.5508	81.9828
41.0156	83.2861	41.0156	80.7355	41.0156	81.9897	41.0156	82.1903	41.0156	82.6227	41.0156	82.1912
42.4805	83.508	42.4805	80.9033	42.4805	82.2108	42.4805	82.3765	42.4805	82.7215	42.4805	82.3791
43.9453	83.7297	43.9453	81.1427	43.9453	82.44	43.9453	82.5943	43.9453	82.9024	43.9453	82.5977
45.4102	84.078	45.4102	81.4876	45.4102	82.7886	45.4102	82.936	45.4102	83.2276	45.4102	82.9404
46.875	84.3682	46.875	81.7462	46.875	83.0661	46.875	83.2098	46.875	83.4809	46.875	83.2138
48.3398	84.6833	48.3398	82.0565	48.3398	83.3886	48.3398	83.5035	48.3398	83.7131	48.3398	83.5122
51.2695	85.2798	51.2695	82.6522	51.2695	83.9977	51.2695	84.0693	51.2695	84.1768	51.2695	84.0843
52.7344	85.6035	52.7344	82.9696	52.7344	84.3226	52.7344	84.3721	52.7344	84.435	52.7344	84.3921
54.1992	85.9402	54.1992	83.2987	54.1992	84.661	54.1992	84.6961	54.1992	84.7283	54.1992	84.7187
55.6641	86.2391	55.6641	83.612	55.6641	84.9646	55.6641	84.9999	55.6641	85.0317	55.6641	85.0225
58.5938	86.8097	58.5938	84.1496	58.5938	85.5205	58.5938	85.5405	58.5938	85.5276	58.5938	85.5663
60.0586	87.0365	60.0586	84.3622	60.0586	85.7368	60.0586	85.7524	60.0586	85.7377	60.0586	85.7815
