"CEA2034"													
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"	
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.5078	39.4371	20.5078	40.8425	20.5078	45.6116	20.5078	47.1108	20.5078	53.7317	20.5078	55.2309	20.5078	60
21.9727	56.4214	21.9727	56.4678	21.9727	57.037	21.9727	58.4128	21.9727	58.055	21.9727	59.4308	21.9727	60
23.4375	59.3758	23.4375	59.4089	23.4375	59.762	23.4375	60.6497	23.4375	58.7592	23.4375	59.6468	23.4375	60
24.9023	63.1338	24.9023	63.1473	24.9023	63.2997	24.9023	64.1433	24.9023	59.0041	24.9023	59.8476	24.9023	60
26.3672	67.8671	26.3672	67.8782	26.3672	68.0009	26.3672	68.7254	26.3672	59.1528	26.3672	59.8772	26.3672	60
27.832	70.9167	27.832	70.9304	27.832	71.0458	27.832	71.7306	27.832	59.1998	27.832	59.8846	27.832	60
29.2969	73.7862	29.2969	73.7844	29.2969	73.7575	29.2969	74.2788	29.2969	59.5056	29.2969	60.0268	29.2969	60
30.7617	76.3397	30.7617	76.3385	30.7617	76.307	30.7617	76.7949	30.7617	59.5436	30.7617	60.0315	30.7617	60
32.2266	78.8011	32.2266	78.7964	32.2266	78.7364	32.2266	79.199	32.2266	59.5974	32.2266	60.06	32.2266	60
33.6914	81.2326	33.6914	81.2247	33.6914	81.1358	33.6914	81.5274	33.6914	59.6973	33.6914	60.089	33.6914	60
35.1562	83.176	35.1562	83.1669	35.1562	83.0653	35.1562	83.425	35.1562	59.7419	35.1562	60.1016	35.1562	60
36.6211	84.9607	36.6211	84.9496	36.6211	84.8328	36.6211	85.1544	36.6211	59.7951	36.6211	60.1167	36.6211	60
38.0859	86.6083	38.0859	86.5858	38.0859	86.3852	38.0859	86.5784	38.0859	60.0074	38.0859	60.2006	38.0859	60
39.5508	88.0614	39.5508	88.0337	39.5508	87.7788	39.5508	87.8932	39.5508	60.1406	39.5508	60.2549	39.5508	60
