"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.5078	41.1461	20.5078	47.1007	20.5078	49.3505	20.5078	47.9398
21.9727	56.4537	21.9727	56.7398	21.9727	57.5027	21.9727	57.1099
23.4375	59.3933	23.4375	59.54	23.4375	59.6846	23.4375	59.5893
24.9023	63.1252	24.9023	63.0515	24.9023	62.6503	24.9023	62.8595
26.3672	67.8608	26.3672	67.8083	26.3672	67.6023	26.3672	67.7113
27.832	70.9147	27.832	70.8879	27.832	70.6687	27.832	70.779
29.2969	73.7665	29.2969	73.602	29.2969	73.0536	29.2969	73.3558
30.7617	76.3213	30.7617	76.1617	30.7617	75.6023	30.7617	75.909
32.2266	78.7782	32.2266	78.5818	32.2266	77.947	32.2266	78.3002
33.6914	81.2068	33.6914	80.9896	33.6914	80.3294	33.6914	80.7002
35.1562	83.149	35.1562	82.9235	35.1562	82.2441	35.1562	82.6267
36.6211	84.9317	36.6211	84.6926	36.6211	84.0068	36.6211	84.3957
38.0859	86.5653	38.0859	86.2203	38.0859	85.3335	38.0859	85.8516
39.5508	88.0124	39.5508	87.616	39.5508	86.5687	39.5508	87.1849
41.0156	89.2989	41.0156	88.8899	41.0156	87.8029	41.0156	88.4436
42.4805	90.1342	42.4805	89.731	42.4805	88.6652	42.4805	89.293
43.9453	90.697	43.9453	90.2993	43.9453	89.323	43.9453	89.9011
45.4102	90.9957	45.4102	90.5879	45.4102	89.6421	45.4102	90.2062
46.875	91.3361	46.875	90.9196	46.875	90.016	46.875	90.5595
48.3398	91.6479	48.3398	91.1936	48.3398	90.242	48.3398	90.8201
51.2695	91.9108	51.2695	91.3667	51.2695	90.1503	51.2695	90.8947
52.7344	91.8856	52.7344	91.3282	52.7344	90.0657	52.7344	90.8391
