"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	76.0735
21.9727	74.3596
23.4375	68.8862
24.9023	63.276
26.3672	64.793
27.832	75.2582
29.2969	80.3596
30.7617	82.4015
32.2266	83.4348
33.6914	83.9396
35.1563	86.1445
36.6211	90.2743
38.0859	93.6518
39.5508	96.6607
41.0156	99.2507
42.4805	101.389
43.9453	103.088
45.4102	104.342
46.875	105.329
48.3398	106.086
51.2695	107.045
52.7344	107.329
54.1992	107.548
55.6641	107.755
58.5938	108.157
60.0586	108.264
62.9883	108.349
64.4531	108.355
67.3828	108.426
68.8477	108.507
71.7773	108.753
74.707	109.268
77.6367	110.032
79.1016	110.372
82.0313	110.513
84.9609	109.792
87.8906	108.937
90.8203	108.114
95.2148	107.816
98.1445	107.535
101.074	107.482
105.469	107.427
108.398	107.686
112.793	108.387
117.188	110.182
120.117	111.437
124.512	110.199
128.906	109.316
133.301	109.173
139.16	109.269
143.555	109.369
147.949	109.481
153.809	109.517
159.668	109.46
165.527	109.029
171.387	108.054
177.246	106.151
183.105	102.577
188.965	101.462
196.289	105.424
203.613	106.899
210.938	108.38
218.262	107.999
225.586	107.374
232.91	107.436
241.699	107.04
250.488	107.04
259.277	107.381
268.066	106.83
276.855	107.081
287.109	107.318
297.363	108.003
307.617	108.65
319.336	109.968
329.59	110.911
341.309	108.909
353.027	108.27
366.211	108.264
379.395	108.016
392.578	107.042
405.762	106.974
420.41	107.441
435.059	107.122
451.172	107.298
465.82	106.914
483.398	107.931
499.512	108.106
517.09	108.628
536.133	108.315
555.176	107.411
574.219	107.075
594.727	107.466
615.234	107.504
637.207	107.47
659.18	107.112
682.617	106.279
707.52	106.601
732.422	106.003
757.324	107.554
785.156	110.028
811.523	108.455
840.82	107.914
870.117	107.668
900.879	107.854
933.105	107.852
965.332	107.848
1,000.49	107.482
1,035.64	107.225
1,072.27	106.265
1,108.89	105.82
1,148.44	105.583
1,189.45	105.535
1,230.47	105.713
1,274.41	105.566
1,319.82	105.319
1,366.7	104.939
1,413.57	104.626
1,463.38	104.577
1,516.11	105.304
1,568.85	105.403
1,624.51	105.275
1,681.64	105.663
1,741.7	105.937
1,803.22	105.368
1,866.21	104.434
1,932.13	103.889
1,999.51	103.944
2,069.82	104.749
2,143.07	104.521
2,219.24	103.966
2,296.88	104.46
2,378.91	105.047
2,462.4	104.724
2,548.83	104.823
2,639.65	104.921
2,731.93	104.86
2,828.61	106.401
2,928.22	106.358
3,030.76	106.163
3,137.7	106.272
3,249.02	106.031
3,363.28	105.736
3,481.93	105.145
3,604.98	104.871
3,732.42	104.661
3,864.26	104.201
4,000.49	103.954
4,141.11	104.014
4,287.6	103.552
4,438.48	103.999
4,595.21	104.776
4,756.35	105.553
4,924.8	105.915
5,097.66	105.181
5,277.83	104.982
5,463.87	104.724
5,657.23	103.828
5,856.45	104.022
6,062.99	103.919
6,276.86	103.881
6,498.05	104.337
6,726.56	104.849
6,963.87	103.859
7,209.96	102.918
7,464.84	102.444
7,727.05	102.565
7,999.51	103.004
8,282.23	103.494
8,573.73	103.796
8,876.95	102.61
9,188.96	102.143
9,514.16	103.839
9,849.61	104.554
10,196.8	105.046
10,555.7	105.753
10,927.7	105.674
11,313	106.599
11,712.9	107.573
12,126	107.547
12,553.7	107.08
12,996.1	106.223
13,454.6	105.466
13,929.2	106.196
14,419.9	107.62
14,928.2	109.268
15,455.6	107.083
16,000.5	104.164
16,564.5	102.976
17,148.9	102.61
17,752.4	103.203
18,379.4	101.487
19,026.9	99.0056
19,697.8	96.5528
19,999.5	95.4206
