"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	50.8571	20.5078	52.6776	20.5078	59.6201	20.5078	57.472
21.9727	53.1893	21.9727	54.0158	21.9727	59.4472	21.9727	57.5985
23.4375	53.9555	23.4375	55.0546	23.4375	61.0616	23.4375	59.0914
24.9023	55.399	24.9023	56.6288	24.9023	62.3616	24.9023	60.4309
26.3672	58.2177	26.3672	59.0839	26.3672	63.8721	26.3672	62.1516
27.832	60.185	27.832	60.9675	27.832	65.3518	27.832	63.7288
29.2969	62.0837	29.2969	62.7812	29.2969	66.7829	29.2969	65.26
30.7617	64.0819	30.7617	64.6353	30.7617	68.0967	30.7617	66.7306
32.2266	65.6181	32.2266	66.1609	32.2266	69.3913	32.2266	68.0916
33.6914	67.3509	33.6914	67.8442	33.6914	70.754	33.6914	69.5549
35.1562	68.9625	35.1562	69.4274	35.1562	72.069	35.1562	70.9567
36.6211	70.4202	36.6211	70.8412	36.6211	73.2272	36.6211	72.2036
38.0859	71.7656	38.0859	72.1891	38.0859	74.4074	38.0859	73.4398
39.5508	73.0365	39.5508	73.4459	39.5508	75.4768	39.5508	74.5759
41.0156	74.2549	41.0156	74.6538	41.0156	76.5131	41.0156	75.6746
42.4805	74.9726	42.4805	75.3083	42.4805	76.9391	42.4805	76.1934
43.9453	75.3563	43.9453	75.705	43.9453	77.2453	43.9453	76.5317
45.4102	75.882	45.4102	76.2081	45.4102	77.6121	45.4102	76.9539
46.875	76.244	46.875	76.5719	46.875	77.9057	46.875	77.2745
48.3398	76.5678	48.3398	76.8943	48.3398	78.1417	48.3398	77.5446
51.2695	77.0664	51.2695	77.3814	51.2695	78.4652	51.2695	77.9352
52.7344	77.2773	52.7344	77.5918	52.7344	78.6158	52.7344	78.1101
54.1992	77.5111	54.1992	77.8169	54.1992	78.7538	54.1992	78.2852
55.6641	77.6634	55.6641	77.9552	55.6641	78.809	55.6641	78.3771
58.5938	78.119	58.5938	78.3757	58.5938	79.0715	58.5938	78.7121
60.0586	78.1833	60.0586	78.434	60.0586	79.0711	60.0586	78.7379
62.9883	78.553	62.9883	78.7912	62.9883	79.3348	62.9883	79.0442
64.4531	78.6742	64.4531	78.9127	64.4531	79.4288	64.4531	79.1502
67.3828	78.9415	67.3828	79.174	67.3828	79.6241	67.3828	79.3756
68.8477	79.1131	68.8477	79.3395	68.8477	79.7534	68.8477	79.5219
71.7773	79.4598	71.7773	79.6844	71.7773	80.0517	71.7773	79.8412
74.707	79.9033	74.707	80.095	74.707	80.3386	74.707	80.1897
77.6367	80.2981	77.6367	80.4702	77.6367	80.6308	77.6367	80.5234
79.1016	80.4325	79.1016	80.605	79.1016	80.7537	79.1016	80.6517
82.0312	80.6926	82.0312	80.8646	82.0312	80.9886	82.0312	80.898
84.9609	80.9889	84.9609	81.1588	84.9609	81.2558	84.9609	81.1781
87.8906	81.2973	87.8906	81.4447	87.8906	81.4803	87.8906	81.4354
90.8203	81.7193	90.8203	81.8328	90.8203	81.7667	90.8203	81.7761
95.2148	82.0757	95.2148	82.1602	95.2148	81.9761	95.2148	82.0474
98.1445	82.2134	98.1445	82.3249	98.1445	82.2261	98.1445	82.2513
101.074	82.4742	101.074	82.5498	101.074	82.385	101.074	82.4487
105.469	82.8271	105.469	82.867	105.469	82.5717	105.469	82.7057
108.398	83.1581	108.398	83.2002	108.398	82.9366	108.398	83.0547
112.793	83.502	112.793	83.5268	112.793	83.2209	112.793	83.3631
117.188	83.7678	117.188	83.7798	117.188	83.4353	117.188	83.599
120.117	83.9019	120.117	83.9027	120.117	83.5835	120.117	83.737
124.512	84.2437	124.512	84.1937	124.512	83.8167	124.512	84.009
128.906	84.4252	128.906	84.3649	128.906	83.9332	128.906	84.1548
133.301	84.5393	133.301	84.4647	133.301	84.0153	133.301	84.2487
139.16	84.731	139.16	84.6199	139.16	84.1198	139.16	84.3863
143.555	84.8333	143.555	84.6936	143.555	84.1478	143.555	84.4434
147.949	84.9594	147.949	84.7775	147.949	84.1504	147.949	84.4966
153.809	85.0255	153.809	84.8293	153.809	84.1492	153.809	84.5257
159.668	85.1353	159.668	84.9465	159.668	84.2925	159.668	84.6539
165.527	85.2787	165.527	85.0869	165.527	84.5289	165.527	84.8419
171.387	85.3242	171.387	85.0828	171.387	84.5249	171.387	84.8486
177.246	85.3766	177.246	85.0661	177.246	84.4104	177.246	84.7995
183.105	85.3243	183.105	84.9332	183.105	84.1678	183.105	84.6322
188.965	85.3547	188.965	84.902	188.965	83.9279	188.965	84.5177
196.289	85.2909	196.289	84.8783	196.289	83.9195	196.289	84.4917
203.613	85.3611	203.613	84.8368	203.613	83.7898	203.613	84.4362
210.938	85.428	210.938	84.8388	210.938	83.721	210.938	84.422
218.262	85.379	218.262	84.8128	218.262	83.6351	218.262	84.3635
225.586	85.3612	225.586	84.7134	225.586	83.6007	225.586	84.3133
232.91	85.5063	232.91	84.7708	232.91	83.4171	232.91	84.2868
241.699	85.5191	241.699	84.7433	241.699	83.1339	241.699	84.1614
250.488	85.3556	250.488	84.535	250.488	82.8826	250.488	83.9472
259.277	85.7137	259.277	84.9006	259.277	83.1621	259.277	84.2755
268.066	85.41	268.066	84.5405	268.066	83.1459	268.066	84.0739
276.855	85.5937	276.855	84.6696	276.855	82.8065	276.855	84.0246
287.109	85.984	287.109	85.0137	287.109	82.9947	287.109	84.3204
297.363	85.9857	297.363	84.847	297.363	83.0127	297.363	84.2743
307.617	86.3198	307.617	85.3016	307.617	83.125	307.617	84.5616
