* Freq[Hz]      Mag   Phase[Deg]
5.00000      0.109     0.000
5.07273      0.111     0.000
5.14651      0.114     0.000
5.22137      0.118     0.000
5.29732      0.122     0.000
5.37437      0.126     0.000
5.45254      0.130     0.000
5.53185      0.134     0.000
5.61231      0.138     0.000
5.69394      0.143     0.000
5.77676      0.148     0.000
5.86079      0.152     0.000
5.94604      0.157     0.000
6.03252      0.163     0.000
6.12027      0.168     0.000
6.20929      0.173     0.000
6.29961      0.179     0.000
6.39124      0.184     0.000
6.48420      0.190     0.000
6.57851      0.196     0.000
6.67420      0.201     0.000
6.77128      0.207     0.000
6.86977      0.213     0.000
6.96969      0.218     0.000
7.07107      0.224     0.000
7.17392      0.230     0.000
7.27827      0.235     0.000
7.38413      0.241     0.000
7.49154      0.246     0.000
7.60050      0.251     0.000
7.71105      0.255     0.000
7.82321      0.260     0.000
7.93701      0.264     0.000
8.05245      0.268     0.000
8.16958      0.271     0.000
8.28841      0.275     0.000
8.40896      0.277     0.000
8.53128      0.280     0.000
8.65537      0.281     0.000
8.78126      0.283     0.000
8.90899      0.283     0.000
9.03857      0.283     0.000
9.17004      0.283     0.000
9.30342      0.282     0.000
9.43874      0.280     0.000
9.57603      0.278     0.000
9.71532      0.269     0.000
9.85663      0.261     0.000
10.0000      0.256     0.000
10.1455      0.256     0.000
10.2930      0.254     0.000
10.4427      0.250     0.000
10.5946      0.243     0.000
10.7487      0.236     0.000
10.9051      0.228     0.000
11.0637      0.220     0.000
11.2246      0.212     0.000
11.3879      0.203     0.000
11.5535      0.195     0.000
11.7216      0.186     0.000
11.8921      0.176     0.000
12.0650      0.165     0.000
12.2405      0.154     0.000
12.4186      0.144     0.000
12.5992      0.136     0.000
12.7825      0.128     0.000
12.9684      0.122     0.000
13.1570      0.116     0.000
13.3484      0.111     0.000
13.5426      0.106     0.000
13.7395      0.102     0.000
13.9394      0.099     0.000
14.1421      0.098     0.000
14.3478      0.099     0.000
14.5565      0.101     0.000
14.7683      0.104     0.000
14.9831      0.108     0.000
15.2010      0.113     0.000
15.4221      0.120     0.000
15.6464      0.128     0.000
15.8740      0.141     0.000
16.1049      0.152     0.000
16.3392      0.163     0.000
16.5768      0.173     0.000
16.8179      0.183     0.000
17.0626      0.193     0.000
17.3107      0.203     0.000
17.5625      0.213     0.000
17.8180      0.223     0.000
18.0771      0.231     0.000
18.3401      0.237     0.000
18.6068      0.242     0.000
18.8775      0.245     0.000
19.1521      0.247     0.000
19.4306      0.248     0.000
19.7133      0.247     0.000
20.0000      0.245     0.000
20.2909      0.242     0.000
20.5860      0.238     0.000
20.8855      0.234     0.000
21.1893      0.231     0.000
21.4975      0.228     0.000
21.8102      0.226     0.000
22.1274      0.225     0.000
22.4492      0.226     0.000
22.7758      0.229     0.000
23.1071      0.235     0.000
23.4432      0.244     0.000
23.7841      0.256     0.000
24.1301      0.271     0.000
24.4811      0.288     0.000
