"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	4.84482	20.5078	1.71124
21.9727	1.37276	21.9727	1.65528
23.4375	0.48076	23.4375	1.24798
24.9023	0.377291	24.9023	1.29563
26.3672	-0.0116434	26.3672	1.16448
27.832	-2.61809	27.832	0.365494
29.2969	-2.99585	29.2969	-0.482311
30.7617	-0.875941	30.7617	0.3343
32.2266	-1.4541	32.2266	0.21551
33.6914	-1.37771	33.6914	0.162686
35.1562	-2.14308	35.1562	-0.31752
36.6211	-1.73861	36.6211	-0.216467
38.0859	-1.54771	38.0859	-0.191479
39.5508	-1.44715	39.5508	-0.19398
41.0156	-1.43581	41.0156	-0.208782
42.4805	-1.44623	42.4805	-0.265597
43.9453	-1.41818	43.9453	-0.293798
45.4102	-1.34302	45.4102	-0.290694
46.875	-1.45178	46.875	-0.47897
48.3398	-1.38361	48.3398	-0.462678
51.2695	-1.25206	51.2695	-0.427627
52.7344	-1.22327	52.7344	-0.42645
54.1992	-1.16865	54.1992	-0.413912
55.6641	-1.12199	55.6641	-0.403692
58.5938	-1.02638	58.5938	-0.380579
60.0586	-0.980031	60.0586	-0.368413
62.9883	-0.905733	62.9883	-0.351321
64.4531	-0.871317	64.4531	-0.343284
67.3828	-0.803574	67.3828	-0.326859
68.8477	-0.7738	68.8477	-0.319634
71.7773	-0.718496	71.7773	-0.306837
74.707	-0.666068	74.707	-0.294209
77.6367	-0.627197	77.6367	-0.287082
79.1016	-0.602346	79.1016	-0.280945
82.0312	-0.543216	82.0312	-0.210576
84.9609	-0.501203	84.9609	-0.196189
87.8906	-0.55292	87.8906	-0.226882
90.8203	-0.48467	90.8203	-0.206504
95.2148	-0.417186	95.2148	-0.186738
98.1445	-0.372131	98.1445	-0.174397
101.074	-0.34397	101.074	-0.168526
105.469	-0.329576	105.469	-0.173306
108.398	-0.300364	108.398	-0.161974
112.793	-0.257678	112.793	-0.143511
117.188	-0.251386	117.188	-0.146603
