"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	54.019
23.4375	48.3635
26.3672	47.838
29.2969	51.4894
32.2266	56.3947
35.1563	60.4912
38.0859	64.3385
41.0156	67.4237
43.9453	70.5199
46.875	72.3119
49.8047	73.5573
55.6641	74.9135
58.5938	75.2168
61.5234	75.658
67.3828	76.3717
73.2422	77.1138
76.1719	77.6101
82.0313	78.5745
87.8906	79.4789
93.75	80.4346
102.539	81.8175
108.398	82.6224
117.188	83.9404
125.977	85.0049
134.766	85.9459
143.555	86.6394
155.273	87.2837
164.063	87.4477
175.781	87.4848
190.43	87.4892
202.148	87.2698
216.797	86.7362
234.375	86.4004
249.023	85.9229
266.602	85.6724
287.109	85.2065
307.617	84.9734
331.055	84.9049
354.492	84.477
377.93	84.0854
407.227	84.4683
436.523	83.6848
465.82	83.9692
500.977	84.0239
536.133	83.5276
574.219	84.083
615.234	83.764
659.18	84.1824
706.055	84.3937
758.789	85.1041
811.523	85.2506
870.117	84.8406
931.641	84.8264
999.023	84.3347
1,072.27	83.9611
1,148.44	84.2271
1,230.47	84.0891
1,318.36	83.7961
1,415.04	84.7047
1,514.65	83.9249
1,623.05	82.565
1,740.23	82.4
1,866.21	80.9743
2,000.98	80.4501
2,144.53	80.0835
2,296.88	80.6903
2,460.94	80.4597
2,639.65	80.65
2,827.15	80.6059
3,032.23	81.0841
3,249.02	81.3348
3,483.4	81.6559
3,732.42	81.9223
3,999.02	81.6596
4,286.13	81.2729
4,593.75	81.5252
4,924.8	80.9798
5,279.3	80.535
5,657.23	80.9681
6,061.52	80.769
6,498.05	80.8662
6,963.87	80.982
7,464.84	81.2532
8,000.98	81.4367
8,575.2	81.6938
9,190.43	83.1908
9,849.61	83.492
10,555.7	83.2268
11,314.5	84.0474
12,126	83.9855
12,996.1	83.4315
13,927.7	83.7286
14,929.7	83.5843
15,999	83.5994
17,147.5	83.2161
18,377.9	83.7317
19,699.2	83.429
19,998	83.7786
