"CEA2034"													
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.2168	20.5078	53.2791	20.5078	53.7436	20.5078	54.4493	20.5078	48.8093	20.5078	49.2738	20.5078	49.9794
23.4375	48.2101	23.4375	48.2312	23.4375	48.3641	23.4375	48.3984	23.4375	49.8122	23.4375	49.9451	23.4375	49.9794
26.3672	48.0311	26.3672	48.0206	26.3672	47.9684	26.3672	47.6507	26.3672	50.3493	26.3672	50.2971	26.3672	49.9794
29.2969	51.7469	29.2969	51.736	29.2969	51.6405	29.2969	51.2606	29.2969	50.4548	29.2969	50.3593	29.2969	49.9794
32.2266	56.4785	32.2266	56.4779	32.2266	56.4641	32.2266	56.3008	32.2266	50.1565	32.2266	50.1428	32.2266	49.9794
35.1563	60.516	35.1563	60.5184	35.1563	60.527	35.1563	60.4477	35.1563	50.0501	35.1563	50.0587	35.1563	49.9794
38.0859	64.4365	38.0859	64.4327	38.0859	64.3901	38.0859	64.26	38.0859	50.1521	38.0859	50.1095	38.0859	49.9794
41.0156	67.5901	41.0156	67.5802	41.0156	67.4994	41.0156	67.3023	41.0156	50.2574	41.0156	50.1766	41.0156	49.9794
43.9453	70.6332	43.9453	70.6269	43.9453	70.5704	43.9453	70.4388	43.9453	50.1675	43.9453	50.111	43.9453	49.9794
46.875	72.4475	46.875	72.4389	46.875	72.367	46.875	72.2203	46.875	50.198	46.875	50.1262	46.875	49.9794
49.8047	73.702	49.8047	73.692	49.8047	73.612	49.8047	73.4638	49.8047	50.2076	49.8047	50.1276	49.8047	49.9794
55.6641	75.0824	55.6641	75.0697	55.6641	74.9706	55.6641	74.8114	55.6641	50.2377	55.6641	50.1386	55.6641	49.9794
58.5938	75.3896	58.5938	75.3761	58.5938	75.2731	58.5938	75.1147	58.5938	50.2408	58.5938	50.1378	58.5938	49.9794
61.5234	75.8441	61.5234	75.8296	61.5234	75.7172	61.5234	75.5493	61.5234	50.2596	61.5234	50.1472	61.5234	49.9794
67.3828	76.5785	67.3828	76.5614	67.3828	76.4336	67.3828	76.2548	67.3828	50.286	67.3828	50.1583	67.3828	49.9794
73.2422	77.3563	73.2422	77.3354	73.2422	77.1832	73.2422	76.9798	73.2422	50.3349	73.2422	50.1828	73.2422	49.9794
76.1719	77.8835	76.1719	77.8609	76.1719	77.6923	76.1719	77.4539	76.1719	50.3864	76.1719	50.2178	76.1719	49.9794
82.0313	78.8003	82.0313	78.7804	82.0313	78.6361	82.0313	78.4533	82.0313	50.3065	82.0313	50.1622	82.0313	49.9794
87.8906	79.7154	87.8906	79.6939	87.8906	79.5415	87.8906	79.3539	87.8906	50.3194	87.8906	50.167	87.8906	49.9794
93.75	80.678	93.75	80.655	93.75	80.4975	93.75	80.3078	93.75	50.3266	93.75	50.1691	93.75	49.9794
102.539	82.0756	102.539	82.0506	102.539	81.8821	102.539	81.6851	102.539	50.3449	102.539	50.1765	102.539	49.9794
108.398	82.8735	108.398	82.8471	108.398	82.6794	108.398	82.5004	108.398	50.3261	108.398	50.1584	108.398	49.9794
117.188	84.2557	117.188	84.2237	117.188	84.0169	117.188	83.7804	117.188	50.4227	117.188	50.2159	117.188	49.9794
125.977	85.3295	125.977	85.2953	125.977	85.0797	125.977	84.8445	125.977	50.4302	125.977	50.2146	125.977	49.9794
134.766	86.3034	134.766	86.2654	134.766	86.0282	134.766	85.769	134.766	50.4759	134.766	50.2386	134.766	49.9794
143.555	87.0257	143.555	86.9833	143.555	86.7243	143.555	86.452	143.555	50.5107	143.555	50.2517	143.555	49.9794
155.273	87.6688	155.273	87.6257	155.273	87.3654	155.273	87.1003	155.273	50.5047	155.273	50.2445	155.273	49.9794
164.063	87.839	164.063	87.7913	164.063	87.5196	164.063	87.2743	164.063	50.4964	164.063	50.2247	164.063	49.9794
175.781	87.9686	175.781	87.9109	175.781	87.5774	175.781	87.2637	175.781	50.6266	175.781	50.2932	175.781	49.9794
190.43	88.0306	190.43	87.9704	190.43	87.6067	190.43	87.2233	190.43	50.7264	190.43	50.3628	190.43	49.9794
202.148	87.7517	202.148	87.6894	202.148	87.3518	202.148	87.0619	202.148	50.6069	202.148	50.2693	202.148	49.9794
216.797	87.3116	216.797	87.2362	216.797	86.8279	216.797	86.4924	216.797	50.7233	216.797	50.3149	216.797	49.9794
234.375	87.1419	234.375	87.0518	234.375	86.5423	234.375	86.0507	234.375	50.9805	234.375	50.471	234.375	49.9794
249.023	86.7267	249.023	86.6256	249.023	86.063	249.023	85.5575	249.023	51.0475	249.023	50.4848	249.023	49.9794
266.602	86.5817	266.602	86.4754	266.602	85.8546	266.602	85.2234	266.602	51.2314	266.602	50.6106	266.602	49.9794
287.109	86.1369	287.109	86.0219	287.109	85.3731	287.109	84.7708	287.109	51.2304	287.109	50.5817	287.109	49.9794
307.617	86.0629	307.617	85.935	307.617	85.181	307.617	84.4352	307.617	51.4792	307.617	50.7252	307.617	49.9794
331.055	86.1167	331.055	85.9805	331.055	85.1519	331.055	84.274	331.055	51.6858	331.055	50.8573	331.055	49.9794
354.492	85.7738	354.492	85.6276	354.492	84.744	354.492	83.7909	354.492	51.8161	354.492	50.9324	354.492	49.9794
377.93	85.3097	377.93	85.1593	377.93	84.3061	377.93	83.4874	377.93	51.6513	377.93	50.7982	377.93	49.9794
407.227	86.0839	407.227	85.9046	407.227	84.7949	407.227	83.5798	407.227	52.3042	407.227	51.1945	407.227	49.9794
436.523	85.4098	436.523	85.231	436.523	84.0589	436.523	82.6799	436.523	52.5305	436.523	51.3584	436.523	49.9794
465.82	85.8097	465.82	85.6199	465.82	84.3747	465.82	82.868	465.82	52.7314	465.82	51.4861	465.82	49.9794
500.977	85.9352	500.977	85.7536	500.977	84.4934	500.977	82.7884	500.977	52.9446	500.977	51.6844	500.977	49.9794
536.133	85.3675	536.133	85.1789	536.133	83.9453	536.133	82.4087	536.133	52.7495	536.133	51.5159	536.133	49.9794
574.219	86.3462	574.219	86.1435	574.219	84.6628	574.219	82.4814	574.219	53.6415	574.219	52.1609	574.219	49.9794
615.234	85.8328	615.234	85.6579	615.234	84.3369	615.234	82.276	615.234	53.3614	615.234	52.0404	615.234	49.9794
659.18	86.5461	659.18	86.3474	659.18	84.8357	659.18	82.3869	659.18	53.9398	659.18	52.4282	659.18	49.9794
706.055	86.6237	706.055	86.4437	706.055	85.0621	706.055	82.6487	706.055	53.7744	706.055	52.3928	706.055	49.9794
758.789	87.217	758.789	87.0595	758.789	85.7812	758.789	83.4046	758.789	53.6343	758.789	52.356	758.789	49.9794
811.523	87.3335	811.523	87.1711	811.523	85.9575	811.523	83.5213	811.523	53.6292	811.523	52.4157	811.523	49.9794
870.117	87.0578	870.117	86.8685	870.117	85.5465	870.117	83.0438	870.117	53.804	870.117	52.4821	870.117	49.9794
931.641	87.1099	931.641	86.8696	931.641	85.5465	931.641	82.9942	931.641	53.8548	931.641	52.5316	931.641	49.9794
999.023	87.0332	999.023	86.6912	999.023	85.0205	999.023	82.3448	999.023	54.3259	999.023	52.6552	999.023	49.9794
1,072.27	86.7202	1,072.27	86.3527	1,072.27	84.6653	1,072.27	81.9104	1,072.27	54.4218	1,072.27	52.7344	1,072.27	49.9794
1,148.44	87.4582	1,148.44	86.9866	1,148.44	84.9286	1,148.44	81.8807	1,148.44	55.0853	1,148.44	53.0272	1,148.44	49.9794
1,230.47	87.5641	1,230.47	87.024	1,230.47	84.732	1,230.47	81.7016	1,230.47	55.3018	1,230.47	53.0099	1,230.47	49.9794
1,318.36	87.2808	1,318.36	86.7738	1,318.36	84.3775	1,318.36	81.4906	1,318.36	55.2626	1,318.36	52.8663	1,318.36	49.9794
1,415.04	88.1728	1,415.04	87.7054	1,415.04	85.2275	1,415.04	82.4901	1,415.04	55.1947	1,415.04	52.7168	1,415.04	49.9794
1,514.65	87.2952	1,514.65	86.8778	1,514.65	84.4791	1,514.65	81.6943	1,514.65	55.1628	1,514.65	52.7641	1,514.65	49.9794
1,623.05	85.7551	1,623.05	85.2758	1,623.05	83.1821	1,623.05	80.425	1,623.05	54.8302	1,623.05	52.7365	1,623.05	49.9794
1,740.23	86.0231	1,740.23	85.4724	1,740.23	83.0861	1,740.23	79.7901	1,740.23	55.6618	1,740.23	53.2755	1,740.23	49.9794
1,866.21	84.8055	1,866.21	84.1868	1,866.21	81.6118	1,866.21	78.3237	1,866.21	55.8425	1,866.21	53.2675	1,866.21	49.9794
2,000.98	84.6249	2,000.98	83.8224	2,000.98	81.1057	2,000.98	77.5844	2,000.98	56.2174	2,000.98	53.5007	2,000.98	49.9794
2,144.53	84.0953	2,144.53	83.4652	2,144.53	80.7144	2,144.53	77.2623	2,144.53	56.1823	2,144.53	53.4315	2,144.53	49.9794
2,296.88	85.3586	2,296.88	84.5965	2,296.88	81.331	2,296.88	77.1576	2,296.88	57.4183	2,296.88	54.1528	2,296.88	49.9794
2,460.94	85.2442	2,460.94	84.4097	2,460.94	81.1319	2,460.94	76.7752	2,460.94	57.614	2,460.94	54.3361	2,460.94	49.9794
2,639.65	85.6207	2,639.65	84.6848	2,639.65	81.3099	2,639.65	76.8625	2,639.65	57.8016	2,639.65	54.4268	2,639.65	49.9794
2,827.15	85.7536	2,827.15	84.8711	2,827.15	81.2262	2,827.15	76.5278	2,827.15	58.3227	2,827.15	54.6778	2,827.15	49.9794
3,032.23	86.4593	3,032.23	85.4765	3,032.23	81.657	3,032.23	76.9032	3,032.23	58.5526	3,032.23	54.7332	3,032.23	49.9794
3,249.02	86.7276	3,249.02	85.6722	3,249.02	81.8809	3,249.02	77.3374	3,249.02	58.3142	3,249.02	54.5229	3,249.02	49.9794
3,483.4	87.0397	3,483.4	86.0284	3,483.4	82.1106	3,483.4	77.8462	3,483.4	58.1615	3,483.4	54.2438	3,483.4	49.9794
3,732.42	87.4536	3,732.42	86.1721	3,732.42	82.3824	3,732.42	78.3109	3,732.42	57.8407	3,732.42	54.0509	3,732.42	49.9794
3,999.02	86.7082	3,999.02	85.5723	3,999.02	82.2116	3,999.02	78.3412	3,999.02	57.2104	3,999.02	53.8498	3,999.02	49.9794
4,286.13	86.2083	4,286.13	85.047	4,286.13	81.902	4,286.13	77.9613	4,286.13	57.0652	4,286.13	53.9202	4,286.13	49.9794
4,593.75	86.6136	4,593.75	85.2584	4,593.75	82.1893	4,593.75	78.1835	4,593.75	57.0543	4,593.75	53.9852	4,593.75	49.9794
4,924.8	86.3585	4,924.8	84.6615	4,924.8	81.6331	4,924.8	77.735	4,924.8	56.906	4,924.8	53.8776	4,924.8	49.9794
5,279.3	85.9341	5,279.3	83.9514	5,279.3	81.3064	5,279.3	77.3421	5,279.3	56.5887	5,279.3	53.9437	5,279.3	49.9794
5,657.23	85.5717	5,657.23	83.9201	5,657.23	81.818	5,657.23	78.1146	5,657.23	55.7849	5,657.23	53.6829	5,657.23	49.9794
6,061.52	84.4667	6,061.52	83.2517	6,061.52	81.7077	6,061.52	78.1598	6,061.52	55.0713	6,061.52	53.5273	6,061.52	49.9794
6,498.05	83.9221	6,498.05	83.2864	6,498.05	81.7938	6,498.05	78.3361	6,498.05	54.9297	6,498.05	53.4371	6,498.05	49.9794
