* Freq[Hz]      Mag   Phase[Deg]
5.00000     43.629     0.000
5.07273     43.877     0.000
5.14651     44.125     0.000
5.22137     44.374     0.000
5.29732     44.610     0.000
5.37437     44.839     0.000
5.45254     45.068     0.000
5.53185     45.302     0.000
5.61231     45.541     0.000
5.69394     45.781     0.000
5.77676     46.024     0.000
5.86079     46.274     0.000
5.94604     46.524     0.000
6.03252     46.765     0.000
6.12027     46.990     0.000
6.20929     47.215     0.000
6.29961     47.445     0.000
6.39124     47.679     0.000
6.48420     47.913     0.000
6.57851     48.155     0.000
6.67420     48.397     0.000
6.77128     48.634     0.000
6.86977     48.846     0.000
6.96969     49.058     0.000
7.07107     49.305     0.000
7.17392     49.566     0.000
7.27827     49.817     0.000
7.38413     50.045     0.000
7.49154     50.272     0.000
7.60050     50.506     0.000
7.71105     50.741     0.000
7.82321     50.980     0.000
7.93701     51.222     0.000
8.05245     51.468     0.000
8.16958     51.717     0.000
8.28841     51.969     0.000
8.40896     52.226     0.000
8.53128     52.473     0.000
8.65537     52.687     0.000
8.78126     52.904     0.000
8.90899     53.124     0.000
9.03857     53.362     0.000
9.17004     53.642     0.000
9.30342     53.902     0.000
9.43874     54.135     0.000
9.57603     54.371     0.000
9.71532     54.609     0.000
9.85663     54.852     0.000
10.0000     55.097     0.000
10.1455     55.347     0.000
10.2930     55.582     0.000
10.4427     55.779     0.000
10.5946     56.016     0.000
10.7487     56.279     0.000
10.9051     56.547     0.000
11.0637     56.792     0.000
11.2246     57.002     0.000
11.3879     57.216     0.000
11.5535     57.453     0.000
11.7216     57.739     0.000
11.8921     57.973     0.000
12.0650     58.198     0.000
12.2405     58.426     0.000
12.4186     58.659     0.000
12.5992     58.893     0.000
12.7825     59.131     0.000
12.9684     59.372     0.000
13.1570     59.618     0.000
13.3484     59.866     0.000
13.5426     60.117     0.000
13.7395     60.372     0.000
13.9394     60.631     0.000
14.1421     60.893     0.000
14.3478     61.119     0.000
14.5565     61.328     0.000
14.7683     61.601     0.000
14.9831     61.878     0.000
15.2010     62.079     0.000
15.4221     62.344     0.000
15.6464     62.574     0.000
15.8740     62.826     0.000
16.1049     63.080     0.000
16.3392     63.323     0.000
16.5768     63.598     0.000
16.8179     63.810     0.000
17.0626     64.026     0.000
17.3107     64.269     0.000
17.5625     64.567     0.000
17.8180     64.791     0.000
18.0771     65.019     0.000
18.3401     65.250     0.000
18.6068     65.484     0.000
18.8775     65.722     0.000
19.1521     66.023     0.000
19.4306     66.306     0.000
19.7133     66.553     0.000
20.0000     66.704     0.000
20.2909     66.974     0.000
20.5860     67.358     0.000
20.8855     67.679     0.000
21.1893     67.991     0.000
21.4975     68.246     0.000
21.8102     68.506     0.000
22.1274     68.717     0.000
22.4492     68.912     0.000
22.7758     69.154     0.000
23.1071     69.342     0.000
23.4432     69.553     0.000
23.7841     69.815     0.000
24.1301     70.102     0.000
24.4811     70.300     0.000
24.8372     70.664     0.000
25.1984     70.897     0.000
25.5649     71.079     0.000
25.9368     71.310     0.000
26.3141     71.459     0.000
26.6968     71.610     0.000
27.0851     71.798     0.000
27.4791     72.018     0.000
27.8788     72.264     0.000
28.2843     72.420     0.000
28.6957     72.572     0.000
29.1131     72.821     0.000
29.5365     73.045     0.000
29.9661     73.306     0.000
30.4020     73.511     0.000
30.8442     73.733     0.000
31.2929     73.966     0.000
31.7480     74.195     0.000
32.2098     74.513     0.000
32.6783     74.698     0.000
33.1536     74.921     0.000
33.6359     75.058     0.000
34.1251     75.346     0.000
34.6215     75.589     0.000
35.1250     75.770     0.000
35.6359     76.008     0.000
36.1543     76.209     0.000
36.6802     76.458     0.000
37.2137     76.699     0.000
37.7550     76.941     0.000
38.3041     77.132     0.000
38.8613     77.281     0.000
39.4265     77.499     0.000
40.0000     77.740     0.000
40.5818     77.940     0.000
41.1721     78.103     0.000
41.7710     78.266     0.000
42.3785     78.356     0.000
42.9949     78.530     0.000
43.6203     78.746     0.000
44.2548     78.886     0.000
44.8985     79.111     0.000
45.5515     79.343     0.000
46.2141     79.530     0.000
46.8863     79.747     0.000
47.5683     79.955     0.000
48.2602     80.162     0.000
48.9621     80.258     0.000
49.6743     80.415     0.000
50.3968     80.591     0.000
51.1299     80.771     0.000
51.8736     80.949     0.000
52.6281     81.128     0.000
53.3936     81.419     0.000
54.1702     81.674     0.000
54.9581     81.844     0.000
55.7575     82.120     0.000
56.5685     82.296     0.000
57.3914     82.563     0.000
58.2261     82.749     0.000
59.0730     83.006     0.000
59.9323     83.206     0.000
60.8040     83.453     0.000
61.6884     83.582     0.000
62.5857     83.748     0.000
63.4960     83.987     0.000
64.4196     84.119     0.000
65.3566     84.320     0.000
66.3073     84.532     0.000
67.2717     84.671     0.000
68.2502     84.860     0.000
69.2429     85.024     0.000
70.2501     85.261     0.000
71.2719     85.482     0.000
72.3086     85.646     0.000
73.3603     85.872     0.000
74.4274     86.092     0.000
75.5099     86.124     0.000
76.6083     86.322     0.000
77.7226     86.427     0.000
78.8531     86.521     0.000
80.0000     86.664     0.000
81.1636     86.787     0.000
82.3442     86.868     0.000
83.5419     86.939     0.000
84.7570     87.065     0.000
85.9899     87.170     0.000
87.2406     87.224     0.000
88.5096     87.378     0.000
89.7970     87.514     0.000
91.1031     87.632     0.000
92.4282     87.783     0.000
93.7726     87.796     0.000
95.1366     87.875     0.000
96.5204     87.937     0.000
97.9243     88.017     0.000
99.3486     87.920     0.000
100.794     87.878     0.000
102.260     87.867     0.000
103.747     87.832     0.000
105.256     87.788     0.000
106.787     87.932     0.000
108.340     87.952     0.000
109.916     87.934     0.000
111.515     87.965     0.000
113.137     87.918     0.000
114.783     87.900     0.000
116.452     87.802     0.000
118.146     87.678     0.000
119.865     87.586     0.000
121.608     87.576     0.000
123.377     87.438     0.000
125.171     87.372     0.000
126.992     87.306     0.000
128.839     87.303     0.000
130.713     87.142     0.000
132.615     87.134     0.000
134.543     87.077     0.000
136.500     87.054     0.000
138.486     87.088     0.000
140.500     86.947     0.000
142.544     86.735     0.000
144.617     86.570     0.000
146.721     86.385     0.000
148.855     86.185     0.000
151.020     86.028     0.000
153.217     85.867     0.000
155.445     85.807     0.000
157.706     85.599     0.000
160.000     85.302     0.000
162.327     85.069     0.000
164.688     84.857     0.000
167.084     84.714     0.000
169.514     84.647     0.000
171.980     84.645     0.000
174.481     84.686     0.000
177.019     84.653     0.000
179.594     84.521     0.000
182.206     84.495     0.000
184.856     84.477     0.000
187.545     84.454     0.000
190.273     84.423     0.000
193.041     84.420     0.000
195.849     84.332     0.000
198.697     84.292     0.000
201.587     84.185     0.000
204.520     84.207     0.000
207.494     84.205     0.000
210.512     84.201     0.000
213.574     84.118     0.000
216.681     84.063     0.000
219.833     83.952     0.000
223.030     83.866     0.000
226.274     83.757     0.000
229.565     83.659     0.000
232.905     83.566     0.000
236.292     83.437     0.000
239.729     83.347     0.000
243.216     83.300     0.000
246.754     83.234     0.000
250.343     83.196     0.000
253.984     83.180     0.000
257.678     83.137     0.000
261.426     83.103     0.000
265.229     83.142     0.000
269.087     83.160     0.000
273.001     83.142     0.000
276.972     83.155     0.000
281.000     83.185     0.000
285.088     83.235     0.000
289.234     83.250     0.000
293.441     83.298     0.000
297.709     83.325     0.000
302.040     83.308     0.000
306.433     83.263     0.000
310.890     83.193     0.000
315.412     83.126     0.000
320.000     83.096     0.000
324.655     83.053     0.000
329.377     82.980     0.000
334.168     82.902     0.000
339.028     82.835     0.000
343.959     82.784     0.000
348.962     82.792     0.000
354.038     82.795     0.000
359.188     82.779     0.000
364.412     82.771     0.000
369.713     82.761     0.000
375.090     82.760     0.000
380.546     82.784     0.000
386.081     82.798     0.000
391.697     82.748     0.000
397.394     82.684     0.000
403.175     82.601     0.000
409.039     82.512     0.000
414.989     82.447     0.000
421.025     82.369     0.000
427.149     82.256     0.000
433.362     82.138     0.000
439.665     82.040     0.000
446.060     81.995     0.000
452.548     81.940     0.000
459.131     81.883     0.000
465.809     81.831     0.000
472.584     81.802     0.000
479.458     81.825     0.000
486.432     81.862     0.000
493.507     81.872     0.000
500.686     81.885     0.000
507.968     81.904     0.000
515.357     81.938     0.000
522.853     82.004     0.000
530.458     82.000     0.000
538.174     81.944     0.000
546.002     81.921     0.000
553.943     81.893     0.000
562.001     81.864     0.000
570.175     81.840     0.000
578.469     81.830     0.000
586.883     81.831     0.000
595.419     81.840     0.000
604.080     81.858     0.000
612.866     81.877     0.000
621.780     81.889     0.000
630.824     81.903     0.000
640.000     81.905     0.000
649.309     81.897     0.000
658.753     81.889     0.000
668.335     81.876     0.000
678.056     81.855     0.000
687.919     81.824     0.000
697.925     81.795     0.000
708.077     81.790     0.000
718.376     81.815     0.000
728.825     81.834     0.000
739.426     81.875     0.000
750.181     81.967     0.000
761.093     82.014     0.000
772.163     82.024     0.000
783.394     82.022     0.000
794.789     81.951     0.000
806.349     81.849     0.000
818.078     81.769     0.000
829.977     81.712     0.000
842.050     81.676     0.000
854.298     81.632     0.000
866.724     81.567     0.000
879.330     81.490     0.000
892.120     81.409     0.000
905.097     81.317     0.000
918.262     81.280     0.000
931.618     81.273     0.000
945.169     81.267     0.000
958.917     81.232     0.000
972.864     81.174     0.000
987.015     81.116     0.000
1001.37     81.025     0.000
1015.94     80.913     0.000
1030.71     80.813     0.000
1045.71     80.758     0.000
1060.92     80.751     0.000
1076.35     80.754     0.000
1092.00     80.724     0.000
1107.89     80.692     0.000
1124.00     80.675     0.000
1140.35     80.671     0.000
1156.94     80.622     0.000
1173.77     80.530     0.000
1190.84     80.474     0.000
