* Freq[Hz]      Mag   Phase[Deg]
5.00000     46.699     0.000
5.07273     46.936     0.000
5.14651     47.173     0.000
5.22137     47.409     0.000
5.29732     47.634     0.000
5.37437     47.851     0.000
5.45254     48.069     0.000
5.53185     48.290     0.000
5.61231     48.517     0.000
5.69394     48.745     0.000
5.77676     48.975     0.000
5.86079     49.213     0.000
5.94604     49.450     0.000
6.03252     49.678     0.000
6.12027     49.891     0.000
6.20929     50.103     0.000
6.29961     50.320     0.000
6.39124     50.541     0.000
6.48420     50.762     0.000
6.57851     50.990     0.000
6.67420     51.219     0.000
6.77128     51.442     0.000
6.86977     51.641     0.000
6.96969     51.839     0.000
7.07107     52.072     0.000
7.17392     52.319     0.000
7.27827     52.556     0.000
7.38413     52.769     0.000
7.49154     52.982     0.000
7.60050     53.202     0.000
7.71105     53.422     0.000
7.82321     53.647     0.000
7.93701     53.874     0.000
8.05245     54.105     0.000
8.16958     54.340     0.000
8.28841     54.577     0.000
8.40896     54.819     0.000
8.53128     55.050     0.000
8.65537     55.249     0.000
8.78126     55.450     0.000
8.90899     55.655     0.000
9.03857     55.877     0.000
9.17004     56.141     0.000
9.30342     56.385     0.000
9.43874     56.602     0.000
9.57603     56.822     0.000
9.71532     57.044     0.000
9.85663     57.271     0.000
10.0000     57.499     0.000
10.1455     57.733     0.000
10.2930     57.951     0.000
10.4427     58.131     0.000
10.5946     58.352     0.000
10.7487     58.597     0.000
10.9051     58.848     0.000
11.0637     59.076     0.000
11.2246     59.269     0.000
11.3879     59.465     0.000
11.5535     59.685     0.000
11.7216     59.954     0.000
11.8921     60.170     0.000
12.0650     60.378     0.000
12.2405     60.588     0.000
12.4186     60.802     0.000
12.5992     61.019     0.000
12.7825     61.238     0.000
12.9684     61.461     0.000
13.1570     61.688     0.000
13.3484     61.918     0.000
13.5426     62.150     0.000
13.7395     62.387     0.000
13.9394     62.627     0.000
14.1421     62.870     0.000
14.3478     63.078     0.000
14.5565     63.267     0.000
14.7683     63.521     0.000
14.9831     63.779     0.000
15.2010     63.960     0.000
15.4221     64.206     0.000
15.6464     64.417     0.000
15.8740     64.648     0.000
16.1049     64.883     0.000
16.3392     65.107     0.000
16.5768     65.361     0.000
16.8179     65.554     0.000
17.0626     65.749     0.000
17.3107     65.972     0.000
17.5625     66.249     0.000
17.8180     66.454     0.000
18.0771     66.661     0.000
18.3401     66.871     0.000
18.6068     67.085     0.000
18.8775     67.301     0.000
19.1521     67.582     0.000
19.4306     67.844     0.000
19.7133     68.070     0.000
20.0000     68.199     0.000
20.2909     68.448     0.000
20.5860     68.768     0.000
20.8855     69.062     0.000
21.1893     69.351     0.000
21.4975     69.597     0.000
21.8102     69.823     0.000
22.1274     70.001     0.000
22.4492     70.179     0.000
22.7758     70.409     0.000
23.1071     70.585     0.000
23.4432     70.776     0.000
23.7841     71.026     0.000
24.1301     71.303     0.000
24.4811     71.491     0.000
24.8372     71.769     0.000
25.1984     71.978     0.000
25.5649     72.151     0.000
25.9368     72.374     0.000
26.3141     72.525     0.000
26.6968     72.678     0.000
27.0851     72.867     0.000
27.4791     73.091     0.000
27.8788     73.251     0.000
28.2843     73.413     0.000
28.6957     73.577     0.000
29.1131     73.844     0.000
29.5365     74.028     0.000
29.9661     74.286     0.000
30.4020     74.521     0.000
30.8442     74.737     0.000
31.2929     74.933     0.000
31.7480     75.198     0.000
32.2098     75.467     0.000
32.6783     75.670     0.000
33.1536     75.861     0.000
33.6359     76.053     0.000
34.1251     76.299     0.000
34.6215     76.548     0.000
35.1250     76.749     0.000
35.6359     76.953     0.000
36.1543     77.161     0.000
36.6802     77.443     0.000
37.2137     77.685     0.000
37.7550     77.901     0.000
38.3041     78.099     0.000
38.8613     78.244     0.000
39.4265     78.470     0.000
40.0000     78.699     0.000
40.5818     78.932     0.000
41.1721     79.068     0.000
41.7710     79.207     0.000
42.3785     79.350     0.000
42.9949     79.499     0.000
43.6203     79.699     0.000
44.2548     79.901     0.000
44.8985     80.099     0.000
45.5515     80.320     0.000
46.2141     80.485     0.000
46.8863     80.699     0.000
47.5683     80.899     0.000
48.2602     81.099     0.000
48.9621     81.199     0.000
49.6743     81.369     0.000
50.3968     81.558     0.000
51.1299     81.751     0.000
51.8736     81.948     0.000
52.6281     82.150     0.000
53.3936     82.399     0.000
54.1702     82.667     0.000
54.9581     82.882     0.000
55.7575     83.102     0.000
56.5685     83.326     0.000
57.3914     83.556     0.000
58.2261     83.799     0.000
59.0730     84.028     0.000
59.9323     84.199     0.000
60.8040     84.421     0.000
61.6884     84.599     0.000
62.5857     84.799     0.000
63.4960     84.997     0.000
64.4196     85.167     0.000
65.3566     85.342     0.000
66.3073     85.522     0.000
67.2717     85.708     0.000
68.2502     85.899     0.000
69.2429     86.099     0.000
70.2501     86.299     0.000
71.2719     86.499     0.000
72.3086     86.699     0.000
73.3603     86.899     0.000
74.4274     87.099     0.000
75.5099     87.203     0.000
76.6083     87.399     0.000
77.7226     87.499     0.000
78.8531     87.599     0.000
80.0000     87.699     0.000
81.1636     87.799     0.000
82.3442     87.899     0.000
83.5419     87.999     0.000
84.7570     88.099     0.000
85.9899     88.199     0.000
87.2406     88.299     0.000
88.5096     88.403     0.000
89.7970     88.599     0.000
91.1031     88.682     0.000
92.4282     88.799     0.000
93.7726     88.899     0.000
95.1366     88.966     0.000
96.5204     89.019     0.000
97.9243     89.099     0.000
99.3486     88.999     0.000
100.794     88.982     0.000
102.260     88.899     0.000
103.747     88.899     0.000
105.256     88.899     0.000
106.787     88.999     0.000
108.340     88.999     0.000
109.916     88.999     0.000
111.515     89.056     0.000
113.137     88.999     0.000
114.783     88.985     0.000
116.452     88.899     0.000
118.146     88.799     0.000
119.865     88.749     0.000
121.608     88.670     0.000
123.377     88.599     0.000
125.171     88.513     0.000
126.992     88.499     0.000
128.839     88.498     0.000
130.713     88.411     0.000
132.615     88.394     0.000
134.543     88.389     0.000
136.500     88.398     0.000
138.486     88.463     0.000
140.500     88.356     0.000
142.544     88.220     0.000
144.617     88.097     0.000
146.721     87.969     0.000
148.855     87.848     0.000
151.020     87.754     0.000
153.217     87.697     0.000
155.445     87.646     0.000
157.706     87.525     0.000
160.000     87.357     0.000
162.327     87.160     0.000
164.688     87.023     0.000
167.084     86.934     0.000
169.514     86.941     0.000
171.980     87.002     0.000
174.481     87.075     0.000
177.019     87.081     0.000
179.594     87.019     0.000
182.206     87.024     0.000
184.856     87.040     0.000
187.545     87.057     0.000
190.273     87.089     0.000
193.041     87.118     0.000
195.849     87.077     0.000
198.697     87.078     0.000
201.587     87.033     0.000
204.520     87.082     0.000
207.494     87.117     0.000
210.512     87.176     0.000
213.574     87.217     0.000
216.681     87.235     0.000
219.833     87.204     0.000
223.030     87.147     0.000
226.274     87.140     0.000
229.565     87.119     0.000
232.905     87.091     0.000
236.292     87.077     0.000
