* Freq[Hz]      Mag   Phase[Deg]
5.00000     44.118     0.000
5.07273     44.366     0.000
5.14651     44.614     0.000
5.22137     44.862     0.000
5.29732     45.099     0.000
5.37437     45.327     0.000
5.45254     45.556     0.000
5.53185     45.789     0.000
5.61231     46.029     0.000
5.69394     46.268     0.000
5.77676     46.511     0.000
5.86079     46.761     0.000
5.94604     47.011     0.000
6.03252     47.251     0.000
6.12027     47.476     0.000
6.20929     47.701     0.000
6.29961     47.930     0.000
6.39124     48.164     0.000
6.48420     48.398     0.000
6.57851     48.639     0.000
6.67420     48.882     0.000
6.77128     49.118     0.000
6.86977     49.330     0.000
6.96969     49.542     0.000
7.07107     49.788     0.000
7.17392     50.049     0.000
7.27827     50.300     0.000
7.38413     50.527     0.000
7.49154     50.754     0.000
7.60050     50.988     0.000
7.71105     51.223     0.000
7.82321     51.462     0.000
7.93701     51.703     0.000
8.05245     51.949     0.000
8.16958     52.198     0.000
8.28841     52.449     0.000
8.40896     52.706     0.000
8.53128     52.952     0.000
8.65537     53.166     0.000
8.78126     53.382     0.000
8.90899     53.603     0.000
9.03857     53.840     0.000
9.17004     54.119     0.000
9.30342     54.379     0.000
9.43874     54.612     0.000
9.57603     54.847     0.000
9.71532     55.085     0.000
9.85663     55.328     0.000
10.0000     55.572     0.000
10.1455     55.822     0.000
10.2930     56.057     0.000
10.4427     56.253     0.000
10.5946     56.490     0.000
10.7487     56.752     0.000
10.9051     57.019     0.000
11.0637     57.264     0.000
11.2246     57.474     0.000
11.3879     57.687     0.000
11.5535     57.924     0.000
11.7216     58.210     0.000
11.8921     58.443     0.000
12.0650     58.668     0.000
12.2405     58.895     0.000
12.4186     59.127     0.000
12.5992     59.362     0.000
12.7825     59.599     0.000
12.9684     59.840     0.000
13.1570     60.084     0.000
13.3484     60.332     0.000
13.5426     60.582     0.000
13.7395     60.837     0.000
13.9394     61.095     0.000
14.1421     61.357     0.000
14.3478     61.583     0.000
14.5565     61.791     0.000
14.7683     62.063     0.000
14.9831     62.339     0.000
15.2010     62.539     0.000
15.4221     62.804     0.000
15.6464     63.034     0.000
15.8740     63.285     0.000
16.1049     63.539     0.000
16.3392     63.781     0.000
16.5768     64.055     0.000
16.8179     64.267     0.000
17.0626     64.482     0.000
17.3107     64.725     0.000
17.5625     65.021     0.000
17.8180     65.246     0.000
18.0771     65.473     0.000
18.3401     65.703     0.000
18.6068     65.936     0.000
18.8775     66.173     0.000
19.1521     66.474     0.000
19.4306     66.756     0.000
19.7133     67.002     0.000
20.0000     67.152     0.000
20.2909     67.422     0.000
20.5860     67.809     0.000
20.8855     68.138     0.000
21.1893     68.447     0.000
21.4975     68.698     0.000
21.8102     68.954     0.000
22.1274     69.165     0.000
22.4492     69.361     0.000
22.7758     69.603     0.000
23.1071     69.791     0.000
23.4432     70.001     0.000
23.7841     70.253     0.000
24.1301     70.538     0.000
24.4811     70.738     0.000
24.8372     71.107     0.000
25.1984     71.349     0.000
25.5649     71.528     0.000
25.9368     71.757     0.000
26.3141     71.905     0.000
26.6968     72.044     0.000
27.0851     72.231     0.000
27.4791     72.454     0.000
27.8788     72.709     0.000
28.2843     72.864     0.000
28.6957     73.010     0.000
29.1131     73.262     0.000
29.5365     73.486     0.000
29.9661     73.746     0.000
30.4020     73.935     0.000
30.8442     74.168     0.000
31.2929     74.410     0.000
31.7480     74.632     0.000
32.2098     74.949     0.000
32.6783     75.136     0.000
33.1536     75.359     0.000
33.6359     75.490     0.000
34.1251     75.789     0.000
34.6215     76.024     0.000
35.1250     76.208     0.000
35.6359     76.442     0.000
36.1543     76.645     0.000
36.6802     76.897     0.000
37.2137     77.132     0.000
37.7550     77.373     0.000
38.3041     77.567     0.000
38.8613     77.713     0.000
39.4265     77.938     0.000
40.0000     78.171     0.000
40.5818     78.381     0.000
41.1721     78.540     0.000
41.7710     78.696     0.000
42.3785     78.796     0.000
42.9949     78.964     0.000
43.6203     79.172     0.000
44.2548     79.330     0.000
44.8985     79.553     0.000
45.5515     79.778     0.000
46.2141     79.954     0.000
46.8863     80.170     0.000
47.5683     80.379     0.000
48.2602     80.583     0.000
48.9621     80.681     0.000
49.6743     80.843     0.000
50.3968     81.018     0.000
51.1299     81.195     0.000
51.8736     81.379     0.000
52.6281     81.570     0.000
53.3936     81.848     0.000
54.1702     82.104     0.000
54.9581     82.282     0.000
55.7575     82.541     0.000
56.5685     82.731     0.000
57.3914     82.995     0.000
58.2261     83.193     0.000
59.0730     83.436     0.000
59.9323     83.630     0.000
60.8040     83.881     0.000
61.6884     84.019     0.000
62.5857     84.181     0.000
63.4960     84.421     0.000
64.4196     84.555     0.000
65.3566     84.754     0.000
66.3073     84.962     0.000
67.2717     85.106     0.000
68.2502     85.294     0.000
69.2429     85.462     0.000
70.2501     85.699     0.000
71.2719     85.917     0.000
72.3086     86.078     0.000
73.3603     86.310     0.000
74.4274     86.524     0.000
75.5099     86.556     0.000
76.6083     86.762     0.000
77.7226     86.858     0.000
78.8531     86.955     0.000
80.0000     87.096     0.000
81.1636     87.218     0.000
82.3442     87.302     0.000
83.5419     87.378     0.000
84.7570     87.498     0.000
85.9899     87.604     0.000
87.2406     87.670     0.000
88.5096     87.809     0.000
89.7970     87.956     0.000
91.1031     88.071     0.000
92.4282     88.220     0.000
93.7726     88.241     0.000
95.1366     88.314     0.000
96.5204     88.379     0.000
97.9243     88.457     0.000
99.3486     88.357     0.000
100.794     88.330     0.000
102.260     88.309     0.000
103.747     88.274     0.000
105.256     88.242     0.000
106.787     88.377     0.000
108.340     88.400     0.000
109.916     88.382     0.000
111.515     88.425     0.000
113.137     88.368     0.000
114.783     88.361     0.000
116.452     88.265     0.000
118.146     88.151     0.000
119.865     88.066     0.000
121.608     88.059     0.000
123.377     87.919     0.000
125.171     87.860     0.000
126.992     87.809     0.000
128.839     87.807     0.000
130.713     87.662     0.000
132.615     87.677     0.000
134.543     87.622     0.000
136.500     87.617     0.000
138.486     87.664     0.000
140.500     87.540     0.000
142.544     87.354     0.000
144.617     87.210     0.000
146.721     87.049     0.000
148.855     86.880     0.000
151.020     86.749     0.000
153.217     86.621     0.000
155.445     86.592     0.000
157.706     86.415     0.000
160.000     86.158     0.000
162.327     85.955     0.000
164.688     85.776     0.000
167.084     85.661     0.000
169.514     85.623     0.000
171.980     85.654     0.000
174.481     85.717     0.000
177.019     85.709     0.000
179.594     85.603     0.000
182.206     85.602     0.000
184.856     85.610     0.000
187.545     85.612     0.000
190.273     85.609     0.000
193.041     85.629     0.000
195.849     85.567     0.000
198.697     85.557     0.000
201.587     85.485     0.000
204.520     85.537     0.000
207.494     85.565     0.000
210.512     85.606     0.000
213.574     85.574     0.000
216.681     85.559     0.000
219.833     85.488     0.000
223.030     85.440     0.000
226.274     85.381     0.000
229.565     85.323     0.000
232.905     85.279     0.000
236.292     85.195     0.000
239.729     85.137     0.000
243.216     85.130     0.000
246.754     85.103     0.000
250.343     85.089     0.000
253.984     85.092     0.000
257.678     85.072     0.000
261.426     85.045     0.000
265.229     85.086     0.000
269.087     85.099     0.000
273.001     85.088     0.000
276.972     85.110     0.000
281.000     85.140     0.000
285.088     85.183     0.000
289.234     85.222     0.000
293.441     85.274     0.000
297.709     85.311     0.000
302.040     85.313     0.000
306.433     85.283     0.000
310.890     85.230     0.000
315.412     85.176     0.000
320.000     85.164     0.000
324.655     85.137     0.000
329.377     85.076     0.000
334.168     84.994     0.000
339.028     84.934     0.000
343.959     84.887     0.000
348.962     84.883     0.000
354.038     84.882     0.000
359.188     84.860     0.000
364.412     84.840     0.000
369.713     84.833     0.000
375.090     84.845     0.000
380.546     84.865     0.000
386.081     84.904     0.000
391.697     84.863     0.000
397.394     84.830     0.000
403.175     84.767     0.000
409.039     84.704     0.000
414.989     84.661     0.000
421.025     84.602     0.000
427.149     84.510     0.000
433.362     84.416     0.000
439.665     84.341     0.000
446.060     84.316     0.000
452.548     84.292     0.000
459.131     84.270     0.000
465.809     84.266     0.000
472.584     84.287     0.000
479.458     84.363     0.000
486.432     84.456     0.000
493.507     84.523     0.000
500.686     84.587     0.000
507.968     84.648     0.000
515.357     84.721     0.000
522.853     84.821     0.000
530.458     84.853     0.000
538.174     84.841     0.000
546.002     84.862     0.000
553.943     84.870     0.000
562.001     84.882     0.000
570.175     84.893     0.000
578.469     84.910     0.000
586.883     84.941     0.000
595.419     84.951     0.000
604.080     84.976     0.000
612.866     84.982     0.000
621.780     84.990     0.000
630.824     85.017     0.000
640.000     85.024     0.000
649.309     85.026     0.000
658.753     85.012     0.000
668.335     85.007     0.000
678.056     84.983     0.000
687.919     84.935     0.000
697.925     84.882     0.000
708.077     84.850     0.000
718.376     84.859     0.000
728.825     84.878     0.000
739.426     84.916     0.000
750.181     85.018     0.000
761.093     85.078     0.000
772.163     85.086     0.000
783.394     85.080     0.000
794.789     85.000     0.000
806.349     84.887     0.000
818.078     84.793     0.000
829.977     84.719     0.000
842.050     84.666     0.000
854.298     84.606     0.000
866.724     84.519     0.000
879.330     84.424     0.000
892.120     84.320     0.000
905.097     84.196     0.000
918.262     84.119     0.000
931.618     84.075     0.000
945.169     84.040     0.000
958.917     84.002     0.000
972.864     83.961     0.000
987.015     83.924     0.000
1001.37     83.867     0.000
1015.94     83.788     0.000
1030.71     83.734     0.000
1045.71     83.742     0.000
1060.92     83.799     0.000
1076.35     83.831     0.000
1092.00     83.806     0.000
1107.89     83.762     0.000
1124.00     83.733     0.000
1140.35     83.719     0.000
1156.94     83.682     0.000
1173.77     83.613     0.000
1190.84     83.582     0.000
1208.16     83.620     0.000
1225.73     83.649     0.000
1243.56     83.684     0.000
1261.65     83.749     0.000
1280.00     83.885     0.000
1298.62     84.023     0.000
1317.51     84.030     0.000
1336.67     83.988     0.000
1356.11     83.991     0.000
1375.84     84.027     0.000
1395.85     83.964     0.000
1416.15     83.806     0.000
1436.75     83.718     0.000
1457.65     83.743     0.000
1478.85     83.748     0.000
1500.36     83.755     0.000
1522.19     83.835     0.000
1544.33     83.876     0.000
1566.79     83.786     0.000
1589.58     83.699     0.000
1612.70     83.678     0.000
1636.16     83.647     0.000
1659.95     83.533     0.000
1684.10     83.412     0.000
1708.60     83.325     0.000
1733.45     83.272     0.000
1758.66     83.204     0.000
1784.24     83.083     0.000
1810.19     82.995     0.000
1836.52     82.898     0.000
1863.24     82.722     0.000
1890.34     82.653     0.000
1917.83     82.679     0.000
1945.73     82.577     0.000
1974.03     82.610     0.000
2002.74     82.706     0.000
2031.87     82.619     0.000
2061.43     82.590     0.000
2091.41     82.488     0.000
2121.83     82.295     0.000
2152.69     82.212     0.000
2184.01     82.121     0.000
2215.77     82.210     0.000
2248.00     82.135     0.000
2280.70     82.034     0.000
2313.87     82.068     0.000
2347.53     81.947     0.000
2381.68     81.831     0.000
2416.32     81.750     0.000
2451.46     81.840     0.000
2487.12     81.862     0.000
2523.30     81.994     0.000
2560.00     81.935     0.000
2597.24     81.946     0.000
2635.01     81.966     0.000
2673.34     82.326     0.000
2712.23     82.560     0.000
2751.68     82.841     0.000
2791.70     82.809     0.000
2832.31     82.852     0.000
2873.50     82.871     0.000
2915.30     83.156     0.000
2957.70     83.285     0.000
3000.72     83.402     0.000
3044.37     83.342     0.000
3088.65     83.394     0.000
3133.58     83.640     0.000
3179.16     83.902     0.000
3225.40     83.880     0.000
3272.31     83.798     0.000
3319.91     83.715     0.000
3368.20     83.773     0.000
3417.19     83.693     0.000
3466.89     83.604     0.000
3517.32     83.542     0.000
3568.48     83.559     0.000
3620.39     83.759     0.000
3673.05     83.990     0.000
3726.47     84.161     0.000
3780.67     84.290     0.000
3835.67     84.472     0.000
3891.46     84.663     0.000
3948.06     84.681     0.000
4005.49     84.648     0.000
4063.75     84.704     0.000
4122.86     84.698     0.000
4182.82     84.655     0.000
4243.66     84.652     0.000
4305.39     84.743     0.000
4368.01     84.790     0.000
4431.55     84.811     0.000
4496.01     84.802     0.000
