"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	70.4305
21.9727	72.0978
23.4375	74.9597
24.9023	77.146
26.3672	79.6328
27.832	81.7157
29.2969	83.2282
30.7617	84.272
32.2266	84.3642
33.6914	84.6562
35.1562	84.7204
36.6211	84.7848
38.0859	84.8149
39.5508	84.835
41.0156	84.9292
42.4805	85.0692
43.9453	85.1431
45.4102	85.4734
46.875	85.7126
48.3398	85.9139
51.2695	86.3267
52.7344	86.5338
54.1992	86.8294
55.6641	87.0972
58.5938	87.6048
60.0586	87.7992
62.9883	88.2179
64.4531	88.3794
67.3828	88.697
68.8477	88.8998
71.7773	89.3173
74.707	89.734
77.6367	90.0342
79.1016	90.0739
82.0312	90.2438
84.9609	90.4037
87.8906	90.3492
90.8203	90.2249
95.2148	90.1243
98.1445	90.327
101.074	89.9289
105.469	89.8899
108.398	90.2274
112.793	90.2845
117.188	90.2337
120.117	90.3549
124.512	90.4647
128.906	90.5799
133.301	90.5569
139.16	90.1612
143.555	89.8566
147.949	89.6024
153.809	89.5255
159.668	90.2627
165.527	90.4138
171.387	90.3615
177.246	90.1874
183.105	89.7201
188.965	89.9538
196.289	91.0774
203.613	90.9211
210.938	90.4914
218.262	90.5948
225.586	90.6046
232.91	90.2217
241.699	90.3776
250.488	90.1302
259.277	90.3989
268.066	90.4998
276.855	89.5318
287.109	89.535
297.363	89.0646
307.617	89.4091
319.336	88.5785
329.59	88.9573
341.309	88.5409
353.027	89.0552
366.211	89.3428
379.395	89.1874
392.578	88.717
405.762	88.9697
420.41	88.6483
435.059	88.7446
451.172	89.3832
465.82	89.8591
483.398	88.9372
499.512	89.5696
517.09	88.5883
536.133	89.1861
555.176	89.7778
574.219	89.9022
594.727	89.0953
615.234	88.7775
637.207	88.9582
659.18	89.4664
682.617	89.1197
707.52	88.6268
732.422	88.9256
757.324	89.4503
785.156	89.3434
811.523	88.5557
840.82	88.8783
870.117	88.4264
900.879	88.3505
933.105	88.4219
965.332	88.2793
1,000.49	88.6722
1,035.64	88.346
1,072.27	87.2579
1,108.89	88.0228
1,148.44	87.7758
1,189.45	88.0329
1,230.47	88.0366
1,274.41	88.1003
1,319.82	88.5389
1,366.7	88.0749
1,413.57	88.0678
1,463.38	87.6331
1,516.11	88.1117
1,568.85	87.9971
1,624.51	88.031
1,681.64	87.6291
1,741.7	87.2724
1,803.22	87.1438
1,866.21	87.4622
1,932.13	87.4072
1,999.51	87.0398
2,069.82	86.9931
2,143.07	87.2567
2,219.24	87.9333
2,296.88	87.7686
2,378.91	86.994
2,462.4	86.756
2,548.83	88.0838
2,639.65	87.8167
2,731.93	87.9631
2,828.61	87.3685
2,928.22	87.444
3,030.76	88.2154
3,137.7	87.9878
3,249.02	87.4776
3,363.28	87.2083
3,481.93	86.9502
3,604.98	86.6711
3,732.42	86.9731
3,864.26	86.303
4,000.49	86.0899
4,141.11	86.5141
4,287.6	85.7232
4,438.48	85.9678
4,595.21	86.2557
4,756.35	85.7713
4,924.8	86.0058
5,097.66	86.2614
5,277.83	86.6667
5,463.87	86.4781
5,657.23	87.0972
5,856.45	86.7798
6,062.99	86.6793
6,276.86	86.5561
6,498.05	86.2682
6,726.56	86.2973
6,963.87	85.6672
7,209.96	86.0477
7,464.84	85.4801
7,727.05	85.7278
7,999.51	85.7417
8,282.23	85.8241
8,573.73	85.7099
8,876.95	85.5435
9,188.96	85.7624
9,514.16	85.6786
9,849.61	85.716
10,196.8	85.7479
10,555.7	85.5327
10,927.7	85.3084
11,313	85.2591
11,712.9	85.3216
12,126	85.4751
12,553.7	85.4832
12,996.1	85.5006
13,454.6	85.2816
13,929.2	85.0491
14,419.9	85.0626
14,928.2	85.1579
15,455.6	85.2022
16,000.5	84.9468
16,564.5	84.3673
17,148.9	83.737
17,752.4	83.3327
18,379.4	83.0023
19,026.9	82.4585
19,697.8	81.4789
19,999.5	80.9436
