* Freq[Hz]      Mag   Phase[Deg]
5.00000    -14.774     0.000
5.07273    -14.507     0.000
5.14651    -14.240     0.000
5.22137    -13.973     0.000
5.29732    -13.705     0.000
5.37437    -13.437     0.000
5.45254    -13.168     0.000
5.53185    -12.899     0.000
5.61231    -12.629     0.000
5.69394    -12.358     0.000
5.77676    -12.087     0.000
5.86079    -11.815     0.000
5.94604    -11.543     0.000
6.03252    -11.269     0.000
6.12027    -10.996     0.000
6.20929    -10.721     0.000
6.29961    -10.446     0.000
6.39124    -10.170     0.000
6.48420     -9.893     0.000
6.57851     -9.616     0.000
6.67420     -9.338     0.000
6.77128     -9.059     0.000
6.86977     -8.780     0.000
6.96969     -8.500     0.000
7.07107     -8.219     0.000
7.17392     -7.937     0.000
7.27827     -7.655     0.000
7.38413     -7.372     0.000
7.49154     -7.088     0.000
7.60050     -6.804     0.000
7.71105     -6.519     0.000
7.82321     -6.234     0.000
7.93701     -5.948     0.000
8.05245     -5.661     0.000
8.16958     -5.374     0.000
8.28841     -5.087     0.000
8.40896     -4.799     0.000
8.53128     -4.511     0.000
8.65537     -4.223     0.000
8.78126     -3.934     0.000
8.90899     -3.646     0.000
9.03857     -3.358     0.000
9.17004     -3.070     0.000
9.30342     -2.782     0.000
9.43874     -2.495     0.000
9.57603     -2.208     0.000
9.71532     -1.923     0.000
9.85663     -1.638     0.000
10.0000     -1.355     0.000
10.1455     -1.073     0.000
10.2930     -0.792     0.000
10.4427     -0.514     0.000
10.5946     -0.238     0.000
10.7487      0.036     0.000
10.9051      0.308     0.000
11.0637      0.576     0.000
11.2246      0.841     0.000
11.3879      1.103     0.000
11.5535      1.360     0.000
11.7216      1.613     0.000
11.8921      1.862     0.000
12.0650      2.106     0.000
12.2405      2.344     0.000
12.4186      2.576     0.000
12.5992      2.803     0.000
12.7825      3.022     0.000
12.9684      3.235     0.000
13.1570      3.440     0.000
13.3484      3.637     0.000
13.5426      3.825     0.000
13.7395      4.005     0.000
13.9394      4.175     0.000
14.1421      4.334     0.000
14.3478      4.483     0.000
14.5565      4.620     0.000
14.7683      4.744     0.000
14.9831      4.855     0.000
15.2010      4.952     0.000
15.4221      5.032     0.000
15.6464      5.095     0.000
15.8740      5.139     0.000
16.1049      5.162     0.000
16.3392      5.162     0.000
16.5768      5.135     0.000
16.8179      5.079     0.000
17.0626      4.990     0.000
17.3107      4.865     0.000
17.5625      4.699     0.000
17.8180      4.489     0.000
18.0771      4.230     0.000
18.3401      3.920     0.000
18.6068      3.924     0.000
18.8775      3.895     0.000
19.1521      3.803     0.000
19.4306      3.629     0.000
19.7133      3.377     0.000
20.0000      2.967     0.000
20.2909      2.446     0.000
20.5860      1.783     0.000
20.8855      0.909     0.000
21.1893     -0.021     0.000
21.4975     -1.206     0.000
21.8102     -2.333     0.000
22.1274     -3.329     0.000
22.4492     -4.116     0.000
22.7758     -4.540     0.000
23.1071     -4.643     0.000
23.4432     -4.688     0.000
23.7841     -4.530     0.000
24.1301     -4.392     0.000
24.4811     -4.092     0.000
24.8372     -3.717     0.000
25.1984     -3.399     0.000
25.5649     -3.072     0.000
25.9368     -2.870     0.000
26.3141     -2.695     0.000
26.6968     -2.659     0.000
27.0851     -2.650     0.000
27.4791     -2.761     0.000
27.8788     -2.885     0.000
28.2843     -3.029     0.000
28.6957     -3.147     0.000
29.1131     -3.201     0.000
29.5365     -3.185     0.000
29.9661     -3.112     0.000
30.4020     -2.986     0.000
30.8442     -2.850     0.000
31.2929     -2.721     0.000
31.7480     -2.610     0.000
32.2098     -2.514     0.000
32.6783     -2.456     0.000
33.1536     -2.412     0.000
33.6359     -2.386     0.000
34.1251     -2.381     0.000
34.6215     -2.383     0.000
