* Freq[Hz]      Mag   Phase[Deg]
5.00000    119.903     0.000
5.07273    118.767     0.000
5.14651    117.631     0.000
5.22137    116.495     0.000
5.29732    115.359     0.000
5.37437    114.223     0.000
5.45254    113.087     0.000
5.53185    111.951     0.000
5.61231    110.815     0.000
5.69394    109.679     0.000
5.77676    108.543     0.000
5.86079    107.408     0.000
5.94604    106.272     0.000
6.03252    105.137     0.000
6.12027    104.001     0.000
6.20929    102.866     0.000
6.29961    101.731     0.000
6.39124    100.596     0.000
6.48420     99.461     0.000
6.57851     98.326     0.000
6.67420     97.191     0.000
6.77128     96.057     0.000
6.86977     94.922     0.000
6.96969     93.788     0.000
7.07107     92.654     0.000
7.17392     91.521     0.000
7.27827     90.387     0.000
7.38413     89.254     0.000
7.49154     88.122     0.000
7.60050     86.989     0.000
7.71105     85.857     0.000
7.82321     84.726     0.000
7.93701     83.595     0.000
8.05245     82.464     0.000
8.16958     81.334     0.000
8.28841     80.205     0.000
8.40896     79.076     0.000
8.53128     77.948     0.000
8.65537     76.821     0.000
8.78126     75.694     0.000
8.90899     74.569     0.000
9.03857     73.445     0.000
9.17004     72.321     0.000
9.30342     71.199     0.000
9.43874     70.079     0.000
9.57603     68.960     0.000
9.71532     67.842     0.000
9.85663     66.726     0.000
10.0000     65.612     0.000
10.1455     64.500     0.000
10.2930     63.391     0.000
10.4427     62.284     0.000
10.5946     61.179     0.000
10.7487     60.077     0.000
10.9051     58.979     0.000
11.0637     57.883     0.000
11.2246     56.792     0.000
11.3879     55.704     0.000
11.5535     54.620     0.000
11.7216     53.541     0.000
11.8921     52.467     0.000
12.0650     51.398     0.000
12.2405     50.335     0.000
12.4186     49.277     0.000
12.5992     48.226     0.000
12.7825     47.182     0.000
12.9684     46.145     0.000
13.1570     45.115     0.000
13.3484     44.094     0.000
13.5426     43.081     0.000
13.7395     42.078     0.000
13.9394     41.084     0.000
14.1421     40.101     0.000
14.3478     39.129     0.000
14.5565     38.169     0.000
14.7683     37.221     0.000
14.9831     36.288     0.000
15.2010     35.368     0.000
15.4221     34.465     0.000
15.6464     33.580     0.000
15.8740     32.713     0.000
16.1049     31.868     0.000
16.3392     31.048     0.000
16.5768     30.254     0.000
16.8179     29.491     0.000
17.0626     28.763     0.000
17.3107     28.074     0.000
17.5625     27.431     0.000
17.8180     26.840     0.000
18.0771     26.306     0.000
18.3401     25.837     0.000
18.6068     25.759     0.000
18.8775     25.760     0.000
19.1521     25.793     0.000
19.4306     25.803     0.000
19.7133     25.964     0.000
20.0000     26.086     0.000
20.2909     26.310     0.000
20.5860     26.639     0.000
20.8855     26.965     0.000
21.1893     27.414     0.000
21.4975     27.867     0.000
21.8102     28.377     0.000
22.1274     28.906     0.000
22.4492     29.425     0.000
22.7758     29.944     0.000
23.1071     30.427     0.000
23.4432     30.927     0.000
23.7841     31.337     0.000
24.1301     31.775     0.000
24.4811     32.105     0.000
24.8372     32.436     0.000
25.1984     32.676     0.000
25.5649     32.904     0.000
25.9368     33.078     0.000
26.3141     33.244     0.000
26.6968     33.438     0.000
27.0851     33.640     0.000
27.4791     34.011     0.000
27.8788     34.427     0.000
28.2843     35.092     0.000
28.6957     35.847     0.000
29.1131     36.780     0.000
29.5365     37.797     0.000
29.9661     38.877     0.000
30.4020     39.979     0.000
30.8442     41.077     0.000
31.2929     42.138     0.000
31.7480     43.155     0.000
32.2098     44.138     0.000
32.6783     45.039     0.000
33.1536     45.905     0.000
33.6359     46.723     0.000
34.1251     47.479     0.000
34.6215     48.205     0.000
35.1250     48.895     0.000
35.6359     49.541     0.000
36.1543     50.161     0.000
36.6802     50.757     0.000
37.2137     51.316     0.000
37.7550     51.877     0.000
38.3041     52.380     0.000
38.8613     52.793     0.000
39.4265     53.214     0.000
40.0000     53.597     0.000
40.5818     53.951     0.000
41.1721     54.285     0.000
41.7710     54.612     0.000
42.3785     54.972     0.000
42.9949     55.407     0.000
43.6203     55.954     0.000
44.2548     56.641     0.000
44.8985     57.485     0.000
45.5515     58.478     0.000
46.2141     59.592     0.000
46.8863     60.784     0.000
47.5683     62.011     0.000
48.2602     63.233     0.000
48.9621     64.430     0.000
49.6743     65.587     0.000
50.3968     66.697     0.000
51.1299     67.758     0.000
51.8736     68.767     0.000
52.6281     69.725     0.000
53.3936     70.631     0.000
54.1702     71.484     0.000
54.9581     72.283     0.000
55.7575     73.025     0.000
56.5685     73.712     0.000
57.3914     74.344     0.000
58.2261     74.923     0.000
59.0730     75.453     0.000
59.9323     75.939     0.000
60.8040     76.388     0.000
61.6884     76.808     0.000
62.5857     77.230     0.000
63.4960     77.651     0.000
64.4196     78.015     0.000
65.3566     78.427     0.000
66.3073     78.853     0.000
67.2717     79.289     0.000
68.2502     79.730     0.000
69.2429     80.168     0.000
70.2501     80.594     0.000
71.2719     81.000     0.000
72.3086     81.383     0.000
73.3603     81.743     0.000
74.4274     82.081     0.000
75.5099     82.404     0.000
76.6083     82.717     0.000
77.7226     83.023     0.000
78.8531     83.322     0.000
80.0000     83.613     0.000
81.1636     83.891     0.000
82.3442     84.155     0.000
83.5419     84.408     0.000
84.7570     84.656     0.000
85.9899     84.904     0.000
87.2406     85.156     0.000
88.5096     85.424     0.000
89.7970     85.656     0.000
91.1031     85.886     0.000
92.4282     86.119     0.000
93.7726     86.351     0.000
95.1366     86.585     0.000
96.5204     86.816     0.000
97.9243     87.033     0.000
99.3486     87.229     0.000
100.794     87.401     0.000
102.260     87.557     0.000
103.747     87.709     0.000
105.256     87.866     0.000
106.787     88.004     0.000
108.340     88.140     0.000
109.916     88.265     0.000
111.515     88.386     0.000
113.137     88.519     0.000
114.783     88.651     0.000
116.452     88.787     0.000
118.146     88.950     0.000
119.865     89.128     0.000
121.608     89.306     0.000
123.377     89.464     0.000
125.171     89.597     0.000
126.992     89.712     0.000
128.839     89.819     0.000
130.713     89.916     0.000
132.615     89.997     0.000
134.543     90.065     0.000
136.500     90.135     0.000
138.486     90.207     0.000
140.500     90.264     0.000
142.544     90.309     0.000
144.617     90.357     0.000
146.721     90.408     0.000
148.855     90.449     0.000
151.020     90.484     0.000
153.217     90.521     0.000
155.445     90.553     0.000
157.706     90.573     0.000
160.000     90.599     0.000
162.327     90.630     0.000
164.688     90.637     0.000
167.084     90.613     0.000
169.514     90.591     0.000
171.980     90.567     0.000
174.481     90.517     0.000
177.019     90.451     0.000
179.594     90.382     0.000
182.206     90.289     0.000
184.856     90.170     0.000
187.545     90.048     0.000
190.273     89.930     0.000
193.041     89.813     0.000
195.849     89.695     0.000
198.697     89.562     0.000
201.587     89.420     0.000
204.520     89.270     0.000
207.494     89.107     0.000
210.512     88.965     0.000
213.574     88.872     0.000
216.681     88.796     0.000
219.833     88.722     0.000
223.030     88.692     0.000
226.274     88.714     0.000
229.565     88.770     0.000
232.905     88.862     0.000
236.292     88.966     0.000
