"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency / Hz"	"Sound Pessure Level / dB   [2.83V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB   [2.83V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB   [2.83V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB   [2.83V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB   [2.83V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB   [2.83V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB   [2.83V at 1m]"
20.5078	58.0067	20.5078	57.938	20.5078	58.8339	20.5078	60.2308	20.5078	37.7071	20.5078	39.104	20.5078	40
21.9727	58.3535	21.9727	58.2032	21.9727	58.7263	21.9727	59.9597	21.9727	38.2435	21.9727	39.4769	21.9727	40
23.4375	58.9201	23.4375	58.8327	23.4375	60.339	23.4375	62.2401	23.4375	36.5925	23.4375	38.4936	23.4375	40
24.9023	60.8063	24.9023	60.6821	24.9023	61.7546	24.9023	63.3767	24.9023	37.3053	24.9023	38.9274	24.9023	40
26.3672	61.8798	26.3672	61.8379	26.3672	63.7923	26.3672	65.8855	26.3672	35.9524	26.3672	38.0455	26.3672	40
27.832	64.9081	27.832	64.8803	27.832	66.3778	27.832	68.1436	27.832	36.7367	27.832	38.5025	27.832	40
29.2969	67.0352	29.2969	67.0324	29.2969	68.4862	29.2969	70.1682	29.2969	36.8641	29.2969	38.5461	29.2969	40
30.7617	69.41	30.7617	69.4172	30.7617	70.7035	30.7617	72.2307	30.7617	37.1865	30.7617	38.7137	30.7617	40
32.2266	71.639	32.2266	71.6567	32.2266	72.8583	32.2266	74.2906	32.2266	37.366	32.2266	38.7984	32.2266	40
33.6914	73.8591	33.6914	73.8845	33.6914	74.9842	33.6914	76.3074	33.6914	37.5772	33.6914	38.9003	33.6914	40
35.1563	75.8968	35.1563	75.9283	35.1563	76.9396	35.1563	78.1656	35.1563	37.7627	35.1563	38.9886	35.1563	40
36.6211	77.6319	36.6211	77.6679	36.6211	78.5971	36.6211	79.7311	36.6211	37.9369	36.6211	39.0709	36.6211	40
38.0859	78.9269	38.0859	78.9653	38.0859	79.8135	38.0859	80.8581	38.0859	38.1071	38.0859	39.1518	38.0859	40
39.5508	79.777	39.5508	79.8172	39.5508	80.596	39.5508	81.5618	39.5508	38.2554	39.5508	39.2212	39.5508	40
41.0156	80.2276	41.0156	80.2695	41.0156	80.9944	41.0156	81.8961	41.0156	38.3734	41.0156	39.2751	41.0156	40
42.4805	80.5048	42.4805	80.5475	42.4805	81.2185	42.4805	82.0556	42.4805	38.4919	42.4805	39.329	42.4805	40
43.9453	80.6857	43.9453	80.7286	43.9453	81.3478	43.9453	82.1243	43.9453	38.6043	43.9453	39.3808	43.9453	40
45.4102	80.74	45.4102	80.7827	45.4102	81.3582	45.4102	82.0833	45.4102	38.6994	45.4102	39.4245	45.4102	40
46.875	80.798	46.875	80.8414	46.875	81.3856	46.875	82.0699	46.875	38.7715	46.875	39.4557	46.875	40
48.3398	80.8603	48.3398	80.9038	48.3398	81.4165	48.3398	82.0603	48.3398	38.8435	48.3398	39.4873	48.3398	40
51.2695	81.079	51.2695	81.1216	51.2695	81.5702	51.2695	82.1356	51.2695	38.986	51.2695	39.5514	51.2695	40
52.7344	81.2207	52.7344	81.2626	52.7344	81.6821	52.7344	82.2113	52.7344	39.0513	52.7344	39.5805	52.7344	40
54.1992	81.3512	54.1992	81.3926	54.1992	81.7883	54.1992	82.2869	54.1992	39.1056	54.1992	39.6042	54.1992	40
55.6641	81.49	55.6641	81.5309	55.6641	81.9036	55.6641	82.3727	55.6641	39.1582	55.6641	39.6273	55.6641	40
58.5938	81.8101	58.5938	81.8495	58.5938	82.1795	58.5938	82.5936	58.5938	39.2559	58.5938	39.6701	58.5938	40
60.0586	81.9839	60.0586	82.0225	60.0586	82.3324	60.0586	82.7239	60.0586	39.2986	60.0586	39.6901	60.0586	40
62.9883	82.3866	62.9883	82.422	62.9883	82.6794	62.9883	83.0102	62.9883	39.4118	62.9883	39.7426	62.9883	40
64.4531	82.5774	64.4531	82.611	64.4531	82.8439	64.4531	83.1424	64.4531	39.4686	64.4531	39.7671	64.4531	40
67.3828	82.9201	67.3828	82.9532	67.3828	83.1674	67.3828	83.4332	67.3828	39.52	67.3828	39.7858	67.3828	40
68.8477	83.0999	68.8477	83.1335	68.8477	83.3463	68.8477	83.6112	68.8477	39.5223	68.8477	39.7872	68.8477	40
71.7773	83.4307	71.7773	83.4629	71.7773	83.6516	71.7773	83.8881	71.7773	39.5749	71.7773	39.8113	71.7773	40
74.707	83.7074	74.707	83.7376	74.707	83.8993	74.707	84.1025	74.707	39.6351	74.707	39.8382	74.707	40
77.6367	83.9368	77.6367	83.9649	77.6367	84.1021	77.6367	84.2768	77.6367	39.6881	77.6367	39.8628	77.6367	40
79.1016	84.0684	79.1016	84.0957	79.1016	84.2223	79.1016	84.3851	79.1016	39.7105	79.1016	39.8733	79.1016	40
82.0313	84.3354	82.0313	84.3613	82.0313	84.4727	82.0313	84.6207	82.0313	39.7406	82.0313	39.8885	82.0313	40
84.9609	84.621	84.9609	84.6442	84.9609	84.733	84.9609	84.8551	84.9609	39.7891	84.9609	39.9112	84.9609	40
87.8906	84.8499	87.8906	84.8704	87.8906	84.9377	87.8906	85.0327	87.8906	39.8377	87.8906	39.9327	87.8906	40
90.8203	85.2692	90.8203	85.2859	90.8203	85.3166	90.8203	85.3661	90.8203	39.9198	90.8203	39.9692	90.8203	40
95.2148	85.5263	95.2148	85.5413	95.2148	85.5553	95.2148	85.5878	95.2148	39.9535	95.2148	39.986	95.2148	40
98.1445	85.6747	98.1445	85.6877	98.1445	85.6852	98.1445	85.7012	98.1445	39.9865	98.1445	40.0025	98.1445	40
101.074	85.8028	101.074	85.8137	101.074	85.7978	101.074	85.8011	101.074	40.0127	101.074	40.0159	101.074	40
105.469	86.0989	105.469	86.1059	105.469	86.0604	105.469	86.0243	105.469	40.0816	105.469	40.0455	105.469	40
108.398	86.2185	108.398	86.2266	108.398	86.1981	108.398	86.1847	108.398	40.0419	108.398	40.0285	108.398	40
112.793	86.269	112.793	86.272	112.793	86.2188	112.793	86.2009	112.793	40.0711	112.793	40.0532	112.793	40
117.188	86.4145	117.188	86.4086	117.188	86.2722	117.188	86.1734	117.188	40.2352	117.188	40.1364	117.188	40
120.117	86.6527	120.117	86.6467	120.117	86.5145	120.117	86.4023	120.117	40.2444	120.117	40.1322	120.117	40
124.512	86.7102	124.512	86.7036	124.512	86.5816	124.512	86.4892	124.512	40.2144	124.512	40.122	124.512	40
128.906	86.7018	128.906	86.6894	128.906	86.5247	128.906	86.3964	128.906	40.293	128.906	40.1647	128.906	40
133.301	86.627	133.301	86.6127	133.301	86.4294	133.301	86.2802	133.301	40.3325	133.301	40.1833	133.301	40
139.16	86.4236	139.16	86.4031	139.16	86.1861	139.16	86.0352	139.16	40.3679	139.16	40.217	139.16	40
143.555	86.5151	143.555	86.4896	143.555	86.2269	143.555	86.0291	143.555	40.4605	143.555	40.2627	143.555	40
147.949	86.5409	147.949	86.5154	147.949	86.272	147.949	86.0746	147.949	40.4408	147.949	40.2434	147.949	40
153.809	86.4081	153.809	86.3733	153.809	86.0615	153.809	85.8046	153.809	40.5688	153.809	40.3118	153.809	40
159.668	86.2731	159.668	86.2389	159.668	85.9268	159.668	85.655	159.668	40.5839	159.668	40.3121	159.668	40
165.527	86.2146	165.527	86.1652	165.527	85.7558	165.527	85.4137	165.527	40.7515	165.527	40.4094	165.527	40
171.387	86.2621	171.387	86.2164	171.387	85.8499	171.387	85.5335	171.387	40.6828	171.387	40.3665	171.387	40
177.246	86.2324	177.246	86.1787	177.246	85.7386	177.246	85.3566	177.246	40.8221	177.246	40.4401	177.246	40
183.105	86.0192	183.105	85.9622	183.105	85.542	183.105	85.2211	183.105	40.7411	183.105	40.4202	183.105	40
188.965	86.2616	188.965	86.1961	188.965	85.6927	188.965	85.2585	188.965	40.9376	188.965	40.5033	188.965	40
196.289	85.879	196.289	85.8083	196.289	85.2988	196.289	84.8789	196.289	40.9295	196.289	40.5096	196.289	40
203.613	86.105	203.613	86.0193	203.613	85.375	203.613	84.8044	203.613	41.2149	203.613	40.6443	203.613	40
210.938	86.4172	210.938	86.3283	210.938	85.5971	210.938	84.8329	210.938	41.4954	210.938	40.7312	210.938	40
218.262	86.2984	218.262	86.2148	218.262	85.5794	218.262	84.9688	218.262	41.246	218.262	40.6354	218.262	40
225.586	86.3771	225.586	86.2785	225.586	85.5668	225.586	84.931	225.586	41.3475	225.586	40.7116	225.586	40
232.91	86.706	232.91	86.605	232.91	85.7835	232.91	84.9802	232.91	41.6248	232.91	40.8215	232.91	40
241.699	86.3588	241.699	86.2464	241.699	85.3518	241.699	84.4322	241.699	41.8142	241.699	40.8946	241.699	40
250.488	87.067	250.488	86.9339	250.488	85.8324	250.488	84.6654	250.488	42.2685	250.488	41.1016	250.488	40
