"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	55.8133	20.5078	52.2783	20.5078	54.396
21.2402	54.0438	21.2402	53.1219	21.2402	53.6073
21.9727	54.526	21.9727	53.9655	21.9727	54.2548
22.7051	56.8786	22.7051	57.3624	22.7051	57.1272
23.4375	57.7197	23.4375	57.6171	23.4375	57.6687
24.1699	59.191	24.1699	59.534	24.1699	59.3659
25.6348	62.2927	25.6348	62.6303	25.6348	62.4648
26.3672	63.5812	26.3672	63.9649	26.3672	63.7772
27.0996	65.1813	27.0996	65.4613	27.0996	65.3235
27.832	66.4447	27.832	66.6628	27.832	66.5551
29.2969	68.7437	29.2969	68.9666	29.2969	68.8566
30.0293	69.7573	30.0293	69.9902	30.0293	69.8753
31.4941	71.8774	31.4941	72.1497	31.4941	72.0157
32.2266	73.1035	32.2266	73.3536	32.2266	73.2304
33.6914	75.2755	33.6914	75.4489	33.6914	75.3631
34.4238	76.2047	34.4238	76.3429	34.4238	76.2743
35.8887	77.7763	35.8887	77.9396	35.8887	77.8587
37.3535	79.0613	37.3535	79.2185	37.3535	79.1406
38.8184	79.9733	38.8184	80.1128	38.8184	80.0436
39.5508	80.2874	39.5508	80.4248	39.5508	80.3566
41.0156	80.7729	41.0156	80.9023	41.0156	80.838
42.4805	81.0795	42.4805	81.1121	42.4805	81.0958
43.9453	81.1147	43.9453	81.1472	43.9453	81.131
45.4102	81.1955	45.4102	81.2205	45.4102	81.208
47.6074	81.3352	47.6074	81.3244	47.6074	81.3298
49.0723	81.3971	49.0723	81.3631	49.0723	81.3801
50.5371	81.5014	50.5371	81.4483	50.5371	81.4749
52.7344	81.7106	52.7344	81.6442	52.7344	81.6775
54.1992	81.8739	54.1992	81.7989	54.1992	81.8366
56.3965	82.1166	56.3965	82.0043	56.3965	82.0608
58.5938	82.3977	58.5938	82.2592	58.5938	82.329
60.0586	82.5861	60.0586	82.4366	60.0586	82.512
62.2559	82.9042	62.2559	82.718	62.2559	82.8121
64.4531	83.1437	64.4531	82.9217	64.4531	83.0341
66.6504	83.5194	66.6504	83.2558	66.6504	83.3896
69.5801	83.8733	69.5801	83.5678	69.5801	83.7232
71.7773	84.0601	71.7773	83.7759	71.7773	83.9203
73.9746	84.3022	73.9746	84.0118	73.9746	84.1594
76.9043	84.6261	76.9043	84.313	76.9043	84.4723
79.834	84.8318	79.834	84.5024	79.834	84.6702
82.7637	85.2223	82.7637	84.8611	82.7637	85.0454
85.6934	85.645	85.6934	85.2561	85.6934	85.4549
88.623	85.565	88.623	85.1955	88.623	85.3842
91.5527	85.5949	91.5527	85.2068	91.5527	85.4052
94.4824	86.13	94.4824	85.6505	94.4824	85.8969
98.1445	86.3665	98.1445	85.8909	98.1445	86.1352
101.807	86.4999	101.807	86.0472	101.807	86.2794
105.469	86.7245	105.469	86.2632	105.469	86.5
109.131	86.9613	109.131	86.3823	109.131	86.6814
112.793	87.0712	112.793	86.4502	112.793	86.7718
116.455	87.1036	116.455	86.5152	116.455	86.8194
120.85	87.2531	120.85	86.6389	120.85	86.9569
125.244	87.2885	125.244	86.5601	125.244	86.9396
129.639	87.213	129.639	86.4718	129.639	86.8582
134.033	87.0086	134.033	86.2326	134.033	86.6379
138.428	86.9511	138.428	86.0293	138.428	86.5146
143.555	86.9747	143.555	85.9224	143.555	86.4804
148.682	86.8734	148.682	85.6986	148.682	86.3256
153.809	86.9217	153.809	85.6247	153.809	86.3214
159.668	86.974	159.668	85.6041	159.668	86.3428
164.795	86.7644	164.795	85.3746	164.795	86.1248
170.654	86.4675	170.654	85.0879	170.654	85.8322
176.514	86.3978	176.514	84.864	176.514	85.6982
183.105	86.3512	183.105	84.611	183.105	85.5676
189.697	86.4126	189.697	84.6545	189.697	85.6219
196.289	86.4208	196.289	84.739	196.289	85.6608
202.881	86.5328	202.881	84.7287	202.881	85.7238
210.205	86.6232	210.205	84.8367	210.205	85.8212
217.529	86.5457	217.529	84.8072	217.529	85.7629
225.586	86.8421	225.586	85.1424	225.586	86.0749
232.91	86.9942	232.91	85.361	232.91	86.2539
241.699	86.9253	241.699	85.2149	241.699	86.1538
249.756	86.9653	249.756	85.1464	249.756	86.1504
258.545	86.9329	258.545	85.4969	258.545	86.274
268.066	86.587	268.066	85.018	268.066	85.8729
277.588	86.2463	277.588	85.2176	277.588	85.7623
287.109	86.201	287.109	85.5166	287.109	85.8723
297.363	86.047	297.363	85.2512	297.363	85.6673
307.617	85.9386	307.617	85.3293	307.617	85.6447
318.604	85.7428	318.604	85.1228	318.604	85.4439
329.59	85.6392	329.59	84.9274	329.59	85.2979
341.309	85.7831	341.309	84.7247	341.309	85.2861
353.76	86.286	353.76	85.1267	353.76	85.7449
366.211	86.4704	366.211	85.3007	366.211	85.9248
378.662	86.408	378.662	85.1898	378.662	85.8415
392.578	85.6987	392.578	84.4069	392.578	85.1006
405.762	85.4466	405.762	84.2821	405.762	84.9033
420.41	85.7621	420.41	84.7755	420.41	85.2967
435.059	85.0006	435.059	84.5115	435.059	84.763
450.439	84.9617	450.439	84.0049	450.439	84.5096
466.553	85.1774	466.553	83.4211	466.553	84.3875
482.666	85.1282	482.666	83.1128	482.666	84.2364
500.244	84.9433	500.244	82.7509	500.244	83.984
517.822	84.344	517.822	82.9608	517.822	83.7072
536.133	84.3962	536.133	82.9444	536.133	83.7307
554.443	84.0834	554.443	82.8407	554.443	83.5063
574.219	84.8814	574.219	83.029	574.219	84.0532
594.727	84.8252	594.727	82.9825	594.727	84.0008
615.234	84.7383	615.234	83.0601	615.234	83.9798
637.207	85.5338	637.207	82.6611	637.207	84.3308
659.912	84.9975	659.912	82.5855	659.912	83.9569
683.35	84.8803	683.35	82.2734	683.35	83.7696
706.787	85.1342	706.787	81.9604	706.787	83.831
731.689	85.1714	731.689	81.5383	731.689	83.7242
758.057	84.5762	758.057	81.1496	758.057	83.1924
784.424	84.5457	784.424	80.9057	784.424	83.0964
812.256	84.4486	812.256	81.0797	812.256	83.083
840.82	84.1315	840.82	80.6469	840.82	82.7297
870.85	84.158	870.85	80.9008	870.85	82.8279
901.611	83.8946	901.611	80.8429	901.611	82.6315
933.105	83.9694	933.105	80.9246	933.105	82.7085
966.064	84.5319	966.064	80.4454	966.064	82.9526
999.756	85.0874	999.756	81.2075	999.756	83.567
1,034.91	84.62	1,034.91	80.7182	1,034.91	83.0933
1,071.53	84.0189	1,071.53	80.6318	1,071.53	82.6475
1,109.62	83.9018	1,109.62	80.4765	1,109.62	82.5184
1,148.44	83.5255	1,148.44	80.7802	1,148.44	82.3663
1,189.45	83.4849	1,189.45	80.8261	1,189.45	82.3558
1,231.2	83.1071	1,231.2	80.3423	1,231.2	81.9411
1,274.41	82.972	1,274.41	80.4167	1,274.41	81.8796
1,319.82	83.0375	1,319.82	80.975	1,319.82	82.1275
1,365.97	82.5325	1,365.97	80.6006	1,365.97	81.6731
1,414.31	82.4969	1,414.31	80.2481	1,414.31	81.5165
1,464.11	82.178	1,464.11	80.3858	1,464.11	81.3737
1,515.38	81.8627	1,515.38	80.6968	1,515.38	81.3188
1,568.85	81.6091	1,568.85	80.8932	1,568.85	81.2659
1,624.51	81.8758	1,624.51	81.3701	1,624.51	81.6303
1,681.64	81.7827	1,681.64	81.5016	1,681.64	81.6444
1,740.97	81.9209	1,740.97	81.3665	1,740.97	81.6526
1,802.49	81.9135	1,802.49	81.1334	1,802.49	81.5409
1,866.21	82.0832	1,866.21	81.38	1,866.21	81.7458
1,932.13	82.6074	1,932.13	81.9338	1,932.13	82.2836
2,000.24	82.6977	2,000.24	81.6028	2,000.24	82.1846
2,070.56	82.8883	2,070.56	81.9253	2,070.56	82.4334
2,143.8	83.3803	2,143.8	81.7423	2,143.8	82.6381
2,219.24	83.6365	2,219.24	82.8338	2,219.24	83.2537
2,297.61	83.7682	2,297.61	82.7655	2,297.61	83.2957
2,378.17	84.1691	2,378.17	82.5461	2,378.17	83.433
2,462.4	84.5608	2,462.4	82.7009	2,462.4	83.7296
2,548.83	84.6622	2,548.83	82.6292	2,548.83	83.7636
2,638.92	84.7533	2,638.92	83.0197	2,638.92	83.9724
2,731.93	85.0817	2,731.93	82.5301	2,731.93	83.9906
2,828.61	85.1266	2,828.61	82.4631	2,828.61	83.9959
2,928.22	85.2434	2,928.22	82.4599	2,928.22	84.071
3,031.49	85.0293	3,031.49	82.3138	3,031.49	83.8804
3,138.43	84.6982	3,138.43	82.2142	3,138.43	83.6314
3,249.02	84.5555	3,249.02	81.8303	3,249.02	83.4032
3,363.28	84.6705	3,363.28	81.6281	3,363.28	83.4105
3,481.93	84.5088	3,481.93	81.4367	3,481.93	83.2389
3,604.98	84.0148	3,604.98	81.2538	3,604.98	82.8501
3,732.42	83.9859	3,732.42	81.2422	3,732.42	82.8272
3,863.53	83.9161	3,863.53	81.0524	3,863.53	82.7161
3,999.76	83.4967	3,999.76	80.5281	3,999.76	82.2612
4,141.11	83.5528	4,141.11	80.0442	4,141.11	82.1436
4,286.87	83.5472	4,286.87	79.6293	4,286.87	82.0158
4,438.48	83.6644	4,438.48	79.3845	4,438.48	82.0316
4,594.48	83.7101	4,594.48	79.337	4,594.48	82.0522
4,757.08	84.2214	4,757.08	78.7137	4,757.08	82.2877
4,924.8	84.5009	4,924.8	78.6019	4,924.8	82.4843
5,098.39	84.5879	5,098.39	78.596	5,098.39	82.5524
5,277.83	84.6236	5,277.83	78.6877	5,277.83	82.5995
5,463.87	84.5201	5,463.87	78.5102	5,463.87	82.481
5,656.49	84.245	5,656.49	78.5966	5,656.49	82.2809
5,856.45	84.1384	5,856.45	78.9634	5,856.45	82.28
6,062.99	83.9419	6,062.99	78.5778	6,062.99	82.0402
6,276.86	83.9632	6,276.86	78.6404	6,276.86	82.0708
6,498.05	83.9196	6,498.05	78.416	6,498.05	81.9868
6,727.29	84.0622	6,727.29	78.6025	6,727.29	82.1392
6,964.6	84.02	6,964.6	78.9752	6,964.6	82.1923
7,209.96	84.0833	7,209.96	79.1449	7,209.96	82.2812
7,464.11	83.5742	7,464.11	79.2372	7,464.11	81.926
7,727.78	83.1118	7,727.78	79.2235	7,727.78	81.589
8,000.24	82.658	8,000.24	79.0049	8,000.24	81.2048
8,282.23	82.4537	8,282.23	78.2726	8,282.23	80.848
8,574.46	82.7383	8,574.46	77.2126	8,574.46	80.8007
8,876.22	82.9082	8,876.22	77.1238	8,876.22	80.9153
9,189.7	82.7344	9,189.7	77.47	9,189.7	80.8554
9,513.43	82.5665	9,513.43	77.699	9,513.43	80.7818
9,848.88	82.5039	9,848.88	77.5722	9,848.88	80.7034
10,196.8	82.7069	10,196.8	77.2955	10,196.8	80.7946
10,556.4	82.8276	10,556.4	77.2537	10,556.4	80.8795
10,928.5	82.8158	10,928.5	76.9474	10,928.5	80.8055
11,313.7	82.8592	11,313.7	76.6956	11,313.7	80.7898
11,712.9	82.7905	11,712.9	76.1035	11,712.9	80.624
12,126	82.4166	12,126	75.1895	12,126	80.1594
12,553.7	81.659	12,553.7	74.53	12,553.7	79.4176
12,996.1	81.1109	12,996.1	74.5875	12,996.1	78.9737
13,454.6	80.9698	13,454.6	74.6398	13,454.6	78.8684
13,928.5	81.2934	13,928.5	74.3154	13,928.5	79.0768
14,419.9	81.2175	14,419.9	74.581	14,419.9	79.0599
14,928.2	81.1328	14,928.2	74.9042	14,928.2	79.0508
