"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	54.6207
21.9727	56.2066
23.4375	57.8603
24.9023	59.4847
26.3672	61.0018
27.832	62.5046
29.2969	63.9053
30.7617	65.4173
32.2266	66.6315
33.6914	67.9979
35.1563	69.244
36.6211	70.2925
38.0859	71.3002
39.5508	72.3739
41.0156	73.4547
42.4805	74.4203
43.9453	75.2394
45.4102	76.0878
46.875	76.867
48.3398	77.6563
51.2695	79.1318
52.7344	79.7688
54.1992	80.4202
55.6641	81.0281
58.5938	82.0948
60.0586	82.5573
62.9883	83.3821
64.4531	83.7931
67.3828	84.3489
68.8477	84.5572
71.7773	84.9993
74.707	85.4142
77.6367	85.6465
79.1016	85.7125
82.0313	85.9012
84.9609	86.0634
87.8906	86.0918
90.8203	85.9493
95.2148	86.2956
98.1445	86.1324
101.074	86.0763
105.469	86.0229
108.398	86.0902
112.793	86.2778
117.188	86.2817
120.117	86.5304
124.512	86.3905
128.906	86.1098
133.301	86.1523
139.16	85.8214
143.555	85.7252
147.949	85.6157
153.809	85.636
159.668	85.6381
165.527	85.522
171.387	85.1992
177.246	84.802
183.105	84.6173
188.965	84.7118
196.289	84.9458
203.613	84.6048
210.938	84.5345
218.262	84.446
225.586	84.2811
232.91	84.2918
241.699	84.3652
250.488	84.2249
259.277	84.3097
268.066	83.9099
276.855	83.8413
287.109	83.6923
297.363	83.4361
307.617	83.7218
319.336	83.4088
329.59	83.5929
341.309	83.1935
353.027	82.8826
366.211	82.9142
379.395	83.4823
392.578	83.0508
405.762	82.5049
420.41	82.7416
435.059	82.8231
451.172	82.7037
465.82	82.9956
483.398	82.527
499.512	82.8374
517.09	82.9525
536.133	82.6712
555.176	82.8129
574.219	82.4736
594.727	82.369
615.234	82.5481
637.207	82.9948
659.18	84.0505
682.617	84.1338
707.52	83.9351
732.422	83.8141
757.324	83.254
785.156	82.9339
811.523	82.7058
840.82	82.4417
870.117	82.2494
900.879	82.3769
933.105	82.2847
965.332	82.8405
1,000.49	82.397
1,035.64	82.2632
1,072.27	82.5082
1,108.89	82.9643
1,148.44	83.1216
1,189.45	82.8278
1,230.47	82.9791
1,274.41	83.0923
1,319.82	82.4398
1,366.7	82.0766
1,413.57	81.8246
1,463.38	81.7083
1,516.11	81.7602
1,568.85	81.567
1,624.51	81.8369
1,681.64	81.4269
1,741.7	80.8884
1,803.22	81.3729
1,866.21	81.2122
1,932.13	80.4115
1,999.51	80.2962
2,069.82	80.9715
2,143.07	81.1662
2,219.24	80.3252
2,296.88	80.3141
2,378.91	81.5636
2,462.4	81.3292
2,548.83	80.7274
2,639.65	80.8392
2,731.93	80.9675
2,828.61	81.0449
2,928.22	81.0681
3,030.76	80.5769
3,137.7	80.7869
3,249.02	80.392
3,363.28	80.4634
3,481.93	80.4497
3,604.98	80.499
3,732.42	80.4098
3,864.26	80.7322
4,000.49	80.7983
4,141.11	81.4217
4,287.6	81.5979
4,438.48	82.1282
4,595.21	82.564
4,756.35	82.6739
4,924.8	82.1367
5,097.66	81.5805
5,277.83	81.1928
5,463.87	80.8677
5,657.23	80.8094
5,856.45	80.8915
6,062.99	81.0211
6,276.86	81.2523
6,498.05	81.3676
6,726.56	81.1708
6,963.87	80.8166
7,209.96	80.8412
7,464.84	80.4857
7,727.05	80.2787
7,999.51	80.345
8,282.23	80.6126
8,573.73	80.8294
8,876.95	80.8908
9,188.96	80.6916
9,514.16	80.7699
9,849.61	80.8357
10,196.8	81.0218
10,555.7	81.3619
10,927.7	81.687
11,313	81.7816
11,712.9	81.5194
12,126	81.3085
12,553.7	81.5469
12,996.1	81.6419
13,454.6	81.3801
13,929.2	80.9679
14,419.9	80.5815
14,928.2	80.3605
15,455.6	80.0578
16,000.5	79.5334
16,564.5	79.6349
17,148.9	79.772
17,752.4	79.7327
18,379.4	79.2292
19,026.9	78.3675
19,697.8	77.6793
19,999.5	77.2491
