"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	61.5049	20.5078	59.5108	20.5078	60.6213
21.9727	63.2851	21.9727	59.9196	21.9727	61.9205
23.4375	65.3784	23.4375	62.4043	23.4375	64.1411
24.9023	67.1013	24.9023	64.3657	24.9023	65.9454
26.3672	68.665	26.3672	66.1124	26.3672	67.5736
27.832	70.0846	27.832	67.6547	27.832	69.0374
29.2969	71.7067	29.2969	69.4118	29.2969	70.7091
30.7617	73.3058	30.7617	71.0895	30.7617	72.3375
32.2266	74.7029	32.2266	72.6723	32.2266	73.8052
33.6914	75.6806	33.6914	73.7649	33.6914	74.8276
35.1562	77.0166	35.1562	75.0877	35.1562	76.1584
36.6211	78.2684	36.6211	76.4481	36.6211	77.4529
38.0859	79.414	38.0859	77.6652	38.0859	78.627
39.5508	80.5384	39.5508	78.8411	39.5508	79.7722
41.0156	81.509	41.0156	79.8715	41.0156	80.7669
42.4805	82.536	42.4805	80.9453	42.4805	81.8131
43.9453	82.9243	43.9453	81.2552	43.9453	82.1694
45.4102	83.6135	45.4102	81.9695	45.4102	82.8688
46.875	84.2651	46.875	82.664	46.875	83.5379
48.3398	84.7821	48.3398	83.2297	48.3398	84.0749
51.2695	85.4041	51.2695	83.9163	51.2695	84.7236
52.7344	85.7602	52.7344	84.3	52.7344	85.0912
54.1992	85.942	54.1992	84.5115	54.1992	85.2854
55.6641	86.0822	55.6641	84.6759	55.6641	85.4357
58.5938	86.2743	58.5938	84.9261	58.5938	85.6523
60.0586	86.3279	60.0586	84.9983	60.0586	85.7138
62.9883	86.423	62.9883	85.1303	62.9883	85.8246
64.4531	86.468	64.4531	85.1909	64.4531	85.8762
67.3828	86.514	67.3828	85.2631	67.3828	85.9334
68.8477	86.5338	68.8477	85.2908	68.8477	85.9566
71.7773	86.5904	71.7773	85.3807	71.7773	86.0275
74.707	86.707	74.707	85.5291	74.707	86.1579
77.6367	86.7977	77.6367	85.6509	77.6367	86.2621
79.1016	86.4991	79.1016	85.3095	79.1016	85.9449
82.0312	86.5261	82.0312	85.3579	82.0312	85.9812
84.9609	86.5747	84.9609	85.465	84.9609	86.0552
87.8906	86.7407	87.8906	85.5821	87.8906	86.1999
90.8203	86.8464	90.8203	85.688	90.8203	86.3057
95.2148	86.941	95.2148	85.8186	95.2148	86.416
98.1445	87.0296	98.1445	85.9347	98.1445	86.5166
101.074	87.0401	101.074	85.9701	101.074	86.5379
105.469	87.107	105.469	86.0917	105.469	86.6289
108.398	87.2661	108.398	86.2536	108.398	86.7893
112.793	87.5164	112.793	86.4929	112.793	87.0347
117.188	87.6453	117.188	86.5968	117.188	87.1526
120.117	87.7348	120.117	86.7044	120.117	87.2501
124.512	87.8326	124.512	86.7854	124.512	87.3405
128.906	87.8334	128.906	86.7814	128.906	87.3391
133.301	87.8586	133.301	86.8027	133.301	87.3626
139.16	87.906	139.16	86.8203	139.16	87.397
143.555	87.9361	143.555	86.8232	143.555	87.4152
147.949	87.9567	147.949	86.8384	147.949	87.4335
153.809	87.9681	153.809	86.9189	153.809	87.4751
159.668	88.1711	159.668	87.0998	159.668	87.6684
165.527	88.2393	165.527	87.2081	165.527	87.7542
171.387	88.1747	171.387	87.0855	171.387	87.6642
177.246	88.1035	177.246	86.985	177.246	87.5802
183.105	87.957	183.105	86.8467	183.105	87.4372
188.965	87.9504	188.965	86.9873	188.965	87.4955
196.289	88.1037	196.289	87.1916	196.289	87.6715
203.613	88.0991	203.613	87.0268	203.613	87.596
210.938	88.092	210.938	87.0302	210.938	87.5934
218.262	87.9777	218.262	87.008	218.262	87.5199
225.586	87.9601	225.586	87.0105	225.586	87.5112
232.91	88.0928	232.91	87.0406	232.91	87.5985
241.699	88.0603	241.699	86.9304	241.699	87.532
250.488	88.0415	250.488	86.7658	250.488	87.4503
259.277	88.1615	259.277	86.9524	259.277	87.5989
268.066	87.76	268.066	86.5949	268.066	87.2164
276.855	87.7421	276.855	86.5805	276.855	87.2
287.109	87.5666	287.109	86.6899	287.109	87.1503
297.363	87.6069	297.363	86.6746	297.363	87.1657
307.617	87.8128	307.617	86.6199	307.617	87.2572
319.336	87.4264	319.336	86.2103	319.336	86.8608
329.59	87.7182	329.59	86.2466	329.59	87.0444
341.309	87.2963	341.309	85.7898	341.309	86.6081
353.027	87.2541	353.027	85.5954	353.027	86.5035
366.211	87.0549	366.211	85.4151	366.211	86.312
379.395	87.7016	379.395	85.9958	379.395	86.932
392.578	87.4056	392.578	85.3563	392.578	86.5007
405.762	87.1849	405.762	84.8993	405.762	86.1907
420.41	87.4582	420.41	85.3737	420.41	86.5399
435.059	87.1462	435.059	85.1508	435.059	86.2621
451.172	87.5775	451.172	84.8911	451.172	86.4388
465.82	87.565	465.82	85.053	465.82	86.4881
483.398	87.4133	483.398	84.5642	483.398	86.2183
499.512	87.6007	499.512	84.1046	499.512	86.1954
