"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	61.5049	20.5078	59.5108	20.5078	60.5744	20.5078	60.4817	20.5078	60.2614	20.5078	60.5148
21.9727	63.2851	21.9727	59.9196	21.9727	61.7602	21.9727	61.7866	21.9727	61.7937	21.9727	61.8117
23.4375	65.3784	23.4375	62.4043	23.4375	64.0368	23.4375	64.0288	23.4375	63.9763	23.4375	64.0511
24.9023	67.1013	24.9023	64.3657	24.9023	65.8752	24.9023	65.8595	24.9023	65.7952	24.9023	65.8764
26.3672	68.665	26.3672	66.1124	26.3672	67.5216	26.3672	67.5006	26.3672	67.4306	26.3672	67.5152
27.832	70.0846	27.832	67.6547	27.832	68.9961	27.832	68.9731	27.832	68.9094	27.832	68.9869
29.2969	71.7067	29.2969	69.4118	29.2969	70.6855	29.2969	70.656	29.2969	70.5676	29.2969	70.6662
30.7617	73.3058	30.7617	71.0895	30.7617	72.341	30.7617	72.2574	30.7617	72.0774	30.7617	72.2784
32.2266	74.7029	32.2266	72.6723	32.2266	73.8179	32.2266	73.743	32.2266	73.5836	32.2266	73.7597
33.6914	75.6806	33.6914	73.7649	33.6914	74.8333	33.6914	74.78	33.6914	74.6628	33.6914	74.7921
35.1562	77.0166	35.1562	75.0877	35.1562	76.1721	35.1562	76.1046	35.1562	75.9751	35.1562	76.1207
36.6211	78.2684	36.6211	76.4481	36.6211	77.477	36.6211	77.4012	36.6211	77.2577	36.6211	77.4175
38.0859	79.414	38.0859	77.6652	38.0859	78.6546	38.0859	78.5781	38.0859	78.4357	38.0859	78.5941
39.5508	80.5384	39.5508	78.8411	39.5508	79.8074	39.5508	79.7202	39.5508	79.5574	39.5508	79.7375
41.0156	81.509	41.0156	79.8715	41.0156	80.8145	41.0156	80.7027	41.0156	80.4938	41.0156	80.7245
42.4805	82.536	42.4805	80.9453	42.4805	81.8533	42.4805	81.7659	42.4805	81.6057	42.4805	81.7824
43.9453	82.9243	43.9453	81.2552	43.9453	82.2167	43.9453	82.0844	43.9453	81.8469	43.9453	82.1136
45.4102	83.6135	45.4102	81.9695	45.4102	82.92	45.4102	82.7855	45.4102	82.5517	45.4102	82.8153
46.875	84.2651	46.875	82.664	46.875	83.593	46.875	83.4592	46.875	83.2251	46.875	83.4877
48.3398	84.7821	48.3398	83.2297	48.3398	84.1362	48.3398	83.9955	48.3398	83.754	48.3398	84.0253
51.2695	85.4041	51.2695	83.9163	51.2695	84.792	51.2695	84.6474	51.2695	84.4028	51.2695	84.6772
52.7344	85.7602	52.7344	84.3	52.7344	85.1659	52.7344	85.0097	52.7344	84.7458	52.7344	85.0418
54.1992	85.942	54.1992	84.5115	54.1992	85.3613	54.1992	85.2083	54.1992	84.9517	54.1992	85.2393
55.6641	86.0822	55.6641	84.6759	55.6641	85.5156	55.6641	85.3561	55.6641	85.0929	55.6641	85.3888
