"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	60.5744	20.5078	60.4817	20.5078	60.1815	20.5078	60.3447
21.9727	61.7602	21.9727	61.7866	21.9727	61.7917	21.9727	61.7842
23.4375	64.0368	23.4375	64.0288	23.4375	63.9549	23.4375	63.9915
24.9023	65.8752	24.9023	65.8595	24.9023	65.7701	24.9023	65.8156
26.3672	67.5216	26.3672	67.5006	26.3672	67.404	26.3672	67.454
27.832	68.9961	27.832	68.9731	27.832	68.8859	27.832	68.9318
29.2969	70.6855	29.2969	70.656	29.2969	70.5345	29.2969	70.5981
30.7617	72.341	30.7617	72.2574	30.7617	72.014	30.7617	72.1475
32.2266	73.8179	32.2266	73.743	32.2266	73.5277	32.2266	73.6458
33.6914	74.8333	33.6914	74.78	33.6914	74.6216	33.6914	74.7077
35.1562	76.1721	35.1562	76.1046	35.1562	75.9312	35.1562	76.0274
36.6211	77.477	36.6211	77.4012	36.6211	77.2091	36.6211	77.3161
38.0859	78.6546	38.0859	78.5781	38.0859	78.3877	38.0859	78.494
39.5508	79.8074	39.5508	79.7202	39.5508	79.5025	39.5508	79.6242
41.0156	80.8145	41.0156	80.7027	41.0156	80.423	41.0156	80.58
42.4805	81.8533	42.4805	81.7659	42.4805	81.552	42.4805	81.6719
43.9453	82.2167	43.9453	82.0844	43.9453	81.7673	43.9453	81.947
45.4102	82.92	45.4102	82.7855	45.4102	82.4742	45.4102	82.6515
46.875	83.593	46.875	83.4592	46.875	83.1473	46.875	83.3247
48.3398	84.1362	48.3398	83.9955	48.3398	83.6743	48.3398	83.8577
51.2695	84.792	51.2695	84.6474	51.2695	84.3225	51.2695	84.5086
52.7344	85.1659	52.7344	85.0097	52.7344	84.659	52.7344	84.8603
54.1992	85.3613	54.1992	85.2083	54.1992	84.8676	54.1992	85.0632
55.6641	85.5156	55.6641	85.3561	55.6641	85.0071	55.6641	85.2082
