* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\1-SP.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 2:35:48 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\1-SP.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 1-SP
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	58.573803	-124.7893
20.144928	58.798122	-125.6802
20.290907	58.986858	-126.5603
20.437943	59.054649	-127.2576
20.586044	59.114944	-127.8167
20.735220	59.282345	-128.1861
20.885475	59.468788	-128.4827
21.036821	59.610020	-128.8400
21.189262	59.748821	-129.1577
21.342808	59.911724	-129.3814
21.497467	60.083786	-129.5059
21.653246	60.228592	-129.3821
21.810154	60.436657	-129.3868
21.968201	60.882137	-130.0005
22.127390	61.278656	-130.7662
22.287735	61.267307	-131.3974
22.449242	61.236977	-131.8577
22.611917	61.541443	-131.8301
22.775772	61.930508	-131.8708
22.940815	62.265148	-132.5844
23.107054	62.563641	-133.5127
23.274498	62.761360	-134.3265
23.443153	62.968685	-135.2387
23.613033	63.329033	-136.3539
23.784142	63.679726	-137.6708
23.956491	63.872601	-139.3010
24.130091	64.005867	-141.0090
24.304947	64.143288	-142.6051
24.481071	64.240906	-144.0622
24.658470	64.251503	-145.2930
24.837156	64.247986	-146.2898
25.017136	64.292679	-146.9442
25.198421	64.370911	-147.4705
25.381020	64.502563	-148.0539
25.564941	64.645866	-148.6744
25.750195	64.761765	-149.4128
25.936790	64.861885	-150.1511
26.124741	64.936775	-150.7860
26.314051	65.010880	-151.3542
26.504732	65.110550	-151.8385
26.696796	65.220856	-152.2984
26.890253	65.337921	-152.7934
27.085112	65.454872	-153.3064
27.281382	65.568497	-153.8793
27.479073	65.663887	-154.3954
27.678198	65.703453	-154.7341
27.878765	65.751900	-154.9488
28.080786	65.871117	-154.9800
28.284271	66.032745	-155.0468
28.489231	66.251564	-155.4013
28.695675	66.459740	-155.8873
28.903616	66.568550	-156.4615
29.113064	66.654869	-157.0342
29.324028	66.777084	-157.4737
29.536524	66.902847	-157.8616
29.750557	67.010880	-158.2197
29.966141	67.125862	-158.5976
30.183289	67.285370	-159.0773
30.402010	67.429848	-159.5824
30.622314	67.495003	-160.1078
30.844217	67.531967	-160.5206
31.067726	67.566757	-160.6561
31.292856	67.610924	-160.6032
31.519617	67.686203	-160.3792
31.748020	67.787865	-160.0345
31.978081	67.910446	-159.5704
32.209808	68.077744	-159.1515
32.443211	68.348434	-159.0071
32.678310	68.612686	-158.9451
32.915108	68.722557	-158.8077
33.153625	68.849785	-158.7181
33.393871	69.189690	-158.7788
33.635857	69.525551	-158.8948
33.879597	69.626060	-159.0143
34.125103	69.727806	-159.1089
34.372387	70.046982	-159.0324
34.621464	70.416443	-159.0867
34.872345	70.725273	-159.5808
35.125042	71.018646	-160.3509
35.379574	71.329094	-161.4093
35.635948	71.584740	-162.5337
35.894180	71.675346	-163.4896
36.154285	71.747871	-164.3249
36.416275	71.947914	-164.9371
36.680161	72.170662	-165.5430
36.945961	72.364166	-166.4410
37.213688	72.513817	-167.2859
37.483353	72.537521	-167.7461
37.754974	72.585861	-168.0755
38.028561	72.847092	-168.4045
38.304131	73.127655	-168.7755
38.581699	73.252602	-169.3556
38.861279	73.351837	-169.9013
39.142883	73.499886	-170.1141
39.426529	73.689713	-170.3226
39.712231	73.973160	-170.8058
40.000000	74.247627	-171.4180
40.289856	74.399193	-172.1811
40.581814	74.512848	-172.8702
40.875885	74.623695	-173.1773
41.172089	74.768738	-173.3717
41.470440	75.024803	-173.6073
41.770950	75.307541	-173.9254
42.073643	75.543640	-174.4485
42.378525	75.775673	-175.0870
42.685616	76.032707	-175.8011
42.994934	76.282654	-176.5629
43.306492	76.484703	-177.3069
43.620308	76.693665	-178.1067
43.936401	76.976616	-179.0170
44.254780	77.256584	179.9697
44.575470	77.459259	178.8200
44.898483	77.642708	177.6010
45.223835	77.855179	176.3713
45.551544	78.052742	175.1228
45.881630	78.194870	173.8612
46.214108	78.318810	172.6029
46.548996	78.467911	171.3188
46.886307	78.583862	170.1517
47.226067	78.583954	169.2458
47.568283	78.583969	168.5679
47.912983	78.694519	168.2019
48.260181	78.849716	167.9404
48.609894	79.015968	167.5965
48.962143	79.205704	167.1907
49.316940	79.428146	166.6735
49.674313	79.659630	166.0700
50.034271	79.869736	165.3983
50.396843	80.087646	164.6302
50.762039	80.347267	163.7365
51.129883	80.604568	162.7398
51.500389	80.811150	161.6592
51.873581	81.013634	160.4762
52.249481	81.264702	159.1645
52.628101	81.498650	157.7664
53.009464	81.648018	156.2933
53.393593	81.769791	154.8125
53.780506	81.915642	153.3665
54.170223	82.034843	152.0410
54.562763	82.061600	150.9450
54.958145	82.091927	150.0513
55.356396	82.216125	149.4255
55.757530	82.386688	148.8978
56.161572	82.567352	148.4122
56.568542	82.813522	147.6925
56.978462	83.235809	146.3677
57.391350	83.633369	144.6655
57.807232	83.783936	142.5926
58.226128	83.859886	140.4426
58.648056	83.982368	138.5524
59.073048	84.085861	136.8008
59.501114	84.124008	135.1762
59.932281	84.158920	133.6835
60.366577	84.241013	132.4064
60.804020	84.359772	131.0974
61.244629	84.551918	129.4858
61.688435	84.725754	127.7221
62.135452	84.775345	125.8064
62.585712	84.779015	123.9211
63.039234	84.778061	122.3040
63.496040	84.778999	120.7914
63.956161	84.817184	119.2814
64.419617	84.846962	117.8245
64.886421	84.816132	116.4338
65.356621	84.779060	115.1223
65.830215	84.785416	113.9263
66.307251	84.797981	112.7891
66.787743	84.789696	111.6540
67.271713	84.779015	110.5569
67.759193	84.777809	109.5219
68.250206	84.778999	108.5287
68.744774	84.778999	107.5598
69.242928	84.779007	106.6306
69.744690	84.778374	105.7449
70.250084	84.778999	104.9195
70.759148	84.774559	104.2017
71.271896	84.788948	103.5033
71.788361	84.858475	102.7620
72.308571	84.939850	101.9467
72.832550	85.001328	100.9567
73.360321	85.043945	99.9379
73.891922	85.039444	99.0435
74.427376	85.043961	98.1527
74.966705	85.132324	97.2012
75.509949	85.220863	96.1700
76.057121	85.242004	94.9382
76.608261	85.221085	93.7482
77.163399	85.138977	92.8412
77.722557	85.062103	92.1023
78.285767	85.066261	91.5556
78.853058	85.104912	91.0241
79.424461	85.165573	90.2994
80.000000	85.220909	89.4976
80.579712	85.228256	88.6457
81.163628	85.221016	87.8046
81.751770	85.221001	87.0534
82.344177	85.220993	86.3643
82.940880	85.216064	85.7487
83.541901	85.220985	85.1671
84.147285	85.254295	84.6018
84.757050	85.299911	84.0002
85.371231	85.353836	83.2787
85.989868	85.397934	82.5136
86.612984	85.404129	81.7394
87.240616	85.398026	80.9984
87.872803	85.398003	80.3481
88.509560	85.398010	79.7771
89.150940	85.388947	79.3235
89.796967	85.397957	78.8969
90.447670	85.468338	78.4079
91.103088	85.542870	77.8911
91.763260	85.560471	77.3345
92.428215	85.574959	76.7890
93.097992	85.624809	76.3486
93.772614	85.695839	75.8730
94.452133	85.801849	75.2147
95.136566	85.896851	74.4885
95.825966	85.919968	73.7336
96.520363	85.928978	73.0314
97.219788	85.956291	72.5573
97.924286	86.017830	72.0701
98.633881	86.173225	71.3488
99.348625	86.323738	70.5047
100.068542	86.356026	69.5580
100.793686	86.371948	68.5645
101.524078	86.463264	67.5953
102.259766	86.548828	66.6254
103.000778	86.551460	65.6498
103.747162	86.548988	64.6789
104.498962	86.615425	63.7437
105.256203	86.686882	62.7768
106.018929	86.715088	61.6888
106.787186	86.725990	60.5751
107.561012	86.728439	59.5208
108.340446	86.726006	58.4697
109.125526	86.737053	57.3564
109.916290	86.726059	56.2928
110.712791	86.637680	55.3835
111.515060	86.549156	54.5855
112.323143	86.537933	53.9355
113.137085	86.548973	53.2994
113.956924	86.553001	52.5272
114.782700	86.549034	51.7011
115.614464	86.529694	50.8113
116.452255	86.485115	49.9854
117.296112	86.380211	49.3770
118.146095	86.283165	48.8998
119.002228	86.270363	48.5540
119.864563	86.282951	48.2339
120.733154	86.282997	47.8062
121.608040	86.282990	47.3539
122.489258	86.282997	46.9043
123.376869	86.282997	46.4929
124.270905	86.266388	46.2280
125.171425	86.282921	45.9196
126.078468	86.415718	45.3936
126.992081	86.548767	44.7086
127.912323	86.565636	43.8075
128.839233	86.549049	42.8648
129.772842	86.549004	42.0717
130.713242	86.549004	41.3245
131.660431	86.549004	40.5823
132.614502	86.549004	39.8450
133.575485	86.549004	39.1060
134.543427	86.549004	38.3445
135.518387	86.555435	37.5212
136.500412	86.549034	36.6855
137.489548	86.507797	35.8430
138.485855	86.446175	35.0857
139.489380	86.358253	34.5426
140.500168	86.283119	34.1099
141.518295	86.272797	33.7484
142.543793	86.282951	33.3900
143.576721	86.282997	32.9334
144.617142	86.282997	32.4391
145.665100	86.282997	31.9347
146.720642	86.282997	31.4184
147.783844	86.282997	30.8959
148.854752	86.282997	30.3714
149.933411	86.282997	29.8434
151.019897	86.282997	29.3332
152.114243	86.274940	28.8874
153.216522	86.282936	28.4294
154.326797	86.338768	27.9249
155.445114	86.411835	27.2926
156.571533	86.488411	26.4186
157.706116	86.548904	25.3656
158.848923	86.576309	24.0826
160.000000	86.549149	22.7970
161.159424	86.408318	21.7339
162.327255	86.249329	20.8507
163.503540	86.169960	20.2148
164.688354	86.106148	19.7189
165.881760	86.008781	19.2932
167.083801	85.929169	18.8911
168.294571	85.927795	18.4312
169.514099	85.929024	17.9492
170.742462	85.851410	17.4461
171.979736	85.771187	16.9453
173.225967	85.757141	16.4937
174.481232	85.752014	16.0221
175.745605	85.712479	15.4572
177.019119	85.664116	14.8574
178.301880	85.625107	14.2478
179.593933	85.575150	13.6574
180.895340	85.488716	13.1272
182.206177	85.399200	12.6471
183.526520	85.338699	12.2448
184.856430	85.286118	11.8479
186.195984	85.238434	11.3519
187.545227	85.173187	10.8800
188.904266	85.048500	10.5214
190.273132	84.919296	10.2765
191.651932	84.834381	10.2139
193.040726	84.771156	10.2189
194.439575	84.726875	10.1847
195.848572	84.690102	10.1541
197.267761	84.641068	10.1417
198.697250	84.602066	10.1271
200.137085	84.596489	10.1044
201.587372	84.601974	10.0432
203.048157	84.601997	9.9007
204.519531	84.601990	9.7086
206.001556	84.601997	9.4860
207.494324	84.601997	9.2286
208.997925	84.601997	8.9434
210.512405	84.601990	8.6168
212.037857	84.605179	8.2354
213.574371	84.602020	7.8071
215.122025	84.587563	7.2996
216.680893	84.551140	6.8212
218.251053	84.462517	6.4855
219.832581	84.375221	6.2466
221.425583	84.344551	6.1332
223.030121	84.335999	6.0342
224.646286	84.333557	5.8417
226.274170	84.335991	5.5739
227.913849	84.343239	5.1865
229.565399	84.336044	4.7590
231.228928	84.281975	4.3605
232.904510	84.220169	3.9791
234.592224	84.193382	3.6169
236.292191	84.159119	3.3007
238.004456	84.069550	3.0654
239.729126	83.982193	2.8894
241.466309	83.957047	2.7719
243.216080	83.940056	2.6842
244.978516	83.882416	2.5878
246.753738	83.827133	2.5112
248.541809	83.808968	2.4927
250.342850	83.805000	2.4641
252.156937	83.803627	2.3616
253.984161	83.804993	2.2085
255.824646	83.805000	2.0139
257.678467	83.805000	1.7567
259.545685	83.816055	1.3774
261.426483	83.805077	1.0009
263.320862	83.716759	0.7474
265.229004	83.628197	0.5734
267.150970	83.616928	0.5219
269.086853	83.627960	0.4503
271.036774	83.638741	0.1661
273.000824	83.628082	-0.1401
274.979095	83.542580	-0.3281
276.971710	83.456207	-0.4358
278.978760	83.442749	-0.4167
281.000336	83.450966	-0.3860
283.036591	83.450684	-0.4644
285.087585	83.450996	-0.5896
287.153442	83.450996	-0.7381
289.234283	83.450996	-0.9125
