"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.5078	60.6877	20.5078	60.8633	20.5078	61.1183	20.5078	60.9672
21.9727	56.8509	21.9727	57.077	21.9727	57.8183	21.9727	57.4448
23.4375	59.8378	23.4375	60.0621	23.4375	60.6094	23.4375	60.3196
24.9023	64.4946	24.9023	64.5816	24.9023	64.7418	24.9023	64.6504
26.3672	66.0344	26.3672	66.0941	26.3672	66.2647	26.3672	66.1736
27.832	69.3336	27.832	69.3083	27.832	69.1811	27.832	69.2466
29.2969	71.0436	29.2969	70.955	29.2969	70.7028	29.2969	70.8416
30.7617	74.2575	30.7617	74.1514	30.7617	73.8504	30.7617	74.0167
32.2266	76.1886	32.2266	76.0792	32.2266	75.7219	32.2266	75.9167
33.6914	78.3657	33.6914	78.2528	33.6914	77.9245	33.6914	78.1057
35.1562	80.4212	35.1562	80.2875	35.1562	79.931	35.1562	80.1304
36.6211	82.2658	36.6211	82.1126	36.6211	81.7121	36.6211	81.9375
38.0859	84.1124	38.0859	83.9461	38.0859	83.5017	38.0859	83.7518
39.5508	85.8522	39.5508	85.6875	39.5508	85.2564	39.5508	85.4995
41.0156	87.3658	41.0156	87.1715	41.0156	86.6992	41.0156	86.9693
42.4805	88.8146	42.4805	88.7124	42.4805	88.4933	42.4805	88.6188
43.9453	89.8044	43.9453	89.6347	43.9453	89.2294	43.9453	89.4607
45.4102	90.7732	45.4102	90.6019	45.4102	90.1955	45.4102	90.4277
46.875	91.6711	46.875	91.4977	46.875	91.0898	46.875	91.3231
48.3398	92.3934	48.3398	92.2178	48.3398	91.8043	48.3398	92.0409
51.2695	93.6162	51.2695	93.3857	51.2695	92.867	51.2695	93.1683
52.7344	94.0334	52.7344	93.8003	52.7344	93.2737	52.7344	93.5796
54.1992	94.4226	54.1992	94.1937	54.1992	93.6506	54.1992	93.964
55.6641	94.6679	55.6641	94.4553	55.6641	93.961	55.6641	94.2461
58.5938	95.0948	58.5938	94.8757	58.5938	94.4017	58.5938	94.6779
60.0586	95.2714	60.0586	95.0479	60.0586	94.5575	60.0586	94.843
62.9883	95.3869	62.9883	95.1694	62.9883	94.7211	62.9883	94.9841
64.4531	95.405	64.4531	95.1751	64.4531	94.6987	64.4531	94.9785
67.3828	95.4292	67.3828	95.2016	67.3828	94.7578	67.3828	95.0207
68.8477	95.4416	68.8477	95.2045	68.8477	94.7717	68.8477	95.031
71.7773	95.5835	71.7773	95.308	71.7773	94.7983	71.7773	95.1048
74.707	95.6335	74.707	95.35	74.707	94.787	74.707	95.1224
77.6367	95.6308	77.6367	95.3597	77.6367	94.8501	77.6367	95.1556
79.1016	95.623	79.1016	95.3441	79.1016	94.8418	79.1016	95.1453
82.0312	95.5782	82.0312	95.2728	82.0312	94.7489	82.0312	95.0692
84.9609	95.5089	84.9609	95.2068	84.9609	94.7211	84.9609	95.0212
87.8906	95.5457	87.8906	95.2157	87.8906	94.7032	87.8906	95.023
90.8203	95.5861	90.8203	95.2313	90.8203	94.5757	90.8203	94.9746
95.2148	95.365	95.2148	95.0242	95.2148	94.5096	95.2148	94.8328
98.1445	95.3374	98.1445	94.9814	98.1445	94.4688	98.1445	94.7944
101.074	95.315	101.074	94.933	101.074	94.406	101.074	94.7447
105.469	95.429	105.469	94.9981	105.469	94.3487	105.469	94.7615
108.398	95.5889	108.398	95.107	108.398	94.3287	108.398	94.8208
112.793	95.6677	112.793	95.1799	112.793	94.4309	112.793	94.9089
117.188	95.752	117.188	95.251	117.188	94.4068	117.188	94.9383
120.117	95.7848	120.117	95.2802	120.117	94.4123	120.117	94.9573
124.512	95.72	124.512	95.2243	124.512	94.4352	124.512	94.9362
128.906	95.6896	128.906	95.1752	128.906	94.4841	128.906	94.9378
133.301	95.732	133.301	95.2025	133.301	94.4759	133.301	94.9518
139.16	95.7228	139.16	95.1543	139.16	94.365	139.16	94.8832
143.555	95.7051	143.555	95.1017	143.555	94.2968	143.555	94.8316
147.949	95.7167	147.949	95.1054	147.949	94.2768	147.949	94.8261
153.809	95.6939	153.809	95.0169	153.809	94.1266	153.809	94.7249
159.668	95.8123	159.668	95.0812	159.668	94.0429	159.668	94.7352
165.527	96.0775	165.527	95.3804	165.527	94.4365	165.527	95.0688
171.387	96.0315	171.387	95.2805	171.387	94.4057	171.387	95.0137
177.246	95.9467	177.246	95.1735	177.246	94.1392	177.246	94.8398
183.105	95.775	183.105	94.9904	183.105	94.0651	183.105	94.7088
188.965	95.7948	188.965	94.9045	188.965	93.9253	188.965	94.6252
196.289	96.0293	196.289	95.0934	196.289	93.9151	196.289	94.7376
203.613	96.0254	203.613	94.9434	203.613	93.761	203.613	94.6246
210.938	96.2319	210.938	95.1897	210.938	93.6094	210.938	94.6921
218.262	96.0691	218.262	95.1098	218.262	93.6464	218.262	94.6381
225.586	96.065	225.586	95.0318	225.586	93.8063	225.586	94.6813
232.91	96.2168	232.91	94.9726	232.91	93.5529	232.91	94.5979
241.699	96.3905	241.699	95.2005	241.699	93.2291	241.699	94.5893
250.488	96.1965	250.488	95.0204	250.488	93.2386	250.488	94.4793
259.277	96.7131	259.277	95.3793	259.277	93.2946	259.277	94.768
268.066	96.3949	268.066	95.1794	268.066	93.3571	268.066	94.6338
276.855	96.3471	276.855	95.1009	276.855	92.9782	276.855	94.4488
287.109	96.356	287.109	95.0949	287.109	92.8721	287.109	94.41
297.363	96.4329	297.363	95.1209	297.363	93.0388	297.363	94.504
307.617	96.7217	307.617	95.438	307.617	92.6689	307.617	94.5658
