"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce (full horizontal rear)"		"Total Early Reflection"
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.5078	61.4768	20.5078	59.918	20.5078	60.6877	20.5078	60.8633	20.5078	61.1169	20.5078	60.843
21.9727	57.5435	21.9727	56.8864	21.9727	56.8509	21.9727	57.077	21.9727	57.8258	21.9727	57.2539
23.4375	60.9078	23.4375	59.1952	23.4375	59.8378	23.4375	60.0621	23.4375	60.6165	23.4375	60.165
24.9023	65.7437	24.9023	63.1266	24.9023	64.4946	24.9023	64.5816	24.9023	64.7439	24.9023	64.6165
26.3672	67.2302	26.3672	64.8303	26.3672	66.0344	26.3672	66.0941	26.3672	66.2669	26.3672	66.1574
27.832	70.4674	27.832	68.0076	27.832	69.3336	27.832	69.3083	27.832	69.1768	27.832	69.3283
29.2969	72.1665	29.2969	69.6861	29.2969	71.0436	29.2969	70.955	29.2969	70.6971	29.2969	70.9822
30.7617	75.2763	30.7617	72.9779	30.7617	74.2575	30.7617	74.1514	30.7617	73.8437	30.7617	74.1646
32.2266	77.1299	32.2266	74.9787	32.2266	76.1886	32.2266	76.0792	32.2266	75.7138	32.2266	76.0746
33.6914	79.2375	33.6914	77.2403	33.6914	78.3657	33.6914	78.2528	33.6914	77.9175	33.6914	78.2516
35.1562	81.2495	35.1562	79.3311	35.1562	80.4212	35.1562	80.2875	35.1562	79.9239	35.1562	80.2886
36.6211	83.0686	36.6211	81.182	36.6211	82.2658	36.6211	82.1126	36.6211	81.7042	36.6211	82.1122
38.0859	84.8731	38.0859	83.0572	38.0859	84.1124	38.0859	83.9461	38.0859	83.4928	38.0859	83.9398
39.5508	86.5777	39.5508	84.8259	39.5508	85.8522	39.5508	85.6875	39.5508	85.2479	39.5508	85.6787
41.0156	88.078	41.0156	86.3254	41.0156	87.3658	41.0156	87.1715	41.0156	86.69	41.0156	87.1679
42.4805	89.3947	42.4805	88.0248	42.4805	88.8146	42.4805	88.7124	42.4805	88.4896	42.4805	88.7102
43.9453	90.4016	43.9453	88.9317	43.9453	89.8044	43.9453	89.6347	43.9453	89.222	43.9453	89.6285
45.4102	91.3492	45.4102	89.9172	45.4102	90.7732	45.4102	90.6019	45.4102	90.1882	45.4102	90.5943
46.875	92.233	46.875	90.8286	46.875	91.6711	46.875	91.4977	46.875	91.0824	46.875	91.4901
