"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	66.2356	20.5078	63.5924	20.5078	71.8329	20.5078	69.7779
21.9727	68.4449	21.9727	70.4722	21.9727	78.7016	21.9727	76.3944
23.4375	75.7779	23.4375	76.616	23.4375	82.3616	23.4375	80.4536
24.9023	77.9697	24.9023	78.2664	24.9023	84.0745	24.9023	82.1928
26.3672	80.8622	26.3672	81.7316	26.3672	87.2731	26.3672	85.4006
27.832	83.6431	27.832	84.5218	27.832	89.5733	27.832	87.7964
29.2969	86.7419	29.2969	87.616	29.2969	92.1688	29.2969	90.4995
30.7617	90.0452	30.7617	90.8395	30.7617	94.8822	30.7617	93.3402
32.2266	93.3698	32.2266	94.1394	32.2266	97.7846	32.2266	96.3467
33.6914	95.9859	33.6914	96.7165	33.6914	100.126	33.6914	98.7559
35.1562	98.7177	35.1562	99.4221	35.1562	102.492	35.1562	101.221
36.6211	101.028	36.6211	101.716	36.6211	104.59	36.6211	103.38
38.0859	103.289	38.0859	103.939	38.0859	106.551	38.0859	105.426
39.5508	105.185	39.5508	105.793	39.5508	108.121	39.5508	107.093
41.0156	106.752	41.0156	107.327	41.0156	109.446	41.0156	108.493
42.4805	107.923	42.4805	108.472	42.4805	110.425	42.4805	109.532
43.9453	108.713	43.9453	109.235	43.9453	111.03	43.9453	110.198
45.4102	109.27	45.4102	109.776	45.4102	111.435	45.4102	110.654
46.875	109.636	46.875	110.118	46.875	111.635	46.875	110.91
48.3398	109.784	48.3398	110.267	48.3398	111.689	48.3398	111
51.2695	109.997	51.2695	110.387	51.2695	111.488	51.2695	110.939
52.7344	109.964	52.7344	110.34	52.7344	111.358	52.7344	110.845
54.1992	109.883	54.1992	110.257	54.1992	111.214	54.1992	110.726
55.6641	109.799	55.6641	110.156	55.6641	111.033	55.6641	110.581
58.5938	109.609	58.5938	109.93	58.5938	110.647	58.5938	110.268
60.0586	109.556	60.0586	109.852	60.0586	110.462	60.0586	110.132
62.9883	109.33	62.9883	109.583	62.9883	110.036	62.9883	109.783
64.4531	109.225	64.4531	109.474	64.4531	109.89	64.4531	109.653
67.3828	109.093	67.3828	109.32	67.3828	109.645	67.3828	109.453
68.8477	109.043	68.8477	109.258	68.8477	109.541	68.8477	109.37
71.7773	108.983	71.7773	109.163	71.7773	109.332	71.7773	109.22
74.707	109.01	74.707	109.144	74.707	109.183	74.707	109.139
77.6367	108.942	77.6367	109.065	77.6367	109.057	77.6367	109.037
79.1016	108.972	79.1016	109.073	79.1016	108.996	79.1016	109.013
82.0312	109.032	82.0312	109.071	82.0312	108.772	82.0312	108.908
84.9609	108.597	84.9609	108.719	84.9609	108.68	84.9609	108.675
87.8906	108.582	87.8906	108.805	87.8906	109.069	87.8906	108.905
90.8203	108.514	90.8203	108.674	90.8203	108.841	90.8203	108.733
95.2148	108.818	95.2148	108.811	95.2148	108.485	95.2148	108.643
98.1445	109.118	98.1445	108.931	98.1445	108.244	98.1445	108.622
101.074	109.139	101.074	109.041	101.074	108.338	101.074	108.705
105.469	109.08	105.469	108.937	105.469	108.471	105.469	108.727
108.398	109.347	108.398	109.111	108.398	108.446	108.398	108.823
112.793	109.399	112.793	109.135	112.793	108.312	112.793	108.778
117.188	109.807	117.188	109.624	117.188	108.853	117.188	109.274
120.117	110.056	120.117	109.861	120.117	109.117	120.117	109.526
124.512	110.139	124.512	109.924	124.512	109.136	124.512	109.572
128.906	109.902	128.906	109.646	128.906	108.688	128.906	109.223
133.301	109.421	133.301	109.325	133.301	108.676	133.301	109.015
139.16	109.229	139.16	108.979	139.16	108.448	139.16	108.76
143.555	109.527	143.555	109.112	143.555	108.231	143.555	108.762
147.949	109.487	147.949	109.078	147.949	108.166	147.949	108.712
153.809	109.428	153.809	108.983	153.809	107.82	153.809	108.511
159.668	109.497	159.668	109.038	159.668	108.007	159.668	108.629
165.527	108.997	165.527	108.586	165.527	107.788	165.527	108.274
171.387	108.929	171.387	108.598	171.387	108.138	171.387	108.432
177.246	109.259	177.246	108.453	177.246	107.88	177.246	108.34
183.105	108.455	183.105	107.745	183.105	106.711	183.105	107.395
188.965	108.752	188.965	107.754	188.965	107.264	188.965	107.728
196.289	109.793	196.289	108.611	196.289	107.391	196.289	108.303
203.613	109.675	203.613	108.515	203.613	107.172	203.613	108.149
210.938	109.747	210.938	108.536	210.938	106.526	210.938	107.916
218.262	109.711	218.262	108.61	218.262	106.556	218.262	107.941
225.586	109.885	225.586	108.715	225.586	106.597	225.586	108.042
232.91	109.863	232.91	108.628	232.91	106.394	232.91	107.931
241.699	109.638	241.699	108.506	241.699	106.148	241.699	107.732
250.488	109.737	250.488	108.433	250.488	105.757	250.488	107.599
259.277	109.838	259.277	108.674	259.277	106.134	259.277	107.844
268.066	109.385	268.066	108.091	268.066	105.727	268.066	107.365
276.855	109.579	276.855	108.262	276.855	105.391	276.855	107.366
287.109	109.511	287.109	108.225	287.109	105.418	287.109	107.341
297.363	109.802	297.363	108.308	297.363	105.179	297.363	107.387
307.617	109.852	307.617	108.416	307.617	105.171	307.617	107.438
