"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	72.0237	20.5078	71.7514	20.5078	71.8897
21.9727	74.9165	21.9727	74.6311	21.9727	74.7761
23.4375	76.7897	23.4375	76.5199	23.4375	76.6569
24.9023	78.3054	24.9023	78.0355	24.9023	78.1726
26.3672	79.9078	26.3672	79.6331	26.3672	79.7726
27.832	80.9667	27.832	80.7026	27.832	80.8366
29.2969	82.0994	29.2969	81.8485	29.2969	81.9758
30.7617	83.1325	30.7617	82.879	30.7617	83.0076
32.2266	84.0111	32.2266	83.7604	32.2266	83.8876
33.6914	84.7546	33.6914	84.5118	33.6914	84.6348
35.1562	85.4381	35.1562	85.1768	35.1562	85.3095
36.6211	85.9741	36.6211	85.7152	36.6211	85.8465
38.0859	86.4769	38.0859	86.209	38.0859	86.345
39.5508	86.9284	39.5508	86.6592	39.5508	86.7959
41.0156	87.3094	41.0156	87.0371	41.0156	87.1754
42.4805	87.6093	42.4805	87.3346	42.4805	87.4741
43.9453	87.8872	43.9453	87.5989	43.9453	87.7454
45.4102	88.0829	45.4102	87.7971	45.4102	87.9424
46.875	88.279	46.875	87.9916	46.875	88.1377
48.3398	88.4257	48.3398	88.1328	48.3398	88.2817
51.2695	88.6701	51.2695	88.3745	51.2695	88.5248
52.7344	88.7617	52.7344	88.4762	52.7344	88.6213
54.1992	88.8185	54.1992	88.5389	54.1992	88.681
55.6641	88.8802	55.6641	88.5987	55.6641	88.7418
58.5938	88.9566	58.5938	88.6625	58.5938	88.8121
60.0586	88.9795	60.0586	88.6798	60.0586	88.8322
62.9883	89.0243	62.9883	88.7185	62.9883	88.8741
64.4531	89.0364	64.4531	88.7232	64.4531	88.8826
67.3828	89.0254	67.3828	88.6784	67.3828	88.8553
68.8477	89.0366	68.8477	88.6729	68.8477	88.8585
71.7773	89.0832	71.7773	88.7416	71.7773	88.9158
74.707	89.1034	74.707	88.777	74.707	88.9433
77.6367	89.0782	77.6367	88.7555	77.6367	88.9198
79.1016	89.039	79.1016	88.7083	79.1016	88.8768
82.0312	89.005	82.0312	88.6593	82.0312	88.8356
84.9609	89.0154	84.9609	88.6468	84.9609	88.835
87.8906	88.9751	87.8906	88.5848	87.8906	88.7843
90.8203	88.8858	90.8203	88.4828	90.8203	88.689
95.2148	88.8175	95.2148	88.391	95.2148	88.6095
98.1445	88.8006	98.1445	88.3972	98.1445	88.6036
101.074	88.6677	101.074	88.2723	101.074	88.4745
105.469	88.5652	105.469	88.214	105.469	88.3932
108.398	88.6095	108.398	88.257	108.398	88.4368
112.793	88.7224	112.793	88.3157	112.793	88.5238
117.188	88.7517	117.188	88.3478	117.188	88.5544
120.117	88.7302	120.117	88.3618	120.117	88.5499
124.512	88.7508	124.512	88.3529	124.512	88.5564
128.906	88.6805	128.906	88.2411	128.906	88.4664
133.301	88.6605	133.301	88.1911	133.301	88.4322
139.16	88.6141	139.16	88.0845	139.16	88.3574
143.555	88.5385	143.555	87.9597	143.555	88.2587
147.949	88.4852	147.949	87.8621	147.949	88.1848
153.809	88.4511	153.809	87.872	153.809	88.1712
159.668	88.5216	159.668	87.882	159.668	88.2135
165.527	88.6659	165.527	88.1677	165.527	88.4239
171.387	88.5607	171.387	88.0734	171.387	88.3239
177.246	88.4418	177.246	87.8974	177.246	88.1781
183.105	88.2218	183.105	87.5963	183.105	87.9203
188.965	88.1314	188.965	87.5996	188.965	87.8736
196.289	88.085	196.289	87.6715	196.289	87.8832
203.613	87.8365	203.613	87.4589	203.613	87.6518
210.938	87.9721	210.938	87.479	210.938	87.7326
218.262	87.7221	218.262	87.3399	218.262	87.5352
225.586	87.469	225.586	87.1762	225.586	87.3251
232.91	87.4292	232.91	87.1508	232.91	87.2922
241.699	87.2524	241.699	86.9029	241.699	87.0812
250.488	87.2084	250.488	86.4953	250.488	86.8665
259.277	87.3341	259.277	86.9077	259.277	87.1261
268.066	86.9993	268.066	86.3218	268.066	86.6738
276.855	86.7942	276.855	86.1837	276.855	86.4997
287.109	86.7906	287.109	86.7723	287.109	86.7815
297.363	86.4517	297.363	86.5756	297.363	86.5141
307.617	86.2636	307.617	86.4241	307.617	86.3446
319.336	86.0426	319.336	86.257	319.336	86.1512
329.59	85.8113	329.59	85.9975	329.59	85.9054
341.309	85.6399	341.309	85.8121	341.309	85.7269
353.027	85.5341	353.027	85.5777	353.027	85.556
366.211	85.4668	366.211	85.665	366.211	85.567
379.395	85.762	379.395	86.1693	379.395	85.9704
392.578	85.2196	392.578	85.44	392.578	85.3312
405.762	85.5078	405.762	85.4879	405.762	85.4979
420.41	85.2302	420.41	85.5973	420.41	85.4176
435.059	84.8167	435.059	85.3059	435.059	85.0682
451.172	85.0962	451.172	85.1869	451.172	85.1418
465.82	85.3432	465.82	85.3877	465.82	85.3655
483.398	85.0101	483.398	85.1117	483.398	85.0612
499.512	85.2163	499.512	85.1908	499.512	85.2036
517.09	85.7319	517.09	85.5078	517.09	85.6213
536.133	85.8708	536.133	85.4982	536.133	85.6885
555.176	86.0569	555.176	86.074	555.176	86.0655
574.219	86.3108	574.219	85.7216	574.219	86.0262
594.727	86.6578	594.727	86.1961	594.727	86.4331
615.234	86.8983	615.234	86.4967	615.234	86.7021
637.207	86.4278	637.207	86.3484	637.207	86.3883
659.18	86.7725	659.18	87.1185	659.18	86.949
682.617	86.3235	682.617	85.7292	682.617	86.0365
707.52	86.222	707.52	86.2418	707.52	86.2319
732.422	86.9669	732.422	86.0336	732.422	86.5253
757.324	87.0909	757.324	83.936	757.324	85.7938
785.156	87.5676	785.156	83.7397	785.156	86.0624
811.523	87.2453	811.523	84.9543	811.523	86.2491
840.82	87.4158	840.82	85.0809	840.82	86.4034
870.117	87.8355	870.117	84.372	870.117	86.4402
900.879	87.8435	900.879	84.1029	900.879	86.3641
933.105	88.7582	933.105	81.109	933.105	86.4365
965.332	88.0384	965.332	82.1974	965.332	86.0337
1,000.49	88.1161	1,000.49	82.1395	1,000.49	86.0837
1,035.64	88.5162	1,035.64	83.2607	1,035.64	86.6392
1,072.27	88.5691	1,072.27	84.7339	1,072.27	87.0617
1,108.89	89.4184	1,108.89	85.0525	1,108.89	87.7624
1,148.44	89.4751	1,148.44	85.2748	1,148.44	87.8641
1,189.45	89.7068	1,189.45	85.6812	1,189.45	88.1446
1,230.47	90.0014	1,230.47	85.6972	1,230.47	88.3621
1,274.41	90.1115	1,274.41	86.3496	1,274.41	88.6257
1,319.82	90.5745	1,319.82	87.0238	1,319.82	89.1523
1,366.7	90.96	1,366.7	87.3866	1,366.7	89.5309
1,413.57	91.7224	1,413.57	87.7526	1,413.57	90.1761
1,463.38	91.8275	1,463.38	87.444	1,463.38	90.1668
1,516.11	91.5488	1,516.11	87.7052	1,516.11	90.039
1,568.85	90.2066	1,568.85	87.5661	1,568.85	89.084
1,624.51	89.499	1,624.51	87.0136	1,624.51	88.4317
1,681.64	89.2703	1,681.64	87.2582	1,681.64	88.3797
1,741.7	87.4757	1,741.7	85.2899	1,741.7	86.5189
1,803.22	86.1283	1,803.22	84.2401	1,803.22	85.286
1,866.21	85.296	1,866.21	85.0562	1,866.21	85.1778
1,932.13	85.7259	1,932.13	85.4944	1,932.13	85.6117
1,999.51	87.2567	1,999.51	86.1306	1,999.51	86.7301
2,069.82	87.5001	2,069.82	86.2231	2,069.82	86.9084
2,143.07	87.5331	2,143.07	86.4573	2,143.07	87.0284
2,219.24	87.6732	2,219.24	87.0093	2,219.24	87.354
2,296.88	88.7847	2,296.88	87.3598	2,296.88	88.1305
2,378.91	88.9614	2,378.91	87.8436	2,378.91	88.4384
2,462.4	88.3146	2,462.4	87.7323	2,462.4	88.0332
2,548.83	87.8535	2,548.83	87.9634	2,548.83	87.9088
2,639.65	88.3725	2,639.65	88.2128	2,639.65	88.2933
2,731.93	87.9159	2,731.93	87.7258	2,731.93	87.8219
2,828.61	87.3554	2,828.61	87.3773	2,828.61	87.3664
2,928.22	87.0654	2,928.22	87.4927	2,928.22	87.2843
3,030.76	86.7324	3,030.76	87.14	3,030.76	86.941
3,137.7	86.2361	3,137.7	86.9767	3,137.7	86.6222
3,249.02	85.7806	3,249.02	86.8516	3,249.02	86.349
3,363.28	84.2502	3,363.28	85.9937	3,363.28	85.2088
3,481.93	83.106	3,481.93	85.4675	3,481.93	84.4453
3,604.98	81.6735	3,604.98	84.8228	3,604.98	83.5276
3,732.42	80.0316	3,732.42	83.6862	3,732.42	82.2325
3,864.26	81.0829	3,864.26	83.2564	3,864.26	82.3042
4,000.49	80.3557	4,000.49	82.7118	4,000.49	81.6916
4,141.11	80.0555	4,141.11	82.5121	4,141.11	81.4552
4,287.6	80.7865	4,287.6	82.0202	4,287.6	81.447
4,438.48	80.8705	4,438.48	82.2841	4,438.48	81.6346
4,595.21	80.9814	4,595.21	81.5902	4,595.21	81.2964
4,756.35	81.6583	4,756.35	81.605	4,756.35	81.6318
4,924.8	82.5002	4,924.8	81.6184	4,924.8	82.0816
5,097.66	82.7872	5,097.66	81.1734	5,097.66	82.0548
5,277.83	82.4327	5,277.83	81.1452	5,277.83	81.8365
5,463.87	82.9486	5,463.87	81.0352	5,463.87	82.0965
5,657.23	83.2616	5,657.23	80.6624	5,657.23	82.1536
5,856.45	83.1941	5,856.45	80.6986	5,856.45	82.1232
6,062.99	82.6547	6,062.99	80.3095	6,062.99	81.6385
6,276.86	82.7966	6,276.86	80.8813	6,276.86	81.9437
6,498.05	83.45	6,498.05	80.3382	6,498.05	82.167
6,726.56	83.8773	6,726.56	80.3058	6,726.56	82.4488
6,963.87	84.036	6,963.87	80.0366	6,963.87	82.4813
7,209.96	83.4608	7,209.96	79.6045	7,209.96	81.9473
7,464.84	82.8265	7,464.84	79.5189	7,464.84	81.4802
7,727.05	83.0995	7,727.05	78.9554	7,727.05	81.5041
7,999.51	83.3815	7,999.51	78.6077	7,999.51	81.6199
8,282.23	83.4888	8,282.23	78.472	8,282.23	81.6678
8,573.73	83.4065	8,573.73	78.1572	8,573.73	81.5309
8,876.95	83.8839	8,876.95	77.9387	8,876.95	81.8579
9,188.96	83.6006	9,188.96	77.4726	9,188.96	81.5381
9,514.16	83.6156	9,514.16	77.1788	9,514.16	81.4943
9,849.61	83.0277	9,849.61	76.8375	9,849.61	80.9531
10,196.8	82.4855	10,196.8	76.3414	10,196.8	80.4199
10,555.7	82.0808	10,555.7	75.6505	10,555.7	79.9607
10,927.7	82.3335	10,927.7	75.1526	10,927.7	80.0837
11,313	82.4332	11,313	74.7301	11,313	80.1037
11,712.9	82.038	11,712.9	74.1083	11,712.9	79.6763
12,126	82.1301	12,126	73.1437	12,126	79.6363
12,553.7	81.9706	12,553.7	72.1936	12,553.7	79.395
12,996.1	81.4053	12,996.1	71.6167	12,996.1	78.8286
13,454.6	81.4577	13,454.6	71.1908	13,454.6	78.8377
13,929.2	81.3539	13,929.2	70.7658	13,929.2	78.7073
14,419.9	81.3764	14,419.9	69.9973	14,419.9	78.6712
14,928.2	81.5565	14,928.2	68.8397	14,928.2	78.7726
15,455.6	81.1666	15,455.6	67.5968	15,455.6	78.3431
