"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-0.64894	20.5078	-0.263787
21.9727	-0.600488	21.9727	-0.238412
23.4375	-0.629897	23.4375	-0.249459
24.9023	-0.652389	24.9023	-0.258305
26.3672	-0.626327	26.3672	-0.247678
27.832	-0.625891	27.832	-0.246856
29.2969	-0.627846	29.2969	-0.247515
30.7617	-0.620036	30.7617	-0.242542
32.2266	-0.623092	32.2266	-0.24343
33.6914	-0.61521	33.6914	-0.238325
35.1562	-0.613785	35.1562	-0.23609
36.6211	-0.611255	36.6211	-0.234131
38.0859	-0.608451	38.0859	-0.232032
39.5508	-0.605223	39.5508	-0.228972
41.0156	-0.607182	41.0156	-0.228775
42.4805	-0.601903	42.4805	-0.225091
43.9453	-0.594239	43.9453	-0.219732
45.4102	-0.594317	45.4102	-0.218727
46.875	-0.594407	46.875	-0.217083
48.3398	-0.594851	48.3398	-0.215461
51.2695	-0.588379	51.2695	-0.210207
52.7344	-0.582653	52.7344	-0.206347
54.1992	-0.583241	54.1992	-0.205162
55.6641	-0.579917	55.6641	-0.202156
58.5938	-0.583112	58.5938	-0.199436
60.0586	-0.582145	60.0586	-0.19692
62.9883	-0.583353	62.9883	-0.193044
64.4531	-0.588102	64.4531	-0.192649
67.3828	-0.600947	67.3828	-0.192864
68.8477	-0.598395	68.8477	-0.189743
71.7773	-0.571357	71.7773	-0.176171
74.707	-0.561028	74.707	-0.168442
77.6367	-0.567312	77.6367	-0.166061
79.1016	-0.569134	79.1016	-0.163967
82.0312	-0.573224	82.0312	-0.160489
84.9609	-0.580011	84.9609	-0.157423
87.8906	-0.58752	87.8906	-0.155525
90.8203	-0.571924	90.8203	-0.144238
95.2148	-0.570305	95.2148	-0.135724
98.1445	-0.550104	98.1445	-0.12361
101.074	-0.55725	101.074	-0.121386
105.469	-0.561668	105.469	-0.118959
108.398	-0.588788	108.398	-0.131599
112.793	-0.472431	112.793	-0.0788452
117.188	-0.451002	117.188	-0.0581505
120.117	-0.456439	120.117	-0.0591212
124.512	-0.429321	124.512	-0.0391988
128.906	-0.42494	128.906	-0.0282932
133.301	-0.39504	133.301	-0.0077842
139.16	-0.332852	139.16	0.0272378
143.555	-0.259651	143.555	0.066719
147.949	-0.166935	147.949	0.110603
