* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\3-ERDI.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 2:48:00 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\3-ERDI.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 3-ERDI
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	50.638065	-49.7221
20.144928	50.540066	-48.3746
20.290907	50.503990	-46.9353
20.437943	50.654362	-45.5589
20.586044	50.864849	-44.3757
20.735220	51.034538	-43.6163
20.885475	51.210785	-43.1344
21.036821	51.407867	-42.8092
21.189262	51.624714	-42.7938
21.342808	51.884243	-43.1999
21.497467	52.128727	-44.0327
21.653246	52.320621	-45.4390
21.810154	52.421940	-47.1057
21.968201	52.359512	-48.8420
22.127390	52.201210	-50.4254
22.287735	51.974281	-51.5145
22.449242	51.728191	-52.2745
22.611917	51.535057	-52.7134
22.775772	51.354218	-52.9638
22.940815	51.173805	-53.1991
23.107054	50.979271	-53.3040
23.274498	50.739719	-53.2300
23.443153	50.492329	-52.9475
23.613033	50.268364	-52.4114
23.784142	50.055180	-51.6198
23.956491	49.827385	-50.4903
24.130091	49.654152	-49.2195
24.304947	49.628929	-47.9407
24.481071	49.653954	-46.7624
24.658470	49.653999	-45.8855
24.837156	49.653999	-45.1669
25.017136	49.653999	-44.5256
25.198421	49.653999	-43.9745
25.381020	49.653999	-43.4879
25.564941	49.654003	-43.1013
25.750195	49.666119	-42.8763
25.936790	49.654041	-42.7092
26.124741	49.569763	-42.5395
26.314051	49.460167	-42.2984
26.504732	49.359573	-41.8785
26.696796	49.258121	-41.3357
26.890253	49.156364	-40.6942
27.085112	49.057114	-39.9429
27.281382	48.964363	-39.0995
27.479073	48.875114	-38.1025
27.678198	48.766445	-36.8391
27.878765	48.702042	-35.4810
28.080786	48.766743	-34.1308
28.284271	48.874840	-32.8846
28.489231	48.961380	-31.9202
28.695675	49.047878	-31.0951
28.903616	49.128944	-30.3047
29.113064	49.220860	-29.6109
29.324028	49.348576	-29.0384
29.536524	49.480846	-28.5954
29.750557	49.593063	-28.3343
29.966141	49.689903	-28.1482
30.183289	49.752918	-27.9061
30.402010	49.826889	-27.7322
30.622314	49.977558	-27.7129
30.844217	50.123840	-27.8308
31.067726	50.190807	-28.1525
31.292856	50.224964	-28.5115
31.519617	50.237980	-28.7049
31.748020	50.259960	-28.9067
31.978081	50.350506	-29.2317
32.209808	50.432915	-29.6574
32.443211	50.437210	-30.2606
32.678310	50.402065	-30.8573
32.915108	50.329163	-31.2304
33.153625	50.260071	-31.5536
33.393871	50.270672	-31.9675
33.635857	50.260059	-32.3554
33.879597	50.111240	-32.6614
34.125103	49.947205	-32.8429
34.372387	49.876392	-32.7866
34.621464	49.827072	-32.6492
34.872345	49.752163	-32.5484
35.125042	49.685074	-32.4890
35.379574	49.664650	-32.5413
35.635948	49.628067	-32.6259
35.894180	49.505814	-32.7260
36.154285	49.356228	-32.7241
36.416275	49.214588	-32.4674
36.680161	49.081200	-32.0448
36.945961	48.965973	-31.4681
37.213688	48.875118	-30.8170
37.483353	48.827991	-30.1798
37.754974	48.795052	-29.5430
38.028561	48.743568	-28.9251
38.304131	48.702045	-28.3178
38.581699	48.691246	-27.6863
38.861279	48.701965	-27.1278
39.142883	48.740936	-26.7311
39.426529	48.780952	-26.4872
39.712231	48.800743	-26.4570
40.000000	48.789047	-26.5189
40.289856	48.724754	-26.6255
40.581814	48.616188	-26.6152
40.875885	48.443260	-26.2896
41.172089	48.270245	-25.7101
41.470440	48.162014	-24.8140
41.770950	48.097073	-23.7758
42.073643	48.075375	-22.7130
42.378525	48.096939	-21.7353
42.685616	48.183369	-21.0236
42.994934	48.269901	-20.4807
43.306492	48.280819	-20.1059
43.620308	48.270023	-19.7895
43.936401	48.270000	-19.3917
44.254780	48.270004	-19.0006
44.575470	48.280807	-18.7036
44.898483	48.270046	-18.3636
45.223835	48.182892	-17.8665
45.551544	48.097099	-17.2300
45.881630	48.082115	-16.3613
46.214108	48.108929	-15.4783
46.548996	48.190117	-14.8193
46.886307	48.269897	-14.2329
47.226067	48.263889	-13.6189
47.568283	48.269951	-13.0589
47.912983	48.399265	-12.6089
48.260181	48.528816	-12.2455
48.609894	48.534389	-11.9818
48.962143	48.528992	-11.7643
49.316940	48.615353	-11.5242
49.674313	48.701881	-11.3203
50.034271	48.712818	-11.2309
50.396843	48.702023	-11.1292
50.762039	48.702000	-10.9015
51.129883	48.702003	-10.5846
51.500389	48.691193	-10.1423
51.873581	48.701950	-9.6808
52.249481	48.784470	-9.2992
52.628101	48.874863	-8.9835
53.009464	48.909832	-8.7773
53.393593	48.936947	-8.6063
53.780506	48.985474	-8.3681
54.170223	49.047890	-8.1892
54.562763	49.141293	-8.1917
54.958145	49.220901	-8.2888
55.356396	49.231819	-8.4500
55.757530	49.221024	-8.6267
56.161572	49.231808	-8.7821
56.568542	49.221046	-8.8510
56.978462	49.134663	-8.7511
57.391350	49.048138	-8.4966
57.807232	49.029999	-8.0154
58.226128	49.047943	-7.4839
58.648056	49.096336	-7.0495
59.073048	49.162884	-6.7294
59.501114	49.244305	-6.6293
59.932281	49.307915	-6.6309
60.366577	49.306778	-6.6838
60.804020	49.280056	-6.6901
61.244629	49.248802	-6.5203
61.688435	49.221039	-6.2186
62.135452	49.201073	-5.7178
62.585712	49.220921	-5.2238
63.039234	49.350769	-4.9550
63.496040	49.480824	-4.8082
63.956161	49.486889	-4.7693
64.419617	49.480988	-4.7859
64.886421	49.563404	-4.7780
65.356621	49.646877	-4.8139
65.830215	49.660877	-4.9745
66.307251	49.654026	-5.1427
66.787743	49.654438	-5.2080
67.271713	49.653999	-5.2300
67.759193	49.653999	-5.2315
68.250206	49.653999	-5.2130
68.744774	49.653999	-5.1823
69.242928	49.654003	-5.1401
69.744690	49.653999	-5.0897
70.250084	49.653999	-5.0311
70.759148	49.653999	-4.9651
71.271896	49.653999	-4.8921
71.788361	49.653999	-4.8132
72.308571	49.653999	-4.7282
72.832550	49.653999	-4.6375
73.360321	49.653999	-4.5412
73.891922	49.653999	-4.4399
74.427376	49.653999	-4.3322
74.966705	49.653999	-4.2175
75.509949	49.653999	-4.0942
76.057121	49.653999	-3.9635
76.608261	49.653999	-3.8173
77.163399	49.652061	-3.6444
77.722557	49.653984	-3.4564
78.285767	49.665909	-3.2536
78.853058	49.684956	-3.0594
79.424461	49.711761	-2.8969
80.000000	49.741943	-2.7662
80.579712	49.771633	-2.6798
81.163628	49.799950	-2.6241
81.751770	49.822392	-2.5791
82.344177	49.845951	-2.5769
82.940880	49.887051	-2.6705
83.541901	49.912975	-2.7778
84.147285	49.878773	-2.8388
84.757050	49.837070	-2.8401
85.371231	49.831997	-2.7036
85.989868	49.844955	-2.5632
86.612984	49.884045	-2.5621
87.240616	49.912964	-2.5969
87.872803	49.880772	-2.6218
88.509560	49.839077	-2.6061
89.150940	49.830261	-2.4767
89.796967	49.831989	-2.3153
90.447670	49.835926	-2.1873
91.103088	49.841984	-2.0702
91.763260	49.846992	-1.9646
92.428215	49.851994	-1.8662
93.097992	49.856991	-1.7706
93.772614	49.861988	-1.6782
94.452133	49.866989	-1.5878
95.136566	49.871994	-1.4992
95.825966	49.876991	-1.4117
96.520363	49.881989	-1.3252
97.219788	49.886990	-1.2394
97.924286	49.891991	-1.1542
98.633881	49.896988	-1.0693
99.348625	49.901993	-0.9852
100.068542	49.906990	-0.9023
100.793686	49.911987	-0.8202
101.524078	49.916985	-0.7386
102.259766	49.921986	-0.6572
103.000778	49.926987	-0.5756
103.747162	49.931988	-0.4942
104.498962	49.936989	-0.4134
105.256203	49.941994	-0.3331
106.018929	49.946991	-0.2535
106.787186	49.951988	-0.1742
107.561012	49.956993	-0.0950
108.340446	49.961994	-0.0161
109.125526	49.966995	0.0625
109.916290	49.971992	0.1409
110.712791	49.976990	0.2190
111.515060	49.981987	0.2968
112.323143	49.986992	0.3745
113.137085	49.991989	0.4518
113.956924	49.996986	0.5289
114.782700	50.001984	0.6058
115.614464	50.006989	0.6825
116.452255	50.011990	0.7589
117.296112	50.016991	0.8349
118.146095	50.021988	0.9108
119.002228	50.026989	0.9869
119.864563	50.031990	1.0628
120.733154	50.036987	1.1385
121.608040	50.041985	1.2138
122.489258	50.047050	1.2884
123.376869	50.051987	1.3628
124.270905	50.056488	1.4378
125.171425	50.060993	1.5129
126.078468	50.065926	1.5880
126.992081	50.070992	1.6628
127.912323	50.075989	1.7370
128.839233	50.080994	1.8109
129.772842	50.085991	1.8849
130.713242	50.090988	1.9589
131.660431	50.095989	2.0328
132.614502	50.100986	2.1068
133.575485	50.105988	2.1808
134.543427	50.110992	2.2549
135.518387	50.115990	2.3294
136.500412	50.120991	2.4039
137.489548	50.125988	2.4774
138.485855	50.130989	2.5508
139.489380	50.135986	2.6248
140.500168	50.140987	2.6988
141.518295	50.145988	2.7728
142.543793	50.150986	2.8468
143.576721	50.155991	2.9212
144.617142	50.160992	2.9958
145.665100	50.165985	3.0708
