* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\2-DI.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 2:40:58 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\2-DI.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced
* Measurement: 2-DI
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	47.259945	56.9513
20.144928	47.315380	56.5785
20.290907	47.370949	56.1264
20.437943	47.444763	55.4886
20.586044	47.482994	54.8384
20.735220	47.404587	54.3176
20.885475	47.309093	53.9154
21.036821	47.295509	53.6855
21.189262	47.285027	53.5751
21.342808	47.208595	53.5463
21.497467	47.135071	53.6079
21.653246	47.133991	53.7413
21.810154	47.135014	53.9906
21.968201	47.053780	54.4319
22.127390	47.001019	54.9514
22.287735	47.102074	55.4784
22.449242	47.229904	55.9587
22.611917	47.271404	56.2692
22.775772	47.308941	56.5457
22.940815	47.392624	56.9500
23.107054	47.506832	57.2807
23.274498	47.675205	57.3369
23.443153	47.829819	57.2761
23.613033	47.880585	57.1703
23.784142	47.916958	57.0771
23.956491	48.010330	57.1381
24.130091	48.125858	57.1730
24.304947	48.263702	57.0069
24.481071	48.389851	56.7634
24.658470	48.451862	56.5066
24.837156	48.504921	56.2414
25.017136	48.604130	55.9897
25.198421	48.697914	55.7642
25.381020	48.731228	55.5888
25.564941	48.768955	55.4511
25.750195	48.868565	55.4136
25.936790	48.997829	55.2763
26.124741	49.171528	54.7634
26.314051	49.305859	54.1639
26.504732	49.270699	53.6789
26.696796	49.219044	53.2984
26.890253	49.297325	53.1346
27.085112	49.396889	53.0201
27.281382	49.445580	52.7586
27.479073	49.478966	52.5472
27.678198	49.490402	52.5885
27.878765	49.534893	52.6729
28.080786	49.699368	52.6561
28.284271	49.881760	52.5422
28.489231	49.980434	52.2761
28.695675	50.079849	51.8926
28.903616	50.256115	51.4224
29.113064	50.433762	50.8240
29.324028	50.546803	50.0463
29.536524	50.641891	49.1481
29.750557	50.759434	48.1605
29.966141	50.852921	47.1152
30.183289	50.873684	46.0443
30.402010	50.868015	44.9783
30.622314	50.885181	43.9192
30.844217	50.868053	42.9850
31.067726	50.738194	42.3149
31.292856	50.608170	41.8486
31.519617	50.591747	41.6291
31.748020	50.607979	41.4852
31.978081	50.608002	41.2232
32.209808	50.607998	40.9514
32.443211	50.607254	40.7065
32.678310	50.607994	40.5102
32.915108	50.598495	40.4550
