Param_Coord_x1 = 1
Param_Coord_x2 = 130
Param_Coord_x3 = 0
Param_Coord_Type = Spherical
Param_Coord_AngularFormat = degree
Param_Coord_Front = '0,0'
Param_Coord_Top = '90,0'
Data_Domain=Frequency
Data_Phase_AngularFormat=degree
Data_Format = LeveldB_Phase
Data_LevelType=SoundPressure

Curve=[
2.0507813e+01 6.6418070e+01 -4.0732086e+01
2.1972656e+01 6.7879175e+01 -4.8528321e+01
2.3437500e+01 6.8492872e+01 -5.3082972e+01
2.4902344e+01 6.9880320e+01 -6.2718840e+01
2.6367188e+01 7.0581732e+01 -7.2469442e+01
2.7832031e+01 7.1059518e+01 -8.0280827e+01
2.9296875e+01 7.1951610e+01 -8.7151510e+01
3.0761719e+01 7.2697796e+01 -9.4795397e+01
3.2226563e+01 7.3448967e+01 -1.0211992e+02
3.3691406e+01 7.4147896e+01 -1.0929419e+02
3.5156250e+01 7.4827990e+01 -1.1593779e+02
3.6621094e+01 7.5532664e+01 -1.2236342e+02
3.8085938e+01 7.6120468e+01 -1.2881191e+02
3.9550781e+01 7.6632642e+01 -1.3493155e+02
4.1015625e+01 7.7130097e+01 -1.4079915e+02
4.2480469e+01 7.7662238e+01 -1.4678507e+02
4.3945313e+01 7.8133901e+01 -1.5201149e+02
4.5410156e+01 7.8605603e+01 -1.5714016e+02
4.6875000e+01 7.9056167e+01 -1.6251102e+02
4.8339844e+01 7.9468755e+01 -1.6770823e+02
5.1269531e+01 8.0296116e+01 -1.7780048e+02
5.2734375e+01 8.0694735e+01 1.7743221e+02
5.4199219e+01 8.1065229e+01 1.7271395e+02
5.5664063e+01 8.1411938e+01 1.6790240e+02
5.8593750e+01 8.2039315e+01 1.5845768e+02
6.0058594e+01 8.2303214e+01 1.5347300e+02
6.2988281e+01 8.2868354e+01 1.4371780e+02
6.4453125e+01 8.3114154e+01 1.3924181e+02
6.7382813e+01 8.3537134e+01 1.3040697e+02
6.8847656e+01 8.3652717e+01 1.2596258e+02
7.1777344e+01 8.3848484e+01 1.1569641e+02
7.4707031e+01 8.4032838e+01 1.0639171e+02
7.7636719e+01 8.4077562e+01 9.8533768e+01
7.9101563e+01 8.3972552e+01 9.4498337e+01
8.2031250e+01 8.3816985e+01 8.5864771e+01
8.4960938e+01 8.3724513e+01 7.8402154e+01
8.7890625e+01 8.3515258e+01 7.2164280e+01
9.0820313e+01 8.3275803e+01 6.5607512e+01
9.5214844e+01 8.3100145e+01 5.7777347e+01
9.8144531e+01 8.2847178e+01 5.2925277e+01
1.0107422e+02 8.2795081e+01 4.7847029e+01
1.0546875e+02 8.2514314e+01 4.1117279e+01
1.0839844e+02 8.2348499e+01 3.6714921e+01
1.1279297e+02 8.2119597e+01 3.1225927e+01
1.1718750e+02 8.1877117e+01 2.5489609e+01
1.2011719e+02 8.1689558e+01 2.2268753e+01
1.2451172e+02 8.1418996e+01 1.6975423e+01
1.2890625e+02 8.1137510e+01 1.3411903e+01
1.3330078e+02 8.0938858e+01 9.9470695e+00
1.3916016e+02 8.0892556e+01 5.9437571e+00
1.4355469e+02 8.0760560e+01 1.6624751e+00
1.4794922e+02 8.0543992e+01 -1.8300084e+00
1.5380859e+02 8.0159687e+01 -5.0807760e+00
1.5966797e+02 8.0237639e+01 -7.1611180e+00
1.6552734e+02 8.0119774e+01 -1.2337541e+01
1.7138672e+02 7.9948719e+01 -1.4100509e+01
1.7724609e+02 8.0080125e+01 -1.9272221e+01
1.8310547e+02 7.9668015e+01 -2.3560810e+01
1.8896484e+02 7.9207883e+01 -2.4866743e+01
1.9628906e+02 7.9587707e+01 -2.5924488e+01
2.0361328e+02 7.9699533e+01 -3.2632495e+01
2.1093750e+02 7.9257347e+01 -3.7484871e+01
2.1826172e+02 7.8903474e+01 -4.0378811e+01
2.2558594e+02 7.8713827e+01 -4.4255713e+01
2.3291016e+02 7.8105341e+01 -4.2125207e+01
2.4169922e+02 7.8980060e+01 -4.8236359e+01
2.5048828e+02 7.8171525e+01 -5.1543308e+01
2.5927734e+02 7.8160477e+01 -5.2351680e+01
2.6806641e+02 7.8477960e+01 -5.3786376e+01
2.7685547e+02 7.8470858e+01 -6.2655336e+01
2.8710938e+02 7.6871196e+01 -6.3075756e+01
2.9736328e+02 7.7210738e+01 -5.8200269e+01
3.0761719e+02 7.7526352e+01 -6.2906727e+01
3.1933594e+02 7.7558495e+01 -6.1535859e+01
3.2958984e+02 7.7767057e+01 -6.7462584e+01
3.4130859e+02 7.8255092e+01 -6.6946197e+01
3.5302734e+02 7.9229610e+01 -7.3984480e+01
3.6621094e+02 7.9669595e+01 -8.7326587e+01
3.7939453e+02 7.8272485e+01 -1.0092744e+02
3.9257813e+02 7.7722930e+01 -9.6630150e+01
4.0576172e+02 7.8204484e+01 -1.0107311e+02
4.2041016e+02 7.8815737e+01 -1.1028833e+02
4.3505859e+02 7.7739194e+01 -1.2258188e+02
