"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	59.7005
21.2402	59.8092
21.9727	60.8342
22.7051	61.0312
23.4375	61.9991
24.1699	62.515
25.6348	63.3027
26.3672	63.7914
27.0996	64.3443
27.832	64.7889
29.2969	65.5442
30.0293	65.9558
31.4941	66.914
32.2266	67.2976
33.6914	67.9752
34.4238	68.4737
35.8887	69.0749
37.3535	69.8556
38.8184	70.4475
39.5508	70.7713
41.0156	71.4238
42.4805	72.1472
43.9453	72.8535
45.4102	73.346
47.6074	74.3381
49.0723	74.9986
50.5371	75.4822
52.7344	76.3289
54.1992	76.8382
56.3965	77.6767
58.5938	78.452
60.0586	78.9591
62.2559	79.6749
64.4531	80.4365
66.6504	80.9965
69.5801	81.9625
71.7773	82.444
73.9746	83.0293
76.9043	83.5551
79.834	84.137
82.7637	84.6799
85.6934	84.9164
88.623	85.0774
91.5527	84.6721
94.4824	85.5765
98.1445	85.2229
101.807	85.1872
105.469	85.1248
109.131	84.9826
112.793	84.9398
116.455	84.9173
120.85	84.826
125.244	84.3356
129.639	83.7967
134.033	83.908
138.428	83.7496
143.555	83.5693
148.682	83.3032
153.809	83.0351
159.668	83.0677
164.795	82.8732
170.654	82.4381
176.514	82.1851
183.105	82.0556
189.697	82.0057
196.289	82.031
202.881	81.8005
210.205	81.6107
217.529	81.4684
225.586	81.263
232.91	81.2325
241.699	81.0641
249.756	80.9132
258.545	81.1991
268.066	80.7472
277.588	80.7699
287.109	80.8964
297.363	80.8402
307.617	80.9141
318.604	80.6783
329.59	80.6726
341.309	80.4775
353.76	80.4587
366.211	80.5232
378.662	80.82
392.578	80.4512
405.762	79.9452
420.41	80.4784
435.059	80.7812
450.439	81.2715
466.553	81.3158
482.666	81.1911
500.244	81.1045
517.822	81.0581
536.133	80.4904
554.443	80.8377
574.219	81.094
594.727	80.7029
615.234	80.7535
637.207	81.1155
659.912	81.1224
683.35	81.0825
706.787	81.493
731.689	81.6997
758.057	82.0904
784.424	82.5697
812.256	82.7067
840.82	83.0546
870.85	82.798
901.611	83.134
933.105	82.6652
966.064	81.9984
999.756	80.5812
1,034.91	78.8531
1,071.53	77.4603
1,109.62	77.8524
1,148.44	78.1356
1,189.45	78.6435
1,231.2	79.0458
1,274.41	79.1634
1,319.82	79.0094
1,365.97	78.897
1,414.31	78.7278
1,464.11	78.6109
1,515.38	78.8877
1,568.85	78.8545
1,624.51	78.2996
1,681.64	77.6684
1,740.97	77.5619
1,802.49	77.5944
1,866.21	77.0251
1,932.13	76.3732
2,000.24	76.6772
2,070.56	77.467
2,143.8	77.4252
2,219.24	76.6905
2,297.61	77.0053
2,378.17	77.6081
2,462.4	77.1985
2,548.83	76.6521
2,638.92	77.1183
2,731.93	77.2361
2,828.61	77.1732
2,928.22	76.1477
3,031.49	74.595
3,138.43	74.7854
3,249.02	74.7868
3,363.28	75.2036
3,481.93	75.5872
3,604.98	75.95
3,732.42	76.5494
3,863.53	77.2185
3,999.76	77.5902
4,141.11	78.3343
4,286.87	78.6368
4,438.48	78.8579
4,594.48	78.9858
4,757.08	79.0557
4,924.8	79.0779
5,098.39	78.7018
5,277.83	78.8882
5,463.87	78.8776
5,656.49	78.7531
5,856.45	79.1227
6,062.99	79.2675
6,276.86	79.3251
6,498.05	79.3422
6,727.29	79.3476
6,964.6	79.1632
7,209.96	79.037
7,464.11	78.9191
7,727.78	79.1025
8,000.24	79.4085
8,282.23	79.7969
8,574.46	79.8289
8,876.22	79.6734
9,189.7	79.467
9,513.43	79.2188
9,848.88	79.1777
10,196.8	79.2161
10,556.4	79.188
10,928.5	78.9549
11,313.7	78.5653
11,712.9	77.9326
12,126	77.2898
12,553.7	77.006
12,996.1	76.6577
13,454.6	76.3905
13,928.5	76.3486
14,419.9	76.4499
14,928.2	76.5675
15,454.8	76.7406
15,999.8	76.6814
16,564.5	76.4522
17,148.2	76.3678
17,753.2	76.2893
18,379.4	75.8773
19,027.6	75.2257
19,698.5	74.9671
19,999.5	74.8576
