"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	74.8193	20.5078	75.0113	20.5078	74.9164
21.9727	72.9532	21.9727	73.2597	21.9727	73.1092
23.4375	68.4931	23.4375	68.1214	23.4375	68.3112
24.9023	63.6193	24.9023	62.4175	24.9023	63.0598
26.3672	58.2947	26.3672	61.9416	26.3672	60.4902
27.832	73.8191	27.832	74.1266	27.832	73.9756
29.2969	79.2792	29.2969	79.4205	29.2969	79.3505
30.7617	81.4723	30.7617	81.4958	30.7617	81.4841
32.2266	82.6541	32.2266	82.5889	32.2266	82.6216
33.6914	83.4556	33.6914	83.1995	33.6914	83.3294
35.1563	85.8724	35.1563	85.4896	35.1563	85.6852
36.6211	89.9652	36.6211	89.6476	36.6211	89.8093
38.0859	93.3598	38.0859	93.0303	38.0859	93.1982
39.5508	96.4022	39.5508	96.0564	39.5508	96.2327
41.0156	99.0374	41.0156	98.6783	41.0156	98.8616
42.4805	101.217	42.4805	100.837	42.4805	101.031
43.9453	102.998	43.9453	102.58	43.9453	102.794
45.4102	104.29	45.4102	103.839	45.4102	104.071
46.875	105.292	46.875	104.821	46.875	105.063
48.3398	106.074	48.3398	105.591	48.3398	105.839
51.2695	107.084	51.2695	106.565	51.2695	106.832
52.7344	107.381	52.7344	106.871	52.7344	107.133
54.1992	107.626	54.1992	107.117	54.1992	107.379
55.6641	107.844	55.6641	107.337	55.6641	107.598
58.5938	108.291	58.5938	107.766	58.5938	108.037
60.0586	108.41	60.0586	107.866	60.0586	108.146
62.9883	108.519	62.9883	107.942	62.9883	108.24
64.4531	108.544	64.4531	107.952	64.4531	108.258
67.3828	108.665	67.3828	108.027	67.3828	108.357
68.8477	108.774	68.8477	108.106	68.8477	108.453
71.7773	109.017	71.7773	108.383	71.7773	108.712
74.707	109.52	74.707	108.93	74.707	109.235
77.6367	110.311	77.6367	109.701	77.6367	110.017
79.1016	110.667	79.1016	110.046	79.1016	110.367
82.0313	110.855	82.0313	110.188	82.0313	110.534
84.9609	110.133	84.9609	109.46	84.9609	109.81
87.8906	109.229	87.8906	108.576	87.8906	108.915
90.8203	108.303	90.8203	107.684	90.8203	108.004
95.2148	108.244	95.2148	107.527	95.2148	107.9
98.1445	107.972	98.1445	107.253	98.1445	107.628
101.074	107.904	101.074	107.22	101.074	107.575
105.469	107.903	105.469	107.228	105.469	107.579
108.398	108.237	108.398	107.51	108.398	107.889
112.793	108.974	112.793	108.217	112.793	108.612
117.188	110.788	117.188	109.996	117.188	110.41
120.117	112.035	120.117	111.273	120.117	111.671
124.512	110.849	124.512	109.987	124.512	110.439
128.906	110.078	128.906	109.1	128.906	109.616
133.301	109.92	133.301	108.929	133.301	109.453
139.16	110.055	139.16	108.965	139.16	109.545
143.555	110.26	143.555	109.024	143.555	109.686
147.949	110.503	147.949	109.106	147.949	109.861
153.809	110.643	153.809	109.245	153.809	110
159.668	110.589	159.668	109.146	159.668	109.927
165.527	110.088	165.527	108.773	165.527	109.48
171.387	109.118	171.387	107.872	171.387	108.54
177.246	107.26	177.246	105.922	177.246	106.642
183.105	103.861	183.105	102.226	183.105	103.12
188.965	102.759	188.965	101.339	188.965	102.107
196.289	106.599	196.289	105.542	196.289	106.103
203.613	108.161	203.613	107.052	203.613	107.641
210.938	109.806	210.938	108.428	210.938	109.171
218.262	109.418	218.262	108.049	218.262	108.787
225.586	108.889	225.586	107.449	225.586	108.228
232.91	109.106	232.91	107.658	232.91	108.442
241.699	108.774	241.699	107.092	241.699	108.014
250.488	109.175	250.488	106.54	250.488	108.054
259.277	109.248	259.277	107.29	259.277	108.378
268.066	108.789	268.066	106.531	268.066	107.805
276.855	108.898	276.855	106.936	276.855	108.027
287.109	108.956	287.109	107.7	287.109	108.373
297.363	109.774	297.363	108.48	297.363	109.175
307.617	110.333	307.617	109.166	307.617	109.789
319.336	111.818	319.336	110.511	319.336	111.213
329.59	112.732	329.59	111.548	329.59	112.18
341.309	110.53	341.309	109.385	341.309	109.995
353.027	110.347	353.027	108.461	353.027	109.506
366.211	110.354	366.211	108.802	366.211	109.647
379.395	109.761	379.395	109.06	379.395	109.424
392.578	108.812	392.578	107.678	392.578	108.282
405.762	108.831	405.762	107.513	405.762	108.222
420.41	109.591	420.41	108.331	420.41	109.007
435.059	108.875	435.059	107.735	435.059	108.342
451.172	109.539	451.172	107.178	451.172	108.517
465.82	108.849	465.82	107.74	465.82	108.33
483.398	109.849	483.398	108.938	483.398	109.418
499.512	110.224	499.512	109.09	499.512	109.694
517.09	110.303	517.09	109.466	517.09	109.904
536.133	110.143	536.133	108.158	536.133	109.263
555.176	109.523	555.176	108.672	555.176	109.118
574.219	109.123	574.219	108.735	574.219	108.933
594.727	108.871	594.727	109.604	594.727	109.253
615.234	108.988	615.234	109.481	615.234	109.241
637.207	109.101	637.207	109.61	637.207	109.363
659.18	107.678	659.18	110.349	659.18	109.215
682.617	107.139	682.617	109.315	682.617	108.362
707.52	107.734	707.52	109.516	707.52	108.716
732.422	107.435	732.422	109.619	732.422	108.663
757.324	110.065	757.324	110.531	757.324	110.304
785.156	112.273	785.156	113.011	785.156	112.658
811.523	111.022	811.523	110.72	811.523	110.874
840.82	110.501	840.82	108.309	840.82	109.542
870.117	111.076	870.117	106.686	870.117	109.413
900.879	110.5	900.879	107.908	900.879	109.394
933.105	110.238	933.105	106.138	933.105	108.655
965.332	109.749	965.332	106.604	965.332	108.455
1,000.49	109.664	1,000.49	106.356	1,000.49	108.317
1,035.64	108.842	1,035.64	106.88	1,035.64	107.97
1,072.27	107.63	1,072.27	105.615	1,072.27	106.738
1,108.89	106.308	1,108.89	106.064	1,108.89	106.187
1,148.44	105.244	1,148.44	105.451	1,148.44	105.349
1,189.45	104.72	1,189.45	104.704	1,189.45	104.712
1,230.47	104.159	1,230.47	104.555	1,230.47	104.362
1,274.41	102.989	1,274.41	104.267	1,274.41	103.675
1,319.82	101.543	1,319.82	103.607	1,319.82	102.696
1,366.7	101.635	1,366.7	103.113	1,366.7	102.437
1,413.57	100.987	1,413.57	103.522	1,413.57	102.437
1,463.38	101.249	1,463.38	102.7	1,463.38	102.035
1,516.11	102.246	1,516.11	101.705	1,516.11	101.984
1,568.85	101.994	1,568.85	102.067	1,568.85	102.031
1,624.51	101.426	1,624.51	105.53	1,624.51	103.946
1,681.64	102.456	1,681.64	107.528	1,681.64	105.694
1,741.7	102.815	1,741.7	107.754	1,741.7	105.952
1,803.22	101.269	1,803.22	107.278	1,803.22	105.239
1,866.21	99.7386	1,866.21	107.379	1,866.21	105.058
1,932.13	101.71	1,932.13	106.399	1,932.13	104.659
1,999.51	103.204	1,999.51	104.725	1,999.51	104.031
2,069.82	105.016	2,069.82	104.06	2,069.82	104.564
2,143.07	105.733	2,143.07	102.671	2,143.07	104.466
2,219.24	106.386	2,219.24	102.585	2,219.24	104.889
2,296.88	106.789	2,296.88	104.064	2,296.88	105.637
2,378.91	106.601	2,378.91	104.66	2,378.91	105.738
2,462.4	106.699	2,462.4	104.836	2,462.4	105.867
2,548.83	107.228	2,548.83	104.984	2,548.83	106.249
2,639.65	107.736	2,639.65	105.096	2,639.65	106.614
2,731.93	108.216	2,731.93	105.265	2,731.93	106.987
2,828.61	107.904	2,828.61	105.59	2,828.61	106.9
2,928.22	109.265	2,928.22	106.489	2,928.22	108.095
3,030.76	109.148	3,030.76	106.068	3,030.76	107.875
3,137.7	108.76	3,137.7	104.913	3,137.7	107.249
