"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.5078	52.0341	20.5078	52.2515	20.5078	52.6522	20.5078	52.4282
21.9727	54.669	21.9727	54.7797	21.9727	54.8966	21.9727	54.8208
23.4375	56.5307	23.4375	56.546	23.4375	56.602	23.4375	56.5727
24.9023	58.5904	24.9023	58.6122	24.9023	58.6463	24.9023	58.626
26.3672	61.1573	26.3672	61.1513	26.3672	61.0736	26.3672	61.1116
27.832	62.4058	27.832	62.4011	27.832	62.3381	27.832	62.3689
29.2969	64.1488	29.2969	64.126	29.2969	64.027	29.2969	64.0785
30.7617	65.8633	30.7617	65.842	30.7617	65.7612	30.7617	65.8037
32.2266	67.2159	32.2266	67.1928	32.2266	67.1032	32.2266	67.1503
33.6914	68.8101	33.6914	68.7441	33.6914	68.5148	33.6914	68.6378
35.1562	70.1921	35.1562	70.1084	35.1562	69.8668	35.1562	69.9995
36.6211	71.3745	36.6211	71.285	36.6211	71.0466	36.6211	71.1789
38.0859	72.8112	38.0859	72.7011	38.0859	72.3983	38.0859	72.5663
39.5508	74.1191	39.5508	74.0061	39.5508	73.7107	39.5508	73.8757
41.0156	75.389	41.0156	75.2563	41.0156	74.9099	41.0156	75.1041
42.4805	76.6729	42.4805	76.5282	42.4805	76.1628	42.4805	76.369
43.9453	77.8353	43.9453	77.6789	43.9453	77.2957	43.9453	77.5132
45.4102	78.9173	45.4102	78.7493	45.4102	78.3415	45.4102	78.5737
46.875	79.9032	46.875	79.7378	46.875	79.3416	46.875	79.5674
48.3398	80.7237	48.3398	80.5618	48.3398	80.1825	48.3398	80.3992
51.2695	82.1028	51.2695	81.9286	51.2695	81.5286	51.2695	81.7582
52.7344	82.615	52.7344	82.4237	52.7344	81.9896	52.7344	82.2399
54.1992	83.0089	54.1992	82.8038	54.1992	82.3519	54.1992	82.6141
55.6641	83.1738	55.6641	82.9779	55.6641	82.5481	55.6641	82.7972
58.5938	83.4604	58.5938	83.2259	58.5938	82.7029	58.5938	83.0073
60.0586	83.5708	60.0586	83.3305	60.0586	82.7689	60.0586	83.0942
62.9883	83.5574	62.9883	83.3269	62.9883	82.8118	62.9883	83.1113
64.4531	83.5033	64.4531	83.2732	64.4531	82.7733	64.4531	83.065
67.3828	83.3259	67.3828	83.1023	67.3828	82.62	67.3828	82.9014
68.8477	83.2505	68.8477	83.0394	68.8477	82.6098	68.8477	82.862
71.7773	83.2156	71.7773	82.9792	71.7773	82.5318	71.7773	82.7984
74.707	83.2524	74.707	83.0027	74.707	82.4995	74.707	82.7971
77.6367	83.185	77.6367	82.9485	77.6367	82.4843	77.6367	82.7594
79.1016	83.1215	79.1016	82.8838	79.1016	82.4168	79.1016	82.6935
82.0312	82.9588	82.0312	82.7032	82.0312	82.2505	82.0312	82.5239
84.9609	82.9432	84.9609	82.6583	84.9609	82.1371	84.9609	82.4515
87.8906	82.7746	87.8906	82.5151	87.8906	82.1736	87.8906	82.392
90.8203	83.3074	90.8203	82.8617	90.8203	82.004	90.8203	82.5298
95.2148	82.5824	95.2148	82.3339	95.2148	81.9661	95.2148	82.1953
98.1445	82.7004	98.1445	82.3657	98.1445	81.8431	98.1445	82.1691
101.074	82.4503	101.074	82.1777	101.074	81.9102	101.074	82.0947
105.469	82.7653	105.469	82.3726	105.469	81.7309	105.469	82.1311
108.398	82.9121	108.398	82.454	108.398	81.7041	108.398	82.1757
112.793	82.9177	112.793	82.4298	112.793	81.7398	112.793	82.1868
117.188	82.8654	117.188	82.3544	117.188	81.5061	117.188	82.0422
120.117	83.0293	120.117	82.5202	120.117	81.4189	120.117	82.0913
124.512	82.6676	124.512	82.257	124.512	81.4134	124.512	81.9236
128.906	82.5528	128.906	82.1505	128.906	81.6126	128.906	81.9614
133.301	82.5006	133.301	82.0647	133.301	81.4577	133.301	81.8496
139.16	82.4735	139.16	81.963	139.16	81.2369	139.16	81.7081
143.555	82.3884	143.555	81.8281	143.555	81.1215	143.555	81.594
147.949	82.3186	147.949	81.7428	147.949	80.9645	147.949	81.4786
153.809	82.2329	153.809	81.6171	153.809	80.6985	153.809	81.2973
159.668	82.2034	159.668	81.5905	159.668	80.7228	159.668	81.2935
165.527	82.174	165.527	81.5718	165.527	80.8916	165.527	81.36
171.387	82.289	171.387	81.5482	171.387	80.6798	171.387	81.2819
177.246	82.129	177.246	81.3931	177.246	80.1939	177.246	80.9766
183.105	81.6275	183.105	80.9959	183.105	80.1229	183.105	80.7009
188.965	81.684	188.965	80.9221	188.965	79.9652	188.965	80.6205
196.289	81.8328	196.289	80.9828	196.289	79.7728	196.289	80.5908
203.613	81.6394	203.613	80.6894	203.613	79.4409	203.613	80.3068
210.938	81.67	210.938	80.7967	210.938	79.2708	210.938	80.2757
218.262	81.3096	218.262	80.5761	218.262	79.379	218.262	80.16
225.586	81.2791	225.586	80.4442	225.586	79.3371	225.586	80.0937
232.91	81.4589	232.91	80.5015	232.91	78.8762	232.91	79.9621
241.699	80.7946	241.699	80.1009	241.699	78.356	241.699	79.4411
250.488	79.8329	250.488	79.5705	250.488	78.4274	250.488	79.0643
259.277	78.6522	259.277	77.2987	259.277	80.9227	259.277	79.7515
268.066	83.1026	268.066	80.2284	268.066	81.1329	268.066	81.3834
276.855	82.987	276.855	81.039	276.855	79.5504	276.855	80.8477
287.109	82.6771	287.109	80.9205	287.109	79.0459	287.109	80.52
297.363	82.845	297.363	81.1829	297.363	79.2888	297.363	80.7451
307.617	83.1633	307.617	81.431	307.617	78.8584	307.617	80.773
319.336	82.8699	319.336	81.1143	319.336	78.7397	319.336	80.5323
329.59	83.2552	329.59	81.6774	329.59	78.7889	329.59	80.8619
341.309	83.5041	341.309	82.0568	341.309	79.5559	341.309	81.3298
353.027	84.5045	353.027	82.9653	353.027	80.1161	353.027	82.1497
366.211	84.1935	366.211	82.8292	366.211	79.8366	366.211	81.9084
379.395	74.9244	379.395	73.3624	379.395	72.0833	379.395	73.1374
392.578	77.0713	392.578	75.7632	392.578	71.5956	392.578	74.4715
405.762	78.367	405.762	76.8332	405.762	73.4082	405.762	75.8338
420.41	79.582	420.41	78.1299	420.41	73.7126	420.41	76.8239
435.059	79.3121	435.059	78.0864	435.059	73.6581	435.059	76.6958
451.172	80.1988	451.172	78.7598	451.172	74.2838	451.172	77.4339
465.82	80.3537	465.82	79.1897	465.82	74.4568	465.82	77.699
483.398	80.4899	483.398	79.4599	483.398	75.0879	483.398	78.0159
499.512	80.5933	499.512	79.1025	499.512	74.5829	499.512	77.7847
517.09	81.6698	517.09	80.3953	517.09	75.3586	517.09	78.8712
536.133	81.406	536.133	79.4744	536.133	74.986	536.133	78.3331
555.176	81.9096	555.176	80.3019	555.176	74.6474	555.176	78.7708
574.219	82.0505	574.219	80.5735	574.219	75.3561	574.219	79.0845
594.727	81.8401	594.727	80.0798	594.727	75.8209	594.727	78.9298
615.234	82.3495	615.234	79.96	615.234	74.8738	615.234	78.8725
637.207	82.2654	637.207	79.8795	637.207	75.6195	637.207	78.9777
659.18	83.6817	659.18	80.9241	659.18	75.6219	659.18	79.957
682.617	85.2288	682.617	82.4108	682.617	78.1007	682.617	81.6817
707.52	84.8051	707.52	81.7944	707.52	78.0174	707.52	81.278
732.422	84.0758	732.422	80.9569	732.422	76.1324	732.422	80.2526
757.324	81.888	757.324	78.2422	757.324	74.2526	757.324	77.9668
785.156	83.1074	785.156	80.7807	785.156	76.7621	785.156	79.9148
811.523	80.5589	811.523	78.494	811.523	74.6371	811.523	77.5668
840.82	81.2128	840.82	78.5641	840.82	75.4099	840.82	78.0623
870.117	77.7117	870.117	74.8087	870.117	73.5234	870.117	75.0196
900.879	79.3851	900.879	76.1466	900.879	71.775	900.879	75.594
933.105	78.5745	933.105	75.9514	933.105	72.8019	933.105	75.4407
965.332	81.3662	965.332	78.8171	965.332	74.0592	965.332	77.8694
1,000.49	80.3413	1,000.49	77.4917	1,000.49	73.88	1,000.49	76.9479
1,035.64	79.8153	1,035.64	77.0208	1,035.64	72.7306	1,035.64	76.286
1,072.27	79.5336	1,072.27	78.1211	1,072.27	71.8097	1,072.27	76.3842
1,108.89	79.5643	1,108.89	77.2804	1,108.89	72.9035	1,108.89	76.3082
1,148.44	78.439	1,148.44	75.3389	1,148.44	70.9353	1,148.44	74.7153
1,189.45	77.3894	1,189.45	75.5375	1,189.45	71.1595	1,189.45	74.3923
1,230.47	81.2474	1,230.47	78.457	1,230.47	70.5253	1,230.47	77.1047
1,274.41	80.7518	1,274.41	78.0537	1,274.41	71.332	1,274.41	76.8157
1,319.82	83.2126	1,319.82	78.5234	1,319.82	72.5869	1,319.82	78.4566
1,366.7	83.8456	1,366.7	79.504	1,366.7	71.9572	1,366.7	79.0417
1,413.57	82.935	1,413.57	78.5387	1,413.57	72.2565	1,413.57	78.2566
