* Freq[Hz]      Mag   Phase[Deg]
5.00000     -1.050     0.000
5.07273     -1.049     0.000
5.14651     -1.048     0.000
5.22137     -1.047     0.000
5.29732     -1.046     0.000
5.37437     -1.045     0.000
5.45254     -1.044     0.000
5.53185     -1.043     0.000
5.61231     -1.043     0.000
5.69394     -1.042     0.000
5.77676     -1.041     0.000
5.86079     -1.041     0.000
5.94604     -1.040     0.000
6.03252     -1.040     0.000
6.12027     -1.040     0.000
6.20929     -1.040     0.000
6.29961     -1.040     0.000
6.39124     -1.040     0.000
6.48420     -1.040     0.000
6.57851     -1.040     0.000
6.67420     -1.040     0.000
6.77128     -1.040     0.000
6.86977     -1.041     0.000
6.96969     -1.041     0.000
7.07107     -1.041     0.000
7.17392     -1.041     0.000
7.27827     -1.042     0.000
7.38413     -1.042     0.000
7.49154     -1.043     0.000
7.60050     -1.043     0.000
7.71105     -1.043     0.000
7.82321     -1.043     0.000
7.93701     -1.044     0.000
8.05245     -1.044     0.000
8.16958     -1.044     0.000
8.28841     -1.044     0.000
8.40896     -1.043     0.000
8.53128     -1.043     0.000
8.65537     -1.042     0.000
8.78126     -1.043     0.000
8.90899     -1.041     0.000
9.03857     -1.040     0.000
9.17004     -1.039     0.000
9.30342     -1.038     0.000
9.43874     -1.037     0.000
9.57603     -1.035     0.000
9.71532     -1.033     0.000
9.85663     -1.031     0.000
10.0000     -1.029     0.000
10.1455     -1.027     0.000
10.2930     -1.025     0.000
10.4427     -1.022     0.000
10.5946     -1.020     0.000
10.7487     -1.018     0.000
10.9051     -1.015     0.000
11.0637     -1.013     0.000
11.2246     -1.010     0.000
11.3879     -1.008     0.000
11.5535     -1.005     0.000
11.7216     -1.003     0.000
11.8921     -1.001     0.000
12.0650     -0.999     0.000
12.2405     -0.997     0.000
12.4186     -0.996     0.000
12.5992     -0.996     0.000
12.7825     -0.995     0.000
12.9684     -0.995     0.000
13.1570     -0.995     0.000
13.3484     -0.997     0.000
13.5426     -0.998     0.000
13.7395     -1.000     0.000
13.9394     -1.002     0.000
14.1421     -1.005     0.000
14.3478     -1.008     0.000
14.5565     -1.012     0.000
14.7683     -1.016     0.000
14.9831     -1.020     0.000
15.2010     -1.024     0.000
15.4221     -1.029     0.000
15.6464     -1.033     0.000
15.8740     -1.037     0.000
16.1049     -1.040     0.000
16.3392     -1.043     0.000
16.5768     -1.046     0.000
16.8179     -1.048     0.000
17.0626     -1.048     0.000
17.3107     -1.048     0.000
17.5625     -1.047     0.000
17.8180     -1.044     0.000
18.0771     -1.041     0.000
18.3401     -1.037     0.000
18.6068     -1.031     0.000
18.8775     -1.025     0.000
19.1521     -1.018     0.000
19.4306     -1.010     0.000
19.7133     -1.002     0.000
20.0000     -0.993     0.000
20.2909     -0.985     0.000
20.5860     -0.977     0.000
20.8855     -0.968     0.000
21.1893     -0.962     0.000
21.4975     -0.956     0.000
21.8102     -0.951     0.000
22.1274     -0.948     0.000
22.4492     -0.946     0.000
22.7758     -0.946     0.000
23.1071     -0.947     0.000
23.4432     -0.950     0.000
23.7841     -0.953     0.000
24.1301     -0.958     0.000
24.4811     -0.963     0.000
24.8372     -0.969     0.000
25.1984     -0.974     0.000
25.5649     -0.978     0.000
25.9368     -0.982     0.000
26.3141     -0.983     0.000
26.6968     -0.983     0.000
27.0851     -0.981     0.000
27.4791     -0.977     0.000
27.8788     -0.971     0.000
28.2843     -0.963     0.000
28.6957     -0.954     0.000
29.1131     -0.944     0.000
29.5365     -0.934     0.000
29.9661     -0.925     0.000
30.4020     -0.916     0.000
30.8442     -0.909     0.000
31.2929     -0.904     0.000
31.7480     -0.901     0.000
32.2098     -0.901     0.000
32.6783     -0.903     0.000
33.1536     -0.906     0.000
33.6359     -0.911     0.000
34.1251     -0.917     0.000
34.6215     -0.921     0.000
35.1250     -0.926     0.000
35.6359     -0.928     0.000
36.1543     -0.928     0.000
36.6802     -0.926     0.000
37.2137     -0.921     0.000
37.7550     -0.913     0.000
38.3041     -0.904     0.000
38.8613     -0.895     0.000
39.4265     -0.886     0.000
40.0000     -0.877     0.000
40.5818     -0.870     0.000
41.1721     -0.865     0.000
41.7710     -0.863     0.000
42.3785     -0.861     0.000
42.9949     -0.862     0.000
43.6203     -0.863     0.000
44.2548     -0.865     0.000
44.8985     -0.865     0.000
45.5515     -0.865     0.000
46.2141     -0.864     0.000
46.8863     -0.862     0.000
47.5683     -0.859     0.000
48.2602     -0.856     0.000
48.9621     -0.853     0.000
49.6743     -0.850     0.000
50.3968     -0.848     0.000
51.1299     -0.846     0.000
51.8736     -0.844     0.000
52.6281     -0.843     0.000
53.3936     -0.840     0.000
54.1702     -0.837     0.000
54.9581     -0.835     0.000
55.7575     -0.832     0.000
56.5685     -0.831     0.000
57.3914     -0.832     0.000
58.2261     -0.835     0.000
59.0730     -0.838     0.000
59.9323     -0.842     0.000
60.8040     -0.844     0.000
61.6884     -0.843     0.000
62.5857     -0.838     0.000
63.4960     -0.830     0.000
64.4196     -0.821     0.000
65.3566     -0.812     0.000
66.3073     -0.805     0.000
67.2717     -0.802     0.000
68.2502     -0.804     0.000
69.2429     -0.808     0.000
70.2501     -0.812     0.000
71.2719     -0.813     0.000
72.3086     -0.810     0.000
73.3603     -0.802     0.000
74.4274     -0.794     0.000
75.5099     -0.787     0.000
76.6083     -0.787     0.000
77.7226     -0.792     0.000
78.8531     -0.802     0.000
80.0000     -0.811     0.000
81.1636     -0.815     0.000
82.3442     -0.813     0.000
83.5419     -0.806     0.000
84.7570     -0.797     0.000
85.9899     -0.791     0.000
87.2406     -0.790     0.000
88.5096     -0.794     0.000
89.7970     -0.799     0.000
91.1031     -0.800     0.000
92.4282     -0.796     0.000
93.7726     -0.789     0.000
95.1366     -0.784     0.000
96.5204     -0.783     0.000
97.9243     -0.786     0.000
99.3486     -0.790     0.000
100.794     -0.791     0.000
102.260     -0.789     0.000
103.747     -0.785     0.000
105.256     -0.783     0.000
106.787     -0.786     0.000
108.340     -0.791     0.000
109.916     -0.793     0.000
111.515     -0.792     0.000
113.137     -0.788     0.000
114.783     -0.785     0.000
116.452     -0.787     0.000
118.146     -0.790     0.000
119.865     -0.790     0.000
121.608     -0.786     0.000
123.377     -0.783     0.000
125.171     -0.783     0.000
126.992     -0.788     0.000
128.839     -0.791     0.000
130.713     -0.791     0.000
132.615     -0.788     0.000
134.543     -0.788     0.000
136.500     -0.790     0.000
138.486     -0.791     0.000
140.500     -0.788     0.000
142.544     -0.784     0.000
144.617     -0.785     0.000
146.721     -0.788     0.000
148.855     -0.788     0.000
151.020     -0.783     0.000
153.217     -0.778     0.000
155.445     -0.777     0.000
157.706     -0.778     0.000
160.000     -0.778     0.000
162.327     -0.777     0.000
164.688     -0.774     0.000
167.084     -0.773     0.000
169.514     -0.772     0.000
171.980     -0.769     0.000
174.481     -0.762     0.000
177.019     -0.758     0.000
179.594     -0.757     0.000
182.206     -0.755     0.000
184.856     -0.750     0.000
187.545     -0.743     0.000
190.273     -0.734     0.000
193.041     -0.726     0.000
195.849     -0.722     0.000
198.697     -0.720     0.000
201.587     -0.712     0.000
204.520     -0.700     0.000
207.494     -0.691     0.000
210.512     -0.682     0.000
213.574     -0.673     0.000
216.681     -0.665     0.000
219.833     -0.650     0.000
223.030     -0.631     0.000
226.274     -0.617     0.000
229.565     -0.605     0.000
232.905     -0.596     0.000
236.292     -0.582     0.000
239.729     -0.554     0.000
243.216     -0.531     0.000
246.754     -0.517     0.000
250.343     -0.492     0.000
253.984     -0.466     0.000
257.678     -0.444     0.000
261.426     -0.413     0.000
265.229     -0.379     0.000
269.087     -0.346     0.000
273.001     -0.312     0.000
276.972     -0.287     0.000
281.000     -0.251     0.000
285.088     -0.204     0.000
289.234     -0.166     0.000
293.441     -0.122     0.000
297.709     -0.074     0.000
302.040     -0.021     0.000
306.433      0.028     0.000
310.890      0.069     0.000
315.412      0.131     0.000
320.000      0.189     0.000
324.655      0.244     0.000
329.377      0.298     0.000
334.168      0.355     0.000
339.028      0.414     0.000
343.959      0.476     0.000
348.962      0.527     0.000
354.038      0.579     0.000
359.188      0.626     0.000
364.412      0.682     0.000
369.713      0.724     0.000
375.090      0.765     0.000
380.546      0.797     0.000
386.081      0.830     0.000
391.697      0.857     0.000
397.394      0.877     0.000
403.175      0.898     0.000
409.039      0.910     0.000
414.989      0.915     0.000
421.025      0.919     0.000
427.149      0.920     0.000
433.362      0.918     0.000
439.665      0.920     0.000
446.060      0.936     0.000
452.548      0.932     0.000
459.131      0.933     0.000
465.809      0.949     0.000
472.584      0.938     0.000
479.458      0.975     0.000
486.432      0.995     0.000
493.507      1.026     0.000
500.686      1.050     0.000
507.968      1.096     0.000
515.357      1.146     0.000
522.853      1.198     0.000
530.458      1.262     0.000
538.174      1.329     0.000
546.002      1.399     0.000
553.943      1.475     0.000
562.001      1.552     0.000
570.175      1.631     0.000
578.469      1.711     0.000
586.883      1.793     0.000
595.419      1.868     0.000
604.080      1.943     0.000
612.866      2.016     0.000
621.780      2.085     0.000
630.824      2.155     0.000
640.000      2.217     0.000
649.309      2.280     0.000
658.753      2.338     0.000
668.335      2.394     0.000
678.056      2.452     0.000
687.919      2.512     0.000
697.925      2.571     0.000
708.077      2.630     0.000
718.376      2.694     0.000
728.825      2.763     0.000
739.426      2.840     0.000
750.181      2.921     0.000
761.093      3.014     0.000
772.163      3.109     0.000
783.394      3.207     0.000
794.789      3.310     0.000
806.349      3.409     0.000
818.078      3.501     0.000
829.977      3.582     0.000
842.050      3.652     0.000
854.298      3.715     0.000
866.724      3.759     0.000
879.330      3.792     0.000
892.120      3.813     0.000
905.097      3.822     0.000
918.262      3.814     0.000
931.618      3.795     0.000
945.169      3.762     0.000
958.917      3.721     0.000
972.864      3.668     0.000
987.015      3.615     0.000
1001.37      3.567     0.000
1015.94      3.532     0.000
1030.71      3.521     0.000
1045.71      3.541     0.000
1060.92      3.592     0.000
1076.35      3.672     0.000
1092.00      3.774     0.000
1107.89      3.893     0.000
1124.00      4.014     0.000
1140.35      4.137     0.000
1156.94      4.255     0.000
1173.77      4.364     0.000
1190.84      4.463     0.000
1208.16      4.554     0.000
1225.73      4.636     0.000
1243.56      4.710     0.000
1261.65      4.779     0.000
1280.00      4.850     0.000
1298.62      4.928     0.000
1317.51      5.022     0.000
1336.67      5.133     0.000
1356.11      5.260     0.000
1375.84      5.408     0.000
1395.85      5.568     0.000
1416.15      5.741     0.000
1436.75      5.924     0.000
1457.65      6.110     0.000
1478.85      6.295     0.000
1500.36      6.455     0.000
1522.19      6.573     0.000
1544.33      6.631     0.000
1566.79      6.630     0.000
1589.58      6.586     0.000
1612.70      6.533     0.000
1636.16      6.496     0.000
1659.95      6.491     0.000
1684.10      6.521     0.000
1708.60      6.566     0.000
1733.45      6.605     0.000
1758.66      6.606     0.000
1784.24      6.547     0.000
1810.19      6.427     0.000
1836.52      6.267     0.000
1863.24      6.105     0.000
1890.34      5.970     0.000
1917.83      5.870     0.000
1945.73      5.793     0.000
1974.03      5.728     0.000
2002.74      5.666     0.000
2031.87      5.602     0.000
2061.43      5.547     0.000
2091.41      5.503     0.000
2121.83      5.469     0.000
2152.69      5.439     0.000
2184.01      5.402     0.000
2215.77      5.353     0.000
2248.00      5.290     0.000
2280.70      5.213     0.000
2313.87      5.120     0.000
2347.53      5.012     0.000
2381.68      4.900     0.000
2416.32      4.806     0.000
2451.46      4.742     0.000
2487.12      4.702     0.000
2523.30      4.667     0.000
2560.00      4.607     0.000
2597.24      4.500     0.000
2635.01      4.360     0.000
2673.34      4.248     0.000
2712.23      4.203     0.000
2751.68      4.205     0.000
2791.70      4.213     0.000
2832.31      4.182     0.000
2873.50      4.097     0.000
2915.30      3.995     0.000
2957.70      3.927     0.000
3000.72      3.895     0.000
3044.37      3.867     0.000
3088.65      3.810     0.000
3133.58      3.719     0.000
3179.16      3.626     0.000
3225.40      3.577     0.000
3272.31      3.590     0.000
3319.91      3.644     0.000
3368.20      3.691     0.000
3417.19      3.687     0.000
3466.89      3.661     0.000
3517.32      3.690     0.000
3568.48      3.783     0.000
3620.39      3.860     0.000
3673.05      3.844     0.000
3726.47      3.791     0.000
3780.67      3.831     0.000
3835.67      3.951     0.000
3891.46      4.018     0.000
3948.06      3.967     0.000
4005.49      3.919     0.000
4063.75      3.992     0.000
4122.86      4.160     0.000
