* Freq[Hz]      Mag   Phase[Deg]
5.00000    -25.697     0.000
5.07273    -25.321     0.000
5.14651    -25.061     0.000
5.22137    -25.125     0.000
5.29732    -25.188     0.000
5.37437    -25.252     0.000
5.45254    -25.315     0.000
5.53185    -25.629     0.000
5.61231    -26.209     0.000
5.69394    -26.788     0.000
5.77676    -27.368     0.000
5.86079    -27.940     0.000
5.94604    -28.084     0.000
6.03252    -28.228     0.000
6.12027    -28.373     0.000
6.20929    -28.517     0.000
6.29961    -27.541     0.000
6.39124    -26.317     0.000
6.48420    -25.092     0.000
6.57851    -23.868     0.000
6.67420    -23.028     0.000
6.77128    -22.251     0.000
6.86977    -21.474     0.000
6.96969    -20.776     0.000
7.07107    -20.683     0.000
7.17392    -20.590     0.000
7.27827    -20.498     0.000
7.38413    -20.807     0.000
7.49154    -21.427     0.000
7.60050    -22.048     0.000
7.71105    -22.543     0.000
7.82321    -22.487     0.000
7.93701    -22.431     0.000
8.05245    -22.376     0.000
8.16958    -20.870     0.000
8.28841    -19.311     0.000
8.40896    -17.752     0.000
8.53128    -16.701     0.000
8.65537    -15.716     0.000
8.78126    -14.731     0.000
8.90899    -14.278     0.000
9.03857    -13.859     0.000
9.17004    -13.377     0.000
9.30342    -12.383     0.000
9.43874    -11.389     0.000
9.57603    -10.005     0.000
9.71532     -8.023     0.000
9.85663     -6.041     0.000
10.0000     -4.231     0.000
10.1455     -2.468     0.000
10.2930     -0.845     0.000
10.4427      0.388     0.000
10.5946      1.620     0.000
10.7487      2.446     0.000
10.9051      3.190     0.000
11.0637      3.691     0.000
11.2246      3.934     0.000
11.3879      4.063     0.000
11.5535      3.773     0.000
11.7216      3.477     0.000
11.8921      2.830     0.000
12.0650      2.182     0.000
12.2405      2.303     0.000
12.4186      2.521     0.000
12.5992      3.904     0.000
12.7825      5.545     0.000
12.9684      7.169     0.000
13.1570      8.789     0.000
13.3484      9.971     0.000
13.5426     11.081     0.000
13.7395     11.678     0.000
13.9394     12.192     0.000
