* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\2-On Axis.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 2:38:47 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\2-On Axis.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 2-On Axis
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	53.469795	-72.6397
20.144928	53.685303	-71.8590
20.290907	53.900810	-70.7382
20.437943	54.045368	-68.8570
20.586044	54.331718	-66.8334
20.735220	55.042347	-64.9804
20.885475	55.897972	-63.7948
21.036821	56.744804	-64.1996
21.189262	57.488178	-65.2305
21.342808	57.869896	-66.1832
21.497467	58.226501	-67.1918
21.653246	58.869267	-67.8573
21.810154	59.618958	-69.0778
21.968201	60.493168	-71.9359
22.127390	61.210369	-75.4859
22.287735	61.369030	-79.3000
22.449242	61.345043	-82.8964
22.611917	61.414185	-85.4804
22.775772	61.478928	-87.5637
22.940815	61.526066	-89.3873
23.107054	61.576923	-90.9710
23.274498	61.658760	-92.4077
23.443153	61.740898	-93.7183
23.613033	61.798008	-94.9740
23.784142	61.840965	-96.1161
23.956491	61.872723	-97.1140
24.130091	61.891983	-97.9541
24.304947	61.895187	-98.6144
24.481071	61.892002	-99.0885
24.658470	61.891998	-99.3638
24.837156	61.891994	-99.4370
25.017136	61.891998	-99.3174
25.198421	61.892002	-98.9545
25.381020	61.884064	-98.3107
25.564941	61.891983	-97.3571
25.750195	61.924561	-95.9926
25.936790	62.018837	-94.3951
26.124741	62.240776	-92.7370
26.314051	62.512585	-90.9347
26.504732	62.715359	-88.8098
26.696796	63.037483	-86.8172
26.890253	63.740685	-85.3670
27.085112	64.488182	-84.4198
27.281382	64.978409	-84.3779
27.479073	65.364532	-84.3243
27.678198	65.583679	-83.0385
27.878765	65.984177	-81.8263
28.080786	67.129082	-81.6424
28.284271	68.314499	-82.3354
28.489231	68.857719	-84.3528
28.695675	69.250465	-86.8474
28.903616	69.835678	-89.0144
29.113064	70.384285	-91.1679
29.324028	70.724106	-93.4049
29.536524	71.023628	-95.5785
29.750557	71.413902	-97.4422
29.966141	71.837509	-99.3897
30.183289	72.316139	-101.8343
30.402010	72.742531	-104.4736
30.622314	72.972702	-107.2037
30.844217	73.137817	-109.8389
31.067726	73.328293	-112.0794
31.292856	73.523697	-114.1629
31.519617	73.743080	-116.2387
31.748020	73.957748	-118.2745
31.978081	74.137222	-120.3036
32.209808	74.305779	-122.2784
32.443211	74.473900	-124.1278
32.678310	74.652748	-125.9566
32.915108	74.864288	-127.8164
33.153625	75.086716	-129.7964
33.393871	75.314568	-132.0070
33.635857	75.520714	-134.4350
33.879597	75.695724	-137.2138
34.125103	75.780968	-140.0153
34.372387	75.675102	-142.5971
34.621464	75.496292	-144.8329
34.872345	75.344536	-146.5157
35.125042	75.174225	-147.6450
35.379574	74.927467	-148.0669
35.635948	74.740150	-148.0372
35.894180	74.780823	-147.7218
36.154285	74.894806	-147.2388
36.416275	74.941086	-146.7587
36.680161	75.045761	-146.2907
36.945961	75.319084	-145.8116
37.213688	75.669434	-145.5880
37.483353	76.054718	-145.9482
37.754974	76.435432	-146.6856
38.028561	76.742958	-147.7310
38.304131	77.022644	-148.9972
38.581699	77.307861	-150.3883
38.861279	77.566643	-151.8607
39.142883	77.757477	-153.3110
39.426529	77.941742	-154.8239
39.712231	78.196770	-156.4493
40.000000	78.433685	-158.1893
40.289856	78.578461	-160.1406
40.581814	78.662926	-162.0703
40.875885	78.691742	-163.8258
41.172089	78.673058	-165.2621
41.470440	78.579819	-166.1108
41.770950	78.522026	-166.5905
42.073643	78.627708	-166.7288
42.378525	78.816689	-166.8327
42.685616	79.059883	-167.2484
42.994934	79.330612	-167.8889
43.306492	79.588120	-168.7912
43.620308	79.845612	-169.9271
43.936401	80.112656	-171.2984
44.254780	80.359642	-172.8524
44.575470	80.551590	-174.5547
44.898483	80.713760	-176.3521
45.223835	80.863480	-178.1637
45.551544	80.989830	179.9628
45.881630	81.101059	177.9550
46.214108	81.156967	175.9661
46.548996	81.115685	173.9893
46.886307	80.990250	172.4319
47.226067	80.705315	171.8539
47.568283	80.484238	171.7928
47.912983	80.603806	172.0958
48.260181	80.830589	172.3887
48.609894	81.004654	172.1409
48.962143	81.178734	171.6668
49.316940	81.352791	171.1154
49.674313	81.526726	170.4591
50.034271	81.706726	169.6923
50.396843	81.873756	168.8972
50.762039	81.994568	168.1610
51.129883	82.117767	167.4642
51.500389	82.290047	166.8498
51.873581	82.484642	166.2162
52.249481	82.692131	165.4650
52.628101	82.906639	164.6275
53.009464	83.118141	163.6974
53.393593	83.329636	162.6898
53.780506	83.540649	161.6182
54.170223	83.751656	160.4799
54.562763	83.963097	159.2781
54.958145	84.174667	158.0081
55.356396	84.386215	156.6705
55.757530	84.597649	155.2534
56.161572	84.808655	153.7570
56.568542	85.019653	152.1458
56.978462	85.237434	150.3846
57.391350	85.442642	148.4737
57.807232	85.624207	146.3572
58.226128	85.763809	144.1678
58.648056	85.831551	141.9646
59.073048	85.850998	139.9132
59.501114	85.807198	138.2789
59.932281	85.785988	136.8225
60.366577	85.903694	135.4454
60.804020	86.054749	133.9886
61.244629	86.170578	132.1872
