"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	68.8822	20.5078	68.8672	20.5078	68.7176	20.5078	68.4732	20.5078	50.3733	20.5078	50.1289	20.5078	49.9794
21.9727	69.8662	21.9727	69.8492	21.9727	69.6725	21.9727	69.3651	21.9727	50.4635	21.9727	50.1561	21.9727	49.9794
23.4375	70.9311	23.4375	70.9155	23.4375	70.7505	23.4375	70.4681	23.4375	50.4268	23.4375	50.1444	23.4375	49.9794
24.9023	71.5888	24.9023	71.5703	24.9023	71.3851	24.9023	71.0732	24.9023	50.4765	24.9023	50.1646	24.9023	49.9794
26.3672	72.0357	26.3672	72.0211	26.3672	71.8597	26.3672	71.5732	26.3672	50.4273	26.3672	50.1408	26.3672	49.9794
27.832	73.2659	27.832	73.2448	27.832	73.0435	27.832	72.7037	27.832	50.5205	27.832	50.1807	27.832	49.9794
29.2969	73.7948	29.2969	73.7724	29.2969	73.5636	29.2969	73.2143	29.2969	50.5375	29.2969	50.1882	29.2969	49.9794
30.7617	74.5494	30.7617	74.5248	30.7617	74.302	30.7617	73.9422	30.7617	50.562	30.7617	50.2022	30.7617	49.9794
32.2266	75.1796	32.2266	75.1561	32.2266	74.9431	32.2266	74.5983	32.2266	50.5373	32.2266	50.1924	32.2266	49.9794
33.6914	75.5818	33.6914	75.5596	33.6914	75.356	33.6914	75.0265	33.6914	50.5125	33.6914	50.1831	33.6914	49.9794
35.1562	76.1863	35.1562	76.1603	35.1562	75.9291	35.1562	75.5488	35.1562	50.5909	35.1562	50.2106	35.1562	49.9794
36.6211	76.8056	36.6211	76.7782	36.6211	76.5397	36.6211	76.1551	36.6211	50.6025	36.6211	50.218	36.6211	49.9794
38.0859	77.4449	38.0859	77.4161	38.0859	77.1666	38.0859	76.76	38.0859	50.6356	38.0859	50.2289	38.0859	49.9794
39.5508	78.0103	39.5508	77.9821	39.5508	77.7397	39.5508	77.3505	39.5508	50.611	39.5508	50.2218	39.5508	49.9794
41.0156	78.8438	41.0156	78.8207	41.0156	78.6217	41.0156	78.3166	41.0156	50.4835	41.0156	50.1785	41.0156	49.9794
42.4805	78.9978	42.4805	78.9706	42.4805	78.749	42.4805	78.4241	42.4805	50.5259	42.4805	50.201	42.4805	49.9794
43.9453	79.4818	43.9453	79.4522	43.9453	79.2166	43.9453	78.8713	43.9453	50.5604	43.9453	50.215	43.9453	49.9794
45.4102	79.9806	45.4102	79.9502	45.4102	79.7098	45.4102	79.3584	45.4102	50.5712	45.4102	50.2198	45.4102	49.9794
46.875	80.4238	46.875	80.3932	46.875	80.158	46.875	79.8213	46.875	50.5513	46.875	50.2146	46.875	49.9794
48.3398	80.8555	48.3398	80.8242	48.3398	80.5872	48.3398	80.2535	48.3398	50.5501	48.3398	50.2164	48.3398	49.9794
51.2695	81.754	51.2695	81.7177	51.2695	81.4502	51.2695	81.0808	51.2695	50.6162	51.2695	50.2468	51.2695	49.9794
52.7344	82.1748	52.7344	82.1376	52.7344	81.8677	52.7344	81.4962	52.7344	50.6207	52.7344	50.2493	52.7344	49.9794
54.1992	82.4894	54.1992	82.452	54.1992	82.1898	54.1992	81.8408	54.1992	50.5906	54.1992	50.2415	54.1992	49.9794
55.6641	82.8596	55.6641	82.8216	55.6641	82.5582	55.6641	82.2134	55.6641	50.5876	55.6641	50.2427	55.6641	49.9794
58.5938	83.5556	58.5938	83.5136	58.5938	83.2236	58.5938	82.8385	58.5938	50.6544	58.5938	50.2694	58.5938	49.9794
60.0586	83.9261	60.0586	83.8831	60.0586	83.5958	60.0586	83.2308	60.0586	50.6317	60.0586	50.2667	60.0586	49.9794
62.9883	84.5865	62.9883	84.5398	62.9883	84.2341	62.9883	83.8541	62.9883	50.6651	62.9883	50.2851	62.9883	49.9794
64.4531	84.9046	64.4531	84.8555	64.4531	84.5379	64.4531	84.1511	64.4531	50.6838	64.4531	50.297	64.4531	49.9794
67.3828	85.4702	67.3828	85.4184	67.3828	85.0889	67.3828	84.7039	67.3828	50.6939	67.3828	50.3089	67.3828	49.9794
68.8477	85.7282	68.8477	85.6761	68.8477	85.3472	68.8477	84.9687	68.8477	50.6868	68.8477	50.3083	68.8477	49.9794
71.7773	86.3359	71.7773	86.2798	71.7773	85.9368	71.7773	85.5466	71.7773	50.7126	71.7773	50.3224	71.7773	49.9794
74.707	86.9076	74.707	86.848	74.707	86.4941	74.707	86.0961	74.707	50.7313	74.707	50.3333	74.707	49.9794
77.6367	87.3509	77.6367	87.2876	77.6367	86.9215	77.6367	86.5301	77.6367	50.7369	77.6367	50.3455	77.6367	49.9794
79.1016	87.5534	79.1016	87.4876	79.1016	87.1093	79.1016	86.7109	79.1016	50.7561	79.1016	50.3576	79.1016	49.9794
82.0312	87.9578	82.0312	87.8876	82.0312	87.4858	82.0312	87.0619	82.0312	50.8052	82.0312	50.3813	82.0312	49.9794
84.9609	88.2612	84.9609	88.1889	84.9609	87.7784	84.9609	87.3476	84.9609	50.8207	84.9609	50.3899	84.9609	49.9794
87.8906	88.391	87.8906	88.3167	87.8906	87.9154	87.8906	87.5369	87.8906	50.7592	87.8906	50.3807	87.8906	49.9794
90.8203	88.6782	90.8203	88.5948	90.8203	88.1471	90.8203	87.7253	90.8203	50.8489	90.8203	50.4271	90.8203	49.9794
95.2148	88.9982	95.2148	88.9047	95.2148	88.3962	95.2148	87.8917	95.2148	50.9923	95.2148	50.4879	95.2148	49.9794
98.1445	89.0904	98.1445	88.992	98.1445	88.4629	98.1445	87.9306	98.1445	51.0408	98.1445	50.5085	98.1445	49.9794
101.074	89.0239	101.074	88.9205	101.074	88.3736	101.074	87.826	101.074	51.0739	101.074	50.5263	101.074	49.9794
105.469	89.1931	105.469	89.0826	105.469	88.5004	105.469	87.9052	105.469	51.1568	105.469	50.5616	105.469	49.9794
108.398	89.4402	108.398	89.3232	108.398	88.7007	108.398	88.0478	108.398	51.2547	108.398	50.6019	108.398	49.9794
112.793	89.5139	112.793	89.3875	112.793	88.7244	112.793	88.052	112.793	51.315	112.793	50.6426	112.793	49.9794
117.188	89.4875	117.188	89.356	117.188	88.6815	117.188	88.0277	117.188	51.3077	117.188	50.654	117.188	49.9794
120.117	89.5075	120.117	89.3701	120.117	88.6655	120.117	87.9798	120.117	51.3697	120.117	50.684	120.117	49.9794
124.512	89.4676	124.512	89.3233	124.512	88.5897	124.512	87.895	124.512	51.4077	124.512	50.713	124.512	49.9794
128.906	89.3643	128.906	89.2141	128.906	88.4511	128.906	87.7343	128.906	51.4592	128.906	50.7423	128.906	49.9794
133.301	89.256	133.301	89.0976	133.301	88.2972	133.301	87.5601	133.301	51.5168	133.301	50.7797	133.301	49.9794
139.16	89.2051	139.16	89.032	139.16	88.1576	139.16	87.3366	139.16	51.6748	139.16	50.8538	139.16	49.9794
143.555	89.1296	143.555	88.9496	143.555	88.0404	143.555	87.1698	143.555	51.7592	143.555	50.8886	143.555	49.9794
147.949	89.0613	147.949	88.8705	147.949	87.9132	147.949	86.9939	147.949	51.856	147.949	50.9367	147.949	49.9794
153.809	89.0021	153.809	88.7924	153.809	87.7356	153.809	86.6954	153.809	52.0764	153.809	51.0361	153.809	49.9794
159.668	89.2487	159.668	89.0366	159.668	87.9881	159.668	86.996	159.668	52.02	159.668	51.0279	159.668	49.9794
165.527	89.3621	165.527	89.1373	165.527	88.0584	165.527	87.0766	165.527	52.04	165.527	51.0582	165.527	49.9794
171.387	89.4553	171.387	89.2207	171.387	88.0728	171.387	86.9747	171.387	52.2254	171.387	51.1272	171.387	49.9794
177.246	89.2307	177.246	88.9904	177.246	87.8389	177.246	86.7768	177.246	52.193	177.246	51.1309	177.246	49.9794
183.105	89.3367	183.105	89.077	183.105	87.8402	183.105	86.6579	183.105	52.3985	183.105	51.2163	183.105	49.9794
188.965	89.5288	188.965	89.2481	188.965	87.9286	188.965	86.675	188.965	52.5525	188.965	51.2989	188.965	49.9794
196.289	89.7063	196.289	89.4121	196.289	88.0353	196.289	86.8093	196.289	52.5822	196.289	51.3562	196.289	49.9794
203.613	90.2807	203.613	89.9703	203.613	88.4772	203.613	86.8174	203.613	53.1323	203.613	51.4725	203.613	49.9794
210.938	89.9875	210.938	89.6827	210.938	88.2464	210.938	86.6279	210.938	53.0343	210.938	51.4157	210.938	49.9794
218.262	89.8035	218.262	89.4762	218.262	88.0006	218.262	86.5882	218.262	52.8674	218.262	51.4551	218.262	49.9794
225.586	90.5572	225.586	90.2083	225.586	88.61	225.586	86.9853	225.586	53.2024	225.586	51.5777	225.586	49.9794
232.91	90.6277	232.91	90.2737	232.91	88.6512	232.91	86.859	232.91	53.3942	232.91	51.602	232.91	49.9794
241.699	90.2735	241.699	89.9125	241.699	88.3092	241.699	86.5262	241.699	53.3657	241.699	51.5827	241.699	49.9794
250.488	91.2491	250.488	90.8482	250.488	89.0256	250.488	87.018	250.488	53.8096	250.488	51.802	250.488	49.9794
