"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	68.6304
21.9727	69.5622
23.4375	70.6492
24.9023	71.274
26.3672	71.7562
27.832	72.9227
29.2969	73.4398
30.7617	74.1757
32.2266	74.8218
33.6914	75.2398
35.1562	75.7953
36.6211	76.4051
38.0859	77.0243
39.5508	77.6037
41.0156	78.5152
42.4805	78.6371
43.9453	79.098
45.4102	79.5893
46.875	80.0429
48.3398	80.4737
51.2695	81.3257
52.7344	81.7427
54.1992	82.0731
55.6641	82.4434
58.5938	83.0956
60.0586	83.4757
62.9883	84.1103
64.4531	84.4128
67.3828	84.9661
68.8477	85.2271
71.7773	85.8137
74.707	86.3692
77.6367	86.801
79.1016	86.9876
82.0312	87.3567
84.9609	87.6477
87.8906	87.805
90.8203	88.0251
95.2148	88.2489
98.1445	88.3073
101.074	88.2142
105.469	88.327
108.398	88.5102
112.793	88.5321
117.188	88.4982
120.117	88.4741
124.512	88.399
128.906	88.2562
133.301	88.1
139.16	87.9393
143.555	87.8086
147.949	87.6705
153.809	87.4638
159.668	87.7328
165.527	87.8119
171.387	87.7948
177.246	87.5747
183.105	87.5468
188.965	87.6241
196.289	87.7506
203.613	88.0651
210.938	87.8375
218.262	87.6686
225.586	88.2292
232.91	88.2205
241.699	87.8778
250.488	88.5666
259.277	88.1478
268.066	87.4852
276.855	87.4405
287.109	87.1837
297.363	87.5518
307.617	87.0728
319.336	86.5346
329.59	86.0435
341.309	85.5811
353.027	85.8391
366.211	86.4524
379.395	86.3
392.578	86.0148
405.762	85.9101
420.41	86.0569
435.059	86.4083
451.172	87.113
465.82	86.6121
483.398	86.5082
499.512	87.1052
517.09	87.2694
536.133	87.5015
555.176	87.6899
574.219	87.7494
594.727	87.6099
615.234	87.4003
637.207	87.441
659.18	86.7514
682.617	86.8893
707.52	86.8246
732.422	86.28
757.324	86.4632
785.156	86.2205
811.523	86.0588
840.82	85.8927
870.117	86.0616
900.879	86.8228
933.105	86.6326
965.332	86.6472
1,000.49	86.0197
1,035.64	85.9009
1,072.27	85.7012
1,108.89	85.5097
1,148.44	85.4217
1,189.45	85.3365
1,230.47	85.7474
1,274.41	85.7357
1,319.82	86.2583
1,366.7	86.7917
1,413.57	87.0567
1,463.38	86.884
1,516.11	86.3233
1,568.85	85.9504
1,624.51	86.5469
1,681.64	87.035
1,741.7	87.3554
1,803.22	87.0421
1,866.21	86.3319
1,932.13	86.1369
1,999.51	86.6591
2,069.82	87.1313
2,143.07	86.7712
2,219.24	85.4787
2,296.88	85.1385
2,378.91	85.6465
2,462.4	86.6906
2,548.83	86.4354
2,639.65	85.2924
2,731.93	84.869
2,828.61	85.5216
2,928.22	85.884
3,030.76	85.7546
3,137.7	85.6046
3,249.02	85.1848
3,363.28	84.8508
3,481.93	84.9322
3,604.98	85.0848
3,732.42	85.2898
3,864.26	84.5188
4,000.49	84.1117
4,141.11	84.4622
4,287.6	84.4253
4,438.48	84.9075
4,595.21	84.8953
4,756.35	85.5579
4,924.8	85.9242
5,097.66	85.7462
5,277.83	85.7371
5,463.87	85.7074
5,657.23	85.5691
5,856.45	85.1346
6,062.99	85.1748
6,276.86	84.5617
6,498.05	84.426
6,726.56	84.3027
6,963.87	84.2043
7,209.96	84.2539
7,464.84	83.7535
7,727.05	83.7503
7,999.51	83.2616
8,282.23	83.0596
8,573.73	82.8958
8,876.95	83.0883
9,188.96	83.0719
9,514.16	83.1644
9,849.61	83.0369
10,196.8	83.0346
10,555.7	83.1635
10,927.7	83.2038
11,313	83.1263
11,712.9	82.9426
12,126	82.8824
12,553.7	82.6909
12,996.1	82.4679
13,454.6	82.303
13,929.2	82.342
14,419.9	82.3825
14,928.2	82.3444
15,455.6	82.1856
16,000.5	82.0418
16,564.5	81.8335
17,148.9	81.5086
17,752.4	81.1074
18,379.4	80.5572
19,026.9	80.0237
19,697.8	79.4525
19,999.5	79.2674
