"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	0.393949	20.5078	0.149522
21.9727	0.484095	21.9727	0.176703
23.4375	0.447367	23.4375	0.164999
24.9023	0.497127	24.9023	0.185161
26.3672	0.447947	26.3672	0.161361
27.832	0.541062	27.832	0.201309
29.2969	0.558089	29.2969	0.208771
30.7617	0.582622	30.7617	0.222819
32.2266	0.557862	32.2266	0.213022
33.6914	0.533121	33.6914	0.203673
35.1562	0.611538	35.1562	0.231182
36.6211	0.623079	36.6211	0.238565
38.0859	0.656153	38.0859	0.249506
39.5508	0.631619	39.5508	0.242372
41.0156	0.504059	41.0156	0.199051
42.4805	0.54651	42.4805	0.221612
43.9453	0.580953	43.9453	0.235616
45.4102	0.591785	45.4102	0.240393
46.875	0.571937	46.875	0.235207
48.3398	0.57067	48.3398	0.23701
51.2695	0.636818	51.2695	0.267443
52.7344	0.641347	52.7344	0.269926
54.1992	0.611158	54.1992	0.262146
55.6641	0.608173	55.6641	0.263344
58.5938	0.675049	58.5938	0.29
60.0586	0.652275	60.0586	0.287301
62.9883	0.685693	62.9883	0.305727
64.4531	0.704417	64.4531	0.317576
67.3828	0.714518	67.3828	0.329506
68.8477	0.707364	68.8477	0.328883
71.7773	0.733176	71.7773	0.343005
74.707	0.751908	74.707	0.35391
77.6367	0.757527	77.6367	0.366082
79.1016	0.776685	79.1016	0.378243
82.0312	0.825783	82.0312	0.401883
84.9609	0.841341	84.9609	0.410538
87.8906	0.779778	87.8906	0.401323
90.8203	0.869471	90.8203	0.447739
95.2148	1.01295	95.2148	0.508479
98.1445	1.06144	98.1445	0.529124
101.074	1.09454	101.074	0.546932
105.469	1.17741	105.469	0.582221
108.398	1.27532	108.398	0.622465
112.793	1.33557	112.793	0.663189
117.188	1.32831	117.188	0.674583
120.117	1.39034	120.117	0.704579
124.512	1.42828	124.512	0.733593
128.906	1.47975	128.906	0.762946
133.301	1.53744	133.301	0.800333
139.16	1.69537	139.16	0.874356
143.555	1.77978	143.555	0.909212
147.949	1.87658	147.949	0.957317
153.809	2.09697	153.809	1.05675
159.668	2.04059	159.668	1.04854
165.527	2.06063	165.527	1.07881
171.387	2.24599	171.387	1.14784
177.246	2.21361	177.246	1.15154
183.105	2.41908	183.105	1.23686
188.965	2.57313	188.965	1.3195
196.289	2.60281	196.289	1.37677
203.613	3.15292	203.613	1.49314
210.938	3.05486	210.938	1.43631
218.262	2.88798	218.262	1.47566
225.586	3.22296	225.586	1.59833
232.91	3.41476	232.91	1.62256
241.699	3.38629	241.699	1.60331
250.488	3.83021	250.488	1.82259
259.277	3.44244	259.277	1.68988
268.066	3.54608	268.066	1.75967
276.855	3.62882	276.855	1.76589
287.109	3.58169	287.109	1.75064
297.363	4.20768	297.363	1.98602
307.617	3.49525	307.617	1.68253
319.336	3.66916	319.336	1.89121
329.59	3.51006	329.59	1.78878
341.309	3.42669	341.309	1.91069
353.027	4.13165	353.027	2.10828
366.211	4.5747	366.211	2.21189
379.395	4.05478	379.395	2.03203
392.578	4.20048	392.578	2.18561
405.762	4.48296	405.762	2.40389
420.41	4.28497	420.41	2.28854
435.059	4.39683	435.059	2.436
451.172	5.55795	451.172	2.53969
465.82	4.84284	465.82	2.29248
483.398	3.99225	483.398	2.23044
499.512	4.77463	499.512	2.52415
517.09	5.08541	517.09	2.66337
536.133	5.87056	536.133	2.77489
555.176	5.52376	555.176	2.44028
574.219	5.46913	574.219	2.4279
594.727	5.31786	594.727	2.41462
615.234	4.96971	615.234	2.1232
637.207	5.24806	637.207	2.23443
659.18	4.89435	659.18	2.16981
682.617	4.52187	682.617	1.99054
707.52	4.53696	707.52	1.67262
732.422	3.93243	732.422	1.30857
757.324	3.78864	757.324	1.2639
785.156	3.72295	785.156	0.974382
811.523	3.54609	811.523	1.03842
840.82	3.64696	840.82	1.23758
870.117	3.7676	870.117	1.10526
900.879	3.80966	900.879	1.13976
