"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	68.9919	20.5078	68.4872	20.5078	68.7469
21.9727	69.9692	21.9727	69.4416	21.9727	69.7134
23.4375	71.0471	23.4375	70.501	23.4375	70.7827
24.9023	71.6824	24.9023	71.1574	24.9023	71.4278
26.3672	72.128	26.3672	71.6549	26.3672	71.8979
27.832	73.3424	27.832	72.8346	27.832	73.0959
29.2969	73.8666	29.2969	73.3672	29.2969	73.6241
30.7617	74.6509	30.7617	74.067	30.7617	74.3688
32.2266	75.2338	32.2266	74.7617	32.2266	75.0042
33.6914	75.6521	33.6914	75.154	33.6914	75.4102
35.1562	76.2363	35.1562	75.7498	35.1562	75.9998
36.6211	76.8637	36.6211	76.3507	36.6211	76.6148
38.0859	77.4952	38.0859	76.9874	38.0859	77.2487
39.5508	78.0673	39.5508	77.5542	39.5508	77.8183
41.0156	78.9174	41.0156	78.4218	41.0156	78.6767
42.4805	79.0769	42.4805	78.5401	42.4805	78.8168
43.9453	79.5562	43.9453	79.0137	43.9453	79.2934
45.4102	80.0481	45.4102	79.5138	45.4102	79.7892
46.875	80.4867	46.875	79.9679	46.875	80.2351
48.3398	80.9237	48.3398	80.3875	48.3398	80.6639
51.2695	81.8062	51.2695	81.2549	51.2695	81.5393
52.7344	82.2192	52.7344	81.6879	52.7344	81.9616
54.1992	82.5215	54.1992	82.0297	54.1992	82.2826
55.6641	82.8943	55.6641	82.398	55.6641	82.6532
58.5938	83.5974	58.5938	83.0497	58.5938	83.3322
60.0586	83.9731	60.0586	83.4195	60.0586	83.7051
62.9883	84.6327	62.9883	84.0552	62.9883	84.3535
64.4531	84.9604	64.4531	84.3439	64.4531	84.6631
67.3828	85.5472	67.3828	84.8577	67.3828	85.2161
68.8477	85.8007	68.8477	85.128	68.8477	85.4774
71.7773	86.3682	71.7773	85.7741	71.7773	86.0813
74.707	86.9001	74.707	86.3847	74.707	86.65
77.6367	87.3562	77.6367	86.7866	77.6367	87.0807
79.1016	87.5607	79.1016	86.9667	79.1016	87.2738
82.0312	87.9645	82.0312	87.336	82.0312	87.6616
84.9609	88.2681	84.9609	87.6276	84.9609	87.9596
87.8906	88.3836	87.8906	87.7714	87.8906	88.0883
90.8203	88.652	90.8203	88.0122	90.8203	88.3439
95.2148	88.9454	95.2148	88.2975	95.2148	88.6336
98.1445	88.9755	98.1445	88.4277	98.1445	88.7103
101.074	88.859	101.074	88.3798	101.074	88.626
105.469	89.0446	105.469	88.507	105.469	88.7842
108.398	89.3241	108.398	88.7035	108.398	89.0249
112.793	89.3795	112.793	88.7527	112.793	89.0774
117.188	89.3207	117.188	88.767	117.188	89.0527
120.117	89.3452	120.117	88.7526	120.117	89.059
124.512	89.3668	124.512	88.5894	124.512	88.9955
128.906	89.2663	128.906	88.4197	128.906	88.8636
133.301	89.2019	133.301	88.1685	133.301	88.7158
139.16	89.1581	139.16	87.9999	139.16	88.6175
143.555	89.0828	143.555	87.8758	143.555	88.5211
147.949	89.0142	147.949	87.725	147.949	88.4173
153.809	88.9334	153.809	87.551	153.809	88.297
159.668	89.1578	159.668	87.9034	159.668	88.5757
165.527	89.1998	165.527	88.0881	165.527	88.6794
171.387	89.3499	171.387	88.059	171.387	88.7522
177.246	89.1475	177.246	87.7797	177.246	88.5172
183.105	89.1734	183.105	87.8305	183.105	88.5537
188.965	89.317	188.965	88.099	188.965	88.7505
196.289	89.3617	196.289	88.3252	196.289	88.8743
203.613	89.92	203.613	88.7667	203.613	89.3815
210.938	89.749	210.938	88.5327	210.938	89.1833
218.262	89.5897	218.262	88.3302	218.262	89.0054
225.586	90.2637	225.586	88.8358	225.586	89.6082
232.91	90.5044	232.91	88.8751	232.91	89.7657
241.699	90.4159	241.699	88.1735	241.699	89.4379
250.488	91.469	250.488	88.7725	250.488	90.3268
259.277	90.7525	259.277	88.6167	259.277	89.8146
268.066	90.2122	268.066	87.7433	268.066	89.1509
276.855	89.96	276.855	88.17	276.855	89.1566
287.109	89.5567	287.109	88.1795	287.109	88.9225
297.363	90.3227	297.363	88.6409	297.363	89.5627
307.617	89.8704	307.617	88.0011	307.617	89.0356
319.336	89.535	319.336	87.2326	319.336	88.5347
329.59	88.9087	329.59	86.6548	329.59	87.9263
341.309	88.3768	341.309	85.6785	341.309	87.234
353.027	88.8352	353.027	86.0555	353.027	87.664
366.211	89.56	366.211	86.9297	366.211	88.441
379.395	89.6232	379.395	86.6525	379.395	88.387
392.578	89.1444	392.578	86.0449	392.578	87.8655
405.762	89.1147	405.762	85.6564	405.762	87.7211
420.41	88.9921	420.41	86.6978	420.41	87.9947
435.059	89.3735	435.059	86.1256	435.059	88.0464
451.172	90.4245	451.172	86.6988	451.172	88.9495
465.82	89.5458	465.82	86.7171	465.82	88.3578
483.398	87.659	483.398	88.6591	483.398	88.1877
499.512	88.8373	499.512	88.5008	499.512	88.6723
517.09	89.1831	517.09	87.1992	517.09	88.3035
536.133	89.8363	536.133	87.1715	536.133	88.7051
555.176	90.471	555.176	88.1656	555.176	89.4695
574.219	90.2374	574.219	88.6764	574.219	89.5267
594.727	89.5324	594.727	88.2093	594.727	88.921
615.234	89.2692	615.234	88.4996	615.234	88.9015
637.207	89.6115	637.207	87.9439	637.207	88.8572
659.18	87.8051	659.18	87.0452	659.18	87.4417
682.617	87.7542	682.617	87.2916	682.617	87.529
707.52	88.3114	707.52	87.9822	707.52	88.1499
732.422	85.898	732.422	87.1592	732.422	86.5742
757.324	86.6796	757.324	87.6394	757.324	87.1859
785.156	85.511	785.156	87.2343	785.156	86.4576
811.523	85.5196	811.523	86.4373	811.523	86.0027
840.82	84.5219	840.82	86.3947	840.82	85.5584
870.117	84.6377	870.117	85.7418	870.117	85.2247
900.879	85.7095	900.879	87.0074	900.879	86.4068
933.105	85.6392	933.105	86.3507	933.105	86.0095
965.332	86.7924	965.332	86.0587	965.332	86.441
1,000.49	84.9966	1,000.49	85.0233	1,000.49	85.01
1,035.64	86.4185	1,035.64	86.5198	1,035.64	86.4694
1,072.27	87.4232	1,072.27	85.7099	1,072.27	86.6505
