"CEA2034"													
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	38.1485	20.5078	37.3933	20.5078	42.1562	20.5078	47.8497	20.5078	39.523	20.5078	45.2165	20.5078	49.9794
21.9727	45.3588	21.9727	45.0611	21.9727	45.9694	21.9727	49.4384	21.9727	45.6021	21.9727	49.0711	21.9727	49.9794
23.4375	46.7893	23.4375	46.4951	23.4375	47.4226	23.4375	50.8226	23.4375	45.6518	23.4375	49.0518	23.4375	49.9794
24.9023	47.7017	24.9023	47.3712	24.9023	48.3732	24.9023	51.9623	24.9023	45.3883	24.9023	48.9775	24.9023	49.9794
26.3672	50.322	26.3672	50.0616	26.3672	50.6049	26.3672	53.5043	26.3672	46.5367	26.3672	49.4361	26.3672	49.9794
27.832	52.6535	27.832	52.4126	27.832	52.518	27.832	54.8137	27.832	47.5784	27.832	49.8741	27.832	49.9794
29.2969	53.4546	29.2969	53.228	29.2969	53.6404	29.2969	56.1938	29.2969	47.0136	29.2969	49.5671	29.2969	49.9794
30.7617	54.3308	30.7617	54.1143	30.7617	54.7035	30.7617	57.3949	30.7617	46.6989	30.7617	49.3903	30.7617	49.9794
32.2266	57.0466	32.2266	56.9024	32.2266	57.3261	32.2266	59.406	32.2266	47.4758	32.2266	49.5556	32.2266	49.9794
33.6914	58.4605	33.6914	58.3288	33.6914	58.7656	33.6914	60.7837	33.6914	47.5245	33.6914	49.5426	33.6914	49.9794
35.1562	60.1534	35.1562	60.0325	35.1562	60.4559	35.1562	62.3793	35.1562	47.6326	35.1562	49.556	35.1562	49.9794
36.6211	61.8894	36.6211	61.795	36.6211	62.2435	36.6211	64.0291	36.6211	47.7452	36.6211	49.5308	36.6211	49.9794
38.0859	63.4011	38.0859	63.3234	38.0859	63.7905	38.0859	65.5034	38.0859	47.7993	38.0859	49.5122	38.0859	49.9794
39.5508	64.9725	39.5508	64.9139	39.5508	65.4109	39.5508	67.043	39.5508	47.8503	39.5508	49.4824	39.5508	49.9794
41.0156	66.9563	41.0156	66.9131	41.0156	67.4358	41.0156	69.0156	41.0156	47.8769	41.0156	49.4567	41.0156	49.9794
42.4805	68.4329	42.4805	68.4017	42.4805	68.8799	42.4805	70.295	42.4805	48.0861	42.4805	49.5011	42.4805	49.9794
43.9453	69.8671	43.9453	69.85	43.9453	70.3611	43.9453	71.7294	43.9453	48.1001	43.9453	49.4683	43.9453	49.9794
45.4102	71.6468	45.4102	71.6354	45.4102	72.0898	45.4102	73.3077	45.4102	48.3071	45.4102	49.525	45.4102	49.9794
46.875	73.3555	46.875	73.3476	46.875	73.7524	46.875	74.8457	46.875	48.4813	46.875	49.5745	46.875	49.9794
48.3398	74.9307	48.3398	74.925	48.3398	75.3016	48.3398	76.3208	48.3398	48.5835	48.3398	49.6028	48.3398	49.9794
51.2695	77.8996	51.2695	77.9069	51.2695	78.2923	51.2695	79.2312	51.2695	48.6551	51.2695	49.594	51.2695	49.9794
52.7344	79.2359	52.7344	79.2475	52.7344	79.6252	52.7344	80.5134	52.7344	48.7135	52.7344	49.6017	52.7344	49.9794
54.1992	80.4134	54.1992	80.4296	54.1992	80.8065	54.1992	81.6561	54.1992	48.7529	54.1992	49.6024	54.1992	49.9794
55.6641	81.34	55.6641	81.358	55.6641	81.7195	55.6641	82.5194	55.6641	48.8181	55.6641	49.6179	55.6641	49.9794
58.5938	82.6325	58.5938	82.6567	58.5938	83	58.5938	83.7108	58.5938	48.9253	58.5938	49.6361	58.5938	49.9794
60.0586	82.9529	60.0586	82.9792	60.0586	83.3152	60.0586	83.9941	60.0586	48.9645	60.0586	49.6434	60.0586	49.9794
62.9883	83.1587	62.9883	83.1887	62.9883	83.5089	62.9883	84.1183	62.9883	49.0497	62.9883	49.6592	62.9883	49.9794
64.4531	83.1154	64.4531	83.1473	64.4531	83.4629	64.4531	84.0449	64.4531	49.0818	64.4531	49.6638	64.4531	49.9794
67.3828	82.9647	67.3828	82.9988	67.3828	83.2981	67.3828	83.8206	67.3828	49.1576	67.3828	49.6801	67.3828	49.9794
68.8477	82.9133	68.8477	82.9484	68.8477	83.2399	68.8477	83.7334	68.8477	49.1944	68.8477	49.6879	68.8477	49.9794
71.7773	82.8631	71.7773	82.8987	71.7773	83.1711	71.7773	83.6101	71.7773	49.2681	71.7773	49.7071	71.7773	49.9794
74.707	82.8645	74.707	82.9012	74.707	83.1614	74.707	83.5561	74.707	49.3244	74.707	49.7192	74.707	49.9794
77.6367	82.8386	77.6367	82.878	77.6367	83.1379	77.6367	83.5085	77.6367	49.3489	77.6367	49.7195	77.6367	49.9794
79.1016	82.8451	79.1016	82.8852	79.1016	83.1406	79.1016	83.4926	79.1016	49.3721	79.1016	49.724	79.1016	49.9794
82.0312	82.894	82.0312	82.9355	82.0312	83.1842	82.0312	83.5054	82.0312	49.4095	82.0312	49.7307	82.0312	49.9794
84.9609	82.9835	84.9609	83.023	84.9609	83.2409	84.9609	83.4978	84.9609	49.5047	84.9609	49.7615	84.9609	49.9794
87.8906	82.9952	87.8906	83.0399	87.8906	83.2898	87.8906	83.5876	87.8906	49.4317	87.8906	49.7295	87.8906	49.9794
90.8203	83.0867	90.8203	83.1338	90.8203	83.3923	90.8203	83.6828	90.8203	49.4304	90.8203	49.7209	90.8203	49.9794
95.2148	83.3033	95.2148	83.3446	95.2148	83.5575	95.2148	83.7673	95.2148	49.5568	95.2148	49.7665	95.2148	49.9794
98.1445	83.4569	98.1445	83.4941	98.1445	83.683	98.1445	83.8556	98.1445	49.6179	98.1445	49.7905	98.1445	49.9794
101.074	83.6816	101.074	83.7143	101.074	83.8596	101.074	83.9547	101.074	49.739	101.074	49.8341	101.074	49.9794
105.469	83.6823	105.469	83.7305	105.469	83.9655	105.469	84.1578	105.469	49.552	105.469	49.7444	105.469	49.9794
108.398	83.9805	108.398	84.0265	108.398	84.2517	108.398	84.4331	108.398	49.5728	108.398	49.7542	108.398	49.9794
112.793	84.346	112.793	84.3821	112.793	84.5518	112.793	84.6621	112.793	49.6994	112.793	49.8097	112.793	49.9794
117.188	84.4894	117.188	84.5232	117.188	84.6752	117.188	84.7718	117.188	49.7308	117.188	49.8274	117.188	49.9794
120.117	84.631	120.117	84.6663	120.117	84.813	120.117	84.8897	120.117	49.756	120.117	49.8326	120.117	49.9794
124.512	84.9324	124.512	84.955	124.512	85.0316	124.512	85.0122	124.512	49.9221	124.512	49.9028	124.512	49.9794
128.906	85.0874	128.906	85.1067	128.906	85.1534	128.906	85.0898	128.906	49.9963	128.906	49.9326	128.906	49.9794
133.301	85.0378	133.301	85.0628	133.301	85.1395	133.301	85.1156	133.301	49.9266	133.301	49.9027	133.301	49.9794
139.16	84.964	139.16	84.9997	139.16	85.14	139.16	85.1919	139.16	49.7872	139.16	49.8391	139.16	49.9794
143.555	85.1289	143.555	85.1504	143.555	85.2376	143.555	85.2298	143.555	49.9	143.555	49.8923	143.555	49.9794
147.949	85.3584	147.949	85.3663	147.949	85.3678	147.949	85.2481	147.949	50.0976	147.949	49.978	147.949	49.9794
153.809	85.3989	153.809	85.405	153.809	85.3604	153.809	85.171	153.809	50.2134	153.809	50.0239	153.809	49.9794
159.668	85.3196	159.668	85.3312	159.668	85.3215	159.668	85.1934	159.668	50.1171	159.668	49.9891	159.668	49.9794
165.527	85.4335	165.527	85.4448	165.527	85.4416	165.527	85.3337	165.527	50.0904	165.527	49.9825	165.527	49.9794
171.387	85.3634	171.387	85.3589	171.387	85.2884	171.387	85.133	171.387	50.2053	171.387	50.0499	171.387	49.9794
177.246	85.1882	177.246	85.1936	177.246	85.182	177.246	85.0827	177.246	50.0903	177.246	49.991	177.246	49.9794
183.105	85.4005	183.105	85.3804	183.105	85.2396	183.105	85.0206	183.105	50.3392	183.105	50.1202	183.105	49.9794
188.965	85.4142	188.965	85.3965	188.965	85.2204	188.965	84.9025	188.965	50.4733	188.965	50.1555	188.965	49.9794
196.289	85.409	196.289	85.3818	196.289	85.185	196.289	84.8684	196.289	50.4928	196.289	50.1762	196.289	49.9794
203.613	85.4076	203.613	85.3695	203.613	85.1147	203.613	84.7142	203.613	50.6347	203.613	50.2342	203.613	49.9794
210.938	85.3546	210.938	85.3209	210.938	85.035	210.938	84.546	210.938	50.7543	210.938	50.2652	210.938	49.9794
218.262	85.0955	218.262	85.0646	218.262	84.8033	218.262	84.3452	218.262	50.6988	218.262	50.2407	218.262	49.9794
225.586	84.9658	225.586	84.9289	225.586	84.6608	225.586	84.2571	225.586	50.6512	225.586	50.2475	225.586	49.9794
232.91	85.106	232.91	85.0581	232.91	84.7077	232.91	84.1811	232.91	50.8563	232.91	50.3298	232.91	49.9794
241.699	85.028	241.699	84.9526	241.699	84.5108	241.699	83.909	241.699	51.023	241.699	50.4212	241.699	49.9794
250.488	85.2738	250.488	85.1743	250.488	84.5575	250.488	83.7005	250.488	51.4532	250.488	50.5962	250.488	49.9794
259.277	84.9038	259.277	84.8298	259.277	84.2973	259.277	83.5701	259.277	51.2391	259.277	50.5119	259.277	49.9794
268.066	84.7503	268.066	84.6791	268.066	84.0815	268.066	83.3035	268.066	51.355	268.066	50.577	268.066	49.9794
276.855	84.7467	276.855	84.6547	276.855	84.0755	276.855	83.2507	276.855	51.3834	276.855	50.5586	276.855	49.9794
287.109	84.1709	287.109	84.1381	287.109	83.8763	287.109	83.1461	287.109	50.9714	287.109	50.2412	287.109	49.9794
297.363	84.5184	297.363	84.428	297.363	83.7942	297.363	82.919	297.363	51.4884	297.363	50.6132	297.363	49.9794
307.617	84.2126	307.617	84.139	307.617	83.6587	307.617	82.7528	307.617	51.3656	307.617	50.4598	307.617	49.9794
319.336	84.0966	319.336	83.9205	319.336	83.2044	319.336	82.3308	319.336	51.5691	319.336	50.6955	319.336	49.9794
329.59	84.0971	329.59	83.9473	329.59	83.0572	329.59	82.2434	329.59	51.6832	329.59	50.8695	329.59	49.9794
341.309	84.9487	341.309	84.7492	341.309	83.6005	341.309	82.5495	341.309	52.1791	341.309	51.1281	341.309	49.9794
353.027	84.8691	353.027	84.7334	353.027	83.7467	353.027	82.383	353.027	52.3298	353.027	50.9661	353.027	49.9794
366.211	84.8648	366.211	84.7529	366.211	83.7851	366.211	82.2948	366.211	52.4375	366.211	50.9472	366.211	49.9794
379.395	84.8811	379.395	84.7874	379.395	83.9447	379.395	82.4708	379.395	52.2961	379.395	50.8222	379.395	49.9794
