"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	2.567	20.5078	1.46349
21.9727	-1.47586	21.9727	0.542601
23.4375	-5.4028	23.4375	-1.01674
24.9023	-4.08683	24.9023	-0.816674
26.3672	-3.44954	26.3672	-0.705711
27.832	-3.27552	27.832	-0.729324
29.2969	-3.2688	29.2969	-0.824269
30.7617	-3.05095	30.7617	-0.825626
32.2266	-2.55103	32.2266	-0.650705
33.6914	-2.43055	33.6914	-0.642927
35.1562	-2.30296	35.1562	-0.626665
36.6211	-2.09333	36.6211	-0.566074
38.0859	-1.99498	38.0859	-0.548165
39.5508	-1.88657	39.5508	-0.524116
41.0156	-1.67259	41.0156	-0.461726
42.4805	-1.57278	42.4805	-0.425077
43.9453	-1.46846	43.9453	-0.392668
45.4102	-1.43763	45.4102	-0.393702
46.875	-1.36249	46.875	-0.375745
48.3398	-1.27631	48.3398	-0.350333
51.2695	-1.12842	51.2695	-0.307427
52.7344	-1.05325	52.7344	-0.284366
54.1992	-1.00415	54.1992	-0.269302
55.6641	-0.954704	55.6641	-0.256644
58.5938	-0.878667	58.5938	-0.235739
60.0586	-0.817014	60.0586	-0.217723
62.9883	-0.720902	62.9883	-0.186392
64.4531	-0.676547	64.4531	-0.171408
67.3828	-0.570071	67.3828	-0.135344
68.8477	-0.54427	68.8477	-0.127122
71.7773	-0.452577	71.7773	-0.0942622
74.707	-0.477861	74.707	-0.106483
77.6367	-0.465503	77.6367	-0.106529
79.1016	-0.425783	79.1016	-0.0936706
82.0312	-0.358184	82.0312	-0.0681907
84.9609	-0.269726	84.9609	-0.0382009
87.8906	-0.334894	87.8906	-0.060083
90.8203	-0.313917	90.8203	-0.0451983
95.2148	-0.123022	95.2148	0.0346823
98.1445	0.0558773	98.1445	0.0914253
101.074	0.212374	101.074	0.145172
105.469	-0.000167097	105.469	0.0597898
108.398	0.191787	108.398	0.136415
112.793	0.354442	112.793	0.195921
117.188	0.228789	117.188	0.160626
120.117	0.290204	120.117	0.183654
124.512	0.375295	124.512	0.208323
128.906	0.43672	128.906	0.224977
133.301	0.450806	133.301	0.256019
139.16	0.476647	139.16	0.28239
143.555	0.572061	143.555	0.321087
147.949	0.879086	147.949	0.434984
153.809	1.04749	153.809	0.479304
159.668	0.939642	159.668	0.445702
165.527	1.00477	165.527	0.505468
171.387	0.816582	171.387	0.416505
177.246	1.05185	177.246	0.534606
183.105	1.1512	183.105	0.551391
188.965	1.5868	188.965	0.7012
196.289	1.45453	196.289	0.652284
203.613	1.55936	203.613	0.662201
210.938	1.91198	210.938	0.761596
218.262	1.79231	218.262	0.742367
225.586	2.09165	225.586	0.845371
232.91	2.4666	232.91	0.966066
241.699	2.31942	241.699	0.801782
250.488	2.5036	250.488	0.861751
259.277	3.07713	259.277	1.07789
268.066	2.87443	268.066	0.938125
276.855	2.52073	276.855	0.659586
287.109	3.25031	287.109	1.04991
297.363	2.88559	297.363	0.634754
307.617	2.89945	307.617	0.703779
319.336	2.47947	319.336	0.43995
329.59	2.27812	329.59	0.41645
341.309	2.83832	341.309	0.773552
353.027	2.96492	353.027	0.620369
366.211	2.98141	366.211	0.713642
379.395	3.49871	379.395	0.947528
392.578	2.88342	392.578	0.671548
405.762	2.56409	405.762	0.412688
420.41	3.45766	420.41	0.822764
435.059	4.24998	435.059	1.52696
451.172	3.42161	451.172	0.862479
465.82	3.90488	465.82	1.23509
483.398	4.50702	483.398	1.41082
499.512	3.89653	499.512	1.05092
517.09	4.12024	517.09	1.24123
536.133	4.92619	536.133	1.67016
555.176	4.75865	555.176	1.59323
574.219	5.00409	574.219	1.64365
594.727	5.37468	594.727	1.8843
615.234	5.71287	615.234	2.09594
637.207	5.66382	637.207	2.09664
659.18	5.17252	659.18	1.6668
682.617	5.23006	682.617	1.8896
707.52	5.35466	707.52	1.86909
732.422	5.96899	732.422	2.37167
757.324	5.63704	757.324	2.14073
785.156	5.37101	785.156	2.17186
811.523	5.54081	811.523	2.17815
840.82	5.48765	840.82	2.23291
870.117	5.20145	870.117	2.27799
900.879	5.29177	900.879	1.96287
933.105	5.65811	933.105	2.37565
965.332	5.6922	965.332	2.53607
1,000.49	5.22759	1,000.49	2.00618
1,035.64	4.88648	1,035.64	2.00371
1,072.27	5.08032	1,072.27	2.4088
1,108.89	5.76767	1,108.89	2.73987
1,148.44	4.84645	1,148.44	1.97535
1,189.45	5.98405	1,189.45	2.66083
1,230.47	5.93476	1,230.47	2.56502
1,274.41	6.1733	1,274.41	2.73523
1,319.82	6.36756	1,319.82	2.62353
1,366.7	6.03263	1,366.7	2.44807
1,413.57	6.24427	1,413.57	2.74019
1,463.38	5.42272	1,463.38	2.07091
1,516.11	5.65967	1,516.11	2.17495
1,568.85	5.75122	1,568.85	2.27221
1,624.51	6.51763	1,624.51	2.55473
1,681.64	6.40595	1,681.64	2.31016
1,741.7	6.57904	1,741.7	2.48768
1,803.22	6.75488	1,803.22	2.74272
1,866.21	6.40173	1,866.21	2.76802
1,932.13	6.23865	1,932.13	2.32851
1,999.51	6.23269	1,999.51	2.21705
2,069.82	5.85643	2,069.82	2.07238
2,143.07	6.59051	2,143.07	2.73164
2,219.24	5.9538	2,219.24	2.50903
2,296.88	5.36395	2,296.88	2.28529
2,378.91	5.79987	2,378.91	2.52496
2,462.4	5.9102	2,462.4	2.58681
2,548.83	5.89284	2,548.83	2.63417
2,639.65	4.84227	2,639.65	1.8996
2,731.93	4.54903	2,731.93	1.79682
2,828.61	4.38781	2,828.61	1.63048
2,928.22	4.99337	2,928.22	2.00727
3,030.76	4.44543	3,030.76	1.63287
3,137.7	4.65984	3,137.7	1.4533
3,249.02	4.43298	3,249.02	1.21533
3,363.28	4.68251	3,363.28	1.50305
3,481.93	4.4531	3,481.93	1.41191
3,604.98	4.80978	3,604.98	1.5698
3,732.42	5.5142	3,732.42	2.06411
3,864.26	5.08163	3,864.26	1.81973
4,000.49	5.23982	4,000.49	2.09762
4,141.11	5.92758	4,141.11	2.25378
4,287.6	5.986	4,287.6	2.42605
4,438.48	6.70739	4,438.48	2.89571
4,595.21	6.98675	4,595.21	2.93851
4,756.35	7.52215	4,756.35	3.09322
4,924.8	7.48159	4,924.8	3.13567
5,097.66	7.15101	5,097.66	2.92263
5,277.83	7.27943	5,277.83	2.94767
5,463.87	7.23558	5,463.87	2.90478
5,657.23	7.16663	5,657.23	2.95286
5,856.45	6.6608	5,856.45	2.6599
