"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	50.1419
21.9727	52.4035
23.4375	53.2461
24.9023	54.071
26.3672	56.0932
27.832	58.0825
29.2969	59.7629
30.7617	61.2281
32.2266	62.4017
33.6914	63.8796
35.1562	65.2809
36.6211	66.7636
38.0859	67.8501
39.5508	69.1446
41.0156	70.4108
42.4805	71.6644
43.9453	72.7247
45.4102	73.8096
46.875	74.8354
48.3398	75.6725
51.2695	77.4336
52.7344	78.2651
54.1992	78.9822
55.6641	79.5849
58.5938	80.6168
60.0586	81.0671
62.9883	81.9145
64.4531	82.2651
67.3828	82.7456
68.8477	82.9097
71.7773	83.3268
74.707	83.7383
77.6367	83.9547
79.1016	83.9938
82.0312	84.1674
84.9609	84.2685
87.8906	84.308
90.8203	84.3664
95.2148	84.7247
98.1445	84.6429
101.074	84.647
105.469	84.6577
108.398	84.7593
112.793	84.8361
117.188	84.8785
120.117	84.9404
124.512	84.9828
128.906	84.8355
133.301	84.6389
139.16	84.646
143.555	84.7238
147.949	84.5564
153.809	84.5021
159.668	84.5372
165.527	84.5352
171.387	84.4423
177.246	84.4788
183.105	84.3931
188.965	84.1957
196.289	84.228
203.613	84.2002
210.938	84.0786
218.262	83.9448
225.586	83.9444
232.91	83.9138
241.699	83.7233
250.488	83.6351
259.277	83.6501
268.066	83.4969
276.855	83.5321
287.109	83.3432
297.363	83.5263
307.617	83.4436
319.336	83.222
329.59	82.8951
341.309	82.9712
353.027	82.6606
366.211	82.6521
379.395	82.819
392.578	82.4273
405.762	81.9071
420.41	82.9531
435.059	83.1476
451.172	83.1044
465.82	83.3125
483.398	83.7611
499.512	83.5984
517.09	83.1546
536.133	83.0488
555.176	82.9302
574.219	83.0983
594.727	83.0839
615.234	83.8842
637.207	84.1357
659.18	83.6449
682.617	83.66
707.52	83.5603
732.422	83.2241
757.324	83.5085
785.156	82.9472
811.523	83.028
840.82	82.9469
870.117	82.8034
900.879	83.8224
933.105	84.6211
965.332	84.7058
1,000.49	84.4807
1,035.64	84.2065
1,072.27	84.0078
1,108.89	83.8337
1,148.44	83.8083
1,189.45	83.749
1,230.47	84.3496
1,274.41	84.4057
1,319.82	84.3202
1,366.7	83.7378
1,413.57	83.1228
1,463.38	82.7854
1,516.11	82.3192
1,568.85	81.2111
1,624.51	81.2388
1,681.64	81.4564
1,741.7	81.4101
1,803.22	80.6032
1,866.21	79.5493
1,932.13	79.5377
1,999.51	80.4776
2,069.82	81.2447
2,143.07	81.5178
2,219.24	80.8746
2,296.88	80.8045
2,378.91	81.482
2,462.4	82.3128
2,548.83	81.6681
2,639.65	80.5906
2,731.93	80.359
2,828.61	81.1428
2,928.22	81.7416
3,030.76	81.9389
3,137.7	82.1536
3,249.02	82.2256
3,363.28	81.978
3,481.93	81.8845
3,604.98	82.4079
3,732.42	82.6918
3,864.26	81.6619
4,000.49	81.5527
4,141.11	81.6975
4,287.6	80.9775
4,438.48	81.3233
4,595.21	81.042
4,756.35	81.6629
4,924.8	82.0533
5,097.66	81.982
5,277.83	81.7715
5,463.87	81.5042
5,657.23	81.3918
5,856.45	81.2111
6,062.99	81.3525
6,276.86	81.0911
6,498.05	80.9921
6,726.56	80.993
6,963.87	80.8682
7,209.96	81.705
7,464.84	81.8312
7,727.05	82.5032
7,999.51	82.7906
8,282.23	82.4618
8,573.73	81.2545
8,876.95	80.6654
9,188.96	80.3315
9,514.16	80.4349
9,849.61	80.1222
10,196.8	80.3764
10,555.7	80.631
10,927.7	80.5967
11,313	80.6628
11,712.9	80.5436
12,126	80.5138
12,553.7	80.4048
12,996.1	80.4348
13,454.6	80.6617
13,929.2	80.8984
14,419.9	81.101
14,928.2	81.042
15,455.6	80.7897
16,000.5	80.5258
16,564.5	80.2526
17,148.9	80.0127
17,752.4	79.6478
18,379.4	79.2609
19,026.9	78.8253
19,697.8	78.219
19,999.5	77.9987
