"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	42.092	20.5078	41.8706	20.5078	55.987	20.5078	53.3627
21.9727	45.9939	21.9727	47.5579	21.9727	57.6576	21.9727	55.2025
23.4375	51.8935	23.4375	49.8624	23.4375	57.1306	23.4375	55.1796
24.9023	50.7556	24.9023	49.1423	24.9023	58.9085	24.9023	56.5937
26.3672	53.2436	26.3672	52.5189	26.3672	60.4697	26.3672	58.3168
27.832	56.47	27.832	55.5844	27.832	61.6481	27.832	59.8142
29.2969	57.7365	29.2969	57.5753	29.2969	63.3331	29.2969	61.4965
30.7617	59.8903	30.7617	59.3941	30.7617	64.3121	30.7617	62.6851
32.2266	61.0764	32.2266	60.7201	32.2266	65.3798	32.2266	63.7994
33.6914	62.5294	33.6914	62.4353	33.6914	66.6944	33.6914	65.1854
35.1562	63.9216	35.1562	63.999	35.1562	67.9825	35.1562	66.5263
36.6211	65.5466	36.6211	65.6745	36.6211	69.2268	36.6211	67.8819
38.0859	66.6989	38.0859	66.8699	38.0859	70.1811	38.0859	68.9002
39.5508	68.1245	39.5508	68.2943	39.5508	71.2672	39.5508	70.0877
41.0156	69.3783	41.0156	69.6582	41.0156	72.447	41.0156	71.3111
42.4805	70.7653	42.4805	71.004	42.4805	73.5149	42.4805	72.4737
43.9453	71.8184	43.9453	72.1186	43.9453	74.5143	43.9453	73.5032
45.4102	72.9801	45.4102	73.2704	45.4102	75.4651	45.4102	74.5235
46.875	74.0624	46.875	74.3503	46.875	76.3846	46.875	75.4993
48.3398	74.9067	48.3398	75.2156	48.3398	77.1804	48.3398	76.3167
51.2695	76.7492	51.2695	77.0719	51.2695	78.7493	51.2695	77.9882
52.7344	77.6153	52.7344	77.9414	52.7344	79.4995	52.7344	78.7825
54.1992	78.3823	54.1992	78.6905	54.1992	80.1296	54.1992	79.4606
55.6641	79.0192	55.6641	79.3215	55.6641	80.6623	55.6641	80.0323
58.5938	80.0838	58.5938	80.3935	58.5938	81.6028	58.5938	81.0234
60.0586	80.552	60.0586	80.8659	60.0586	82.0031	60.0586	81.4518
62.9883	81.4563	62.9883	81.7568	62.9883	82.727	62.9883	82.2455
64.4531	81.8349	64.4531	82.1246	64.4531	83.0215	64.4531	82.572
67.3828	82.3652	67.3828	82.6387	67.3828	83.3979	67.3828	83.0088
68.8477	82.5319	68.8477	82.8085	68.8477	83.5457	68.8477	83.1654
71.7773	82.9671	71.7773	83.2452	71.7773	83.9106	71.7773	83.5606
74.707	83.4079	74.707	83.6803	74.707	84.2521	74.707	83.9434
77.6367	83.6789	77.6367	83.9249	77.6367	84.3589	77.6367	84.1151
79.1016	83.7525	79.1016	83.9784	79.1016	84.3347	79.1016	84.1289
82.0312	83.967	82.0312	84.1668	82.0312	84.4435	82.0312	84.2781
84.9609	83.9818	84.9609	84.2502	84.9609	84.6603	84.9609	84.4231
87.8906	83.9575	87.8906	84.2923	87.8906	84.7681	87.8906	84.4904
90.8203	84.1614	90.8203	84.4062	90.8203	84.5893	90.8203	84.4583
95.2148	84.6728	95.2148	84.7708	95.2148	84.7038	95.2148	84.7165
