"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	41.8557	20.5078	39.8068	20.5078	40.9509
21.2402	43.5364	21.2402	39.4842	21.2402	41.9667
21.9727	41.7645	21.9727	38.1523	21.9727	40.3236
22.7051	42.6685	22.7051	39.9213	22.7051	41.5086
23.4375	43.5959	23.4375	42.641	23.4375	43.1446
24.1699	45.053	24.1699	43.9507	24.1699	44.5367
25.6348	46.6564	25.6348	45.9853	25.6348	46.3338
26.3672	47.823	26.3672	47.4633	26.3672	47.6469
27.0996	48.8156	27.0996	48.4776	27.0996	48.6499
27.832	49.7662	27.832	49.6911	27.832	49.7288
29.2969	52.1731	29.2969	52.1246	29.2969	52.1489
30.0293	53.3712	30.0293	53.4063	30.0293	53.3888
31.4941	55.787	31.4941	55.8122	31.4941	55.7996
32.2266	56.7525	32.2266	56.7133	32.2266	56.733
33.6914	58.6368	33.6914	58.5581	33.6914	58.5976
34.4238	59.6569	34.4238	59.6311	34.4238	59.644
35.8887	61.6495	35.8887	61.5705	35.8887	61.6101
37.3535	63.4186	37.3535	63.29	37.3535	63.3548
38.8184	65.0495	38.8184	64.9075	38.8184	64.9791
39.5508	65.7726	39.5508	65.6136	39.5508	65.6938
41.0156	67.0993	41.0156	66.9656	41.0156	67.033
42.4805	69.0402	42.4805	68.936	42.4805	68.9884
43.9453	70.5	43.9453	70.363	43.9453	70.432
45.4102	71.8614	45.4102	71.7215	45.4102	71.7921
47.6074	73.5084	47.6074	73.3501	47.6074	73.43
49.0723	74.3692	49.0723	74.1983	49.0723	74.2846
50.5371	74.9916	50.5371	74.811	50.5371	74.9023
52.7344	75.5709	52.7344	75.3728	52.7344	75.473
54.1992	75.8093	54.1992	75.6041	54.1992	75.7079
56.3965	75.9945	56.3965	75.7712	56.3965	75.8843
58.5938	75.9714	58.5938	75.7102	58.5938	75.8428
60.0586	75.9195	60.0586	75.6945	60.0586	75.8085
62.2559	76.1101	62.2559	75.8697	62.2559	75.9916
64.4531	76.1406	64.4531	75.886	64.4531	76.0152
66.6504	76.2081	66.6504	75.9326	66.6504	76.0725
69.5801	76.326	69.5801	76.0176	69.5801	76.1745
71.7773	76.4173	71.7773	76.1069	71.7773	76.2649
73.9746	76.4999	73.9746	76.1869	73.9746	76.3462
76.9043	76.6665	76.9043	76.3304	76.9043	76.5017
79.834	76.8127	79.834	76.4662	79.834	76.6429
82.7637	77.0794	82.7637	76.7028	82.7637	76.8952
85.6934	77.3055	85.6934	76.9231	85.6934	77.1185
88.623	77.5686	88.623	77.1535	88.623	77.366
91.5527	77.5732	91.5527	77.1786	91.5527	77.3804
94.4824	77.6932	94.4824	77.3151	94.4824	77.5083
98.1445	78.1626	98.1445	77.7649	98.1445	77.9683
101.807	78.4167	101.807	78.0253	101.807	78.2254
105.469	78.6485	105.469	78.2528	105.469	78.4552
109.131	78.8931	109.131	78.4649	109.131	78.6843
112.793	79.1672	112.793	78.7326	112.793	78.9553
116.455	79.3708	116.455	78.924	116.455	79.1532
120.85	79.698	120.85	79.2652	120.85	79.487
125.244	80.0188	125.244	79.5297	125.244	79.7812
129.639	80.2308	129.639	79.7268	129.639	79.9861
134.033	80.313	134.033	79.8239	134.033	80.0753
138.428	80.6003	138.428	80.1276	138.428	80.3704
143.555	80.9606	143.555	80.3896	143.555	80.6845
148.682	81.1595	148.682	80.5523	148.682	80.8665
153.809	81.3113	153.809	80.7246	153.809	81.0278
159.668	81.5443	159.668	80.9265	159.668	81.2464
164.795	81.7553	164.795	81.1164	164.795	81.4476
170.654	81.8408	170.654	81.1984	170.654	81.5315
176.514	81.9199	176.514	81.2377	176.514	81.5922
183.105	81.9626	183.105	81.2273	183.105	81.6105
189.697	82.0584	189.697	81.3821	189.697	81.7334
196.289	82.1292	196.289	81.4633	196.289	81.809
202.881	82.1638	202.881	81.5103	202.881	81.8494
210.205	82.1458	210.205	81.4614	210.205	81.8171
217.529	82.2083	217.529	81.4874	217.529	81.8628
225.586	82.1614	225.586	81.431	225.586	81.8115
232.91	82.2035	232.91	81.4244	232.91	81.8314
241.699	82.0849	241.699	81.2646	241.699	81.6941
249.756	82.1178	249.756	81.1322	249.756	81.6529
258.545	82.0209	258.545	81.1341	258.545	81.6001
268.066	81.9217	268.066	80.7544	268.066	81.3772
277.588	81.6358	277.588	80.6722	277.588	81.1807
287.109	81.5693	287.109	80.7519	287.109	81.1798
297.363	81.5718	297.363	80.671	297.363	81.1447
307.617	81.5166	307.617	80.4134	307.617	80.9999
318.604	81.218	318.604	80.2284	318.604	80.7513
329.59	81.0346	329.59	79.977	329.59	80.5379
341.309	80.8316	341.309	79.5893	341.309	80.2547
353.76	80.8832	353.76	79.5588	353.76	80.2713
366.211	80.7021	366.211	79.5766	366.211	80.1757
378.662	80.8094	378.662	79.4483	378.662	80.182
392.578	80.4543	392.578	79.1339	392.578	79.8441
405.762	80.2891	405.762	78.9968	405.762	79.6908
420.41	80.1164	420.41	78.8302	420.41	79.5207
435.059	79.916	435.059	78.5736	435.059	79.2965
450.439	79.9109	450.439	78.2812	450.439	79.1721
466.553	79.8599	466.553	78.2752	466.553	79.1395
482.666	79.7897	482.666	78.3467	482.666	79.1279
500.244	79.7578	500.244	78.3871	500.244	79.1263
