"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	56.0195	20.5078	56.0006	20.5078	56.0101
23.4375	57.0222	23.4375	56.8889	23.4375	56.9561
26.3672	58.6327	26.3672	58.512	26.3672	58.5728
29.2969	59.6798	29.2969	59.5119	29.2969	59.5966
32.2266	60.5989	32.2266	60.3455	32.2266	60.474
35.1563	61.1309	35.1563	60.8484	35.1563	60.9919
38.0859	61.7143	38.0859	61.3747	38.0859	61.5478
41.0156	61.6366	41.0156	61.2962	41.0156	61.4697
43.9453	62.9469	43.9453	62.6373	43.9453	62.7949
46.875	65.7372	46.875	65.5004	46.875	65.6204
49.8047	69.6508	49.8047	69.4661	49.8047	69.5595
52.7344	73.1758	52.7344	73.0389	52.7344	73.1079
55.6641	76.1574	55.6641	76.0467	55.6641	76.1024
58.5938	78.5522	58.5938	78.4674	58.5938	78.51
61.5234	80.2331	61.5234	80.1483	61.5234	80.1909
64.4531	81.3987	64.4531	81.3257	64.4531	81.3624
67.3828	82.1824	67.3828	82.1329	67.3828	82.1577
70.3125	82.6398	70.3125	82.5531	70.3125	82.5966
73.2422	82.9491	73.2422	82.8881	73.2422	82.9187
76.1719	83.3058	76.1719	83.2499	76.1719	83.278
79.1016	83.4916	79.1016	83.4285	79.1016	83.4602
82.0313	83.6113	82.0313	83.5429	82.0313	83.5773
84.9609	83.7381	84.9609	83.6526	84.9609	83.6956
87.8906	83.7716	87.8906	83.7064	87.8906	83.7392
90.8203	83.7254	90.8203	83.6603	90.8203	83.6929
93.75	83.9836	93.75	83.9879	93.75	83.9857
96.6797	84.0598	96.6797	83.9883	96.6797	84.0242
102.539	83.8353	102.539	83.8455	102.539	83.8404
105.469	83.7968	105.469	83.8228	105.469	83.8098
108.398	83.8328	108.398	83.7846	108.398	83.8088
111.328	83.7988	111.328	83.7413	111.328	83.7701
117.188	83.6964	117.188	83.6822	117.188	83.6893
120.117	83.6858	120.117	83.6615	120.117	83.6737
125.977	83.3401	125.977	83.1784	125.977	83.26
128.906	83.0583	128.906	82.8924	128.906	82.9762
134.766	82.7428	134.766	82.6939	134.766	82.7184
137.695	82.6724	137.695	82.5946	137.695	82.6336
143.555	82.5557	143.555	82.3342	143.555	82.4464
149.414	82.3866	149.414	82.0939	149.414	82.2427
155.273	82.3734	155.273	82.1515	155.273	82.2639
158.203	82.4499	158.203	82.1685	158.203	82.3115
164.063	82.485	164.063	82.2477	164.063	82.3679
169.922	82.0859	169.922	81.9401	169.922	82.0136
175.781	82.0138	175.781	81.7983	175.781	81.9074
181.641	82.2892	181.641	81.9351	181.641	82.1158
190.43	82.3224	190.43	82.2479	190.43	82.2853
196.289	82.43	196.289	82.549	196.289	82.4899
202.148	82.5248	202.148	82.7849	202.148	82.6568
210.938	82.902	210.938	82.8219	210.938	82.8621
216.797	83.0492	216.797	82.9667	216.797	83.0082
225.586	83.4879	225.586	83.5183	225.586	83.5032
234.375	84.1439	234.375	83.9412	234.375	84.0437
240.234	84.2945	240.234	83.8595	240.234	84.0824
249.023	84.7804	249.023	84.0973	249.023	84.4522
257.813	85.1536	257.813	84.4637	257.813	84.8223
266.602	85.0789	266.602	84.0136	266.602	84.5788
278.32	84.9461	278.32	84.4261	278.32	84.6939
287.109	84.7022	287.109	84.8137	287.109	84.7583
295.898	84.9594	295.898	85.0266	295.898	84.9931
307.617	84.5824	307.617	84.2327	307.617	84.4111
319.336	84.1304	319.336	83.9026	319.336	84.018
331.055	84.1842	331.055	83.7084	331.055	83.9528
342.773	83.7258	342.773	83.3692	342.773	83.5512
354.492	84.1518	354.492	83.9206	354.492	84.0377
366.211	84.2616	366.211	84.3403	366.211	84.3011
377.93	84.6181	377.93	84.3409	377.93	84.4817
392.578	84.1037	392.578	83.4639	392.578	83.7956
407.227	84.2015	407.227	82.5799	407.227	83.4659
421.875	84.0494	421.875	83.0329	421.875	83.5708
436.523	84.4089	436.523	83.6643	436.523	84.0525
451.172	85.6813	451.172	84.5282	451.172	85.1429
465.82	85.1717	465.82	84.0564	465.82	84.6498
483.398	86.1359	483.398	85.7763	483.398	85.9598
500.977	85.8954	500.977	85.4755	500.977	85.6905
518.555	85.3611	518.555	85.1102	518.555	85.2375
536.133	85.3294	536.133	85.2126	536.133	85.2714
553.711	86.0478	553.711	85.7063	553.711	85.8804
574.219	85.8311	574.219	84.1612	574.219	85.0759
594.727	85.7925	594.727	84.2815	594.727	85.1024
615.234	86.1674	615.234	84.9355	615.234	85.595
638.672	86.6523	638.672	84.864	638.672	85.8495
659.18	85.8605	659.18	84.3844	659.18	85.1849
682.617	86.4167	682.617	84.6101	682.617	85.6067
706.055	86.5503	706.055	84.6902	706.055	85.7191
732.422	85.7061	732.422	84.1214	732.422	84.9857
758.789	86.4996	758.789	84.7406	758.789	85.7086
785.156	85.782	785.156	84.9521	785.156	85.3868
811.523	85.6181	811.523	85.2118	811.523	85.4197
840.82	84.5667	840.82	84.2938	840.82	84.4324
870.117	84.8882	870.117	83.3094	870.117	84.1702
902.344	84.7144	902.344	83.2726	902.344	84.0531
931.641	84.4475	931.641	83.4728	931.641	83.9874
966.797	83.9479	966.797	82.7204	966.797	83.3774
999.023	82.7952	999.023	81.2133	999.023	82.0759
1,034.18	83.4785	1,034.18	80.568	1,034.18	82.2626
