"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	56.0831	20.5078	56.1018	20.5078	56.101	20.5078	55.9109	20.5078	40.1703	20.5078	39.9802	20.5078	39.9794
23.4375	57.0707	23.4375	57.0994	23.4375	57.0961	23.4375	56.8006	23.4375	40.2782	23.4375	39.9826	23.4375	39.9794
26.3672	58.6811	26.3672	58.717	26.3672	58.7433	26.3672	58.4629	26.3672	40.2335	26.3672	39.9531	26.3672	39.9794
29.2969	59.7221	29.2969	59.7711	29.2969	59.8263	29.2969	59.5024	29.2969	40.2481	29.2969	39.9242	29.2969	39.9794
32.2266	60.6099	32.2266	60.6767	32.2266	60.787	32.2266	60.4597	32.2266	40.1964	32.2266	39.8692	32.2266	39.9794
35.1563	61.1531	35.1563	61.2495	35.1563	61.4317	35.1563	61.0318	35.1563	40.1971	35.1563	39.7972	35.1563	39.9794
38.0859	61.7195	38.0859	61.8589	38.0859	62.1663	38.0859	61.7391	38.0859	40.0991	38.0859	39.672	38.0859	39.9794
41.0156	61.6657	41.0156	61.8985	41.0156	62.4497	41.0156	61.9214	41.0156	39.9565	41.0156	39.4282	41.0156	39.9794
43.9453	62.9798	43.9453	63.2508	43.9453	63.9107	43.9453	63.3935	43.9453	39.8366	43.9453	39.3195	43.9453	39.9794
46.875	65.786	46.875	65.9969	46.875	66.5056	46.875	66.0316	46.875	39.9447	46.875	39.4707	46.875	39.9794
49.8047	69.6894	49.8047	69.8061	49.8047	70.071	49.8047	69.717	49.8047	40.0685	49.8047	39.7144	49.8047	39.9794
52.7344	73.2216	52.7344	73.2812	52.7344	73.384	52.7344	73.094	52.7344	40.1666	52.7344	39.8766	52.7344	39.9794
55.6641	76.2043	55.6641	76.231	55.6641	76.2423	55.6641	76.0096	55.6641	40.2008	55.6641	39.968	55.6641	39.9794
58.5938	78.617	58.5938	78.6206	58.5938	78.5517	58.5938	78.3145	58.5938	40.2855	58.5938	40.0482	58.5938	39.9794
61.5234	80.3041	61.5234	80.2938	61.5234	80.1744	61.5234	79.9315	61.5234	40.3416	61.5234	40.0988	61.5234	39.9794
64.4531	81.4733	64.4531	81.4552	64.4531	81.313	64.4531	81.0828	64.4531	40.3518	64.4531	40.1216	64.4531	39.9794
67.3828	82.2784	67.3828	82.2525	67.3828	82.0742	67.3828	81.8151	67.3828	40.4168	67.3828	40.1577	67.3828	39.9794
70.3125	82.7066	70.3125	82.6806	70.3125	82.5153	70.3125	82.3003	70.3125	40.3597	70.3125	40.1447	70.3125	39.9794
73.2422	83.0262	73.2422	82.9976	73.2422	82.83	73.2422	82.6378	73.2422	40.3392	73.2422	40.147	73.2422	39.9794
76.1719	83.3898	76.1719	83.3589	76.1719	83.1803	76.1719	82.9777	76.1719	40.3606	76.1719	40.158	76.1719	39.9794
79.1016	83.5824	79.1016	83.5495	79.1016	83.3631	79.1016	83.1593	79.1016	40.3697	79.1016	40.1659	79.1016	39.9794
82.0313	83.7025	82.0313	83.6689	82.0313	83.4764	82.0313	83.2616	82.0313	40.3867	82.0313	40.1719	82.0313	39.9794
84.9609	83.8352	84.9609	83.7971	84.9609	83.5801	84.9609	83.3374	84.9609	40.439	84.9609	40.1963	84.9609	39.9794
87.8906	83.8742	87.8906	83.835	87.8906	83.6207	87.8906	83.398	87.8906	40.4164	87.8906	40.1937	87.8906	39.9794
90.8203	83.8183	90.8203	83.7814	90.8203	83.5891	90.8203	83.4093	90.8203	40.3514	90.8203	40.1716	90.8203	39.9794
93.75	84.1224	93.75	84.0849	93.75	83.8822	93.75	83.6812	93.75	40.3832	93.75	40.1821	93.75	39.9794
96.6797	84.1992	96.6797	84.1545	96.6797	83.8924	96.6797	83.5807	96.6797	40.5532	96.6797	40.2415	96.6797	39.9794
102.539	83.9847	102.539	83.9433	102.539	83.7214	102.539	83.4918	102.539	40.4309	102.539	40.2013	102.539	39.9794
105.469	83.9731	105.469	83.9272	105.469	83.6798	105.469	83.4146	105.469	40.492	105.469	40.2268	105.469	39.9794
108.398	83.9901	108.398	83.941	108.398	83.6725	108.398	83.3833	108.398	40.5371	108.398	40.2479	108.398	39.9794
111.328	83.9499	111.328	83.9007	111.328	83.6338	111.328	83.3501	111.328	40.5301	111.328	40.2463	111.328	39.9794
117.188	83.8806	117.188	83.8252	117.188	83.5347	117.188	83.2468	117.188	40.5577	117.188	40.2699	117.188	39.9794
120.117	83.8766	120.117	83.8189	120.117	83.5118	120.117	83.1978	120.117	40.6006	120.117	40.2865	120.117	39.9794
125.977	83.4963	125.977	83.4406	125.977	83.1287	125.977	82.7849	125.977	40.6351	125.977	40.2913	125.977	39.9794
128.906	83.2264	128.906	83.1697	128.906	82.8441	128.906	82.4565	128.906	40.6926	128.906	40.305	128.906	39.9794
134.766	82.9287	134.766	82.8723	134.766	82.5784	134.766	82.2841	134.766	40.5675	134.766	40.2733	134.766	39.9794
137.695	82.8508	137.695	82.7914	137.695	82.4934	137.695	82.2262	137.695	40.5446	137.695	40.2774	137.695	39.9794
143.555	82.707	143.555	82.6404	143.555	82.2993	143.555	81.9881	143.555	40.6317	143.555	40.3205	143.555	39.9794
149.414	82.5591	149.414	82.487	149.414	82.1044	149.414	81.7194	149.414	40.747	149.414	40.362	149.414	39.9794
155.273	82.6003	155.273	82.519	155.273	82.0852	155.273	81.6268	155.273	40.8716	155.273	40.4132	155.273	39.9794
158.203	82.6644	158.203	82.5795	158.203	82.1205	158.203	81.6274	158.203	40.9314	158.203	40.4383	158.203	39.9794
164.063	82.7176	164.063	82.6319	164.063	82.1683	164.063	81.6663	164.063	40.945	164.063	40.4429	164.063	39.9794
169.922	82.3317	169.922	82.2496	169.922	81.8232	169.922	81.3837	169.922	40.8453	169.922	40.4059	169.922	39.9794
175.781	82.2706	175.781	82.1777	175.781	81.7207	175.781	81.3111	175.781	40.846	175.781	40.4364	175.781	39.9794
181.641	82.53	181.641	82.4311	181.641	81.9179	181.641	81.4044	181.641	41.0061	181.641	40.4926	181.641	39.9794
190.43	82.703	190.43	82.5872	190.43	82.0085	190.43	81.4286	190.43	41.138	190.43	40.558	190.43	39.9794
196.289	82.8908	196.289	82.77	196.289	82.181	196.289	81.616	196.289	41.1334	196.289	40.5684	196.289	39.9794
202.148	83.0763	202.148	82.9455	202.148	82.308	202.148	81.6833	202.148	41.2415	202.148	40.6168	202.148	39.9794
210.938	83.3231	210.938	83.1896	210.938	82.5255	210.938	81.8416	210.938	41.3274	210.938	40.6434	210.938	39.9794
216.797	83.4864	216.797	83.3461	216.797	82.669	216.797	82.0129	216.797	41.3126	216.797	40.6565	216.797	39.9794
225.586	84.0581	225.586	83.8893	225.586	83.0819	225.586	82.2971	225.586	41.5716	225.586	40.7868	225.586	39.9794
234.375	84.61	234.375	84.4362	234.375	83.5684	234.375	82.6619	234.375	41.7538	234.375	40.8473	234.375	39.9794
240.234	84.6698	240.234	84.4973	240.234	83.6359	240.234	82.7421	240.234	41.7347	240.234	40.8408	240.234	39.9794
249.023	85.1404	249.023	84.9437	249.023	83.9421	249.023	82.8258	249.023	42.0974	249.023	40.981	249.023	39.9794
257.813	85.4585	257.813	85.2718	257.813	84.3165	257.813	83.2921	257.813	41.9591	257.813	40.9346	257.813	39.9794
266.602	85.2798	266.602	85.0903	266.602	84.0833	266.602	82.9191	266.602	42.1506	266.602	40.9864	266.602	39.9794
278.32	85.4046	278.32	85.2013	278.32	84.2039	278.32	83.1198	278.32	42.0609	278.32	40.9768	278.32	39.9794
287.109	85.4753	287.109	85.2573	287.109	84.1964	287.109	83.0343	287.109	42.2023	287.109	41.0403	287.109	39.9794
295.898	85.7242	295.898	85.493	295.898	84.3035	295.898	82.8119	295.898	42.6605	295.898	41.1689	295.898	39.9794
307.617	84.9731	307.617	84.7988	307.617	83.8423	307.617	82.5344	307.617	42.2437	307.617	40.9359	307.617	39.9794
