"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	54.9913
21.2402	56.761
21.9727	57.3331
22.7051	58.3806
23.4375	58.3055
24.1699	58.9699
25.6348	60.4432
26.3672	61.3695
27.0996	62.3048
27.832	63.1248
29.2969	64.7642
30.0293	65.4508
31.4941	66.8755
32.2266	67.7325
33.6914	69.0873
34.4238	69.8232
35.8887	71.1743
37.3535	72.4312
38.8184	73.6226
39.5508	74.2272
41.0156	75.0285
42.4805	76.2132
43.9453	77.0688
45.4102	77.8178
47.6074	78.7774
49.0723	79.3288
50.5371	79.8018
52.7344	80.4162
54.1992	80.7478
56.3965	81.1685
58.5938	81.4473
60.0586	81.6794
62.2559	82.0183
64.4531	82.2426
66.6504	82.4626
69.5801	82.7248
71.7773	82.8522
73.9746	83.0415
76.9043	83.1861
79.834	83.3402
82.7637	83.6265
85.6934	83.7369
88.623	83.7215
91.5527	83.7214
94.4824	84.0332
98.1445	84.1124
101.807	84.2093
105.469	84.3074
109.131	84.4779
112.793	84.623
116.455	84.6764
120.85	84.7731
125.244	84.8923
129.639	84.8727
134.033	84.8377
138.428	84.8946
143.555	84.9475
148.682	84.9944
153.809	84.9891
159.668	85.193
164.795	85.1592
170.654	85.0932
176.514	85.0204
183.105	84.9673
189.697	84.9608
196.289	85.0076
202.881	84.9728
210.205	84.8968
217.529	84.8359
225.586	84.7976
232.91	84.8799
241.699	84.6419
249.756	84.7157
258.545	84.6481
268.066	84.2052
277.588	84.1574
287.109	84.1569
297.363	84.6223
307.617	84.7876
318.604	84.6194
329.59	84.5581
341.309	83.6728
353.76	83.2357
366.211	84.8605
378.662	86.1168
392.578	85.5374
405.762	85.3291
420.41	85.5026
435.059	85.0744
450.439	85.0162
466.553	84.7323
482.666	84.4757
500.244	84.1883
517.822	83.952
536.133	83.9125
554.443	84.0525
574.219	84.276
594.727	83.7782
615.234	83.8767
637.207	84.6622
659.912	84.9561
683.35	84.7494
706.787	85.6284
731.689	86.333
758.057	86.3043
784.424	86.1021
812.256	85.5277
840.82	85.3247
870.85	84.9814
901.611	84.9916
933.105	85.1873
966.064	84.7554
999.756	84.2941
1,034.91	83.8782
1,071.53	83.4423
1,109.62	83.0377
1,148.44	82.9878
1,189.45	83.0481
1,231.2	83.6443
1,274.41	83.9897
1,319.82	84.6505
1,365.97	83.798
1,414.31	83.4617
1,464.11	83.0133
1,515.38	82.4404
1,568.85	82.2667
1,624.51	81.9215
1,681.64	81.8057
1,740.97	81.596
1,802.49	82.1092
1,866.21	81.8642
1,932.13	81.4793
2,000.24	82.0084
2,070.56	82.7466
2,143.8	82.7054
2,219.24	81.7852
2,297.61	82.2336
2,378.17	82.8089
2,462.4	82.3969
2,548.83	82.1666
2,638.92	82.4625
2,731.93	82.3627
2,828.61	82.4315
2,928.22	82.4209
3,031.49	82.1059
3,138.43	82.3705
3,249.02	82.384
3,363.28	82.377
3,481.93	82.923
3,604.98	83.5135
3,732.42	83.4053
3,863.53	83.7227
3,999.76	83.814
4,141.11	83.6888
4,286.87	83.8113
4,438.48	83.9366
4,594.48	83.9025
4,757.08	84.0087
4,924.8	83.878
5,098.39	83.7942
5,277.83	83.2064
5,463.87	82.9469
5,656.49	82.4691
5,856.45	82.492
6,062.99	82.6688
6,276.86	83.1456
6,498.05	83.4495
6,727.29	83.3979
6,964.6	83.3281
7,209.96	82.8503
7,464.11	82.3608
7,727.78	82.2328
8,000.24	82.5052
8,282.23	83.2302
8,574.46	83.4928
8,876.22	82.9966
9,189.7	82.3023
9,513.43	81.975
9,848.88	81.7091
10,196.8	81.8158
10,556.4	82.0334
10,928.5	81.7789
11,313.7	81.2276
11,712.9	80.3906
12,126	80.0699
12,553.7	80.3486
12,996.1	80.3059
13,454.6	79.8674
13,928.5	79.277
14,419.9	79.1153
14,928.2	79.2833
15,454.8	79.2103
15,999.8	78.8944
16,564.5	78.8318
17,148.2	79.1604
17,753.2	79.2257
18,379.4	78.6071
19,027.6	78.2185
19,698.5	78.0254
19,999.5	77.7509
