"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	55.2075	20.5078	43.1929	20.5078	50.8815	20.5078	50.8588	20.5078	50.2211	20.5078	51.2279
21.9727	60.5319	21.9727	55.0281	21.9727	58.0069	21.9727	57.9466	21.9727	57.8426	21.9727	58.1105
23.4375	62.3466	23.4375	58.4376	23.4375	60.4306	23.4375	60.2577	23.4375	59.977	23.4375	60.4091
24.9023	62.7799	24.9023	59.6186	24.9023	61.1818	24.9023	60.9849	24.9023	60.6666	24.9023	61.1227
26.3672	62.7966	26.3672	60.0874	26.3672	61.3708	26.3672	61.2131	26.3672	60.899	26.3672	61.326
27.832	63.5141	27.832	60.8269	27.832	62.0803	27.832	62.0445	27.832	61.8862	27.832	62.1149
29.2969	65.5412	29.2969	62.8756	29.2969	64.1776	29.2969	64.1544	29.2969	64.0559	29.2969	64.2098
30.7617	67.4326	30.7617	64.985	30.7617	66.2415	30.7617	66.1136	30.7617	65.8684	30.7617	66.1836
32.2266	68.6368	32.2266	66.3863	32.2266	67.581	32.2266	67.3924	32.2266	67.054	32.2266	67.4687
33.6914	69.2869	33.6914	67.2307	33.6914	68.3272	33.6914	68.1584	33.6914	67.8589	33.6914	68.2232
35.1563	70.0374	35.1563	68.1225	35.1563	69.1388	35.1563	69.017	35.1563	68.7851	35.1563	69.0634
36.6211	71.2043	36.6211	69.3495	36.6211	70.3398	36.6211	70.2368	36.6211	70.0197	36.6211	70.2728
38.0859	72.569	38.0859	70.753	38.0859	71.7369	38.0859	71.6442	38.0859	71.4484	38.0859	71.6732
39.5508	73.662	39.5508	71.8998	39.5508	72.8711	39.5508	72.7426	39.5508	72.5107	39.5508	72.7813
41.0156	74.8368	41.0156	73.1031	41.0156	74.0872	41.0156	73.9103	41.0156	73.5993	41.0156	73.9582
42.4805	75.6178	42.4805	73.9088	42.4805	74.895	42.4805	74.707	42.4805	74.3732	42.4805	74.7542
43.9453	76.4766	43.9453	74.9032	43.9453	75.8126	43.9453	75.6412	43.9453	75.3455	43.9453	75.6831
45.4102	77.2473	45.4102	75.7205	45.4102	76.6078	45.4102	76.4405	45.4102	76.1552	45.4102	76.4801
46.875	78.0773	46.875	76.5978	46.875	77.4635	46.875	77.3017	46.875	77.0222	46.875	77.3377
48.3398	78.9093	48.3398	77.4567	48.3398	78.3155	48.3398	78.1454	48.3398	77.8421	48.3398	78.181
51.2695	80.5443	51.2695	79.1312	51.2695	79.9784	51.2695	79.8042	51.2695	79.5051	51.2695	79.8397
52.7344	81.3289	52.7344	79.9434	52.7344	80.7822	52.7344	80.6006	52.7344	80.2929	52.7344	80.6372
54.1992	82.0119	54.1992	80.6684	54.1992	81.4836	54.1992	81.3077	54.1992	81.021	54.1992	81.3435
55.6641	82.6307	55.6641	81.3079	55.6641	82.1158	55.6641	81.936	55.6641	81.6486	55.6641	81.9726
58.5938	83.7789	58.5938	82.4758	58.5938	83.2818	58.5938	83.0923	58.5938	82.7993	58.5938	83.1311
60.0586	84.2571	60.0586	82.9532	60.0586	83.7634	60.0586	83.5705	60.0586	83.2725	60.0586	83.6096
62.9883	85.1369	62.9883	83.8745	62.9883	84.6668	62.9883	84.4726	62.9883	84.174	62.9883	84.5109
64.4531	85.5783	64.4531	84.3273	64.4531	85.1145	64.4531	84.9211	64.4531	84.6319	64.4531	84.9597
67.3828	86.3073	67.3828	85.0669	67.3828	85.8571	67.3828	85.6555	67.3828	85.368	67.3828	85.6964
68.8477	86.5671	68.8477	85.3342	68.8477	86.1267	68.8477	85.9146	68.8477	85.6153	68.8477	85.9581
71.7773	86.972	71.7773	85.7733	71.7773	86.5574	71.7773	86.3226	71.7773	85.9862	71.7773	86.3712
74.707	87.4133	74.707	86.2592	74.707	87.0207	74.707	86.7795	74.707	86.4283	74.707	86.8292
77.6367	87.6916	77.6367	86.5749	77.6367	87.3088	77.6367	87.0852	77.6367	86.7908	77.6367	87.1334
79.1016	87.7973	79.1016	86.6624	79.1016	87.4123	79.1016	87.1831	79.1016	86.8926	79.1016	87.2333
82.0313	87.9772	82.0313	86.8424	82.0313	87.6117	82.0313	87.3399	82.0313	86.9812	82.0313	87.4002
84.9609	88.0253	84.9609	86.9004	84.9609	87.668	84.9609	87.3875	84.9609	86.9608	84.9609	87.4444
87.8906	88.1081	87.8906	87.0142	87.8906	87.7423	87.8906	87.5242	87.8906	87.2252	87.8906	87.5675
90.8203	87.7041	90.8203	86.603	90.8203	87.3199	90.8203	87.1738	90.8203	87.1749	90.8203	87.2171
95.2148	88.4813	95.2148	87.4031	95.2148	88.1809	95.2148	87.809	95.2148	87.2513	95.2148	87.8915
98.1445	88.0222	98.1445	86.9209	98.1445	87.6895	98.1445	87.3959	98.1445	87.081	98.1445	87.4679
101.074	87.876	101.074	86.7914	101.074	87.5693	101.074	87.2177	101.074	86.8112	101.074	87.3058
105.469	88.2049	105.469	87.1208	105.469	87.8975	105.469	87.5538	105.469	87.1951	105.469	87.6429
108.398	87.8666	108.398	86.7645	108.398	87.5648	108.398	87.2014	108.398	86.8371	108.398	87.2971
112.793	88.3372	112.793	87.2763	112.793	88.0726	112.793	87.649	112.793	87.2079	112.793	87.7637
117.188	88.11	117.188	87.0483	117.188	87.8492	117.188	87.3955	117.188	86.9008	117.188	87.5196
120.117	88.4229	120.117	87.4133	120.117	88.1806	120.117	87.7447	120.117	87.2958	120.117	87.8651
124.512	87.9973	124.512	86.9406	124.512	87.7527	124.512	87.2985	124.512	86.8254	124.512	87.4218
128.906	88.0096	128.906	86.9014	128.906	87.7508	128.906	87.2549	128.906	86.6629	128.906	87.3864
133.301	88.0293	133.301	86.935	133.301	87.7621	133.301	87.2962	133.301	86.797	133.301	87.4244
139.16	87.7886	139.16	86.6949	139.16	87.5368	139.16	87.0412	139.16	86.6301	139.16	87.1904
143.555	87.77	143.555	86.6196	143.555	87.522	143.555	86.9622	143.555	86.4703	143.555	87.1305
147.949	87.7227	147.949	86.5364	147.949	87.4783	147.949	86.8745	147.949	86.3387	147.949	87.0574
153.809	87.7507	153.809	86.5419	153.809	87.5298	153.809	86.8468	153.809	86.1736	153.809	87.0511
159.668	87.8597	159.668	86.7002	159.668	87.6539	159.668	86.9706	159.668	86.23	159.668	87.1702
165.527	87.7883	165.527	86.6485	165.527	87.5943	165.527	86.9083	165.527	86.2503	165.527	87.1163
171.387	87.646	171.387	86.5057	171.387	87.466	171.387	86.748	171.387	86.0684	171.387	86.9679
177.246	87.4892	177.246	86.3656	177.246	87.3211	177.246	86.5685	177.246	85.8882	177.246	86.8059
183.105	87.307	183.105	86.1066	183.105	87.1402	183.105	86.3019	183.105	85.5751	183.105	86.5734
188.965	87.3976	188.965	86.2579	188.965	87.2807	188.965	86.3763	188.965	85.4846	188.965	86.6636
196.289	87.3957	196.289	86.3257	196.289	87.3	196.289	86.4159	196.289	85.5262	196.289	86.6945
203.613	87.2312	203.613	86.1209	203.613	87.1584	203.613	86.1547	203.613	85.1593	203.613	86.4806
210.938	87.2528	210.938	86.063	210.938	87.1573	210.938	86.1486	210.938	85.0262	210.938	86.4637
218.262	87.1216	218.262	86.017	218.262	87.0427	218.262	86.0468	218.262	84.9909	218.262	86.3653
225.586	87.047	225.586	85.8963	225.586	87.0006	225.586	85.851	225.586	84.844	225.586	86.2472
