"Contour Plot"		
""		
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa)"	"Theta / deg"
23.6	79.5173	-180
24.3	79.7487	-180
25	79.9737	-180
25.8	80.2231	-180
26.5	80.4351	-180
27.2	80.6416	-180
28	80.8712	-180
29	81.1491	-180
30	81.4238	-180
30.7	81.6126	-180
31.5	81.823	-180
32.5	82.0788	-180
33.5	82.3267	-180
34.5	82.5674	-180
35.5	82.8028	-180
36.5	83.0345	-180
37.5	83.2601	-180
38.7	83.5229	-180
40	83.7986	-180
41.2	84.0457	-180
42.5	84.3081	-180
43.7	84.5434	-180
45	84.7911	-180
46.2	85.0134	-180
47.5	85.2488	-180
48.7	85.4614	-180
50	85.6858	-180
51.5	85.9377	-180
53	86.1825	-180
54.5	86.4216	-180
56	86.6541	-180
58	86.9547	-180
60	87.2457	-180
61.5	87.4579	-180
63	87.6649	-180
65	87.9335	-180
67	88.1941	-180
69	88.4471	-180
71	88.6928	-180
73	88.9315	-180
75	89.1637	-180
77.5	89.4451	-180
80	89.7171	-180
82.5	89.9805	-180
85	90.2351	-180
87.5	90.4823	-180
90	90.7212	-180
92.5	90.9533	-180
95	91.1782	-180
97.5	91.3963	-180
100	91.6085	-180
103	91.8539	-180
106	92.0917	-180
109	92.3203	-180
112	92.542	-180
115	92.7551	-180
118	92.9617	-180
122	93.2256	-180
125	93.4154	-180
128	93.5992	-180
132	93.8334	-180
136	94.0575	-180
140	94.2711	-180
145	94.5231	-180
150	94.7601	-180
155	94.9828	-180
160	95.1917	-180
165	95.3876	-180
170	95.5708	-180
175	95.7407	-180
180	95.8988	-180
185	96.0459	-180
190	96.1822	-180
195	96.3084	-180
200	96.4248	-180
206	96.5513	-180
212	96.6648	-180
218	96.7661	-180
224	96.8557	-180
230	96.9344	-180
236	97.0029	-180
243	97.0704	-180
250	97.126	-180
258	97.1763	-180
265	97.2081	-180
272	97.2306	-180
280	97.2461	-180
290	97.2502	-180
300	97.24	-180
307	97.2247	-180
315	97.2002	-180
325	97.1594	-180
335	97.1089	-180
345	97.0494	-180
355	96.9819	-180
365	96.9078	-180
375	96.828	-180
387	96.7257	-180
400	96.6088	-180
412	96.4974	-180
425	96.3746	-180
437	96.2608	-180
450	96.1387	-180
462	96.028	-180
475	95.9114	-180
487	95.8074	-180
500	95.6992	-180
515	95.5801	-180
530	95.4672	-180
545	95.3601	-180
560	95.2585	-180
580	95.1299	-180
600	95.0077	-180
615	94.9188	-180
630	94.8307	-180
650	94.7117	-180
670	94.5863	-180
690	94.4491	-180
710	94.2937	-180
730	94.1139	-180
750	93.9057	-180
775	93.6002	-180
800	93.2475	-180
825	92.8586	-180
850	92.4519	-180
875	92.0471	-180
900	91.6591	-180
925	91.2894	-180
950	90.9242	-180
975	90.5373	-180
1,000	90.1	-180
1,030	89.4791	-180
1,060	88.7535	-180
1,090	87.9773	-180
1,120	87.2607	-180
1,150	86.7267	-180
1,180	86.4295	-180
1,220	86.2774	-180
1,250	86.1599	-180
1,280	85.8974	-180
1,320	85.2173	-180
1,360	84.1811	-180
1,400	82.9658	-180
1,450	81.593	-180
1,500	80.5449	-180
1,550	79.4183	-180
1,600	77.8824	-180
1,650	76.3866	-180
1,700	75.8967	-180
1,750	76.0309	-180
1,800	75.5564	-180
1,850	74.1367	-180
1,900	72.9478	-180
1,950	73.6984	-180
2,000	74.8935	-180
