* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\5-ERDI.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 2:58:53 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\5-ERDI.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced
* Measurement: 5-ERDI
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	48.322906	86.7546
20.144928	48.422844	86.0946
20.290907	48.522911	85.3996
20.437943	48.622925	84.6691
20.586044	48.722931	83.8806
20.735220	48.822910	83.0409
20.885475	48.922882	82.0622
21.036821	49.051804	80.7744
21.189262	49.122974	79.4297
21.342808	49.020676	78.1708
21.497467	48.860210	77.1580
21.653246	48.731548	76.5961
21.810154	48.596188	76.4938
21.968201	48.391964	77.0682
22.127390	48.279037	77.9000
22.287735	48.476391	78.6864
22.449242	48.746792	79.2926
22.611917	48.889690	79.3597
22.775772	49.011852	79.2592
22.940815	49.142307	79.3526
23.107054	49.314732	79.3132
23.274498	49.619751	78.8871
23.443153	49.915642	78.2141
23.613033	50.043827	77.3202
23.784142	50.143906	76.2949
23.956491	50.341309	75.2482
24.130091	50.521820	74.1443
24.304947	50.585449	72.9295
24.481071	50.613968	71.7664
24.658470	50.654438	70.8684
24.837156	50.711903	70.0312
25.017136	50.824921	69.1172
25.198421	50.939888	68.1380
25.381020	51.008137	67.0196
25.564941	51.052967	65.8821
25.750195	51.077667	64.8272
25.936790	51.093983	63.8372
26.124741	51.113220	62.9449
26.314051	51.139954	62.0992
26.504732	51.183121	61.2806
26.696796	51.240921	60.4271
26.890253	51.319527	59.4830
27.085112	51.403900	58.4103
27.281382	51.490219	57.1187
27.479073	51.550941	55.7100
27.678198	51.544285	54.2467
27.878765	51.509060	52.7571
28.080786	51.480488	51.2999
28.284271	51.428093	49.8470
28.489231	51.340656	48.3066
28.695675	51.195255	46.9287
28.903616	50.923779	45.9834
29.113064	50.650360	45.3218
29.324028	50.528709	44.8463
29.536524	50.403183	44.6700
29.750557	50.089043	44.9373
29.966141	49.825218	45.4583
30.183289	49.865757	46.1740
30.402010	49.982853	46.8343
30.622314	49.993366	47.1194
30.844217	50.014946	47.1781
31.067726	50.141754	47.0496
31.292856	50.262852	46.7456
31.519617	50.272266	46.2354
31.748020	50.248035	45.6847
31.978081	50.238327	45.2808
32.209808	50.228012	44.9284
32.443211	50.218071	44.5927
32.678310	50.208015	44.2774
32.915108	50.197014	43.9761
33.153625	50.187016	43.6854
33.393871	50.179691	43.4047
33.635857	50.175007	43.1194
33.879597	50.174248	42.8279
34.125103	50.175003	42.4905
34.372387	50.190556	42.0076
34.621464	50.175064	41.5566
34.872345	50.055496	41.2780
35.125042	49.926144	41.1850
35.379574	49.871037	41.3860
35.635948	49.849010	41.7355
35.894180	49.834869	42.1625
36.154285	49.863918	42.5515
36.416275	49.990406	42.7536
36.680161	50.132793	42.7981
36.945961	50.205959	42.6469
37.213688	50.273884	42.3535
37.483353	50.389629	41.9739
37.754974	50.501842	41.4629
38.028561	50.572166	40.7611
38.304131	50.613960	39.9671
38.581699	50.631935	39.1266
38.861279	50.614059	38.3401
39.142883	50.533009	37.7274
39.426529	50.439121	37.2765
39.712231	50.381756	37.0338
40.000000	50.337063	36.9430
40.289856	50.282688	37.0106
40.581814	50.262993	37.0949
40.875885	50.346233	37.0465
41.172089	50.438881	36.8943
41.470440	50.450005	36.5619
41.770950	50.439022	36.2165
42.073643	50.428066	36.0658
42.378525	50.438957	35.9143
42.685616	50.526367	35.6224
42.994934	50.613895	35.2266
43.306492	50.624943	34.6878
43.620308	50.614021	34.0939
43.936401	50.624931	33.5020
44.254780	50.614048	32.9668
44.575470	50.526649	32.5825
44.898483	50.439114	32.2874
45.223835	50.442425	32.0234
45.551544	50.439034	31.8721
45.881630	50.310757	31.9399
46.214108	50.209095	32.0957
46.548996	50.300995	32.2744
46.886307	50.423832	32.3839
47.226067	50.434002	32.2748
47.568283	50.438969	32.0544
47.912983	50.527275	31.7940
48.260181	50.613880	31.4536
48.609894	50.624943	30.9791
48.962143	50.614021	30.4837
49.316940	50.613998	30.0871
49.674313	50.614002	29.7176
50.034271	50.613998	29.3510
50.396843	50.613995	28.9636
50.762039	50.624931	28.4823
51.129883	50.614048	28.0317
51.500389	50.526669	27.7254
51.873581	50.439129	27.5243
52.249481	50.428055	27.4656
52.628101	50.438976	27.4331
53.009464	50.438999	27.3011
