"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	54.063	20.5078	51.862	20.5078	53.0593	20.5078	51.9366	20.5078	60.2026	20.5078	54.5109
21.9727	57.4661	21.9727	54.0301	21.9727	56.4345	21.9727	54.6899	21.9727	60.9414	21.9727	56.7079
23.4375	58.1312	23.4375	54.4554	23.4375	57.1111	23.4375	54.9842	23.4375	61.6016	23.4375	57.2728
24.9023	59.7074	24.9023	56.1819	24.9023	58.7552	24.9023	56.8	24.9023	62.5578	24.9023	58.7502
26.3672	61.051	26.3672	58.2334	26.3672	60.216	26.3672	58.7333	26.3672	63.9655	26.3672	60.3407
27.832	62.5629	27.832	60.1283	27.832	61.8158	27.832	60.5957	27.832	65.1714	27.832	61.9222
29.2969	64.0347	29.2969	61.917	29.2969	63.3563	29.2969	62.3735	29.2969	66.4138	29.2969	63.4719
30.7617	65.1686	30.7617	63.3354	30.7617	64.5576	30.7617	63.7404	30.7617	67.4741	30.7617	64.7012
32.2266	66.6348	32.2266	65.0248	32.2266	66.079	32.2266	65.4315	32.2266	68.6926	32.2266	66.2194
33.6914	67.9403	33.6914	66.6036	33.6914	67.449	33.6914	66.9721	33.6914	69.9603	33.6914	67.6349
35.1563	69.332	35.1563	68.1525	35.1563	68.8824	35.1563	68.5165	35.1563	71.1608	35.1563	69.0663
36.6211	70.5116	36.6211	69.4977	36.6211	70.1073	36.6211	69.8336	36.6211	72.2505	36.6211	70.3038
38.0859	71.7339	38.0859	70.8195	38.0859	71.3569	38.0859	71.1504	38.0859	73.3342	38.0859	71.551
39.5508	72.7959	39.5508	71.9924	39.5508	72.4523	39.5508	72.304	39.5508	74.3465	39.5508	72.6562
41.0156	74.2103	41.0156	73.6324	41.0156	73.927	41.0156	73.8921	41.0156	75.6748	41.0156	74.1567
42.4805	75.3328	42.4805	74.8027	42.4805	75.0841	42.4805	75.055	42.4805	76.6616	42.4805	75.2857
43.9453	76.4751	43.9453	75.8223	43.9453	76.1865	43.9453	76.1376	43.9453	77.5332	43.9453	76.3413
45.4102	77.4958	45.4102	76.8564	45.4102	77.2124	45.4102	77.1775	45.4102	78.4587	45.4102	77.3575
46.875	78.4434	46.875	77.8316	46.875	78.1609	46.875	78.158	46.875	79.3656	46.875	78.3143
48.3398	79.1187	48.3398	78.6294	48.3398	78.8534	48.3398	78.9487	48.3398	80.1761	48.3398	79.0698
51.2695	80.8041	51.2695	80.3724	51.2695	80.5696	51.2695	80.6777	51.2695	81.6345	51.2695	80.7526
52.7344	81.4929	52.7344	81.0805	52.7344	81.268	52.7344	81.3782	52.7344	82.2419	52.7344	81.4389
54.1992	82.0939	54.1992	81.7272	54.1992	81.8831	54.1992	82.0167	54.1992	82.8242	54.1992	82.0601
