"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-3.13037	20.5078	-1.57086
21.9727	-1.67134	21.9727	-0.719769
23.4375	-0.0574438	23.4375	0.322542
24.9023	-6.42979	24.9023	-3.76066
26.3672	-0.824873	26.3672	-0.145629
27.832	-5.13573	27.832	-2.58515
29.2969	-3.02181	29.2969	-1.35569
30.7617	-3.02866	30.7617	-1.34894
32.2266	-2.37884	32.2266	-1.00858
33.6914	-2.2317	33.6914	-0.931515
35.1562	-2.16335	35.1562	-0.881307
36.6211	-2.24879	36.6211	-1.00133
38.0859	-1.64242	38.0859	-0.68124
39.5508	-1.56497	39.5508	-0.637376
41.0156	-1.49214	41.0156	-0.613805
42.4805	-1.42473	42.4805	-0.587023
43.9453	-1.36747	43.9453	-0.568518
45.4102	-1.29771	45.4102	-0.541983
46.875	-1.17799	46.875	-0.494905
48.3398	-1.05346	48.3398	-0.436915
51.2695	-1.09677	51.2695	-0.468044
52.7344	-0.978069	52.7344	-0.417968
54.1992	-0.840056	54.1992	-0.355911
55.6641	-0.784395	55.6641	-0.331008
58.5938	-0.713363	58.5938	-0.304054
60.0586	-0.656818	60.0586	-0.28013
62.9883	-0.581146	62.9883	-0.248357
64.4531	-0.534351	64.4531	-0.22839
67.3828	-0.456074	67.3828	-0.19797
68.8477	-0.441702	68.8477	-0.192222
71.7773	-0.40732	71.7773	-0.179113
74.707	-0.3675	74.707	-0.162968
77.6367	-0.317705	77.6367	-0.142358
79.1016	-0.321806	79.1016	-0.145358
82.0312	-0.329297	82.0312	-0.149615
84.9609	-0.299203	84.9609	-0.136038
87.8906	-0.28892	87.8906	-0.131805
90.8203	-0.251872	90.8203	-0.117263
95.2148	-0.161059	95.2148	-0.0759305
98.1445	-0.129623	98.1445	-0.0614917
101.074	-0.0831888	101.074	-0.0401818
105.469	-0.0117674	105.469	-0.0109079
108.398	-0.0523989	108.398	-0.0298487
112.793	-0.0670383	112.793	-0.0315872
117.188	-0.0073174	117.188	-0.000135218
120.117	0.00726423	120.117	0.00251192
124.512	0.00485291	124.512	-0.00016081
128.906	0.0940967	128.906	0.0448021
133.301	0.23465	133.301	0.100517
139.16	0.0901679	139.16	0.0312028
143.555	0.128997	143.555	0.0633545
147.949	0.181663	147.949	0.0891978
153.809	0.270749	153.809	0.109632
159.668	0.222931	159.668	0.0979244
165.527	0.328026	165.527	0.178889
171.387	0.485383	171.387	0.22549
177.246	0.352725	177.246	0.172528
183.105	0.386345	183.105	0.19716
188.965	0.456696	188.965	0.235103
196.289	0.454155	196.289	0.244947
203.613	0.709973	203.613	0.369531
210.938	0.92177	210.938	0.426651
218.262	0.647622	218.262	0.298381
225.586	0.67281	225.586	0.329471
232.91	0.861642	232.91	0.434386
241.699	0.95166	241.699	0.472736
250.488	1.18338	250.488	0.588726
259.277	1.36552	259.277	0.637378
268.066	0.966351	268.066	0.450919
276.855	1.31171	276.855	0.65395
287.109	1.30844	287.109	0.619419
297.363	1.70559	297.363	0.787393
307.617	1.07893	307.617	0.50913
319.336	1.4611	319.336	0.665256
329.59	1.64245	329.59	0.748591
341.309	1.64705	341.309	0.771067
353.027	2.24729	353.027	1.04607
366.211	1.73747	366.211	0.794989
379.395	1.86448	379.395	0.82983
392.578	1.64169	392.578	0.721086
405.762	1.98218	405.762	0.945042
420.41	2.23794	420.41	1.18615
435.059	2.49696	435.059	1.23798
451.172	2.69157	451.172	1.33154
465.82	2.70562	465.82	1.29417
483.398	3.0991	483.398	1.52833
499.512	2.82064	499.512	1.23993
517.09	2.65042	517.09	1.18554
536.133	2.70679	536.133	1.24426
555.176	2.88424	555.176	1.26997
574.219	3.13686	574.219	1.41518
594.727	2.80008	594.727	1.09643
615.234	3.29955	615.234	1.44354
637.207	3.24007	637.207	1.32574
659.18	2.70656	659.18	0.963548
682.617	3.0025	682.617	1.28685
707.52	3.58264	707.52	1.42957
732.422	2.50591	732.422	0.705904
757.324	3.28308	757.324	1.17657
785.156	3.7147	785.156	1.43742
811.523	3.89378	811.523	1.65384
840.82	4.48861	840.82	2.22744
870.117	4.40519	870.117	2.33001
900.879	4.11448	900.879	2.33523
933.105	4.60447	933.105	2.4977
965.332	4.32092	965.332	2.31798
1000.49	4.1352	1000.49	2.21333
1035.64	4.29282	1035.64	2.26197
1072.27	4.32166	1072.27	2.21613
1108.89	4.37545	1108.89	2.09311
1148.44	4.44282	1148.44	2.01026
1189.45	4.5007	1189.45	1.93996
1230.47	4.21846	1230.47	1.71561
1274.41	4.77814	1274.41	2.01175
1319.82	5.20213	1319.82	2.17904
1366.7	5.4335	1366.7	2.21382
1413.57	6.00354	1413.57	2.61
1463.38	6.00307	1463.38	2.45496
1516.11	6.4865	1516.11	2.81662
1568.85	7.0731	1568.85	3.28239
