"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	55.8086
23.4375	59.4525
26.3672	63.2871
29.2969	66.9715
32.2266	70.3994
35.1563	73.6154
38.0859	76.442
41.0156	78.7483
43.9453	80.2432
46.875	81.2419
49.8047	81.8358
52.7344	82.2338
55.6641	82.5311
58.5938	82.8055
61.5234	82.9996
64.4531	83.2057
67.3828	83.4362
70.3125	83.6851
73.2422	83.9204
76.1719	84.1926
79.1016	84.3981
82.0313	84.6477
84.9609	84.8236
87.8906	84.9175
90.8203	84.9693
93.75	85.3093
96.6797	85.3799
102.539	85.6403
105.469	85.6981
108.398	85.8297
111.328	85.9535
117.188	86.1122
120.117	86.2186
125.977	86.2038
128.906	86.1526
134.766	85.8944
137.695	85.851
143.555	85.7982
149.414	85.6357
155.273	85.5686
158.203	85.5432
164.063	85.5781
169.922	85.0471
175.781	84.9209
181.641	84.7211
190.43	84.4236
196.289	84.3252
202.148	84.1956
210.938	84.0102
216.797	83.8371
225.586	83.6893
234.375	83.6787
240.234	83.3941
249.023	83.2197
257.813	83.3054
266.602	82.7193
278.32	82.677
287.109	82.6035
295.898	82.5299
307.617	82.3697
319.336	82.1208
331.055	81.8112
342.773	81.3856
354.492	82.6512
366.211	82.6796
377.93	82.7587
392.578	82.1162
407.227	81.49
421.875	82.0984
436.523	81.9679
451.172	82.1849
465.82	82.0219
483.398	81.7472
500.977	81.8435
518.555	81.5812
536.133	81.5112
553.711	81.7475
574.219	81.8406
594.727	81.4649
615.234	81.3092
638.672	81.6738
659.18	82.039
682.617	83.233
706.055	83.3336
732.422	82.2243
758.789	81.8018
785.156	81.6951
811.523	81.7272
840.82	81.9672
870.117	82.0458
902.344	82.2295
931.641	82.5975
966.797	83.0513
999.023	82.9632
1,034.18	83.0635
1,072.27	82.9359
1,110.35	82.5511
1,148.44	82.3301
1,189.45	82.6678
1,230.47	82.5181
1,274.41	82.4848
1,318.36	82.5312
1,365.23	82.1401
1,415.04	81.7949
1,464.84	81.7246
1,514.65	81.7119
1,570.31	81.8948
1,623.05	81.435
1,681.64	80.8193
1,740.23	80.703
1,801.76	81.0483
1,866.21	80.7235
1,930.66	79.9338
2,000.98	80.7598
2,071.29	81.2746
2,144.53	80.8642
2,217.77	80.262
2,296.88	80.5982
2,378.91	80.8814
2,460.94	80.3204
2,548.83	79.788
2,639.65	79.9236
2,733.4	79.8649
2,827.15	80.0752
2,926.76	80.0906
3,032.23	80.1076
3,137.7	80.3047
3,249.02	80.2571
3,363.28	80.2131
3,483.4	80.3155
3,606.45	80.2344
3,732.42	80.0177
3,864.26	80.1624
3,999.02	80.2947
4,139.65	80.1337
4,286.13	80.5623
4,438.48	80.514
4,593.75	80.3966
4,757.81	80.583
4,924.8	80.5709
5,097.66	80.276
5,279.3	79.85
5,463.87	79.9414
5,657.23	79.6914
5,856.45	79.8959
6,061.52	80.2368
6,275.39	80.4904
6,498.05	80.4075
6,726.56	80.3535
6,963.87	80.3707
7,209.96	80.1271
7,464.84	80.0272
7,728.52	80.2518
8,000.98	80.6301
8,282.23	81.0462
8,575.2	81.1656
8,876.95	80.8247
9,190.43	80.2377
9,512.7	79.754
9,849.61	78.7754
10,195.3	77.2684
10,555.7	76.7805
10,927.7	78.506
11,314.5	78.6314
11,712.9	78.2866
12,126	78.5816
12,553.7	79.0235
12,996.1	78.7359
13,453.1	78.8775
13,927.7	79.3109
14,419.9	79.0477
14,929.7	78.8736
15,454.1	78.5604
15,999	77.7663
16,564.5	77.3212
17,147.5	77.5142
17,753.9	80.7349
18,377.9	83.2277
19,028.3	86.0345
19,699.2	87.662
19,998	87.5487
