"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency / Hz"	"Sound Pessure Level / dB  [0.3V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB  [0.3V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB  [0.3V at 1m]"
20.5078	53.3025	20.5078	52.5899	20.5078	52.9608
21.9727	55.4461	21.9727	54.5262	21.9727	55.0104
23.4375	59.4705	23.4375	59.106	23.4375	59.2921
24.9023	57.843	24.9023	57.2355	24.9023	57.5499
26.3672	61.1532	26.3672	60.9924	26.3672	61.0735
27.832	63.7734	27.832	63.4558	27.832	63.6175
29.2969	66.4004	29.2969	66.1403	29.2969	66.2723
30.7617	68.8839	30.7617	68.5973	30.7617	68.7429
32.2266	71.0828	32.2266	70.7848	32.2266	70.9363
33.6914	73.2074	33.6914	72.8914	33.6914	73.0523
35.1563	75.2096	35.1563	74.8553	35.1563	75.036
36.6211	77.043	36.6211	76.7171	36.6211	76.8831
38.0859	78.7458	38.0859	78.3964	38.0859	78.5746
39.5508	80.3121	39.5508	79.9414	39.5508	80.1307
41.0156	81.7318	41.0156	81.3387	41.0156	81.5397
42.4805	83.0221	42.4805	82.5793	42.4805	82.8064
43.9453	84.1633	43.9453	83.7148	43.9453	83.9448
45.4102	85.141	45.4102	84.7326	45.4102	84.9416
46.875	85.9637	46.875	85.5445	46.875	85.7592
48.3398	86.7305	48.3398	86.3044	48.3398	86.5227
51.2695	87.9204	51.2695	87.4962	51.2695	87.7135
52.7344	88.3616	52.7344	87.9184	52.7344	88.1457
54.1992	88.6917	54.1992	88.2416	54.1992	88.4725
55.6641	88.9563	55.6641	88.5009	55.6641	88.7346
58.5938	89.3341	58.5938	88.8739	58.5938	89.1101
60.0586	89.4397	60.0586	88.9788	60.0586	89.2154
62.9883	89.5489	62.9883	89.1111	62.9883	89.3355
64.4531	89.6038	64.4531	89.1358	64.4531	89.3761
67.3828	89.7562	67.3828	89.2392	67.3828	89.5054
68.8477	89.7228	68.8477	89.2176	68.8477	89.4775
71.7773	89.6566	71.7773	89.142	71.7773	89.4069
74.707	89.6777	74.707	89.1249	74.707	89.4101
77.6367	89.6663	77.6367	89.127	77.6367	89.405
79.1016	89.6524	79.1016	89.1394	79.1016	89.4035
82.0313	89.6563	82.0313	89.1569	82.0313	89.4138
84.9609	89.6732	84.9609	89.1863	84.9609	89.4366
87.8906	89.6952	87.8906	89.1372	87.8906	89.4251
90.8203	89.79	90.8203	89.2226	90.8203	89.5156
95.2148	89.7989	95.2148	89.2295	95.2148	89.5235
98.1445	89.7758	98.1445	89.2204	98.1445	89.507
101.074	89.7593	101.074	89.2001	101.074	89.4887
105.469	89.8062	105.469	89.1868	105.469	89.5076
108.398	89.764	108.398	89.1244	108.398	89.456
112.793	89.593	112.793	88.9583	112.793	89.2872
117.188	89.5482	117.188	88.8915	117.188	89.2323
120.117	89.7154	120.117	89.0506	120.117	89.3957
124.512	89.8498	124.512	89.0784	124.512	89.4812
128.906	89.8795	128.906	89.0913	128.906	89.5033
133.301	89.8549	133.301	89.1582	133.301	89.5205
139.16	89.571	139.16	88.8663	139.16	89.233
143.555	89.5722	143.555	88.7775	143.555	89.193
147.949	89.7447	147.949	88.9334	147.949	89.358
153.809	89.5073	153.809	88.7911	153.809	89.164
159.668	89.3006	159.668	88.5009	159.668	88.9192
165.527	89.1476	165.527	88.2163	165.527	88.7068
171.387	89.9136	171.387	88.9178	171.387	89.4442
177.246	89.6995	177.246	88.8899	177.246	89.3135
183.105	89.5498	183.105	88.7128	183.105	89.1514
188.965	89.779	188.965	88.8589	188.965	89.3433
196.289	89.618	196.289	88.4525	196.289	89.0743
203.613	89.2835	203.613	88.5035	203.613	88.911
210.938	89.9579	210.938	88.659	210.938	89.3568
218.262	89.7632	218.262	88.7758	218.262	89.2975
225.586	89.5256	225.586	88.3456	225.586	88.9755
232.91	89.6151	232.91	88.7154	232.91	89.1885
241.699	89.7019	241.699	88.5925	241.699	89.1825
250.488	89.2195	250.488	88.5468	250.488	88.8962
259.277	90.0581	259.277	89.2939	259.277	89.6928
268.066	89.7341	268.066	88.8922	268.066	89.3335
276.855	89.054	276.855	88.2743	276.855	88.6817
287.109	89.8045	287.109	87.9983	287.109	88.9946
297.363	89.6657	297.363	88.9844	297.363	89.3384
307.617	89.015	307.617	88.3853	307.617	88.7115
319.336	88.8829	319.336	88.2613	319.336	88.5832
329.59	88.6975	329.59	88.5979	329.59	88.648
341.309	89.1501	341.309	88.0954	341.309	88.6547
353.027	89.4904	353.027	88.7144	353.027	89.1197
366.211	89.0502	366.211	86.9934	366.211	88.1424
379.395	88.5102	379.395	87.9813	379.395	88.2538
392.578	87.9058	392.578	87.2598	392.578	87.5948
405.762	88.1682	405.762	87.7564	405.762	87.9672
420.41	88.6333	420.41	87.358	420.41	88.0423
435.059	88.3534	435.059	87.2555	435.059	87.8391
451.172	88.2007	451.172	86.4177	451.172	87.4
465.82	87.1862	465.82	86.7611	465.82	86.9789
483.398	87.5311	483.398	86.8401	483.398	87.1993
499.512	88.4509	499.512	86.0301	499.512	87.407
517.09	88.7139	517.09	87.533	517.09	88.1635
536.133	88.8127	536.133	87.2326	536.133	88.0941
555.176	87.8513	555.176	86.7077	555.176	87.317
574.219	88.9156	574.219	87.337	574.219	88.1976
594.727	88.5496	594.727	87.7053	594.727	88.1479
615.234	88.6995	615.234	86.7296	615.234	87.8253
637.207	87.6078	637.207	86.2321	637.207	86.9742
659.18	87.2393	659.18	85.0458	659.18	86.2796
682.617	89.0481	682.617	87.1509	682.617	88.2023
707.52	88.5826	707.52	87.7056	707.52	88.1662
732.422	88.5176	732.422	87.1367	732.422	87.8818
757.324	87.5376	757.324	86.7054	757.324	87.1414
785.156	87.4398	785.156	86.3205	785.156	86.9161
811.523	85.98	811.523	86.0175	811.523	85.9988
840.82	86.7806	840.82	84.8401	840.82	85.9178
870.117	87.3835	870.117	85.5989	870.117	86.5823
900.879	87.1878	900.879	85.4341	900.879	86.3989
933.105	86.9979	933.105	84.8567	933.105	86.058
965.332	86.5304	965.332	85.1528	965.332	85.896
1000.49	86.5858	1000.49	85.3041	1000.49	85.9921
1035.64	87.1325	1035.64	86.1531	1035.64	86.6704
1072.27	87.8379	1072.27	85.4098	1072.27	86.7914
1108.89	88.1075	1108.89	86.4863	1108.89	87.3721
1148.44	87.8507	1148.44	85.7935	1148.44	86.9428
1189.45	87.3918	1189.45	85.8562	1189.45	86.6915
1230.47	87.082	1230.47	85.9417	1230.47	86.5492
1274.41	87.2175	1274.41	85.8315	1274.41	86.5795
1319.82	87.5645	1319.82	85.3371	1319.82	86.5921
1366.7	88.2316	1366.7	85.8314	1366.7	87.1953
1413.57	88.5332	1413.57	85.9892	1413.57	87.4449
1463.38	88.0366	1463.38	85.985	1463.38	87.1308
1516.11	87.8001	1516.11	86.4206	1516.11	87.1649
1568.85	88.7975	1568.85	86.0737	1568.85	87.6457
1624.51	88.8985	1624.51	85.5269	1624.51	87.532
1681.64	88.088	1681.64	83.8271	1681.64	86.4604
1741.7	85.7766	1741.7	81.5847	1741.7	84.1679
1803.22	84.9615	1803.22	81.3012	1803.22	83.5061
1866.21	85.0863	1866.21	81.5257	1866.21	83.6611
1932.13	84.5448	1932.13	80.9357	1932.13	83.1048
1999.51	84.289	1999.51	78.9355	1999.51	82.3897
2069.82	84.1273	2069.82	79.7641	2069.82	82.472
2143.07	84.9348	2143.07	79.1552	2143.07	82.9429
2219.24	84.9819	2219.24	79.196	2219.24	82.9887
2296.88	84.3641	2296.88	78.4311	2296.88	82.3406
2378.91	85.3414	2378.91	79.2495	2378.91	83.286
2462.4	85.7677	2462.4	79.631	2462.4	83.7035
2548.83	85.4898	2548.83	80.1915	2548.83	83.603
2639.65	86.0048	2639.65	82.2391	2639.65	84.5179
2731.93	86.6367	2731.93	83.8182	2731.93	85.4522
2828.61	87.1429	2828.61	84.8807	2828.61	86.1574
2928.22	87.5887	2928.22	85.8093	2928.22	86.7895
3030.76	88.4878	3030.76	85.7607	3030.76	87.3349
3137.7	88.3353	3137.7	85.0261	3137.7	86.9886
3249.02	88.9281	3249.02	85.2262	3249.02	87.4602
3363.28	89.5	3363.28	84.9255	3363.28	87.7891
3481.93	88.8522	3481.93	84.8223	3481.93	87.2888
3604.98	89.5419	3604.98	85.5136	3604.98	87.9789
3732.42	89.2956	3732.42	86.7249	3732.42	88.1977
3864.26	88.8281	3864.26	87.5039	3864.26	88.2162
4000.49	88.5164	4000.49	88.6428	4000.49	88.58
4141.11	88.5972	4141.11	89.1822	4141.11	88.8995
4287.6	88.0887	4287.6	89.2717	4287.6	88.7204
4438.48	88.7049	4438.48	89.7373	4438.48	89.2517
4595.21	88.8823	4595.21	88.9437	4595.21	88.9131
4756.35	89.5605	4756.35	89.0103	4756.35	89.2941
4924.8	90.0055	4924.8	89.0765	4924.8	89.5658
5097.66	90.0838	5097.66	89.7126	5097.66	89.9021
5277.83	90.4797	5277.83	90.4459	5277.83	90.4628
5463.87	90.6666	5463.87	91.0042	5463.87	90.8387
5657.23	89.897	5657.23	90.9819	5657.23	90.4732
5856.45	88.9611	5856.45	90.7539	5856.45	89.9493
6062.99	88.4123	6062.99	90.4688	6062.99	89.5611
6276.86	87.9225	6276.86	89.5837	6276.86	88.832
6498.05	87.908	6498.05	88.7634	6498.05	88.3568
6726.56	88.1317	6726.56	88.3753	6726.56	88.2552
6963.87	87.7813	6963.87	87.9336	6963.87	87.8581
7209.96	87.2936	7209.96	87.2737	7209.96	87.2836
7464.84	86.8552	7464.84	86.7126	7464.84	86.7845
7727.05	86.4966	7727.05	86.193	7727.05	86.3475
7999.51	85.7319	7999.51	85.8508	7999.51	85.7918
8282.23	85.5599	8282.23	85.4532	8282.23	85.5069
8573.73	86.0359	8573.73	84.9767	8573.73	85.5385
8876.95	86.3736	8876.95	84.7572	8876.95	85.6402
9188.96	86.8633	9188.96	85.1208	9188.96	86.0789
9514.16	87.5009	9514.16	85.5649	9514.16	86.6399
9849.61	88.3648	9849.61	86.3057	9849.61	87.4561
10196.8	88.7497	10196.8	86.4878	10196.8	87.7644
10555.7	88.6242	10555.7	86.0225	10555.7	87.5153
10927.7	88.4295	10927.7	86.4335	10927.7	87.5452
11313	88.3817	11313	86.5192	11313	87.5495
11712.9	88.209	11712.9	86.1567	11712.9	87.3029
12126	88.0423	12126	85.5151	12126	86.96
12553.7	87.734	12553.7	85.2235	12553.7	86.6577
12996.1	87.4049	12996.1	84.8066	12996.1	86.2972
13454.6	87.0459	13454.6	84.1696	13454.6	85.8416
13929.2	86.8814	13929.2	83.4215	13929.2	85.4873
14419.9	86.3259	14419.9	82.3634	14419.9	84.7817
14928.2	85.8442	14928.2	81.3897	14928.2	84.1646
15455.6	84.9922	15455.6	80.431	15455.6	83.2848
16000.5	84.4419	16000.5	80.2327	16000.5	82.8285
16564.5	84.0592	16564.5	80.0601	16564.5	82.5046
17148.9	83.4148	17148.9	79.4218	17148.9	81.8619
17752.4	82.5614	17752.4	78.1293	17752.4	80.8878
18379.4	81.6847	18379.4	76.0428	18379.4	79.7219
19026.9	81.1388	19026.9	73.8881	19026.9	78.8779
19697.8	81.1972	19697.8	74.0395	19697.8	78.9511
19999.5	80.9849	19999.5	74.6318	19999.5	78.8792
