"Contour Plot"		
""		
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa)"	"Theta / deg"
23.4375	55.7241	-180
29.2969	55.9715	-180
35.1562	56.2537	-180
41.0156	56.5623	-180
46.875	56.8895	-180
52.7344	57.2283	-180
58.5938	57.573	-180
64.4531	57.9189	-180
70.3125	58.2621	-180
76.1719	58.5996	-180
82.0312	58.9291	-180
87.8906	59.249	-180
93.75	59.558	-180
99.6094	59.8553	-180
105.469	60.1402	-180
111.328	60.4123	-180
117.188	60.6716	-180
123.047	60.9179	-180
128.906	61.1513	-180
134.766	61.3719	-180
140.625	61.58	-180
146.484	61.7757	-180
152.344	61.9594	-180
158.203	62.1314	-180
164.062	62.292	-180
169.922	62.4416	-180
175.781	62.5806	-180
181.641	62.7093	-180
187.5	62.8282	-180
193.359	62.9376	-180
199.219	63.0379	-180
205.078	63.1296	-180
210.938	63.213	-180
216.797	63.2885	-180
222.656	63.3565	-180
228.516	63.4173	-180
234.375	63.4715	-180
240.234	63.5192	-180
246.094	63.5609	-180
251.953	63.5968	-180
257.812	63.6273	-180
263.672	63.6527	-180
269.531	63.6732	-180
275.391	63.6892	-180
281.25	63.7008	-180
287.109	63.7083	-180
292.969	63.7118	-180
298.828	63.7116	-180
304.688	63.7079	-180
310.547	63.7008	-180
316.406	63.6905	-180
322.266	63.6771	-180
328.125	63.6607	-180
333.984	63.6415	-180
339.844	63.6195	-180
345.703	63.595	-180
351.562	63.5679	-180
357.422	63.5385	-180
363.281	63.5068	-180
369.141	63.473	-180
375	63.4371	-180
380.859	63.3993	-180
386.719	63.3597	-180
392.578	63.3185	-180
398.438	63.2757	-180
404.297	63.2315	-180
410.156	63.186	-180
416.016	63.1394	-180
421.875	63.0918	-180
427.734	63.0433	-180
433.594	62.9941	-180
439.453	62.9443	-180
445.312	62.8939	-180
451.172	62.8432	-180
457.031	62.7922	-180
462.891	62.7411	-180
468.75	62.6898	-180
474.609	62.6385	-180
480.469	62.5871	-180
486.328	62.5359	-180
492.188	62.4847	-180
498.047	62.4335	-180
503.906	62.3825	-180
509.766	62.3315	-180
515.625	62.2804	-180
521.484	62.2293	-180
527.344	62.1781	-180
533.203	62.1267	-180
