"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce (full horizontal rear)"		"Total Early Reflection"	
105.469	81.5178	105.469	81.315	105.469	81.329	105.469	81.6036	105.469	81.7559	105.469	81.5075
108.398	81.66	108.398	81.4892	108.398	81.5108	108.398	81.74	108.398	81.793	108.398	81.6403
112.793	81.9086	112.793	81.8218	112.793	81.7673	112.793	81.9892	112.793	81.9919	112.793	81.8967
117.188	82.0252	117.188	81.8218	117.188	81.865	117.188	82.0311	117.188	81.9716	117.188	81.9438
120.117	82.1711	120.117	81.9718	120.117	82.0249	120.117	82.1631	120.117	81.9648	120.117	82.0601
124.512	82.3133	124.512	82.0922	124.512	82.1787	124.512	82.3054	124.512	81.9694	124.512	82.1738
128.906	82.3355	128.906	82.1397	128.906	82.1947	128.906	82.371	128.906	82.1753	128.906	82.2442
133.301	82.4211	133.301	82.2179	133.301	82.2548	133.301	82.4428	133.301	82.2671	133.301	82.3217
139.16	82.596	139.16	82.3841	139.16	82.4479	139.16	82.6029	139.16	82.3323	139.16	82.474
143.555	82.7128	143.555	82.4704	143.555	82.571	143.555	82.7051	143.555	82.3989	143.555	82.5734
147.949	82.7532	147.949	82.5222	147.949	82.6346	147.949	82.7482	147.949	82.464	147.949	82.626
153.809	82.8749	153.809	82.6228	153.809	82.74	153.809	82.8457	153.809	82.5421	153.809	82.727
159.668	82.9911	159.668	82.783	159.668	82.862	159.668	82.9682	159.668	82.6721	159.668	82.8569
165.527	83.1767	165.527	83.0348	165.527	83.0685	165.527	83.1832	165.527	82.9549	165.527	83.0845
171.387	83.3217	171.387	83.1215	171.387	83.2221	171.387	83.2587	171.387	82.9217	171.387	83.1714
177.246	83.5419	177.246	83.2628	177.246	83.4623	177.246	83.3915	177.246	82.7879	177.246	83.2973
183.105	83.3725	183.105	83.1723	183.105	83.3052	183.105	83.3222	183.105	82.8748	183.105	83.2131
188.965	83.4463	188.965	83.1817	188.965	83.3828	188.965	83.3488	188.965	82.9067	188.965	83.2575
196.289	83.6049	196.289	83.4673	196.289	83.6061	196.289	83.4893	196.289	82.8467	196.289	83.4119
203.613	83.627	203.613	83.3799	203.613	83.6436	203.613	83.4152	203.613	82.7629	203.613	83.3772
210.938	83.7933	210.938	83.6211	210.938	83.8236	210.938	83.6268	210.938	82.8222	210.938	83.5523
218.262	83.7032	218.262	83.5791	218.262	83.7379	218.262	83.5725	218.262	82.9458	218.262	83.517
225.586	83.7165	225.586	83.6545	225.586	83.7861	225.586	83.5876	225.586	82.9996	225.586	83.5578
232.91	83.7672	232.91	83.7143	232.91	83.9145	232.91	83.6278	232.91	82.78	232.91	83.5786
241.699	83.7458	241.699	83.6423	241.699	83.8777	241.699	83.5638	241.699	82.646	241.699	83.5162
250.488	83.7992	250.488	83.4593	250.488	83.8294	250.488	83.491	250.488	82.5764	250.488	83.4539
259.277	84.1821	259.277	83.8961	259.277	84.2637	259.277	83.6904	259.277	82.5687	259.277	83.7609
268.066	83.9949	268.066	83.6124	268.066	84.0902	268.066	83.5375	268.066	82.4513	268.066	83.5746
276.855	83.9083	276.855	83.4839	276.855	83.9616	276.855	83.5515	276.855	82.234	276.855	83.4705
287.109	83.7633	287.109	83.7637	287.109	83.9813	287.109	83.486	287.109	82.4636	287.109	83.5232
297.363	83.526	297.363	83.6602	297.363	83.8302	297.363	83.5445	297.363	82.4101	297.363	83.4219
307.617	83.4455	307.617	83.434	307.617	83.6702	307.617	83.3518	307.617	82.3346	307.617	83.2713
319.336	82.3864	319.336	82.1462	319.336	82.6473	319.336	81.9951	319.336	82.9431	319.336	82.4371
329.59	83.387	329.59	82.7646	329.59	83.9529	329.59	82.4085	329.59	82.4321	329.59	83.0311
341.309	83.9006	341.309	83.1336	341.309	84.2464	341.309	82.8946	341.309	81.8005	341.309	83.2766
353.027	83.5823	353.027	82.9275	353.027	84.0221	353.027	82.7277	353.027	80.979	353.027	82.9646
366.211	83.8927	366.211	83.8484	366.211	84.4962	366.211	83.0279	366.211	81.5528	366.211	83.4753
379.395	84.5674	379.395	84.2923	379.395	85.1279	379.395	83.702	379.395	81.5623	379.395	84.0086
392.578	84.4879	392.578	83.7473	392.578	84.7765	392.578	83.4615	392.578	81.3658	392.578	83.719
405.762	84.163	405.762	83.3959	405.762	84.5296	405.762	83.3198	405.762	81.0467	405.762	83.4446
420.41	84.5979	420.41	83.8458	420.41	85.0541	420.41	83.5145	420.41	80.4623	420.41	83.7538
435.059	83.7878	435.059	83.239	435.059	84.2347	435.059	83.1307	435.059	80.4918	435.059	83.1503
451.172	84.4853	451.172	83.4528	451.172	84.8775	451.172	83.2792	451.172	80.4318	451.172	83.5526
465.82	84.2504	465.82	83.3349	465.82	84.6083	465.82	83.2601	465.82	79.7361	465.82	83.3305
483.398	84.1405	483.398	83.3285	483.398	84.6678	483.398	83.4632	483.398	80.0057	483.398	83.3834
499.512	83.6615	499.512	82.9396	499.512	84.3012	499.512	83.1716	499.512	79.83	499.512	83.0193
517.09	84.3274	517.09	82.9476	517.09	84.5649	517.09	83.288	517.09	79.9514	517.09	83.2885
536.133	83.4039	536.133	82.1833	536.133	84.0661	536.133	82.6043	536.133	79.4192	536.133	82.5958
555.176	83.7964	555.176	82.1144	555.176	84.4246	555.176	83.0624	555.176	78.4062	555.176	82.7925
574.219	84.0532	574.219	82.4844	574.219	84.5741	574.219	83.4877	574.219	79.1338	574.219	83.1104
594.727	83.4285	594.727	81.4244	594.727	83.6996	594.727	82.6811	594.727	79.0465	594.727	82.3509
615.234	83.5399	615.234	81.4315	615.234	84.0763	615.234	82.5136	615.234	78.0677	615.234	82.3709
637.207	84.0003	637.207	82.1521	637.207	84.5618	637.207	83.1288	637.207	79.1164	637.207	82.9594
659.18	84.6541	659.18	82.0001	659.18	84.6064	659.18	83.2436	659.18	79.1231	659.18	83.1475
682.617	84.4907	682.617	83.4815	682.617	84.9852	682.617	83.5342	682.617	79.6598	682.617	83.5695
707.52	84.7888	707.52	82.8565	707.52	85.5824	707.52	84.095	707.52	79.6573	707.52	83.8203
732.422	84.8833	732.422	83.0121	732.422	85.1642	732.422	83.6147	732.422	78.7982	732.422	83.5871
757.324	84.3244	757.324	83.1213	757.324	84.3688	757.324	82.624	757.324	78.9118	757.324	83.054
785.156	84.173	785.156	82.4844	785.156	85.0896	785.156	82.8428	785.156	78.5696	785.156	83.1208
811.523	84.0352	811.523	81.3717	811.523	84.3529	811.523	81.8192	811.523	77.9598	811.523	82.4421
840.82	84.2331	840.82	81.8853	840.82	85.1177	840.82	81.5431	840.82	78.0372	840.82	82.7903
870.117	85.0975	870.117	82.0691	870.117	86.4393	870.117	82.7585	870.117	77.7609	870.117	83.7047
900.879	86.4484	900.879	83.4809	900.879	87.4635	900.879	83.6084	900.879	79.1764	900.879	84.8691
933.105	86.9368	933.105	83.8929	933.105	87.6667	933.105	84.2184	933.105	79.1692	933.105	85.2377
965.332	86.9135	965.332	83.3506	965.332	87.8087	965.332	84.4674	965.332	78.9932	965.332	85.2385
1,000.49	86.77	1,000.49	82.966	1,000.49	87.4109	1,000.49	83.5623	1,000.49	78.2612	1,000.49	84.824
1,035.64	86.7501	1,035.64	83.7438	1,035.64	87.1137	1,035.64	83.5447	1,035.64	76.8453	1,035.64	84.7683
1,072.27	86.6823	1,072.27	82.9749	1,072.27	86.6333	1,072.27	83.1014	1,072.27	76.9592	1,072.27	84.405
1,108.89	86.9545	1,108.89	83.2508	1,108.89	86.7147	1,108.89	83.4101	1,108.89	76.2264	1,108.89	84.5876
1,148.44	86.4734	1,148.44	82.0237	1,148.44	86.5792	1,148.44	83.3738	1,148.44	75.9466	1,148.44	84.1995
1,189.45	86.1197	1,189.45	82.0493	1,189.45	86.494	1,189.45	83.2761	1,189.45	76.4639	1,189.45	84.0569
1,230.47	85.8571	1,230.47	83.8338	1,230.47	86.5345	1,230.47	83.9276	1,230.47	76.4433	1,230.47	84.3723
1,274.41	86.7874	1,274.41	84.3785	1,274.41	87.83	1,274.41	84.304	1,274.41	76.7862	1,274.41	85.2508
1,319.82	87.8886	1,319.82	84.7145	1,319.82	88.6026	1,319.82	85.2472	1,319.82	76.4122	1,319.82	86.0519
1,366.7	88.7372	1,366.7	85.3357	1,366.7	88.7134	1,366.7	84.9301	1,366.7	77.4838	1,366.7	86.4348
1,413.57	87.9099	1,413.57	84.5529	1,413.57	88.6753	1,413.57	85.0576	1,413.57	77.0462	1,413.57	86.0455
1,463.38	87.0231	1,463.38	81.5882	1,463.38	87.3589	1,463.38	83.8176	1,463.38	76.4952	1,463.38	84.7066
1,516.11	85.6839	1,516.11	82.3935	1,516.11	86.5727	1,516.11	82.6436	1,516.11	76.239	1,516.11	83.8873
1,568.85	84.7706	1,568.85	84.0717	1,568.85	85.4934	1,568.85	80.4904	1,568.85	74.4814	1,568.85	83.2206
1,624.51	84.5656	1,624.51	83.3128	1,624.51	85.4108	1,624.51	80.8947	1,624.51	73.2094	1,624.51	82.9753
1,681.64	84.435	1,681.64	83.2715	1,681.64	85.3246	1,681.64	80.1947	1,681.64	73.3173	1,681.64	82.8188
1,741.7	84.5568	1,741.7	82.4454	1,741.7	85.8399	1,741.7	80.6669	1,741.7	72.1876	1,741.7	82.9137
1,803.22	84.1393	1,803.22	81.9985	1,803.22	85.6751	1,803.22	80.755	1,803.22	71.5181	1,803.22	82.65
1,866.21	84.3797	1,866.21	82.6461	1,866.21	84.8582	1,866.21	79.6002	1,866.21	70.6385	1,866.21	82.39
1,932.13	84.0658	1,932.13	81.8512	1,932.13	84.5127	1,932.13	79.3079	1,932.13	69.7939	1,932.13	81.9626
1,999.51	83.9608	1,999.51	81.7937	1,999.51	84.246	1,999.51	79.1858	1,999.51	68.2227	1,999.51	81.7923
2,069.82	82.8131	2,069.82	81.1995	2,069.82	83.5229	2,069.82	78.7979	2,069.82	67.2016	2,069.82	80.9973
2,143.07	82.9486	2,143.07	81.2085	2,143.07	83.8401	2,143.07	78.7644	2,143.07	66.8215	2,143.07	81.1489
2,219.24	83.706	2,219.24	80.3288	2,219.24	83.8648	2,219.24	78.5307	2,219.24	66.1456	2,219.24	81.2157
2,296.88	83.9296	2,296.88	79.4908	2,296.88	83.3417	2,296.88	77.7135	2,296.88	65.2883	2,296.88	80.8948
2,378.91	83.5377	2,378.91	80.7201	2,378.91	83.5073	2,378.91	77.5466	2,378.91	64.5405	2,378.91	80.9884
2,462.4	82.7585	2,462.4	81.0247	2,462.4	84.8511	2,462.4	78.5152	2,462.4	64.5201	2,462.4	81.4288
2,548.83	82.9723	2,548.83	81.5989	2,548.83	86.0848	2,548.83	79.6288	2,548.83	64.5142	2,548.83	82.2704
2,639.65	84.9616	2,639.65	82.0608	2,639.65	86.4806	2,639.65	80.2016	2,639.65	64.1025	2,639.65	83.1225
2,731.93	85.7039	2,731.93	81.3128	2,731.93	85.9841	2,731.93	79.3184	2,731.93	62.6123	2,731.93	82.9715
2,828.61	84.7549	2,828.61	81.3207	2,828.61	85.7079	2,828.61	78.6671	2,828.61	62.0481	2,828.61	82.464
2,928.22	83.6096	2,928.22	80.5074	2,928.22	85.5752	2,928.22	78.1295	2,928.22	62.1878	2,928.22	81.8733
3,030.76	82.8636	3,030.76	79.6176	3,030.76	85.2171	3,030.76	77.7982	3,030.76	61.3229	3,030.76	81.3287
3,137.7	83.0415	3,137.7	79.774	3,137.7	84.9995	3,137.7	77.4574	3,137.7	61.9603	3,137.7	81.2699
3,249.02	83.6188	3,249.02	80.4297	3,249.02	84.9184	3,249.02	77.439	3,249.02	61.9226	3,249.02	81.5096
3,363.28	83.5261	3,363.28	80.0422	3,363.28	85.1234	3,363.28	77.5215	3,363.28	61.7421	3,363.28	81.5201
3,481.93	83.0061	3,481.93	80.2323	3,481.93	85.2779	3,481.93	78.0977	3,481.93	62.6189	3,481.93	81.5154
3,604.98	82.7147	3,604.98	80.5156	3,604.98	85.0607	3,604.98	78.1469	3,604.98	63.29	3,604.98	81.3832
3,732.42	81.2257	3,732.42	80.2334	3,732.42	85.0188	3,732.42	78.2485	3,732.42	63.9902	3,732.42	80.9694
3,864.26	81.486	3,864.26	80.9602	3,864.26	85.2357	3,864.26	77.8142	3,864.26	64.4722	3,864.26	81.2232
4,000.49	82.5003	4,000.49	80.1137	4,000.49	84.7143	4,000.49	77.0468	4,000.49	64.6002	4,000.49	81.0046
4,141.11	82.8278	4,141.11	79.2942	4,141.11	85.7922	4,141.11	77.5668	4,141.11	65.104	4,141.11	81.5632
4,287.6	84.2104	4,287.6	77.9926	4,287.6	86.7976	4,287.6	77.6529	4,287.6	65.3156	4,287.6	82.3888
4,438.48	85.7461	4,438.48	78.5059	4,438.48	87.8469	4,438.48	77.2533	4,438.48	64.2355	4,438.48	83.4685
4,595.21	86.8429	4,595.21	77.8908	4,595.21	88.1303	4,595.21	76.477	4,595.21	59.3402	4,595.21	83.9459
4,756.35	86.1997	4,756.35	78.5906	4,756.35	87.3014	4,756.35	76.7361	4,756.35	55.2468	4,756.35	83.3197
4,924.8	83.4412	4,924.8	79.0507	4,924.8	85.4694	4,924.8	78.4846	4,924.8	63.3727	4,924.8	81.6213
5,097.66	82.6804	5,097.66	78.6083	5,097.66	84.2923	5,097.66	78.4492	5,097.66	66.1689	5,097.66	80.7971
5,277.83	83.0594	5,277.83	78.8209	5,277.83	84.5753	5,277.83	77.7129	5,277.83	65.0157	5,277.83	80.9864
5,463.87	83.2178	5,463.87	78.4249	5,463.87	84.8801	5,463.87	78.4049	5,463.87	65.3015	5,463.87	81.2034
5,657.23	83.3901	5,657.23	78.0037	5,657.23	85.2211	5,657.23	77.1797	5,657.23	64.6464	5,657.23	81.2666
5,856.45	83.0506	5,856.45	78.068	5,856.45	85.7331	5,856.45	77.2119	5,856.45	63.6408	5,856.45	81.4318
6,062.99	82.6791	6,062.99	78.2426	6,062.99	86.2582	6,062.99	76.3845	6,062.99	62.9437	6,062.99	81.5836
6,276.86	83.1312	6,276.86	78.2781	6,276.86	85.8533	6,276.86	75.7197	6,276.86	61.6925	6,276.86	81.4401
6,498.05	83.2107	6,498.05	78.3656	6,498.05	85.595	6,498.05	76.1452	6,498.05	61.785	6,498.05	81.3571
6,726.56	83.5215	6,726.56	77.6799	6,726.56	86.2272	6,726.56	77.4236	6,726.56	64.7156	6,726.56	81.8259
6,963.87	83.5599	6,963.87	77.6134	6,963.87	86.2914	6,963.87	76.5379	6,963.87	64.2221	6,963.87	81.8078
7,209.96	83.0417	7,209.96	77.8468	7,209.96	86.8631	7,209.96	76.9216	7,209.96	64.2997	7,209.96	82.0407
7,464.84	82.0083	7,464.84	78.0161	7,464.84	86.6566	7,464.84	77.2178	7,464.84	64.127	7,464.84	81.7055
7,727.05	82.3755	7,727.05	78.1376	7,727.05	86.0975	7,727.05	77.4371	7,727.05	62.8297	7,727.05	81.4762
7,999.51	82.6635	7,999.51	77.8831	7,999.51	86.3585	7,999.51	77.7188	7,999.51	62.9763	7,999.51	81.7
8,282.23	83.3249	8,282.23	77.8572	8,282.23	85.6391	8,282.23	77.4033	8,282.23	62.7463	8,282.23	81.4571
8,573.73	82.732	8,573.73	77.7547	8,573.73	85.3097	8,573.73	77.8937	8,573.73	63.1693	8,573.73	81.1425
8,876.95	82.3727	8,876.95	77.4832	8,876.95	84.6516	8,876.95	77.4095	8,876.95	62.62	8,876.95	80.6255
9,188.96	83.3049	9,188.96	76.9835	9,188.96	84.4412	9,188.96	77.3243	9,188.96	63.2286	9,188.96	80.7782
9,514.16	83.6201	9,514.16	77.1207	9,514.16	83.915	9,514.16	77.0482	9,514.16	63.1938	9,514.16	80.6503
9,849.61	83.3072	9,849.61	76.8462	9,849.61	83.4294	9,849.61	77.3005	9,849.61	63.484	9,849.61	80.324
10,196.8	82.6457	10,196.8	76.7886	10,196.8	83.3402	10,196.8	77.0391	10,196.8	62.9155	10,196.8	79.9995
10,555.7	82.1135	10,555.7	76.7152	10,555.7	83.2637	10,555.7	77.1839	10,555.7	62.5758	10,555.7	79.784
10,927.7	81.7041	10,927.7	76.9509	10,927.7	83.0756	10,927.7	76.4288	10,927.7	62.4578	10,927.7	79.5069
11,313	81.0386	11,313	77.2339	11,313	83.9432	11,313	75.4605	11,313	61.9507	11,313	79.6807
11,712.9	79.4291	11,712.9	78.3206	11,712.9	85.0269	11,712.9	74.7106	11,712.9	61.1938	11,712.9	80.0407
12,126	78.7528	12,126	79.7112	12,126	85.1451	12,126	75.6856	12,126	59.4143	12,126	80.2815
12,553.7	80.2452	12,553.7	80.0871	12,553.7	84.8446	12,553.7	76.2815	12,553.7	57.1781	12,553.7	80.4606
12,996.1	81.0644	12,996.1	79.9314	12,996.1	84.5695	12,996.1	76.5603	12,996.1	56.6284	12,996.1	80.4793
13,454.6	82.0529	13,454.6	79.9628	13,454.6	83.8821	13,454.6	76.8237	13,454.6	55.2771	13,454.6	80.4336
13,929.2	81.9264	13,929.2	79.629	13,929.2	83.2184	13,929.2	77.4283	13,929.2	55.3031	13,929.2	80.1124
14,419.9	82.3309	14,419.9	79.9602	14,419.9	82.7917	14,419.9	76.5139	14,419.9	53.3781	14,419.9	80.0461
14,928.2	81.3322	14,928.2	79.7786	14,928.2	82.8548	14,928.2	76.4398	14,928.2	54.6071	14,928.2	79.715
15,455.6	81.4856	15,455.6	79.05	15,455.6	83.446	15,455.6	76.2774	15,455.6	54.5636	15,455.6	79.8674
16,000.5	82.2362	16,000.5	77.9814	16,000.5	84.3472	16,000.5	75.7314	16,000.5	54.8328	16,000.5	80.3342
16,564.5	81.5814	16,564.5	77.2134	16,564.5	84.7386	16,564.5	74.5315	16,564.5	54.1	16,564.5	80.1951
17,148.9	82.449	17,148.9	77.0309	17,148.9	84.4454	17,148.9	75.044	17,148.9	55.1623	17,148.9	80.3086
17,752.4	81.7166	17,752.4	76.291	17,752.4	84.8249	17,752.4	74.6432	17,752.4	57.0785	17,752.4	80.207
18,379.4	82.1725	18,379.4	74.8219	18,379.4	84.2842	18,379.4	74.3121	18,379.4	57.3379	18,379.4	79.9209
19,026.9	81.8697	19,026.9	72.6438	19,026.9	84.3008	19,026.9	73.8367	19,026.9	55.9261	19,026.9	79.6939
19,697.8	82.1472	19,697.8	71.5386	19,697.8	84.2299	19,697.8	73.8839	19,697.8	54.5722	19,697.8	79.7108
19,999.5	82.4862	19,999.5	71.038	19,999.5	84.2514	19,999.5	74.0087	19,999.5	55.8135	19,999.5	79.8378
