"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"	"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa/V)  [2.83  V @ 1. m]"
20.5078	41.8751	20.5078	41.7499	20.5078	45.6982	20.5078	48.031	20.5078	33.7188	20.5078	36.0517	20.5078	40
21.9727	46.1714	21.9727	45.8818	21.9727	47.2763	21.9727	48.7054	21.9727	37.1764	21.9727	38.6055	21.9727	40
23.4375	45.9444	23.4375	45.6406	23.4375	47.9649	23.4375	49.857	23.4375	35.7835	23.4375	37.6756	23.4375	40
24.9023	48.4028	24.9023	48.0894	24.9023	49.1167	24.9023	50.3757	24.9023	37.7137	24.9023	38.9727	24.9023	40
26.3672	48.6253	26.3672	48.3547	26.3672	50.3566	26.3672	52.0926	26.3672	36.2621	26.3672	37.998	26.3672	40
27.832	50.4889	27.832	50.2499	27.832	51.9254	27.832	53.4791	27.832	36.7708	27.832	38.3245	27.832	40
29.2969	52.0796	29.2969	51.8401	29.2969	53.0313	29.2969	54.3283	29.2969	37.5117	29.2969	38.8087	29.2969	40
30.7617	53.352	30.7617	53.1306	30.7617	54.3494	30.7617	55.6282	30.7617	37.5023	30.7617	38.7811	30.7617	40
32.2266	55.6157	32.2266	55.4391	32.2266	56.1039	32.2266	56.979	32.2266	38.4601	32.2266	39.3352	32.2266	40
33.6914	56.0823	33.6914	55.9082	33.6914	56.9295	33.6914	58.0564	33.6914	37.8519	33.6914	38.9787	33.6914	40
35.1562	57.3949	35.1562	57.2476	35.1562	58.3026	35.1562	59.408	35.1562	37.8395	35.1562	38.9449	35.1562	40
36.6211	59.0436	36.6211	58.9312	36.6211	59.9127	36.6211	60.944	36.6211	37.9872	36.6211	39.0185	36.6211	40
38.0859	60.2776	38.0859	60.1744	38.0859	61.0544	38.0859	62.0039	38.0859	38.1706	38.0859	39.1201	38.0859	40
39.5508	61.6925	39.5508	61.6039	39.5508	62.3845	39.5508	63.2448	39.5508	38.3592	39.5508	39.2194	39.5508	40
41.0156	62.8305	41.0156	62.7529	41.0156	63.5416	41.0156	64.3977	41.0156	38.3551	41.0156	39.2113	41.0156	40
42.4805	64.1345	42.4805	64.0763	42.4805	64.8823	42.4805	65.7335	42.4805	38.3428	42.4805	39.194	42.4805	40
43.9453	65.5	43.9453	65.4488	43.9453	66.1685	43.9453	66.934	43.9453	38.5147	43.9453	39.2803	43.9453	40
45.4102	66.6759	45.4102	66.6369	45.4102	67.3388	45.4102	68.0794	45.4102	38.5575	45.4102	39.2981	45.4102	40
46.875	67.9455	46.875	67.9259	46.875	68.6087	46.875	69.3098	46.875	38.6161	46.875	39.3172	46.875	40
48.3398	69.2126	48.3398	69.1792	48.3398	69.6871	48.3398	70.2617	48.3398	38.9175	48.3398	39.4921	48.3398	40
51.2695	71.4077	51.2695	71.3892	51.2695	71.8826	51.2695	72.4229	51.2695	38.9663	51.2695	39.5066	51.2695	40
52.7344	72.5386	52.7344	72.525	52.7344	72.9894	52.7344	73.4963	52.7344	39.0287	52.7344	39.5356	52.7344	40
54.1992	73.5872	54.1992	73.5775	54.1992	74.0202	54.1992	74.5034	54.1992	39.0741	54.1992	39.5574	54.1992	40
55.6641	74.525	55.6641	74.52	55.6641	74.9624	55.6641	75.4374	55.6641	39.0826	55.6641	39.5577	55.6641	40
58.5938	76.2624	58.5938	76.2665	58.5938	76.6805	58.5938	77.1171	58.5938	39.1494	58.5938	39.586	58.5938	40
60.0586	77.0798	60.0586	77.0853	60.0586	77.4799	60.0586	77.8959	60.0586	39.1893	60.0586	39.6054	60.0586	40
62.9883	78.4236	62.9883	78.436	62.9883	78.8282	62.9883	79.2312	62.9883	39.2048	62.9883	39.6079	62.9883	40
64.4531	78.9207	64.4531	78.9376	64.4531	79.3316	64.4531	79.7291	64.4531	39.2084	64.4531	39.606	64.4531	40
67.3828	79.7214	67.3828	79.7419	67.3828	80.1006	67.3828	80.4604	67.3828	39.2815	67.3828	39.6412	67.3828	40
68.8477	79.9892	68.8477	80.0116	68.8477	80.3605	68.8477	80.7085	68.8477	39.3031	68.8477	39.6511	68.8477	40
71.7773	80.5136	71.7773	80.5379	71.7773	80.8556	71.7773	81.1688	71.7773	39.3691	71.7773	39.6824	71.7773	40
74.707	80.8254	74.707	80.8501	74.707	81.1334	74.707	81.4115	74.707	39.4386	74.707	39.7167	74.707	40
77.6367	80.9307	77.6367	80.9572	77.6367	81.2239	77.6367	81.4823	77.6367	39.4749	77.6367	39.7333	77.6367	40
79.1016	80.9736	79.1016	81.0008	79.1016	81.2602	79.1016	81.5098	79.1016	39.491	79.1016	39.7406	79.1016	40
82.0312	81.0713	82.0312	81.1007	82.0312	81.3506	82.0312	81.5879	82.0312	39.5128	82.0312	39.7502	82.0312	40
84.9609	81.0971	84.9609	81.1282	84.9609	81.3741	84.9609	81.6047	84.9609	39.5235	84.9609	39.7541	84.9609	40
87.8906	81.083	87.8906	81.116	87.8906	81.3541	87.8906	81.5743	87.8906	39.5417	87.8906	39.7619	87.8906	40
90.8203	81.1772	90.8203	81.2078	90.8203	81.4064	90.8203	81.5885	90.8203	39.6193	90.8203	39.8014	90.8203	40
95.2148	81.2557	95.2148	81.2874	95.2148	81.4638	95.2148	81.626	95.2148	39.6614	95.2148	39.8236	95.2148	40
98.1445	81.2231	98.1445	81.257	98.1445	81.4422	98.1445	81.607	98.1445	39.65	98.1445	39.8148	98.1445	40
101.074	81.1541	101.074	81.19	101.074	81.4023	101.074	81.5949	101.074	39.5952	101.074	39.7877	101.074	40
