"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	47.632
21.2402	48.0337
21.9727	49.4854
22.7051	48.7486
23.4375	49.2385
24.1699	50.1223
25.6348	52.471
26.3672	53.4243
27.0996	54.0303
27.832	55.1489
29.2969	56.8441
30.0293	57.8565
31.4941	59.9462
32.2266	60.7209
33.6914	62.6668
34.4238	63.6417
35.8887	65.5323
37.3535	67.4475
38.8184	69.3515
39.5508	70.2792
41.0156	71.8214
42.4805	73.6708
43.9453	75.148
45.4102	76.5821
47.6074	78.3632
49.0723	79.1642
50.5371	79.7285
52.7344	80.2442
54.1992	80.4162
56.3965	80.5375
58.5938	80.6119
60.0586	80.6406
62.2559	80.5773
64.4531	80.6013
66.6504	80.6353
69.5801	80.7582
71.7773	80.8722
73.9746	80.9951
76.9043	81.131
79.834	81.3283
82.7637	81.5539
85.6934	81.7414
88.623	81.8908
91.5527	82.1224
94.4824	82.2722
98.1445	82.539
101.807	82.7346
105.469	82.9019
109.131	83.2202
112.793	83.4614
116.455	83.6071
120.85	83.8149
125.244	83.9515
129.639	84.0624
134.033	84.1483
138.428	84.1887
143.555	84.2298
148.682	84.2841
153.809	84.278
159.668	84.342
164.795	84.4209
170.654	84.3495
176.514	84.1763
183.105	84
189.697	83.9503
196.289	83.9166
202.881	83.8119
210.205	83.6847
217.529	83.606
225.586	83.4723
232.91	83.4298
241.699	83.1935
249.756	83.1322
258.545	83.1352
268.066	82.7681
277.588	82.893
287.109	82.6828
297.363	82.661
307.617	82.6228
318.604	82.3722
329.59	82.3801
341.309	82.0516
353.76	82.1862
366.211	82.1934
378.662	82.3264
392.578	81.8375
405.762	81.6953
420.41	81.8096
435.059	81.7786
450.439	81.5788
466.553	81.5056
482.666	81.2885
500.244	81.1998
517.822	80.8275
536.133	80.6673
554.443	81.0416
574.219	81.0862
594.727	80.935
615.234	81.1367
637.207	81.5525
659.912	81.6113
683.35	82.0074
706.787	82.2568
731.689	82.2619
758.057	82.2902
784.424	82.1199
812.256	82.1087
840.82	82.0317
870.85	81.9916
901.611	82.0538
933.105	82.119
966.064	81.9142
999.756	81.7612
1,034.91	81.2312
1,071.53	81.2383
1,109.62	81.124
1,148.44	81.6006
1,189.45	81.4533
1,231.2	81.3627
1,274.41	80.8828
1,319.82	80.2699
1,365.97	79.77
1,414.31	79.3573
1,464.11	79.1841
1,515.38	79.1669
1,568.85	79.2451
1,624.51	79.0913
1,681.64	78.8141
1,740.97	79.0836
1,802.49	79.9324
1,866.21	80.1366
1,932.13	79.6428
2,000.24	80.2547
2,070.56	81.1557
2,143.8	81.3976
2,219.24	80.7039
2,297.61	81.2421
2,378.17	82.0198
2,462.4	81.8555
2,548.83	81.5352
2,638.92	81.2701
2,731.93	81.1246
2,828.61	81.4953
2,928.22	81.6881
3,031.49	81.3184
3,138.43	81.5826
3,249.02	81.5173
3,363.28	81.1538
3,481.93	80.9856
3,604.98	81.14
3,732.42	80.6595
3,863.53	80.5741
3,999.76	80.8255
4,141.11	80.8851
4,286.87	81.3049
4,438.48	81.6788
4,594.48	81.7528
4,757.08	81.7862
4,924.8	81.7781
5,098.39	81.2645
5,277.83	80.9666
5,463.87	80.3334
5,656.49	79.633
5,856.45	79.2803
6,062.99	79.3602
6,276.86	79.4869
6,498.05	79.5014
6,727.29	79.6366
6,964.6	79.673
7,209.96	79.5662
7,464.11	79.0312
7,727.78	78.2612
8,000.24	77.7148
8,282.23	78.261
8,574.46	79.2936
8,876.22	79.7002
9,189.7	79.0735
9,513.43	77.9732
9,848.88	77.6429
10,196.8	78.3031
10,556.4	78.7943
10,928.5	78.8537
11,313.7	78.5604
11,712.9	78.0741
12,126	77.8867
12,553.7	78.3665
12,996.1	78.6357
13,454.6	78.7527
13,928.5	78.3884
14,419.9	77.8351
14,928.2	77.932
15,454.8	78.2866
15,999.8	78.3257
16,564.5	78.1663
17,148.2	77.919
17,753.2	77.9802
18,379.4	77.4256
19,027.6	76.0172
19,698.5	75.8606
19,999.5	75.7451
